_id,Actors,Awards,Response,Box_office,Metascore,Type,Language,Genre,Country,imdbID,Writer,Rated,Title,imdbVotes,Poster,Runtime,Director,Released,imdbRating
56fbc41171a0650ee4dd53d8,"Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda",2 wins & 3 nominations.,True,"27,900,000",76,movie,English,"Crime, Drama, Thriller",USA,tt0107554,"Allen Hughes (story, Albert Hughes (story, Tyger Williams (story, Tyger Williams (screenplay)",R,Menace II Society,"38,273",http://ia.media-imdb.com/images/M/MV5BMTQyOTA5NzgzMl5BMl5BanBnXkFtZTgwMjgwNTcxMTE@._V1_SX300.jpg,97 min,"Albert Hughes, Allen Hughes",26 May 1993,7.5
56fbc41171a0650ee4dd53d9,"Michael Keaton, Nicole Kidman, Bradley Whitford, Queen Latifah",N/A,True,"27,484,464",N/A,movie,English,Drama,USA,tt0107630,Bruce Joel Rubin,PG-13,My Life,"8,500",http://ia.media-imdb.com/images/M/MV5BODc1NDMwMDE4OF5BMl5BanBnXkFtZTcwOTAzMTkyMQ@@._V1_SX300.jpg,117 min,Bruce Joel Rubin,12 Nov 1993,6.8
56fbc41171a0650ee4dd53da,"Janet Jackson, Tupac Shakur, Khandi Alexander, Ché J. Avery",Nominated for 1 Oscar. Another 4 wins & 4 nominations.,True,"27,515,786",51,movie,English,"Drama, Romance",USA,tt0107840,John Singleton,R,Poetic Justice,"8,496",http://ia.media-imdb.com/images/M/MV5BMjE1OTM3NzYxOF5BMl5BanBnXkFtZTYwMzMwNTU5._V1_SX300.jpg,109 min,John Singleton,23 Jul 1993,5.9
56fbc41171a0650ee4dd53db,"Julian Fellowes, Roddy Maude-Roxby, Michael Denison, Andrew Seear",Nominated for 2 Oscars. Another 7 wins & 10 nominations.,True,,N/A,movie,English,"Biography, Drama, Romance",UK,tt0108101,"William Nicholson (screenplay, William Nicholson (play)",PG,Shadowlands,"13,118",http://ia.media-imdb.com/images/M/MV5BMTI4NjgwMDMyMl5BMl5BanBnXkFtZTcwNTM4MDMzMQ@@._V1_SX300.jpg,131 min,Richard Attenborough,14 Jan 1994,7.4
56fbc41171a0650ee4dd53dc,"Alison Crosbie, Daniel Day-Lewis, Philip King, Emma Thompson",Nominated for 7 Oscars. Another 7 wins & 20 nominations.,True,"25,010,410",84,movie,English,"Biography, Drama, History","Ireland, UK, USA",tt0107207,Gerry Conlon (autobiographical book \,R,In the Name of the Father,"104,465",http://ia.media-imdb.com/images/M/MV5BMTcwNjMyMzI0OV5BMl5BanBnXkFtZTgwMDU4NjkzMTE@._V1_SX300.jpg,133 min,Jim Sheridan,25 Feb 1994,8.1
56fbc41171a0650ee4dd53dd,"Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson",3 nominations.,True,,62,movie,English,Drama,USA,tt0107501,"Isabelle Holland (novel, Malcolm MacRury (screenplay)",PG-13,The Man Without a Face,"22,202",http://ia.media-imdb.com/images/M/MV5BMTIzNTYwNzIxNV5BMl5BanBnXkFtZTYwOTE4Nzg5._V1_SX300.jpg,115 min,Mel Gibson,25 Aug 1993,6.7
56fbc41171a0650ee4dd53de,"Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore",N/A,True,,N/A,movie,English,"Action, Crime, Mystery",USA,tt0108238,"Rowdy Herrington, Marty Kaplan",R,Striking Distance,"32,911",http://ia.media-imdb.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_SX300.jpg,102 min,Rowdy Herrington,17 Sep 1993,5.8
56fbc41171a0650ee4dd53df,"Elijah Wood, Courtney B. Vance, Robbie Coltrane, Jason Robards",N/A,True,"24,103,594",N/A,movie,"English, French","Adventure, Comedy, Drama",USA,tt0106223,"Mark Twain (novel, Stephen Sommers (screenplay)",PG,The Adventures of Huck Finn,"6,208",http://ia.media-imdb.com/images/M/MV5BMTQ4MjE1NDYxOV5BMl5BanBnXkFtZTcwNTA1MzQyMQ@@._V1_SX300.jpg,108 min,Stephen Sommers,02 Apr 1993,6.2
56fbc41171a0650ee4dd53e0,"John Haycraft, Christopher Reeve, Anthony Hopkins, Emma Thompson",Nominated for 8 Oscars. Another 16 wins & 24 nominations.,True,"22,954,968",84,movie,"English, French, German","Drama, Romance","UK, USA",tt0107943,"Kazuo Ishiguro (novel, Ruth Prawer Jhabvala (screenplay)",PG,The Remains of the Day,"44,627",http://ia.media-imdb.com/images/M/MV5BMTM2NzIwMTM5NV5BMl5BanBnXkFtZTcwNjQ2MTYyMQ@@._V1_SX300.jpg,134 min,James Ivory,19 Nov 1993,7.9
56fbc41171a0650ee4dd53e1,"James Caan, Halle Berry, Omar Epps, Craig Sheffer",N/A,True,"23,004,026",N/A,movie,"English, German","Action, Drama, Sport",USA,tt0107889,"David S. Ward, Aaron Latham",R,The Program,"7,345",http://ia.media-imdb.com/images/M/MV5BMTI4OTczODY3N15BMl5BanBnXkFtZTcwMzQ1NjUyMQ@@._V1_SX300.jpg,112 min,David S. Ward,24 Sep 1993,6.4
56fbc41171a0650ee4dd53e2,"Rebecca De Mornay, Don Johnson, Stephen Lang, Jack Warden",N/A,True,"22,886,222",N/A,movie,English,"Crime, Drama, Thriller",USA,tt0107057,Larry Cohen,R,Guilty as Sin,"3,551",http://ia.media-imdb.com/images/M/MV5BMjAwMzU4MjY0N15BMl5BanBnXkFtZTcwODk3MTAwMQ@@._V1_SX300.jpg,107 min,Sidney Lumet,04 Jun 1993,5.5
56fbc41171a0650ee4dd53e3,"Sean Astin, Jon Favreau, Ned Beatty, Greta Lind",2 wins & 1 nomination.,True,"22,750,363",N/A,movie,"English, Spanish","Biography, Drama, Sport",USA,tt0108002,Angelo Pizzo,PG,Rudy,"41,237",http://ia.media-imdb.com/images/M/MV5BMTI1NTc4NjA4M15BMl5BanBnXkFtZTcwNDYwOTgxMQ@@._V1_SX300.jpg,114 min,David Anspaugh,22 Oct 1993,7.5
56fbc41171a0650ee4dd53e4,"Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill",Nominated for 1 Golden Globe. Another 5 wins & 8 nominations.,True,,N/A,movie,English,"Comedy, Drama, Romance","UK, USA",tt0107616,"William Shakespeare (play, Kenneth Branagh (screenplay)",PG-13,Much Ado About Nothing,"36,491",http://ia.media-imdb.com/images/M/MV5BMzkwODM1OTY1Nl5BMl5BanBnXkFtZTcwOTcxMDQ1NA@@._V1_SX300.jpg,111 min,Kenneth Branagh,02 Jul 1993,7.4
56fbc41171a0650ee4dd53e5,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine",1 nomination.,True,"22,189,039",N/A,movie,English,"Action, Crime, Drama",USA,tt0107711,"Joe Eszterhas (story, Richard Marquand (story, Joe Eszterhas (screenplay, Leslie Bohem (screenplay, Randy Feldman (screenplay)",R,Nowhere to Run,"16,570",http://ia.media-imdb.com/images/M/MV5BMTYzNDExNDMzNV5BMl5BanBnXkFtZTcwNDY3OTUyMQ@@._V1_SX300.jpg,94 min,Robert Harmon,15 Jan 1993,5.5
56fbc41171a0650ee4dd53e6,"Robert Knott, Jonathan Penner, Whip Hubley, Dan Aykroyd",1 nomination.,True,"21,274,717",N/A,movie,English,"Comedy, Sci-Fi",USA,tt0106598,"Tom Davis, Dan Aykroyd, Bonnie Turner, Terry Turner",PG,Coneheads,"41,167",http://ia.media-imdb.com/images/M/MV5BMTM3NDg1MTkzMl5BMl5BanBnXkFtZTcwMjcwMDgyMQ@@._V1_SX300.jpg,88 min,Steve Barron,23 Jul 1993,5.2
56fbc41171a0650ee4dd53e7,"Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis",2 nominations.,True,"20,915,465",N/A,movie,English,"Adventure, Comedy, Family","UK, USA",tt0108255,"Parker Bennett, Terry Runte, Ed Solomon",PG,Super Mario Bros.,"37,214",http://ia.media-imdb.com/images/M/MV5BNDc3OTQ1OTkwNV5BMl5BanBnXkFtZTcwMzUzOTUxMQ@@._V1_SX300.jpg,104 min,"Annabel Jankel, Rocky Morton",28 May 1993,4.0
56fbc41171a0650ee4dd53e8,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina",N/A,True,,N/A,movie,English,"Action, Comedy, Crime",USA,tt0106292,"Jim Kouf, Jim Kouf (characters)",PG-13,Another Stakeout,"10,654",http://ia.media-imdb.com/images/M/MV5BMTg3MzEzNzMwNl5BMl5BanBnXkFtZTcwNTI5MjIyMQ@@._V1_SX300.jpg,108 min,John Badham,23 Jul 1993,5.5
56fbc41171a0650ee4dd53e9,"D.B. Sweeney, Robert Patrick, Craig Sheffer, Peter Berg",4 nominations.,True,"20,100,000",N/A,movie,English,"Biography, Drama, Mystery",USA,tt0106912,"Travis Walton (book, Tracy Tormé (screenplay)",PG-13,Fire in the Sky,"15,563",http://ia.media-imdb.com/images/M/MV5BMTY5MDA0MjIzMF5BMl5BanBnXkFtZTgwNjU4NDI1MDE@._V1_SX300.jpg,109 min,Robert Lieberman,12 Mar 1993,6.5
56fbc41171a0650ee4dd53ea,"Tom Berenger, Billy Zane, J.T. Walsh, Aden Young",N/A,True,"18,994,653",N/A,movie,"English, Spanish","Action, Drama, Thriller","USA, Peru",tt0108171,"Michael Frost Beckner, Crash Leyland",R,Sniper,"19,010",http://ia.media-imdb.com/images/M/MV5BMTY5NTMyNTI5Nl5BMl5BanBnXkFtZTcwNjIxNzIyMQ@@._V1_SX300.jpg,98 min,Luis Llosa,29 Jan 1993,6.1
56fbc41171a0650ee4dd53eb,"Christian Slater, Marisa Tomei, Rosie Perez, Kyle Secor",2 wins & 1 nomination.,True,"18,899,204",N/A,movie,English,"Comedy, Drama, Romance",USA,tt0108451,Tom Sierchio,PG-13,Untamed Heart,"9,935",http://ia.media-imdb.com/images/M/MV5BMTY0MDgyMjU4MV5BMl5BanBnXkFtZTcwNjI4NjYxMQ@@._V1_SX300.jpg,102 min,Tony Bill,12 Feb 1993,6.8
56fbc41171a0650ee4dd53ec,"Jason Patric, Gene Hackman, Robert Duvall, Wes Studi",Nominated for 1 Oscar. Another 1 win & 1 nomination.,True,"13,736,475",N/A,movie,English,"Drama, History, Western",USA,tt0107004,"John Milius (story, John Milius (screenplay, Larry Gross (screenplay)",PG-13,Geronimo: An American Legend,"6,475",http://ia.media-imdb.com/images/M/MV5BMTc2MDY2NjM1OF5BMl5BanBnXkFtZTYwMDE0NzQ5._V1_SX300.jpg,115 min,Walter Hill,10 Dec 1993,6.5
56fbc41171a0650ee4dd53ed,"Mario Van Peebles, Stephen Baldwin, Charles Lane, Tommy 'Tiny' Lister",1 nomination.,True,"18,290,000",N/A,movie,English,Western,"UK, USA",tt0107863,"Sy Richardson, Dario Scardapane",R,Posse,"3,159",http://ia.media-imdb.com/images/M/MV5BMjIxNjUwMDgzNl5BMl5BanBnXkFtZTcwMzk5MDU2NA@@._V1_SX300.jpg,111 min,Mario Van Peebles,14 May 1993,5.4
56fbc41171a0650ee4dd53ee,"Chris Rock, Allen Payne, Deezer D, Chris Elliott",N/A,True,"17,953,778",N/A,movie,English,"Comedy, Music",USA,tt0106500,"Chris Rock (story, Nelson George (story, Chris Rock (screenplay, Nelson George (screenplay, Robert LoCash (screenplay)",R,CB4,"7,164",http://ia.media-imdb.com/images/M/MV5BMTM5NDk1NTMwM15BMl5BanBnXkFtZTcwNDQ5MjYxMQ@@._V1_SX300.jpg,89 min,Tamra Davis,12 Mar 1993,6.2
56fbc41171a0650ee4dd53ef,"Melanie Griffith, John Goodman, Don Johnson, Edward Herrmann",1 nomination.,True,"17,952,857",N/A,movie,English,"Comedy, Romance",USA,tt0106466,"Garson Kanin (play, Douglas McGrath (screenplay)",PG,Born Yesterday,"3,077",http://ia.media-imdb.com/images/M/MV5BMTM1MDIyNDg0MF5BMl5BanBnXkFtZTcwNDE5MDYyMQ@@._V1_SX300.jpg,100 min,Luis Mandoki,26 Mar 1993,5.1
56fbc41171a0650ee4dd53f0,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra",1 win & 3 nominations.,True,"17,266,971",80,movie,"English, Italian","Crime, Drama",USA,tt0106489,"Chazz Palminteri (play, Chazz Palminteri (screenplay)",R,A Bronx Tale,"95,404",http://ia.media-imdb.com/images/M/MV5BMTg2MTg5MTY0M15BMl5BanBnXkFtZTgwMjA5MDgxMTE@._V1_SX300.jpg,121 min,Robert De Niro,01 Oct 1993,7.8
56fbc41171a0650ee4dd53f1,"Robert Downey Jr., Charles Grodin, Alfre Woodard, Kyra Sedgwick",1 win & 10 nominations.,True,"16,581,714",N/A,movie,English,"Comedy, Drama, Fantasy",USA,tt0107091,"Gregory Hansen (short film, Gregory Hansen (screen story, Erik Hansen (screen story, Brent Maddock (screen story, S.S. Wilson (screen story, Brent Maddock (screenplay, S.S. Wilson (screenplay, Gregory Hansen (screenplay, Erik Hansen (screenplay)",PG-13,Heart and Souls,"12,749",http://ia.media-imdb.com/images/M/MV5BMTQ1MTI5MzI3Nl5BMl5BanBnXkFtZTcwMTQ0MTkxMQ@@._V1_SX300.jpg,104 min,Ron Underwood,13 Aug 1993,6.9
56fbc41171a0650ee4dd53f2,"John D. LeMay, Kari Keegan, Kane Hodder, Steven Williams",3 nominations.,True,"15,935,068",N/A,movie,English,"Fantasy, Horror, Thriller",USA,tt0107254,"Jay Huguely (story, Adam Marcus (story, Dean Lorey (screenplay, Jay Huguely (screenplay)",R,Jason Goes to Hell: The Final Friday,"18,709",http://ia.media-imdb.com/images/M/MV5BMTM3MTM1Njg0NV5BMl5BanBnXkFtZTYwNzcwNjk4._V1_SX300.jpg,87 min,Adam Marcus,13 Aug 1993,4.3
56fbc41171a0650ee4dd53f3,"Max von Sydow, Ed Harris, Bonnie Bedelia, Amanda Plummer",1 win & 5 nominations.,True,"15,185,672",N/A,movie,English,"Crime, Drama, Fantasy",USA,tt0107665,"Stephen King (book, W.D. Richter (screenplay)",R,Needful Things,"16,050",http://ia.media-imdb.com/images/M/MV5BMTkyMDA4ODMyMV5BMl5BanBnXkFtZTcwMTkwOTc2NA@@._V1_SX300.jpg,120 min,Fraser Clarke Heston,27 Aug 1993,6.2
56fbc41171a0650ee4dd53f4,"Alan Arkin, Matt Craven, Diane Lane, Bill Paxton",N/A,True,"14,904,910",N/A,movie,English,"Comedy, Drama, Romance","Canada, USA",tt0107212,Mike Binder,PG-13,Indian Summer,"4,015",http://ia.media-imdb.com/images/M/MV5BMTkzMDMxNTE2NV5BMl5BanBnXkFtZTYwNzk4OTE5._V1_SX300.jpg,97 min,Mike Binder,23 Apr 1993,6.4
56fbc41171a0650ee4dd53f5,"Jeff Bridges, Kiefer Sutherland, Nancy Travis, Sandra Bullock",2 nominations.,True,"14,543,394",N/A,movie,English,"Drama, Horror, Mystery",USA,tt0108473,"Tim Krabbé (novel, Todd Graff (screenplay)",R,The Vanishing,"17,988",http://ia.media-imdb.com/images/M/MV5BMTc4MDA1NTg5N15BMl5BanBnXkFtZTcwNTk3MDcyMQ@@._V1_SX300.jpg,109 min,George Sluizer,05 Feb 1993,6.3
56fbc41171a0650ee4dd53f6,"Cary Elwes, Alicia Silverstone, Jennifer Rubin, Kurtwood Smith",2 wins & 3 nominations.,True,"13,609,396",N/A,movie,English,"Drama, Romance, Thriller",USA,tt0106627,Alan Shapiro,R,The Crush,"11,523",http://ia.media-imdb.com/images/M/MV5BMTkyMzA2MTkwNF5BMl5BanBnXkFtZTcwNzEzNjMyMQ@@._V1_SX300.jpg,89 min,Alan Shapiro,02 Apr 1993,5.7
56fbc41171a0650ee4dd53f7,"Madonna, Michael Forest, Joe Mantegna, Charles Hallahan",1 win & 8 nominations.,True,"13,275,426",N/A,movie,English,"Drama, Thriller","Germany, USA",tt0106453,Brad Mirman,R,Body of Evidence,"11,132",http://ia.media-imdb.com/images/M/MV5BMTU5MTIyMDI2Ml5BMl5BanBnXkFtZTcwNjIzMzMyMQ@@._V1_SX300.jpg,99 min,Uli Edel,15 Jan 1993,4.3
56fbc41171a0650ee4dd53f8,"Ally Sheedy, Lance Henriksen, Robert Costanzo, Fredric Lehne",1 win & 4 nominations.,True,"12,974,636",N/A,movie,English,"Comedy, Horror, Sci-Fi",USA,tt0107504,John Lafia,R,Man's Best Friend,"2,950",http://ia.media-imdb.com/images/M/MV5BMjU1MjQ4ODA4Ml5BMl5BanBnXkFtZTcwOTYzNDMyMQ@@._V1_SX300.jpg,87 min,John Lafia,19 Nov 1993,5.0
56fbc41171a0650ee4dd53f9,"Reese Witherspoon, Ethan Embry, Jack Thompson, Sarel Bok",N/A,True,"12,890,752",N/A,movie,English,"Adventure, Drama, Family",USA,tt0106868,"Laurens van der Post (books, Robert Caswell (screenplay, Jonathan Hensleigh (screenplay, Sally Robinson (screenplay)",PG,A Far Off Place,"2,729",http://ia.media-imdb.com/images/M/MV5BMjEzMDYyMzcyNl5BMl5BanBnXkFtZTcwNjc4OTUyMQ@@._V1_SX300.jpg,108 min,Mikael Salomon,12 Mar 1993,6.6
56fbc41171a0650ee4dd53fa,"Andrew McCarthy, Jonathan Silverman, Terry Kiser, Troy Byer",1 win & 1 nomination.,True,"12,741,891",N/A,movie,English,"Comedy, Fantasy",USA,tt0108539,"Robert Klane (characters, Robert Klane",PG,Weekend at Bernie's II,"10,240",http://ia.media-imdb.com/images/M/MV5BMTU0NDQ1MTM4MF5BMl5BanBnXkFtZTcwMzI4MTgxMQ@@._V1_SX300.jpg,97 min,Robert Klane,09 Jul 1993,4.6
56fbc41171a0650ee4dd53fb,"Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff",N/A,True,"12,136,938",N/A,movie,English,"Action, Crime, Drama","USA, Japan",tt0107286,"Lewis Colick (story, Jere Cunningham (story, Lewis Colick (screenplay)",R,Judgment Night,"11,604",http://ia.media-imdb.com/images/M/MV5BMTI1NjIzMDIyN15BMl5BanBnXkFtZTcwNjIzNDQyMQ@@._V1_SX300.jpg,110 min,Stephen Hopkins,15 Oct 1993,6.6
56fbc41171a0650ee4dd53fc,"Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper",2 wins & 2 nominations.,True,"12,440,858",N/A,movie,English,"Comedy, Family",USA,tt0107413,Marc Lawrence,PG,Life with Mikey,"4,362",http://ia.media-imdb.com/images/M/MV5BMTg1NTk2ODMwOV5BMl5BanBnXkFtZTcwOTY4NTUyMQ@@._V1_SX300.jpg,91 min,James Lapine,04 Jun 1993,5.5
56fbc41171a0650ee4dd53fd,"Kathleen Turner, Dennis Quaid, Fiona Shaw, Stanley Tucci",N/A,True,"12,416,686",N/A,movie,English,"Comedy, Crime",USA,tt0108442,Ian Abrams,PG-13,Undercover Blues,"5,987",http://ia.media-imdb.com/images/M/MV5BMTMwNDA5MzQ0MV5BMl5BanBnXkFtZTcwNjAxODM5NA@@._V1_SX300.jpg,90 min,Herbert Ross,10 Sep 1993,6.0
56fbc41171a0650ee4dd53fe,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer",8 nominations.,True,,57,movie,"English, Italian","Crime, Drama, Romance","USA, France",tt0108399,Quentin Tarantino,R,True Romance,"158,357",http://ia.media-imdb.com/images/M/MV5BMTMxMTM3MDIwM15BMl5BanBnXkFtZTcwMDYyOTUyMg@@._V1_SX300.jpg,120 min,Tony Scott,10 Sep 1993,8.0
56fbc41171a0650ee4dd53ff,"Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer",N/A,True,,N/A,movie,"English, Russian","Comedy, Crime, Romance",USA,tt0108174,Robbie Fox,PG-13,So I Married an Axe Murderer,"27,486",http://ia.media-imdb.com/images/M/MV5BMTY3OTY0NzYzMV5BMl5BanBnXkFtZTcwMDc2MjYxMQ@@._V1_SX300.jpg,93 min,Thomas Schlamme,30 Jul 1993,6.4
56fbc41171a0650ee4dd5400,"Bruce Campbell, Embeth Davidtz, Bridget Fonda",N/A,True,,N/A,movie,English,"Documentary, Short, Action",USA,tt2651324,N/A,N/A,The Making of 'Army of Darkness',N/A,N/A,N/A,N/A,01 Feb 1993,N/A
56fbc41171a0650ee4dd5401,"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen",Nominated for 1 Golden Globe. Another 3 nominations.,True,"11,285,588",N/A,movie,English,"Comedy, Mystery",USA,tt0107507,"Woody Allen, Marshall Brickman",PG,Manhattan Murder Mystery,"27,637",http://ia.media-imdb.com/images/M/MV5BMTg0MzIyNjQ1NF5BMl5BanBnXkFtZTcwODU2MjYxMQ@@._V1_SX300.jpg,104 min,Woody Allen,18 Aug 1993,7.4
56fbc41171a0650ee4dd5402,"Ed Lover, Doctor Dré, Badja Djola, Cheryl 'Salt' James",N/A,True,"11,299,730",N/A,movie,English,"Comedy, Drama, Mystery",USA,tt0108560,"Doctor Dré (story, Ed Lover (story, Seth Greenland (story, Seth Greenland (screenplay)",R,Who's the Man?,"1,421",http://ia.media-imdb.com/images/M/MV5BMzkyMTk2Nzg4MV5BMl5BanBnXkFtZTcwNzQxMzQyMQ@@._V1_SX300.jpg,85 min,Ted Demme,23 Apr 1993,5.5
56fbc41171a0650ee4dd5403,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker",N/A,True,"10,997,166",N/A,movie,English,"Comedy, Drama, Romance",USA,tt0106941,"Mark Rosenthal, Lawrence Konner",PG,For Love or Money,"8,986",http://ia.media-imdb.com/images/M/MV5BMTU1NTUwNTQwM15BMl5BanBnXkFtZTcwODE4ODcxMQ@@._V1_SX300.jpg,96 min,Barry Sonnenfeld,01 Oct 1993,6.1
56fbc41171a0650ee4dd5404,"Robert De Niro, Uma Thurman, Bill Murray, David Caruso",1 nomination.,True,"11,081,586",71,movie,English,"Comedy, Crime, Drama",USA,tt0107473,Richard Price,R,Mad Dog and Glory,"16,789",http://ia.media-imdb.com/images/M/MV5BMTc1OTc0NDQyNF5BMl5BanBnXkFtZTcwMTEzNDQyMQ@@._V1_SX300.jpg,97 min,John McNaughton,05 Mar 1993,6.2
56fbc41171a0650ee4dd5405,"Tom Berenger, Martin Sheen, Stephen Lang, Richard Jordan",1 win & 1 nomination.,True,"10,769,960",N/A,movie,English,"Drama, History, War",USA,tt0107007,"Michael Shaara (novel, Ron Maxwell (screenplay)",PG,Gettysburg,"21,576",http://ia.media-imdb.com/images/M/MV5BMTQwMjE3NDg4NV5BMl5BanBnXkFtZTcwMDI3MTE2Mw@@._V1_SX300.jpg,271 min,Ron Maxwell,08 Oct 1993,7.7
56fbc41171a0650ee4dd5406,"Robert John Burke, Mario Machado, Remy Ryan, Jodi Long",3 nominations.,True,"10,696,210",N/A,movie,"English, Japanese","Action, Crime, Drama",USA,tt0107978,"Edward Neumeier (characters, Michael Miner (characters, Frank Miller (story, Frank Miller (screenplay, Fred Dekker (screenplay)",PG-13,RoboCop 3,"33,711",http://ia.media-imdb.com/images/M/MV5BMTk4NTU5ODYyNl5BMl5BanBnXkFtZTcwMjkzODM1NA@@._V1_SX300.jpg,104 min,Fred Dekker,05 Nov 1993,3.9
56fbc41171a0650ee4dd5407,"Timothy Hutton, Amy Madigan, Michael Rooker, Julie Harris",3 wins & 8 nominations.,True,"9,579,068",N/A,movie,English,"Horror, Mystery",USA,tt0106664,"Stephen King (novel, George A. Romero (screenplay)",R,The Dark Half,"11,530",http://ia.media-imdb.com/images/M/MV5BMTAxOTA1NDQzODVeQTJeQWpwZ15BbWU3MDYyNzEzMzQ@._V1_SX300.jpg,122 min,George A. Romero,23 Apr 1993,5.9
56fbc41171a0650ee4dd5408,"John Travolta, Kirstie Alley, David Gallagher, Tabitha Lupien",1 win & 4 nominations.,True,"10,340,263",N/A,movie,English,"Comedy, Family, Romance",USA,tt0107438,"Tom Ropelewski, Leslie Dixon, Amy Heckerling (characters)",PG-13,Look Who's Talking Now,"21,706",http://ia.media-imdb.com/images/M/MV5BMTQwMTc0NTE0NV5BMl5BanBnXkFtZTcwNzIwNzIyMQ@@._V1_SX300.jpg,96 min,Tom Ropelewski,05 Nov 1993,4.2
56fbc41171a0650ee4dd5409,"Wesley Snipes, Dennis Hopper, Lolita Davidovich, Viggo Mortensen",N/A,True,"10,058,318",N/A,movie,English,"Action, Crime, Drama","USA, France",tt0106455,"Gerald Petievich (novel, James B. Harris (screenplay)",R,Boiling Point,"4,462",http://ia.media-imdb.com/images/M/MV5BMTI0MTgzOTQxM15BMl5BanBnXkFtZTcwMDM5MzYxMQ@@._V1_SX300.jpg,92 min,James B. Harris,16 Apr 1993,4.9
56fbc41171a0650ee4dd540a,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",Nominated for 1 Oscar. Another 5 wins & 3 nominations.,True,"9,170,214",N/A,movie,English,"Drama, Romance",USA,tt0108550,"Peter Hedges (novel, Peter Hedges (screenplay)",PG-13,What's Eating Gilbert Grape,"166,885",http://ia.media-imdb.com/images/M/MV5BMTQ5NjY1MjE5MV5BMl5BanBnXkFtZTgwODU2NTYxMTE@._V1_SX300.jpg,118 min,Lasse Hallström,04 Mar 1994,7.8
56fbc41171a0650ee4dd540b,"Samuel L. Jackson, Michael Lerner, Margaret Colin, Nicolas Cage",N/A,True,"9,745,803",N/A,movie,"English, Spanish","Comedy, Crime",USA,tt0106266,E. Max Frye,PG-13,Amos & Andrew,"7,181",http://ia.media-imdb.com/images/M/MV5BMTUxMjUyMjY2NV5BMl5BanBnXkFtZTYwMTMyMzk5._V1_SX300.jpg,96 min,E. Max Frye,05 Mar 1993,5.5
56fbc41171a0650ee4dd540c,"Julia McNeal, Ron Kuhlman, Jerry Swindall, Ryan Bohls",1 nomination.,True,"9,488,998",N/A,movie,English,"Drama, Mystery, Romance",USA,tt0106926,Steve Kloves,R,Flesh and Bone,"3,960",http://ia.media-imdb.com/images/M/MV5BMjAxMTMxNDgwNl5BMl5BanBnXkFtZTcwODU5MTQyMQ@@._V1_SX300.jpg,126 min,Steve Kloves,05 Nov 1993,6.3
56fbc41171a0650ee4dd540d,"John Goodman, Cathy Moriarty, Simon Fenton, Omri Katz",1 win.,True,"9,532,895",N/A,movie,English,"Comedy, Drama",USA,tt0107529,"Jerico (story, Charles S. Haas (story, Charles S. Haas (screenplay)",PG,Matinee,"6,416",http://ia.media-imdb.com/images/M/MV5BMTc0NzU5MjM0N15BMl5BanBnXkFtZTcwMjkwODYxMQ@@._V1_SX300.jpg,99 min,Joe Dante,29 Jan 1993,6.8
56fbc41171a0650ee4dd540e,"John Goodman, Blaze Berdahl, Rhea Perlman, Jay Leno",N/A,True,"9,315,576",N/A,movie,English,"Animation, Adventure, Family",USA,tt0108526,"John Patrick Shanley (screenplay, Hudson Talbott (book)",G,We're Back! A Dinosaur's Story,"10,060",http://ia.media-imdb.com/images/M/MV5BMTAwMzE1MDAyNzdeQTJeQWpwZ15BbWU2MDA3NTg5OQ@@._V1_SX300.jpg,72 min,"Phil Nibbelink, Simon Wells, Dick Zondag, Ralph Zondag",24 Nov 1993,6.1
56fbc41171a0650ee4dd540f,"Richard Dreyfuss, Mercedes Ruehl, Irene Worth, Brad Stoll",1 nomination.,True,"9,285,189",N/A,movie,English,"Comedy, Drama",USA,tt0107443,"Neil Simon (play, Neil Simon (screenplay)",PG,Lost in Yonkers,"2,049",http://ia.media-imdb.com/images/M/MV5BMTI1NjE4MzgyMV5BMl5BanBnXkFtZTcwMDUzMjIyMQ@@._V1_SX300.jpg,114 min,Martha Coolidge,14 May 1993,6.7
