_id,Released,imdbRating,imdbID,imdbVotes,Genre,Title,Writer,Actors,Type,Language,Response,Runtime,Box_office,Country,Awards,Metascore,Director,Rated,Poster
56fbcde771a0651bcc15185b,10 Jul 1996,5.9,tt0116493,"7,753","Family, Comedy, Drama",Harriet the Spy,"Louise Fitzhugh (novel, Greg Taylor (adaptation, Julie Talen (adaptation, Douglas Petrie (screenplay, Theresa Rebeck (screenplay)","Michelle Trachtenberg, Gregory Smith, Vanessa Lee Chester, Rosie O'Donnell",movie,English,True,100 min,"26,539,321",USA,3 wins & 2 nominations.,N/A,Bronwen Hughes,PG,http://ia.media-imdb.com/images/M/MV5BMTg5NzUzODA5MV5BMl5BanBnXkFtZTcwOTAwNTAzMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15185c,30 Aug 1996,5.1,tt0116311,"7,341","Family, Comedy",First Kid,Tim Kelleher,"Sinbad, Brock Pierce, Blake Boyd, Timothy Busfield",movie,English,True,101 min,"26,459,681",USA,1 nomination.,N/A,David M. Evans,PG,http://ia.media-imdb.com/images/M/MV5BMzE1NDMyODA2NF5BMl5BanBnXkFtZTcwNzM3NDYxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15185d,04 Oct 1996,6.9,tt0117887,"49,148","Comedy, Drama, Music",That Thing You Do!,Tom Hanks,"Tom Everett Scott, Liv Tyler, Johnathon Schaech, Steve Zahn",movie,English,True,108 min,,USA,Nominated for 1 Oscar. Another 3 wins & 5 nominations.,71,Tom Hanks,PG,http://ia.media-imdb.com/images/M/MV5BMTczMzM2MTM0NF5BMl5BanBnXkFtZTcwMTIwMDQ0MQ@@._V1_SX300.jpg
56fbcde771a0651bcc15185e,19 Jan 1996,7.3,tt0116367,"212,165","Action, Crime, Fantasy",From Dusk Till Dawn,"Robert Kurtzman (story, Quentin Tarantino (screenplay)","George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis",movie,"English, Spanish",True,108 min,,USA,4 wins & 8 nominations.,52,Robert Rodriguez,R,http://ia.media-imdb.com/images/M/MV5BMTUzNjI5NTUwOV5BMl5BanBnXkFtZTcwMDAyMDQyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15185f,01 Mar 1996,6.0,tt0116130,"16,562",Comedy,Down Periscope,"Hugh Wilson (screenplay, Andrew Kurtzman (screenplay, Eliot Wald (screenplay, Hugh Wilson (story)","Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton",movie,English,True,92 min,"25,800,000",USA,N/A,N/A,David S. Ward,PG-13,http://ia.media-imdb.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151860,09 Aug 1996,5.7,tt0116225,"51,801","Action, Adventure, Sci-Fi",Escape from L.A.,"John Carpenter (characters, Nick Castle (characters, John Carpenter, Debra Hill, Kurt Russell","Kurt Russell, Steve Buscemi, Peter Fonda, Cliff Robertson",movie,English,True,101 min,,USA,2 nominations.,N/A,John Carpenter,R,http://ia.media-imdb.com/images/M/MV5BMTc5NDYyMjQwMF5BMl5BanBnXkFtZTYwNzI2MTQ5._V1_SX300.jpg
56fbcde771a0651bcc151861,13 Sep 1996,6.8,tt0116329,"19,322","Adventure, Drama, Family",Fly Away Home,"Bill Lishman (autobiography, Robert Rodat (screenplay, Vince McKewin (screenplay)","Jeff Daniels, Anna Paquin, Dana Delany, Terry Kinney",movie,English,True,107 min,,"USA, Canada",Nominated for 1 Oscar. Another 4 wins & 5 nominations.,N/A,Carroll Ballard,PG,http://ia.media-imdb.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_SX300.jpg
56fbcde771a0651bcc151862,26 Jul 1996,6.9,tt0116778,"61,860","Comedy, Sport",Kingpin,"Barry Fanaro, Mort Nathan","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray",movie,English,True,113 min,"24,944,213",USA,N/A,43,"Bobby Farrelly, Peter Farrelly",PG-13,http://ia.media-imdb.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_SX300.jpg
56fbcde771a0651bcc151863,03 May 1996,6.2,tt0115963,"55,078","Drama, Fantasy, Horror",The Craft,"Peter Filardi (story, Peter Filardi (screenplay, Andrew Fleming (screenplay)","Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True",movie,"English, French",True,101 min,,USA,1 win & 2 nominations.,N/A,Andrew Fleming,R,http://ia.media-imdb.com/images/M/MV5BMTIwNTQyNTY1OF5BMl5BanBnXkFtZTYwNTYwNjg4._V1_SX300.jpg
56fbcde771a0651bcc151864,05 Apr 1996,8.2,tt0116282,"435,149","Crime, Drama, Thriller",Fargo,"Ethan Coen, Joel Coen","William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd",movie,English,True,98 min,,"USA, UK",Won 2 Oscars. Another 69 wins & 52 nominations.,85,"Joel Coen, Ethan Coen",R,http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg
56fbcde771a0651bcc151865,14 Mar 1997,8.0,tt0117666,"70,865",Drama,Sling Blade,"Billy Bob Thornton (play, Billy Bob Thornton (screenplay)","Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter",movie,English,True,135 min,"24,475,416",USA,Won 1 Oscar. Another 13 wins & 11 nominations.,84,Billy Bob Thornton,R,http://ia.media-imdb.com/images/M/MV5BMTYyMzE5NTYwOF5BMl5BanBnXkFtZTgwMzYxNjcxMTE@._V1_SX300.jpg
56fbcde771a0651bcc151866,04 Oct 1996,5.3,tt0116000,"18,504","Action, Comedy, Drama",D3: The Mighty Ducks,"Steven Brill (characters, Kenneth Johnson (story, Jim Burnstein (story, Steven Brill (screenplay, Jim Burnstein (screenplay)","Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling",movie,English,True,104 min,"22,936,273",USA,N/A,N/A,Robert Lieberman,PG,http://ia.media-imdb.com/images/M/MV5BMTM2Njg5MDg4MF5BMl5BanBnXkFtZTcwNjk0MDcyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151867,02 Feb 1996,5.6,tt0116731,"13,707","Drama, Thriller",The Juror,"George Dawes Green (novel, Ted Tally (screenplay)","Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, Anne Heche",movie,English,True,118 min,"44,834,712",USA,1 win & 1 nomination.,N/A,Brian Gibson,R,http://ia.media-imdb.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151868,20 Dec 1996,6.5,tt0117119,"12,117","Adventure, Comedy",My Fellow Americans,"E. Jack Kaplan (story, Richard Chapman (story, E. Jack Kaplan (screenplay, Richard Chapman (screenplay, Peter Tolan (screenplay)","Jack Lemmon, James Garner, Dan Aykroyd, John Heard",movie,"English, Spanish",True,101 min,"22,294,341",USA,N/A,N/A,Peter Segal,PG-13,http://ia.media-imdb.com/images/M/MV5BMTM1MzAyODU1Nl5BMl5BanBnXkFtZTcwNDA4NDAzMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151869,30 Aug 1996,6.8,tt0116191,"26,809","Comedy, Drama, Romance",Emma,"Jane Austen (novel, Douglas McGrath (screenplay)","Gwyneth Paltrow, James Cosmo, Greta Scacchi, Alan Cumming",movie,English,True,120 min,,"UK, USA",Won 1 Oscar. Another 2 wins & 7 nominations.,66,Douglas McGrath,PG,http://ia.media-imdb.com/images/M/MV5BMTM0OTY2ODYxNF5BMl5BanBnXkFtZTcwMzEwMTMzMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15186a,26 Apr 1996,5.5,tt0117420,"18,124","Action, Adventure, Thriller",The Quest,"Frank Dux (story, Jean-Claude Van Damme (story, Steve Klein (screenplay, Paul Mones (screenplay)","Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn",movie,English,True,95 min,,"USA, Canada",1 nomination.,N/A,Jean-Claude Van Damme,PG-13,http://ia.media-imdb.com/images/M/MV5BOTEzMDAwNjA2OV5BMl5BanBnXkFtZTcwMTU4MDEyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15186b,06 Sep 1996,5.8,tt0115783,"29,021","Action, Comedy, Crime",Bulletproof,"Joe Gayton (story, Joe Gayton (screenplay, Lewis Colick (screenplay)","Damon Wayans, Adam Sandler, James Caan, Jeep Swenson",movie,English,True,84 min,"21,162,420",USA,1 nomination.,N/A,Ernest R. Dickerson,R,http://ia.media-imdb.com/images/M/MV5BMTUyOTQ5NzQwM15BMl5BanBnXkFtZTcwNTQzMjgxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15186c,23 Aug 1996,5.6,tt0118073,"8,131",Comedy,A Very Brady Sequel,"Sherwood Schwartz (characters, Harry Elfont (story, Deborah Kaplan (story, Harry Elfont (screenplay, Deborah Kaplan (screenplay, James Berg (screenplay, Stan Zimmerman (screenplay)","Shelley Long, Gary Cole, Christopher Daniel Barnes, Christine Taylor",movie,English,True,90 min,"21,397,954",USA,1 nomination.,N/A,Arlene Sanford,PG-13,http://ia.media-imdb.com/images/M/MV5BMTg4NDY1Njk2OV5BMl5BanBnXkFtZTcwNjc1MjIyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15186d,25 Oct 1996,5.4,tt0116531,"10,602","Comedy, Crime, Romance",High School High,"David Zucker, Robert LoCash, Pat Proft","Jon Lovitz, Tia Carrere, Louise Fletcher, Mekhi Phifer",movie,English,True,86 min,"20,951,277",USA,N/A,33,Hart Bochner,PG-13,http://ia.media-imdb.com/images/M/MV5BMTI0MDc4Mjk5OF5BMl5BanBnXkFtZTYwNTc0NTc5._V1_SX300.jpg
56fbcde771a0651bcc15186e,02 Aug 1996,5.6,tt0115857,"39,532","Action, Drama, Sci-Fi",Chain Reaction,"Arne Schmidt (story, Rick Seaman (story, Josh Friedman (story, J.F. Lawton (screenplay, Michael Bortman (screenplay)","Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",movie,English,True,107 min,,USA,1 nomination.,N/A,Andrew Davis,PG-13,http://ia.media-imdb.com/images/M/MV5BMTU5NTQ2NTUzOF5BMl5BanBnXkFtZTcwMDg1OTgxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15186f,17 Jul 1996,6.0,tt0117108,"24,159","Comedy, Romance, Sci-Fi",Multiplicity,"Chris Miller (short story, Chris Miller (screenplay, Mary Hale (screenplay, Lowell Ganz (screenplay, Babaloo Mandel (screenplay)","Michael Keaton, Andie MacDowell, Zack Duhame, Katie Schlossberg",movie,English,True,117 min,,USA,N/A,N/A,Harold Ramis,PG-13,http://ia.media-imdb.com/images/M/MV5BMTQ4MzcyODU1MF5BMl5BanBnXkFtZTcwNDY5MDEzMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151870,12 Apr 1996,6.2,tt0116287,"31,018","Drama, Thriller",Fear,Christopher Crowe,"Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman",movie,English,True,97 min,"20,754,000",USA,1 win & 1 nomination.,51,James Foley,R,http://ia.media-imdb.com/images/M/MV5BMTI0MzA0NzAyMF5BMl5BanBnXkFtZTcwNDUzMzIyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151871,04 Oct 1996,5.3,tt0116421,"14,995","Action, Comedy, Crime",The Glimmer Man,Kevin Brodbin,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton, Brian Cox",movie,English,True,91 min,,USA,N/A,N/A,John Gray,R,http://ia.media-imdb.com/images/M/MV5BMTYzMDY2Mzg4MF5BMl5BanBnXkFtZTcwNzAyMTYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151872,16 Feb 1996,6.2,tt0115907,"16,464","Drama, Thriller",City Hall,"Ken Lipper, Paul Schrader, Nicholas Pileggi, Bo Goldman","Al Pacino, John Cusack, Bridget Fonda, Danny Aiello",movie,English,True,111 min,"20,300,000",USA,1 nomination.,N/A,Harold Becker,R,http://ia.media-imdb.com/images/M/MV5BMTQxNzEzMzQwN15BMl5BanBnXkFtZTcwOTk5MDYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151873,12 Jan 1996,6.6,tt0116126,"37,036","Comedy, Crime",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Shawn Wayans, Marlon Wayans, Phil Beauman","Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer",movie,"English, Spanish",True,89 min,"39,255,889",USA,1 nomination.,N/A,Paris Barclay,R,http://ia.media-imdb.com/images/M/MV5BMTA3NjQ1Mzg4NTReQTJeQWpwZ15BbWU3MDcwNTQwMzE@._V1_SX300.jpg
56fbcde771a0651bcc151874,17 May 1996,5.2,tt0116322,"7,767","Family, Adventure",Flipper,"Ricou Browning (story, Jack Cowden (story, Arthur Weiss (earlier screenplay, Alan Shapiro (screenplay)","Elijah Wood, Paul Hogan, Jonathan Banks, Robert Deacon",movie,English,True,95 min,,USA,4 nominations.,N/A,Alan Shapiro,PG,http://ia.media-imdb.com/images/M/MV5BMTU4MTMzOTg4Nl5BMl5BanBnXkFtZTcwMDEzNDQyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151875,26 Jan 1996,6.0,tt0115644,"6,660","Romance, Drama",Bed of Roses,Michael Goldenberg,"Christian Slater, Mary Stuart Masterson, Pamela Adlon, Josh Brolin",movie,English,True,87 min,"37,905,900",USA,N/A,N/A,Michael Goldenberg,PG,http://ia.media-imdb.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151876,17 Jul 1996,2.8,tt0116756,"19,463","Comedy, Family, Fantasy",Kazaam,"Paul Michael Glaser (story, Christian Ford (screenplay, Roger Soffer (screenplay)","Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson",movie,English,True,93 min,"18,876,581",USA,N/A,24,Paul Michael Glaser,PG,http://ia.media-imdb.com/images/M/MV5BMTU4NjAwMjg0MF5BMl5BanBnXkFtZTcwODgwNDMyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151877,16 Aug 1996,5.8,tt0116277,"37,713","Action, Drama, Sport",The Fan,"Peter Abrahams (book, Phoef Sutton (screenplay)","Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo",movie,"English, Spanish",True,116 min,,USA,1 win & 3 nominations.,32,Tony Scott,R,http://ia.media-imdb.com/images/M/MV5BMTgyMzQ2NzA5Nl5BMl5BanBnXkFtZTYwMTE4ODI5._V1_SX300.jpg
56fbcde771a0651bcc151878,20 Sep 1996,6.4,tt0116830,"43,467","Action, Crime, Drama",Last Man Standing,"Ryûzô Kikushima (story, Akira Kurosawa (story, Walter Hill (screenplay)","Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken",movie,"English, Spanish",True,101 min,"18,127,448",USA,N/A,N/A,Walter Hill,R,http://ia.media-imdb.com/images/M/MV5BMTIyOTE2ODQ2OF5BMl5BanBnXkFtZTYwMjY4Mjg5._V1_SX300.jpg
56fbcde771a0651bcc151879,30 Aug 1996,4.5,tt0115986,"15,390","Action, Fantasy, Thriller",The Crow: City of Angels,"James O'Barr (comic book series and comic strip, David S. Goyer","Vincent Perez, Mia Kirshner, Richard Brooks, Iggy Pop",movie,English,True,84 min,"17,883,659",USA,1 nomination.,N/A,Tim Pope,R,http://ia.media-imdb.com/images/M/MV5BNDgyMzgxMTE1Ml5BMl5BanBnXkFtZTcwNzMwMTYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15187a,27 Sep 1996,6.1,tt0116259,"13,731","Crime, Drama, Mystery",Extreme Measures,"Michael Palmer (book, Tony Gilroy (screenplay)","Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse",movie,English,True,118 min,,USA,N/A,N/A,Michael Apted,R,http://ia.media-imdb.com/images/M/MV5BMTU0NDYzMTQ4M15BMl5BanBnXkFtZTYwNDc0MzE5._V1_SX300.jpg
56fbcde771a0651bcc15187b,07 Jun 1996,4.9,tt0117331,"26,874","Action, Adventure, Comedy",The Phantom,"Lee Falk (characters, Jeffrey Boam","Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones",movie,English,True,100 min,,"Australia, USA",2 wins.,N/A,Simon Wincer,PG,http://ia.media-imdb.com/images/M/MV5BMjEyOTYwNTQ4Nl5BMl5BanBnXkFtZTcwNzIyNjAyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15187c,19 Jul 1996,5.3,tt0116320,"6,956","Action, Adventure, Crime",Fled,Preston A. Whitmore II,"Laurence Fishburne, Stephen Baldwin, Will Patton, Robert John Burke",movie,English,True,98 min,,USA,N/A,N/A,Kevin Hooks,R,http://ia.media-imdb.com/images/M/MV5BMjAxMjY0NjM4N15BMl5BanBnXkFtZTcwOTg3NjczNA@@._V1_SX300.jpg
56fbcde771a0651bcc15187d,19 Jul 1996,7.2,tt0116365,"66,803","Comedy, Fantasy, Horror",The Frighteners,"Fran Walsh, Peter Jackson","Michael J. Fox, Trini Alvarado, Peter Dobson, John Astin",movie,English,True,110 min,,"New Zealand, USA",1 win & 10 nominations.,N/A,Peter Jackson,R,http://ia.media-imdb.com/images/M/MV5BMjE3NDQzNjc0NV5BMl5BanBnXkFtZTYwMjUwNDE5._V1_SX300.jpg
56fbcde771a0651bcc15187e,09 Aug 1996,8.2,tt0117951,"452,146",Drama,Trainspotting,"Irvine Welsh (novel, John Hodge (screenplay)","Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd",movie,English,True,94 min,"16,501,785",UK,Nominated for 1 Oscar. Another 20 wins & 25 nominations.,83,Danny Boyle,R,http://ia.media-imdb.com/images/M/MV5BMTg2MzcxNTY3NV5BMl5BanBnXkFtZTgwOTQ5NDQxMDE@._V1_SX300.jpg
56fbcde771a0651bcc15187f,26 Jul 1996,5.3,tt0115472,"4,011","Fantasy, Family, Adventure",The Adventures of Pinocchio,"Sherry Mills (screenplay, Steve Barron (screenplay, Tom Benedek (screenplay, Barry Berman (screenplay, Carlo Collodi (novel)","Martin Landau, Jonathan Taylor Thomas, Geneviève Bujold, Udo Kier",movie,"Italian, English",True,96 min,,"UK, USA, France, Germany, Czech Republic",1 win & 2 nominations.,N/A,Steve Barron,G,http://ia.media-imdb.com/images/M/MV5BMTg4ODU3NjQwNl5BMl5BanBnXkFtZTYwODU0NzI5._V1_SX300.jpg
56fbcde771a0651bcc151880,19 Apr 1996,5.9,tt0117774,"9,030","Action, Crime, Drama",The Substitute,"Roy Frumkes, Rocco Simonelli, Alan Ormsby","Tom Berenger, Raymond Cruz, William Forsythe, Luis Guzmán",movie,English,True,114 min,"14,752,141",USA,N/A,N/A,Robert Mandel,R,http://ia.media-imdb.com/images/M/MV5BMjA1MTczNzUzOF5BMl5BanBnXkFtZTcwODg4NzcxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151881,12 Apr 1996,6.8,tt0116324,"14,792",Comedy,Flirting with Disaster,David O. Russell,"Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore",movie,English,True,92 min,"14,891,000",USA,1 win & 8 nominations.,81,David O. Russell,R,http://ia.media-imdb.com/images/M/MV5BMTI5NDY1Nzk1OV5BMl5BanBnXkFtZTcwMDE5OTUyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151882,11 Oct 1996,6.0,tt0115862,"10,201","Drama, Thriller",The Chamber,"John Grisham (novel, William Goldman (screenplay, Chris Reese (screenplay)","Chris O'Donnell, Gene Hackman, Faye Dunaway, Robert Prosky",movie,English,True,113 min,,USA,1 nomination.,45,James Foley,R,http://ia.media-imdb.com/images/M/MV5BMTUxMDAyMDM3NV5BMl5BanBnXkFtZTYwOTU4Mjg5._V1_SX300.jpg
56fbcde771a0651bcc151883,13 Sep 1996,5.4,tt0117011,"15,373","Action, Crime, Mystery",Maximum Risk,Larry Ferguson,"Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade, Zach Grenier",movie,English,True,101 min,,USA,N/A,N/A,Ringo Lam,R,http://ia.media-imdb.com/images/M/MV5BMTcwNTIyMjI0M15BMl5BanBnXkFtZTcwMDE5NjkxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151884,24 Jan 1997,6.0,tt0116621,"6,678","Biography, Drama, Romance",In Love and War,"Henry S. Villard (book, James Nagel (book, Allan Scott (screen story, Dimitri Villard (screen story, Allan Scott (screenplay, Clancy Sigal (screenplay, Anna Hamilton Phelan (screenplay)","Mackenzie Astin, Chris O'Donnell, Margot Steinberg, Sandra Bullock",movie,"English, Italian",True,113 min,"14,466,354",USA,1 nomination.,N/A,Richard Attenborough,PG-13,http://ia.media-imdb.com/images/M/MV5BMTQ3MTU5NTQ1OV5BMl5BanBnXkFtZTcwNzE0NDYyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151885,31 May 1996,6.3,tt0115571,"24,665","Action, Sci-Fi, Thriller",The Arrival,David Twohy,"Charlie Sheen, Lindsay Crouse, Richard Schiff, Shane",movie,English,True,115 min,,"USA, Mexico",1 win & 1 nomination.,N/A,David Twohy,PG-13,http://ia.media-imdb.com/images/M/MV5BMTYzMDI4NzQ1Ml5BMl5BanBnXkFtZTcwNDg0MzgyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151886,12 Jan 1996,4.3,tt0115683,"21,048",Comedy,Bio-Dome,"Adam Leff (story, Mitchell Peck (story, Jason Blumenthal (story, Kip Koenig (screenplay, Scott Marcano (screenplay)","William Atherton, Denise Dowse, Dara Tomanovich, Kevin West",movie,English,True,88 min,"26,757,000",USA,1 win.,1,Jason Bloom,PG-13,http://ia.media-imdb.com/images/M/MV5BMTc4NDg0ODQ4Ml5BMl5BanBnXkFtZTcwNDM4MDUyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151887,N/A,N/A,tt0117590,N/A,N/A,Secrets,N/A,"Rico E. Anderson, Esperanza Catubig",movie,N/A,True,N/A,,N/A,N/A,N/A,N/A,PG-13,N/A
56fbcde771a0651bcc151888,03 Jan 1997,6.6,tt0116410,"8,369",Drama,Ghosts of Mississippi,Lewis Colick,"Alec Baldwin, James Woods, Virginia Madsen, Whoopi Goldberg",movie,English,True,130 min,"13,052,741",USA,Nominated for 2 Oscars. Another 2 wins & 7 nominations.,N/A,Rob Reiner,PG-13,http://ia.media-imdb.com/images/M/MV5BNDA1MDk0OTExN15BMl5BanBnXkFtZTcwNTA2MzMyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151889,25 Oct 1996,6.0,tt0115580,"5,922",Comedy,The Associate,"Jenaro Prieto (novel, Jean-Claude Carrière (screenplay, René Gainville (screenplay, Nick Thiel (screenplay)","Whoopi Goldberg, Dianne Wiest, Eli Wallach, Tim Daly",movie,English,True,114 min,,USA,N/A,N/A,Donald Petrie,PG-13,http://ia.media-imdb.com/images/M/MV5BMTczNDYyNjUyOV5BMl5BanBnXkFtZTcwNDc3MTAyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15188a,16 Feb 1996,3.7,tt0117102,"4,235",Comedy,Mr. Wrong,"Chris Matheson, Kerry Ehrin, Craig Munson","Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell",movie,English,True,96 min,"12,350,030",USA,1 nomination.,N/A,Nick Castle,PG-13,http://ia.media-imdb.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15188b,28 Feb 1997,6.7,tt0116999,"19,546",Drama,Marvin's Room,"Scott McPherson (play, Scott McPherson (screenplay)","Meryl Streep, Leonardo DiCaprio, Diane Keaton, Robert De Niro",movie,English,True,98 min,,USA,Nominated for 1 Oscar. Another 4 wins & 12 nominations.,68,Jerry Zaks,PG-13,http://ia.media-imdb.com/images/M/MV5BMTIzOTkzMzc3M15BMl5BanBnXkFtZTYwNjYyNDU5._V1_SX300.jpg
56fbcde771a0651bcc15188c,25 Dec 1996,5.8,tt0116240,"3,338","Comedy, Drama",The Evening Star,"Larry McMurtry (novel, Robert Harling (screenplay)","Shirley MacLaine, Bill Paxton, Juliette Lewis, Miranda Richardson",movie,English,True,129 min,,USA,Nominated for 1 Golden Globe. Another 5 wins & 2 nominations.,N/A,Robert Harling,PG-13,http://ia.media-imdb.com/images/M/MV5BMTcwNjkyODQyN15BMl5BanBnXkFtZTcwMzk0MTQyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15188d,06 Sep 1996,6.9,tt0117718,"4,799",Drama,The Spitfire Grill,Lee David Zlotoff,"Alison Elliott, Ellen Burstyn, Marcia Gay Harden, Will Patton",movie,English,True,117 min,"12,643,776",USA,3 wins.,N/A,Lee David Zlotoff,PG-13,http://ia.media-imdb.com/images/M/MV5BMjE5NjU2NjgyM15BMl5BanBnXkFtZTcwMTgzNjUyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15188e,21 Jun 1996,7.6,tt0116905,"22,734","Drama, Mystery",Lone Star,John Sayles,"Stephen Mendillo, Stephen J. Lang, Chris Cooper, Elizabeth Peña",movie,"English, Spanish",True,135 min,"13,269,963",USA,Nominated for 1 Oscar. Another 15 wins & 15 nominations.,78,John Sayles,R,http://ia.media-imdb.com/images/M/MV5BMTI2NjUwODY0Nl5BMl5BanBnXkFtZTcwMjYyODcxMQ@@._V1_SX300.jpg
56fbcde771a0651bcc15188f,20 Sep 1996,7.4,tt0115678,"12,621",Drama,Big Night,"Stanley Tucci, Joseph Tropiano","Marc Anthony, Tony Shalhoub, Stanley Tucci, Larry Block",movie,"English, Italian",True,109 min,,USA,9 wins & 17 nominations.,80,"Campbell Scott, Stanley Tucci",R,http://ia.media-imdb.com/images/M/MV5BMTUzMjAzMjMyMl5BMl5BanBnXkFtZTcwNTUzNDIyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151890,14 Aug 1996,5.7,tt0115493,"4,151","Adventure, Family",Alaska,"Andy Burg, Scott Myers","Thora Birch, Vincent Kartheiser, Dirk Benedict, Charlton Heston",movie,English,True,109 min,"11,567,023",USA,3 nominations.,N/A,Fraser Clarke Heston,PG,http://ia.media-imdb.com/images/M/MV5BMjEwNDY2MDk1MF5BMl5BanBnXkFtZTcwNDcyMTMyMQ@@._V1_SX300.jpg
56fbcde771a0651bcc151891,26 Apr 1996,6.2,tt0117107,"12,622","Crime, Drama, Mystery",Mulholland Falls,"Peter Dexter (story, Floyd Mutrux (story, Peter Dexter (screenplay)","Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen",movie,English,True,107 min,"11,500,000",USA,1 win.,N/A,Lee Tamahori,R,http://ia.media-imdb.com/images/M/MV5BOTcwMDE3MTQ5OV5BMl5BanBnXkFtZTcwMzA0MDQ1NA@@._V1_SX300.jpg
56fbcde771a0651bcc151892,27 Sep 1996,6.5,tt0115438,"15,315","Comedy, Crime, Drama",2 Days in the Valley,John Herzfeld,"Danny Aiello, Greg Cruttwell, Jeff Daniels, Teri Hatcher",movie,"English, Vietnamese",True,104 min,"11,114,000",USA,1 nomination.,N/A,John Herzfeld,R,http://ia.media-imdb.com/images/M/MV5BMTI1ODM4NzQ1NV5BMl5BanBnXkFtZTcwNDQyMDU1MQ@@._V1_SX300.jpg
