_id,Response,Actors,imdbID,Box_office,Director,Writer,Awards,Title,Rated,imdbVotes,imdbRating,Type,Genre,Released,Poster,Runtime,Metascore,Language,Country
56fb965e71a0650fe433961f,True,"Rae Dawn Chong, Guy Davis, Jon Chardiet, Leon W. Grant",tt0086946,,Stan Lathan,"Steven Hager (story, Andrew Davis (screenplay, David Gilbert (screenplay, Paul Golding (screenplay)",N/A,Beat Street,PG,"2,495",6.5,movie,"Drama, Music",08 Jun 1984,http://ia.media-imdb.com/images/M/MV5BMTM4NTg2NDA3N15BMl5BanBnXkFtZTcwODM0NjgyNA@@._V1_SX300.jpg,105 min,N/A,English,USA
56fb965e71a0650fe4339620,True,"Lucinda Dickey, Adolfo Quinones, Michael Chambers, Susie Coelho",tt0086999,"6,800,000",Sam Firstenberg,"Charles Parker (characters, Allen DeBevoise (characters, Jan Ventura, Julie Reichert",N/A,Breakin' 2: Electric Boogaloo,PG,"2,701",4.9,movie,"Comedy, Drama, Musical",21 Dec 1984,http://ia.media-imdb.com/images/M/MV5BMjI3NzgwMjM4M15BMl5BanBnXkFtZTcwMDk1NjgyNA@@._V1_SX300.jpg,94 min,N/A,English,USA
56fb965e71a0650fe4339621,True,"Peter Horton, Linda Hamilton, R.G. Armstrong, John Franklin",tt0087050,"14,600,000",Fritz Kiersch,"Stephen King (short story, George Goldsmith (screenplay)",1 win & 3 nominations.,Children of the Corn,R,"33,420",5.6,movie,Horror,09 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTM2NzU0Mzg2N15BMl5BanBnXkFtZTcwMDI1ODYyMQ@@._V1_SX300.jpg,92 min,N/A,English,USA
56fb965e71a0650fe4339622,True,"Robert Beltran, Catherine Mary Stewart, Kelli Maroney, Sharon Farrell",tt0087799,,Thom Eberhardt,Thom Eberhardt,1 nomination.,Night of the Comet,PG-13,"12,444",6.4,movie,"Comedy, Horror, Sci-Fi",16 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMTY5NDIwNDA1NV5BMl5BanBnXkFtZTcwOTUxOTM2NA@@._V1_SX300.jpg,95 min,N/A,English,USA
56fb965e71a0650fe4339623,True,"Faye Dunaway, Helen Slater, Peter O'Toole, Hart Bochner",tt0088206,"13,600,000",Jeannot Szwarc,David Odell (screenplay),3 nominations.,Supergirl,PG,"13,648",4.3,movie,"Action, Adventure, Fantasy",21 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMTkzMjY2NDkyN15BMl5BanBnXkFtZTYwMzI2OTA5._V1_SX300.jpg,105 min,N/A,English,"UK, USA"
56fb965e71a0650fe4339624,True,"Robert Urich, Mary Crosby, Michael D. Roberts, Anjelica Huston",tt0087451,,Stewart Raffill,"Stewart Raffill, Stanford Sherman",N/A,The Ice Pirates,PG,"7,563",5.7,movie,"Action, Adventure, Comedy",16 Mar 1984,http://ia.media-imdb.com/images/M/MV5BOTcxMDk4OTUzNF5BMl5BanBnXkFtZTcwNDQ0NDcyMQ@@._V1_SX300.jpg,91 min,N/A,English,USA
56fb965e71a0650fe4339625,True,"Charles Bronson, Theresa Saldana, Joseph Maher, José Ferrer",tt0087222,,J. Lee Thompson,"R. Lance Hill (novel, R. Lance Hill (screenplay, John Crowther (screenplay)",N/A,The Evil That Men Do,R,"2,191",5.9,movie,"Action, Drama, Thriller",21 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTk1NzIwNTY5N15BMl5BanBnXkFtZTcwOTMzMDQyMQ@@._V1_SX300.jpg,90 min,N/A,English,"Mexico, USA, UK"
56fb965e71a0650fe4339626,True,"Ryan O'Neal, Shelley Long, Drew Barrymore, Sam Wanamaker",tt0087482,"12,400,000",Charles Shyer,"Nancy Meyers, Charles Shyer",Nominated for 2 Golden Globes. Another 1 nomination.,Irreconcilable Differences,PG,"2,271",5.8,movie,"Comedy, Drama, Romance",28 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTU5NzI4MDUyMF5BMl5BanBnXkFtZTcwNDkxNzkzMg@@._V1_SX300.jpg,113 min,N/A,English,USA
56fb965e71a0650fe4339627,True,"Dennis Quaid, Max von Sydow, Christopher Plummer, Eddie Albert",tt0087175,,Joseph Ruben,"David Loughery (story, David Loughery (screenplay, Chuck Russell (screenplay, Joseph Ruben (screenplay)",1 win & 2 nominations.,Dreamscape,R,"10,194",6.3,movie,"Adventure, Sci-Fi, Thriller",17 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTUyNjgyNTQwNl5BMl5BanBnXkFtZTcwMDIxMjcxMQ@@._V1_SX300.jpg,99 min,N/A,English,USA
56fb965e71a0650fe4339628,True,"Tim Matheson, Jennifer Runyon, Stephen Furst, Dan Monahan",tt0088333,"11,700,000",Robert Butler,"Jim Kouf (story, Jeff Sherman (story, Douglas Grossman (story, Jim Kouf (screenplay)",N/A,Up the Creek,R,"2,121",5.6,movie,Comedy,06 Apr 1984,http://ia.media-imdb.com/images/M/MV5BMTQyNzg0MDkxNl5BMl5BanBnXkFtZTgwMTg0ODk1MDE@._V1_SX300.jpg,96 min,N/A,English,USA
56fb965e71a0650fe4339629,True,"Mel Gibson, Sissy Spacek, Shane Bailey, Becky Jo Lynch",tt0088007,"8,800,000",Mark Rydell,"Robert Dillon (story, Robert Dillon (screenplay, Julian Barry (screenplay)",Nominated for 4 Oscars. Another 2 wins & 2 nominations.,The River,PG-13,"4,742",6.3,movie,Drama,11 Jan 1985,http://ia.media-imdb.com/images/M/MV5BNjAwMjQ5MzIxM15BMl5BanBnXkFtZTcwMjcxODgxMQ@@._V1_SX300.jpg,122 min,N/A,English,USA
56fb965e71a0650fe433962a,True,"James Garner, Shirley Jones, C. Thomas Howell, Mark Herrier",tt0088224,,Marvin J. Chomsky,Dan Gordon,1 nomination.,Tank,PG,"3,021",5.6,movie,"Action, Drama, Comedy",16 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTg2NDIxMzE3NV5BMl5BanBnXkFtZTcwMjIzMzcyMQ@@._V1_SX300.jpg,113 min,N/A,English,USA
56fb965e71a0650fe433962b,True,"Robert De Niro, Meryl Streep, Harvey Keitel, Jane Kaczmarek",tt0087233,"10,600,000",Ulu Grosbard,Michael Cristofer,2 wins & 1 nomination.,Falling in Love,PG-13,"9,234",6.4,movie,"Drama, Romance",21 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMTAyNzAwNDYzNDleQTJeQWpwZ15BbWU4MDQ1OTQ5MDMx._V1_SX300.jpg,106 min,N/A,English,USA
56fb965e71a0650fe433962c,True,"Rick Springfield, Janet Eilber, Patti Hansen, Albert Salmi",tt0087384,,Larry Peerce,"Thomas Hedley Jr. (story, Richard Rothstein (story, Thomas Hedley Jr. (screenplay)",N/A,Hard to Hold,PG,478,4.7,movie,"Drama, Music",06 Apr 1984,http://ia.media-imdb.com/images/M/MV5BMTgzNTYzMjM0NF5BMl5BanBnXkFtZTcwMDE4MDQyMQ@@._V1_SX300.jpg,93 min,N/A,English,USA
56fb965e71a0650fe433962d,True,"Chris Penn, Ilan Mitchell-Smith, Eric Stoltz, Jenny Wright",tt0088402,"9,500,000",Art Linson,Cameron Crowe,N/A,The Wild Life,R,"1,736",6.1,movie,"Comedy, Drama",28 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTI1NzQ5NTgwNF5BMl5BanBnXkFtZTYwNzM1MTk5._V1_SX300.jpg,96 min,N/A,English,USA
56fb965e71a0650fe433962e,True,"Woody Allen, Mia Farrow, Nick Apollo Forte, Sandy Baron",tt0087003,"10,600,000",Woody Allen,Woody Allen,Nominated for 2 Oscars. Another 3 wins & 1 nomination.,Broadway Danny Rose,PG,"18,022",7.5,movie,Comedy,27 Jan 1984,http://ia.media-imdb.com/images/M/MV5BMTkwMDQ4MjMwNF5BMl5BanBnXkFtZTcwNTM4OTYwNA@@._V1_SX300.jpg,84 min,N/A,"English, Italian, Yiddish",USA
56fb965e71a0650fe433962f,True,"Steven Bauer, Barbara Williams, John Getz, David Caruso",tt0088256,"10,400,000",Douglas Day Stewart,Douglas Day Stewart,1 nomination.,Thief of Hearts,R,"1,253",5.7,movie,"Drama, Thriller, Crime",19 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMTc0ODcwNzYzM15BMl5BanBnXkFtZTcwNTE2NzcxMQ@@._V1_SX300.jpg,100 min,N/A,English,USA
56fb965e71a0650fe4339630,True,"Donald Pleasence, Nancy Allen, Fred Asparagus, Lainie Cooke",tt0088249,,Andrew J. Kuehn,Margery Doppelt,N/A,Terror in the Aisles,R,"1,402",6.4,movie,"Horror, Documentary, Thriller",26 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMTI3Mjk0MzU2MF5BMl5BanBnXkFtZTcwMTU4OTcxMQ@@._V1_SX300.jpg,84 min,N/A,English,USA
56fb965e71a0650fe4339631,True,"Jessica Lange, Sam Shepard, Wilford Brimley, Matt Clark",tt0087091,"8,400,000",Richard Pearce,William D. Wittliff,Nominated for 1 Oscar. Another 1 win & 2 nominations.,Country,PG,"1,347",6.8,movie,Drama,29 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTIwNjI5MzQ5OV5BMl5BanBnXkFtZTYwNTg2Mjg5._V1_SX300.jpg,105 min,N/A,English,USA
56fb965e71a0650fe4339632,True,"Bo Derek, George Kennedy, Andrea Occhipinti, Ana Obregón",tt0086987,,John Derek,John Derek,6 wins & 5 nominations.,Bolero,R,"4,031",2.8,movie,"Comedy, Romance",31 Aug 1984,http://ia.media-imdb.com/images/M/MV5BNjI1MzMzNjk3MV5BMl5BanBnXkFtZTYwMzg2Mjg5._V1_SX300.jpg,105 min,N/A,English,USA
56fb965e71a0650fe4339633,True,"Craig Wasson, Melanie Griffith, Gregg Henry, Deborah Shelton",tt0086984,,Brian De Palma,"Robert J. Avrech (screenplay, Brian De Palma (screenplay, Brian De Palma (story)",Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,Body Double,R,"19,317",6.8,movie,"Crime, Mystery, Thriller",26 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMTkzODEyMzExOF5BMl5BanBnXkFtZTYwMjUwOTY5._V1_SX300.jpg,114 min,N/A,English,USA
56fb965e71a0650fe4339634,True,"Rob Lowe, Ally Sheedy, Amanda Pays, Julian Sands",tt0087866,,Robert Boris,Robert Boris,N/A,Oxford Blues,PG-13,"2,291",5.2,movie,"Comedy, Drama, Sport",24 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTYzNDQxMDI2Ml5BMl5BanBnXkFtZTYwMjk2Mjg5._V1_SX300.jpg,97 min,N/A,English,UK
56fb965e71a0650fe4339635,True,"Mel Gibson, Anthony Hopkins, Laurence Olivier, Edward Fox",tt0086993,"8,600,000",Roger Donaldson,"Richard Hough (book, Robert Bolt (screenplay)",2 nominations.,The Bounty,PG,"17,480",7.0,movie,"Action, Adventure, Drama",04 May 1984,http://ia.media-imdb.com/images/M/MV5BMTM2NzI4NzY3OF5BMl5BanBnXkFtZTcwNzEwNTcyNA@@._V1_SX300.jpg,132 min,N/A,English,"UK, USA"
56fb965e71a0650fe4339636,True,"David Graham, Anya Major",tt4227346,,Ridley Scott,Steve Hayden,N/A,Apple Mac: 1984,N/A,187,7.8,movie,"Short, Sci-Fi",22 Jan 1984,N/A,1 min,N/A,English,USA
56fb965e71a0650fe4339637,True,"Aidan Quinn, Daryl Hannah, Kenneth McMillan, Cliff De Young",tt0087983,,James Foley,Chris Columbus,N/A,Reckless,R,"1,459",6.2,movie,"Drama, Romance, Comedy",03 Feb 1984,http://ia.media-imdb.com/images/M/MV5BMTU0NzU1MTY2OV5BMl5BanBnXkFtZTcwMTAxOTIxMw@@._V1_SX300.jpg,90 min,N/A,English,USA
56fb965e71a0650fe4339638,True,"Michael Paré, Nancy Allen, Eric Christmas, Bobby Di Cicco",tt0087910,,Stewart Raffill,"Michael Janover (screenplay, William Gray (screenplay, Wallace C. Bennett (story, Don Jakoby (story, Charles Berlitz (book, William L. Moore (book)",1 win & 1 nomination.,The Philadelphia Experiment,PG,"10,959",6.1,movie,"Adventure, Drama, Romance",03 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMjA2MDA5NTg5OF5BMl5BanBnXkFtZTcwMTEwNDI4OA@@._V1_SX300.jpg,102 min,N/A,English,USA
56fb965e71a0650fe4339639,True,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan",tt0088194,"5,600,000",Walter Hill,"Walter Hill, Larry Gross",2 wins & 1 nomination.,Streets of Fire,R,"12,044",6.7,movie,"Action, Crime, Drama",01 Jun 1984,http://ia.media-imdb.com/images/M/MV5BMTQ0MTM5ODE5N15BMl5BanBnXkFtZTcwMzY3MjYyMQ@@._V1_SX300.jpg,93 min,N/A,English,USA
56fb965e71a0650fe433963a,True,"Kristy McNichol, Michael Ontkean, Kaki Hunter, André Dussollier",tt0087525,,Édouard Molinaro,Allan Burns,N/A,Just the Way You Are,PG,531,6.0,movie,"Comedy, Music, Romance",16 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMTc3MjQ0Mjg5NV5BMl5BanBnXkFtZTYwMDYwNzg5._V1_SX300.jpg,94 min,N/A,English,USA
56fb965e71a0650fe433963b,True,"Diane Keaton, Yorgo Voyagis, Klaus Kinski, Sami Frey",tt0087629,"7,800,000",George Roy Hill,"Loring Mandel (screenplay, John le Carré (novel)",1 nomination.,The Little Drummer Girl,R,"1,475",6.1,movie,Thriller,19 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMjA5ODU4MTUyN15BMl5BanBnXkFtZTYwOTU0Nzg5._V1_SX300.jpg,130 min,N/A,English,USA
56fb965e71a0650fe433963c,True,"Timothy Hutton, Lindsay Crouse, John Lone, Josef Sommer",tt0087452,,Fred Schepisi,"Chip Proser (screenplay, John Drimmer (screenplay, John Drimmer (story)",N/A,Iceman,PG,"3,935",6.1,movie,"Drama, Sci-Fi",13 Apr 1984,http://ia.media-imdb.com/images/M/MV5BMTUzMzE2NTYyN15BMl5BanBnXkFtZTcwNjUyMzcyMQ@@._V1_SX300.jpg,100 min,N/A,English,USA
56fb965e71a0650fe433963d,True,"Grant Cramer, Teal Roberts, Gary Wood, Michael Rapport",tt0087385,,Mark Griffiths,"Steve Greene (screenplay, Eric Alter (screenplay, Mark Griffiths (screenplay, Steve Greene (story, Eric Alter (story)",N/A,Hardbodies,R,"2,058",4.8,movie,Comedy,04 May 1984,http://ia.media-imdb.com/images/M/MV5BMjE5NzE0NjExMF5BMl5BanBnXkFtZTcwMTEzNjYxMQ@@._V1_SX300.jpg,88 min,N/A,English,USA
56fb965e71a0650fe433963e,True,"Vincent Spano, Michael Winslow, Kate Vernon, Jami Gertz",tt0086877,,Amos Poe,"Gregory K. Heller (screenplay, Amos Poe (screenplay, Gregory K. Heller (story, Robert Seidman (additional dialogue)",N/A,Alphabet City,R,478,4.7,movie,"Crime, Drama, Thriller",26 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMTc2MTg3Njc5OF5BMl5BanBnXkFtZTcwODQwMDcxMQ@@._V1_SX300.jpg,85 min,N/A,English,USA
56fb965e71a0650fe433963f,True,"Eric Roberts, Mickey Rourke, Daryl Hannah, Geraldine Page",tt0087932,,Stuart Rosenberg,"Vincent Patrick (novel, Vincent Patrick (screenplay)",N/A,The Pope of Greenwich Village,R,"5,754",6.7,movie,"Action, Comedy, Crime",22 Jun 1984,http://ia.media-imdb.com/images/M/MV5BMTM0Mjg1NTkxM15BMl5BanBnXkFtZTcwODMwODAwMQ@@._V1_SX300.jpg,121 min,N/A,English,USA
56fb965e71a0650fe4339640,True,"Tom Selleck, Cynthia Rhodes, Gene Simmons, Kirstie Alley",tt0088024,,Michael Crichton,Michael Crichton,1 nomination.,Runaway,PG-13,"8,303",5.9,movie,"Action, Crime, Sci-Fi",14 Dec 1984,http://ia.media-imdb.com/images/M/MV5BMTIyMDE3Mjc2MF5BMl5BanBnXkFtZTcwNDQwMzcxMQ@@._V1_SX300.jpg,99 min,N/A,English,USA
56fb965e71a0650fe4339641,True,"Goldie Hawn, Kurt Russell, Christine Lahti, Fred Ward",tt0088213,"6,700,000",Jonathan Demme,Nancy Dowd,Nominated for 1 Oscar. Another 1 win & 2 nominations.,Swing Shift,PG,"3,070",5.9,movie,"Drama, Romance, War",13 Apr 1984,http://ia.media-imdb.com/images/M/MV5BNzQ2ODE3NDUzMV5BMl5BanBnXkFtZTgwMzE2MjEyMDE@._V1_SX300.jpg,100 min,N/A,English,USA
56fb965e71a0650fe4339642,True,"Bill Murray, Theresa Russell, Catherine Hicks, Denholm Elliott",tt0087980,"6,600,000",John Byrum,"W. Somerset Maugham (novel, John Byrum (screenplay, Bill Murray (screenplay)",N/A,The Razor's Edge,PG-13,"3,942",6.6,movie,"Drama, Romance, War",19 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMTk1MzM1MzA5M15BMl5BanBnXkFtZTcwODA4ODEyMQ@@._V1_SX300.jpg,128 min,N/A,English,"USA, UK"
56fb965e71a0650fe4339643,True,"Peter Weller, John Lithgow, Ellen Barkin, Jeff Goldblum",tt0086856,,W.D. Richter,Earl Mac Rauch,5 nominations.,The Adventures of Buckaroo Banzai Across the 8th Dimension,PG,"17,385",6.4,movie,"Adventure, Comedy, Romance",10 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTk3OTAwNDQwOF5BMl5BanBnXkFtZTgwOTE0MzQxMDE@._V1_SX300.jpg,103 min,N/A,English,USA
56fb965e71a0650fe4339644,True,"Teri Garr, Peter Weller, Christopher Collet, Corey Haim",tt0087263,"6,200,000",Michael Apted,Ron Koslow,1 nomination.,Firstborn,PG-13,"1,467",6.2,movie,"Drama, Thriller",26 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMjA5MzE3NjIzMl5BMl5BanBnXkFtZTcwNTUxMTYyMQ@@._V1_SX300.jpg,103 min,N/A,English,USA
56fb965e71a0650fe4339645,True,"Sean Penn, Elizabeth McGovern, Nicolas Cage, John Karlen",tt0087968,"5,400,000",Richard Benjamin,Steve Kloves,1 win.,Racing with the Moon,PG,"3,234",6.8,movie,"Comedy, Drama, Romance",23 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTYyNTU3ODQyMl5BMl5BanBnXkFtZTcwOTY1NDcyMQ@@._V1_SX300.jpg,108 min,N/A,English,USA
56fb965e71a0650fe4339646,True,"Tanya Roberts, Ted Wass, Donovan Scott, Elizabeth of Toro",tt0088103,,John Guillermin,"David Newman (screenplay, Lorenzo Semple Jr. (screenplay, David Newman (story, Leslie Stevens (story)",5 nominations.,Sheena,PG,"3,207",4.7,movie,"Adventure, Fantasy",17 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTUzNzUyMjU2NF5BMl5BanBnXkFtZTYwMzI2NTg4._V1_SX300.jpg,117 min,N/A,English,"UK, USA"
56fb965e71a0650fe4339647,True,"Steve Martin, Charles Grodin, Judith Ivey, Steve Lawrence",tt0087635,"4,800,000",Arthur Hiller,"Bruce Jay Friedman (book, Neil Simon (screenplay, Stan Daniels (screenplay, Ed. Weinberger (screenplay)",N/A,The Lonely Guy,R,"5,054",6.2,movie,Comedy,27 Jan 1984,http://ia.media-imdb.com/images/M/MV5BMTYyODk5MDg2Nl5BMl5BanBnXkFtZTcwMTY0NDYyMQ@@._V1_SX300.jpg,90 min,N/A,English,USA
56fb965e71a0650fe4339648,True,"Robert De Niro, James Woods, Elizabeth McGovern, Joe Pesci",tt0087843,"5,300,000",Sergio Leone,"Harry Grey (novel, Leonardo Benvenuti (screenplay, Piero De Bernardi (screenplay, Enrico Medioli (screenplay, Franco Arcalli (screenplay, Franco Ferrini (screenplay, Sergio Leone (screenplay, Stuart Kaminsky (additional dialogue)",Nominated for 2 Golden Globes. Another 11 wins & 7 nominations.,Once Upon a Time in America,R,"212,573",8.4,movie,"Crime, Drama",01 Jun 1984,http://ia.media-imdb.com/images/M/MV5BNDMwMDcyODkzOV5BMl5BanBnXkFtZTcwNTQ1Njg3OA@@._V1_SX300.jpg,229 min,N/A,"English, Italian, French","Italy, USA"
56fb965e71a0650fe4339649,True,"Rob Lowe, Jodie Foster, Paul McCrane, Beau Bridges",tt0087428,"5,100,000",Tony Richardson,"John Irving (novel, Tony Richardson (screenplay)",N/A,The Hotel New Hampshire,R,"6,488",6.0,movie,"Comedy, Drama, Romance",09 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTA2NjQyNzYyMjNeQTJeQWpwZ15BbWU3MDAwNDcwNjQ@._V1_SX300.jpg,109 min,N/A,English,"UK, Canada, USA"
56fb965e71a0650fe433964a,True,"JoBeth Williams, Tom Conti, Giancarlo Giannini, Coral Browne",tt0086886,,Rick Rosenthal,"Ann Biderman (story, David Greenwalt, Jim Kouf",1 win.,American Dreamer,PG,"1,094",6.8,movie,"Comedy, Crime, Romance",26 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMTkyNzY2MDQzNF5BMl5BanBnXkFtZTcwNTA1NzgyMQ@@._V1_SX300.jpg,105 min,N/A,English,USA
56fb965e71a0650fe433964b,True,"Jon Cryer, Demi Moore, George Wendt, Peter Frechette",tt0087810,,Jerry Schatzberg,"Craig Bolotin (story, Craig Bolotin (screenplay, Terence Mulcahy (screenplay)",N/A,No Small Affair,R,"1,426",5.5,movie,"Comedy, Drama, Music",09 Nov 1984,http://ia.media-imdb.com/images/M/MV5BMTgxMzgwMjQwOV5BMl5BanBnXkFtZTcwMTYzODUyMQ@@._V1_SX300.jpg,102 min,N/A,English,USA
56fb965e71a0650fe433964c,True,"Bernie Worrell, Alex Weir, Steven Scales, Lynn Mabry",tt0088178,"148,443",Jonathan Demme,"Jonathan Demme, Talking Heads",2 wins & 1 nomination.,Stop Making Sense,NOT RATED,"8,010",8.5,movie,"Documentary, Music",16 Nov 1984,http://ia.media-imdb.com/images/M/MV5BNzY5MDQ3MTE1M15BMl5BanBnXkFtZTcwODA2NjIyMQ@@._V1_SX300.jpg,88 min,89,English,USA
56fb965e71a0650fe433964d,True,"Jamie Lee Curtis, C. Thomas Howell, Patrick Swayze, Troy Donahue",tt0087359,,Randal Kleiser,Ken Hixon,N/A,"Grandview, U.S.A.",R,"1,288",5.1,movie,Drama,03 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTg2OTA1ODQwOF5BMl5BanBnXkFtZTYwNDQxNjg5._V1_SX300.jpg,97 min,N/A,English,USA
56fb965e71a0650fe433964e,True,"John Heard, Daniel Stern, Christopher Curry, Kim Greist",tt0087015,,Douglas Cheek,"Parnell Hall (screenplay, Shepard Abbott (story)",1 win & 1 nomination.,C.H.U.D.,R,"7,290",5.5,movie,"Horror, Sci-Fi",31 Aug 1984,http://ia.media-imdb.com/images/M/MV5BNDM4NTkwMDczMV5BMl5BanBnXkFtZTYwMTgzMTA5._V1_SX300.jpg,88 min,N/A,English,USA
56fb965e71a0650fe433964f,True,"Judd Nelson, Jonna Lee, Gordon Jump, Walter Olkewicz",tt0087666,,Dorian Walker,"Gene Quintano (screenplay, Gene Quintano (story, Charles Gale (story)",N/A,Making the Grade,R,970,5.8,movie,"Comedy, Romance, Sport",18 May 1984,http://ia.media-imdb.com/images/M/MV5BMTY4MzU2MjcxMV5BMl5BanBnXkFtZTYwNjU3Nzg5._V1_SX300.jpg,105 min,N/A,English,USA
56fb965e71a0650fe4339650,True,"Rob Reiner, Kimberly Stringer, Chazz Dominguez, Shari Hall",tt0088258,"4,671,831",Rob Reiner,"Christopher Guest, Michael McKean, Harry Shearer, Rob Reiner",3 wins & 2 nominations.,This Is Spinal Tap,R,N/A,8.0,movie,"Comedy, Music",02 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_SX300.jpg,82 min,85,English,USA
56fb965e71a0650fe4339651,True,"Cameron Dye, Michelle Meyrink, Colleen Camp, Ernie Hudson",tt0087513,,Martha Coolidge,"Kathleen Rowell (screenplay, J.J. Salter (screenplay)",N/A,Joy of Sex,R,493,3.4,movie,"Comedy, Romance",03 Aug 1984,http://ia.media-imdb.com/images/M/MV5BMTU2OTA4NTE1Ml5BMl5BanBnXkFtZTYwMTEwNzg5._V1_SX300.jpg,93 min,N/A,English,USA
56fb965e71a0650fe4339652,True,"Diane Keaton, Mel Gibson, Matthew Modine, Edward Herrmann",tt0087751,,Gillian Armstrong,Ron Nyswaner,Nominated for 1 Golden Globe. Another 1 nomination.,Mrs. Soffel,PG-13,"2,344",6.2,movie,"Drama, Romance",08 Feb 1985,http://ia.media-imdb.com/images/M/MV5BMjEwNzg0MTk0NF5BMl5BanBnXkFtZTYwODEzNjU5._V1_SX300.jpg,110 min,N/A,English,USA
56fb965e71a0650fe4339653,True,"Karen Allen, Thierry Lhermitte, Christopher Cazenove, Hutton Cobb",tt0088330,,Richard Marquand,Janice Lee Graham,N/A,Until September,R,462,5.8,movie,"Drama, Romance",21 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTMwNDY2ODcwNl5BMl5BanBnXkFtZTcwMjg5NjcyMQ@@._V1_SX300.jpg,95 min,N/A,English,USA
56fb965e71a0650fe4339654,True,"Joe Morton, Rosanna Carter, Ray Ramirez, Yves Rene",tt0087004,"3,700,000",John Sayles,John Sayles,3 wins & 1 nomination.,The Brother from Another Planet,R,"4,490",6.8,movie,"Comedy, Sci-Fi",07 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMjI2NjM4NDg1MV5BMl5BanBnXkFtZTgwOTM1MzQxMDE@._V1_SX300.jpg,108 min,N/A,"English, Spanish",USA
56fb965e71a0650fe4339655,True,"Kathleen Turner, Bruce Davison, Gordon Hunt, Dan Gerrity",tt0087100,,Ken Russell,Barry Sandler,3 wins & 1 nomination.,Crimes of Passion,R,"4,492",6.3,movie,"Drama, Romance, Thriller",19 Oct 1984,http://ia.media-imdb.com/images/M/MV5BMjAyNjAxNDYxNV5BMl5BanBnXkFtZTcwMTg5ODAzMQ@@._V1_SX300.jpg,107 min,N/A,English,USA
56fb965e71a0650fe4339656,True,"David Carradine, Luke Askew, Maria Socas, Anthony De Longis",tt0088379,,John C. Broderick,"John C. Broderick (screenplay, John C. Broderick (story, William Stout (story)",N/A,The Warrior and the Sorceress,R,834,3.8,movie,"Adventure, Fantasy",07 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMjA3MzU2NjI0MF5BMl5BanBnXkFtZTcwMzczMzUxMQ@@._V1_SX300.jpg,81 min,N/A,English,"Argentina, USA"
56fb965e71a0650fe4339657,True,"Tim Matheson, Meg Tilly, Hume Cronyn, John Karlen",tt0087464,,Graham Baker,"Nicholas Kazan, Don Carlos Dunaway",N/A,Impulse,R,778,5.8,movie,"Horror, Mystery, Sci-Fi",28 Sep 1984,http://ia.media-imdb.com/images/M/MV5BMTczODE1MzI1MV5BMl5BanBnXkFtZTcwNzI0ODYzMQ@@._V1_SX300.jpg,91 min,N/A,English,USA
56fb965e71a0650fe4339658,True,"Albert Finney, Jacqueline Bisset, Anthony Andrews, Ignacio López Tarso",tt0088322,,John Huston,"Malcolm Lowry (novel, Guy Gallo (screenplay)",Nominated for 2 Oscars. Another 3 wins & 5 nominations.,Under the Volcano,R,"3,469",7.1,movie,Drama,13 Jun 1984,http://ia.media-imdb.com/images/M/MV5BMTU2ODg3NDI1OF5BMl5BanBnXkFtZTcwNDcxNzM1MQ@@._V1_SX300.jpg,112 min,N/A,"English, Spanish","Mexico, USA"
