_id,Writer,Box_office,Awards,Director,Poster,Rated,Actors,Language,Type,Runtime,imdbRating,Released,Genre,Title,Metascore,Response,imdbID,imdbVotes,Country
56fbd17971a06517ccaa7a79,"Heinrich Harrer (book, Becky Johnston (screenplay)","37,901,509",Nominated for 1 Golden Globe. Another 3 wins & 6 nominations.,Jean-Jacques Annaud,http://ia.media-imdb.com/images/M/MV5BMjExMTcyMTI2NF5BMl5BanBnXkFtZTYwNDUxMTI5._V1_SX300.jpg,PG-13,"Brad Pitt, David Thewlis, BD Wong, Mako","English, German, Mandarin, Tibetan, Hindi",movie,136 min,7.0,10 Oct 1997,"Adventure, Biography, Drama",Seven Years in Tibet,55,True,tt0120102,"94,024","USA, UK"
56fbd17971a06517ccaa7a7a,"Elisa Bell (story, Bob Ducsay (story, Elisa Bell (screenplay)","36,429,528",1 nomination.,Stephen Kessler,http://ia.media-imdb.com/images/M/MV5BMTI0NTgxMTA2MF5BMl5BanBnXkFtZTcwNTE1MTEyMQ@@._V1_SX300.jpg,PG,"Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry",English,movie,93 min,5.9,14 Feb 1997,Comedy,Vegas Vacation,20,True,tt0120434,"32,727",USA
56fbd17971a06517ccaa7a7b,"Ed Boon (video games, Lawrence Kasanoff (story, Joshua Wexler (story, John Tobias (story, Brent V. Friedman (screenplay, Bryce Zabel (screenplay)",,N/A,John R. Leonetti,http://ia.media-imdb.com/images/M/MV5BMTI2OTYyNDk2N15BMl5BanBnXkFtZTcwMjczNTcxMQ@@._V1_SX300.jpg,PG-13,"Robin Shou, Talisa Soto, James Remar, Sandra Hess",English,movie,95 min,3.7,21 Nov 1997,"Action, Adventure, Fantasy",Mortal Kombat: Annihilation,11,True,tt0119707,"35,350",USA
56fbd17971a06517ccaa7a7c,Gregory Nava,"35,422,828",Nominated for 1 Golden Globe. Another 8 wins & 5 nominations.,Gregory Nava,http://ia.media-imdb.com/images/M/MV5BODQ1MTE4ODU2Ml5BMl5BanBnXkFtZTcwNzI4OTQ1MQ@@._V1_SX300.jpg,PG,"Jennifer Lopez, Jackie Guerra, Constance Marie, Alex Meneses","English, Spanish",movie,127 min,6.6,21 Mar 1997,"Biography, Drama, Music",Selena,65,True,tt0120094,"18,605",USA
56fbd17971a06517ccaa7a7d,Robert Gordon,"34,656,904",1 nomination.,Griffin Dunne,http://ia.media-imdb.com/images/M/MV5BMTU5MjA3ODA3MV5BMl5BanBnXkFtZTcwNTgyNTUyMQ@@._V1_SX300.jpg,R,"Meg Ryan, Matthew Broderick, Kelly Preston, Tchéky Karyo","English, French",movie,100 min,6.1,23 May 1997,"Comedy, Romance",Addicted to Love,49,True,tt0118556,"19,407",USA
56fbd17971a06517ccaa7a7e,"Douglas Preston (novel, Lincoln Child (novel, Amy Holden Jones (screenplay, John Raffo (screenplay, Rick Jaffa (screenplay, Amanda Silver (screenplay)",,4 nominations.,Peter Hyams,http://ia.media-imdb.com/images/M/MV5BMTQzMjA3NTU3M15BMl5BanBnXkFtZTcwMDMxNzcyMQ@@._V1_SX300.jpg,R,"Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore",English,movie,110 min,5.7,10 Jan 1997,"Horror, Mystery, Sci-Fi",The Relic,55,True,tt0120004,"18,691","UK, Germany, Japan, New Zealand, USA"
56fbd17971a06517ccaa7a7f,Randy Feldman,"31,987,563",1 nomination.,Thomas Carter,http://ia.media-imdb.com/images/M/MV5BMTI4OTIxMDg3N15BMl5BanBnXkFtZTcwNDU4ODgxMQ@@._V1_SX300.jpg,R,"Eddie Murphy, Kim Miyori, Art Evans, James Carpenter",English,movie,117 min,5.5,17 Jan 1997,"Action, Comedy, Crime",Metro,N/A,True,tt0119664,"20,900",USA
56fbd17971a06517ccaa7a80,"Jana Howington, Steve LuKanic","31,611,225",N/A,Bryan Spicer,http://ia.media-imdb.com/images/M/MV5BMTk4MzQ4ODM3OV5BMl5BanBnXkFtZTYwMjcwNzg4._V1_SX300.jpg,PG-13,"Tim Allen, Kirstie Alley, Jay O. Sanders, Michael Lerner",English,movie,115 min,5.7,12 Dec 1997,Comedy,For Richer or Poorer,N/A,True,tt0119142,"7,958",USA
56fbd17971a06517ccaa7a81,"Mark Feldberg, Mitchell Klebanoff","31,235,710",1 nomination.,Dennis Dugan,http://ia.media-imdb.com/images/M/MV5BMTc2OTc3NDY4MV5BMl5BanBnXkFtZTcwODg5MTAzMQ@@._V1_SX300.jpg,PG-13,"Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker",English,movie,88 min,5.5,17 Jan 1997,"Action, Comedy",Beverly Hills Ninja,27,True,tt0118708,"29,837",USA
56fbd17971a06517ccaa7a82,"Arleen Sorkin (story, Paul Slansky (story, May Quigley (story, Arleen Sorkin (screenplay, Paul Slansky (screenplay, Glenn Gordon Caron (screenplay)",,N/A,Glenn Gordon Caron,http://ia.media-imdb.com/images/M/MV5BMTM3MDQ4NTE2NV5BMl5BanBnXkFtZTcwMzM4MTU1MQ@@._V1_SX300.jpg,PG-13,"Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis",English,movie,105 min,5.5,01 Aug 1997,"Comedy, Drama, Romance",Picture Perfect,44,True,tt0119896,"15,337",USA
56fbd17971a06517ccaa7a83,John Hughes,"30,672,357",3 nominations.,Raja Gosnell,http://ia.media-imdb.com/images/M/MV5BOTAxODU4NjAxN15BMl5BanBnXkFtZTcwOTg4MjU1MQ@@._V1_SX300.jpg,PG,"Alex D. Linz, Olek Krupa, Rya Kihlstedt, Lenny von Dohlen","English, Polish",movie,102 min,4.3,12 Dec 1997,"Comedy, Crime, Family",Home Alone 3,N/A,True,tt0119303,"72,785",USA
56fbd17971a06517ccaa7a84,"Joan Taylor (story, Katherine Reback (story, Katherine Reback (screenplay)","29,291,566",2 nominations.,Andy Tennant,http://ia.media-imdb.com/images/M/MV5BMTk0NDQyODM3MF5BMl5BanBnXkFtZTcwMjc1NTkxMQ@@._V1_SX300.jpg,PG-13,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez","English, Spanish",movie,109 min,6.0,14 Feb 1997,"Comedy, Drama, Romance",Fools Rush In,37,True,tt0119141,"26,926",USA
56fbd17971a06517ccaa7a85,"Robin Schiff (play, Robin Schiff (screenplay)","29,205,077",3 nominations.,David Mirkin,http://ia.media-imdb.com/images/M/MV5BMTQyOTE0NjYxNV5BMl5BanBnXkFtZTgwMDA2Mzc2MDE@._V1_SX300.jpg,R,"Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming",English,movie,92 min,6.1,25 Apr 1997,Comedy,Romy and Michele's High School Reunion,59,True,tt0120032,"33,298",USA
56fbd17971a06517ccaa7a86,Robert Nelson Jacobs,,N/A,Martha Coolidge,http://ia.media-imdb.com/images/M/MV5BMTk0MTk0OTU3Ml5BMl5BanBnXkFtZTcwOTYyMjYyMQ@@._V1_SX300.jpg,PG-13,"Jack Lemmon, Walter Matthau, Dyan Cannon, Gloria DeHaven","English, Italian, Japanese, Spanish",movie,106 min,6.0,02 Jul 1997,"Comedy, Romance",Out to Sea,N/A,True,tt0119848,"5,960",USA
56fbd17971a06517ccaa7a87,Mika Ronkainen,,1 win.,Mika Ronkainen,N/A,N/A,"Janne Helttunen, Reino Helttunen, Aira Helttunen, Brüssel Kaupallinen",Finnish,movie,27 min,N/A,N/A,"Documentary, Short",Father's Day,N/A,True,tt1804538,N/A,Finland
56fbd17971a06517ccaa7a88,"Tom Jankiewicz (story, Tom Jankiewicz (screenplay, D.V. DeVincentis (screenplay, Steve Pink (screenplay, John Cusack (screenplay)","28,014,536",2 wins & 6 nominations.,George Armitage,http://ia.media-imdb.com/images/M/MV5BMjA5MzMwMjE4OV5BMl5BanBnXkFtZTgwMTcwNTcxMTE@._V1_SX300.jpg,R,"John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd",English,movie,107 min,7.4,11 Apr 1997,"Action, Comedy, Crime",Grosse Pointe Blank,76,True,tt0119229,"71,884",USA
56fbd17971a06517ccaa7a89,David Mamet,,N/A,Lee Tamahori,http://ia.media-imdb.com/images/M/MV5BMTMyMDA1MDY2MF5BMl5BanBnXkFtZTYwODYxOTg4._V1_SX300.jpg,R,"Anthony Hopkins, Alec Baldwin, Elle Macpherson, Harold Perrineau",English,movie,117 min,6.9,26 Sep 1997,"Action, Adventure, Drama",The Edge,N/A,True,tt0119051,"54,361",USA
56fbd17971a06517ccaa7a8a,Philip Eisner,,1 win & 1 nomination.,Paul W.S. Anderson,http://ia.media-imdb.com/images/M/MV5BMTYxNzY0MjczNV5BMl5BanBnXkFtZTgwOTIxNzQxMTE@._V1_SX300.jpg,R,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson","English, Latin",movie,96 min,6.7,15 Aug 1997,"Horror, Sci-Fi",Event Horizon,35,True,tt0119081,"115,627","UK, USA"
56fbd17971a06517ccaa7a8b,"John Landis (characters in An American Werewolf in London, Tim Burns, Tom Stern, Anthony Waller","26,521,435",3 wins & 1 nomination.,Anthony Waller,http://ia.media-imdb.com/images/M/MV5BMTMyMTg2MjI0Ml5BMl5BanBnXkFtZTYwNjc5ODc4._V1_SX300.jpg,R,"Tom Everett Scott, Julie Delpy, Vince Vieluf, Phil Buckman","English, French",movie,105 min,5.1,25 Dec 1997,"Comedy, Fantasy, Horror",An American Werewolf in Paris,31,True,tt0118604,"18,927","UK, Netherlands, Luxembourg, USA, France"
56fbd17971a06517ccaa7a8c,Paul Thomas Anderson,,Nominated for 3 Oscars. Another 29 wins & 47 nominations.,Paul Thomas Anderson,http://ia.media-imdb.com/images/M/MV5BMjMzNzkwNjEyOF5BMl5BanBnXkFtZTgwOTY3Njc3NjE@._V1_SX300.jpg,R,"Luis Guzmán, Burt Reynolds, Julianne Moore, Rico Bueno",English,movie,155 min,7.9,31 Oct 1997,Drama,Boogie Nights,85,True,tt0118749,"183,593",USA
56fbd17971a06517ccaa7a8d,"Wayne Beach, David Hodgin",,N/A,Dwight H. Little,http://ia.media-imdb.com/images/M/MV5BMTM1ODY4ODUwOV5BMl5BanBnXkFtZTcwNTc0MjUyMQ@@._V1_SX300.jpg,R,"Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller",English,movie,107 min,6.1,18 Apr 1997,"Action, Crime, Drama",Murder at 1600,47,True,tt0119731,"23,122",USA
56fbd17971a06517ccaa7a8e,Donald A. Wollheim (short story \,,3 wins & 6 nominations.,Guillermo del Toro,http://ia.media-imdb.com/images/M/MV5BMTg1MjUwMTg3OV5BMl5BanBnXkFtZTgwNzA2NDkyMTE@._V1_SX300.jpg,R,"Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini","English, Italian",movie,105 min,5.9,22 Aug 1997,"Horror, Sci-Fi",Mimic,55,True,tt0119675,"35,956",USA
56fbd17971a06517ccaa7a8f,"John Berendt (book, John Lee Hancock (screenplay)",,1 win & 3 nominations.,Clint Eastwood,http://ia.media-imdb.com/images/M/MV5BMjA2ODcyODM3NF5BMl5BanBnXkFtZTcwMzg2OTk0OQ@@._V1_SX300.jpg,R,"John Cusack, Kevin Spacey, Jack Thompson, Irma P. Hall","English, French",movie,155 min,6.6,21 Nov 1997,"Crime, Drama, Mystery",Midnight in the Garden of Good and Evil,57,True,tt0119668,"31,126",USA
56fbd17971a06517ccaa7a90,"Dan Schneider (characters, Kevin Kopelow (characters, Heath Seifert (characters, Dan Schneider, Kevin Kopelow, Heath Seifert",,N/A,Brian Robbins,http://ia.media-imdb.com/images/M/MV5BMTkwNDYxNTUzM15BMl5BanBnXkFtZTcwMzY5NzAyMQ@@._V1_SX300.jpg,PG,"Kel Mitchell, Kenan Thompson, Sinbad, Abe Vigoda",English,movie,103 min,5.6,25 Jul 1997,Comedy,Good Burger,N/A,True,tt0119215,"20,265",USA
56fbd17971a06517ccaa7a91,Chris Brancato,"23,461,013",7 nominations.,Bill Duke,http://ia.media-imdb.com/images/M/MV5BMjA3OTQ0NjM0M15BMl5BanBnXkFtZTcwNTMzNjIyMQ@@._V1_SX300.jpg,R,"Laurence Fishburne, Tim Roth, Vanessa Williams, Andy Garcia",English,movie,130 min,6.2,27 Aug 1997,"Crime, Drama",Hoodlum,50,True,tt0119311,"8,022",USA
56fbd17971a06517ccaa7a92,Kevin DiCicco (character \,"24,629,916",3 wins & 3 nominations.,Charles Martin Smith,http://ia.media-imdb.com/images/M/MV5BMTg0NzYzNDE4M15BMl5BanBnXkFtZTcwNTg4NzQzMQ@@._V1_SX300.jpg,PG,"Michael Jeter, Kevin Zegers, Wendy Makkena, Bill Cobbs",English,movie,98 min,5.1,01 Aug 1997,"Comedy, Drama, Family",Air Bud,N/A,True,tt0118570,"12,610","USA, Canada"
56fbd17971a06517ccaa7a93,Robert King,,4 wins.,Jon Avnet,http://ia.media-imdb.com/images/M/MV5BMzE0MjU5NzQxNV5BMl5BanBnXkFtZTcwMzQzNzU2NA@@._V1_SX300.jpg,R,"Richard Gere, Bai Ling, Bradley Whitford, Byron Mann","English, Mandarin",movie,122 min,6.2,31 Oct 1997,"Crime, Drama, Thriller",Red Corner,N/A,True,tt0119994,"12,700",USA
56fbd17971a06517ccaa7a94,"Pat Proft, Tom Sherohman",,1 nomination.,Stanley Tong,http://ia.media-imdb.com/images/M/MV5BMjA5OTAxODcyOF5BMl5BanBnXkFtZTcwMzA0MzQyMQ@@._V1_SX300.jpg,PG,"Leslie Nielsen, Kelly Lynch, Matt Keeslar, Nick Chinlund",English,movie,87 min,3.8,25 Dec 1997,"Adventure, Comedy, Family",Mr. Magoo,N/A,True,tt0119718,"11,757",USA
56fbd17971a06517ccaa7a95,"Takashi Bufford, J. Stanford Parker","20,060,051",N/A,Jeff Pollack,http://ia.media-imdb.com/images/M/MV5BMTk2NTgwODY2M15BMl5BanBnXkFtZTYwNDk4OTE5._V1_SX300.jpg,R,"Jamie Foxx, Tommy Davidson, Amy Monique Waddell, Wiley Moore",English,movie,79 min,5.3,26 Feb 1997,"Comedy, Romance",Booty Call,54,True,tt0118750,"6,178",USA
56fbd17971a06517ccaa7a96,Robert Duvall,"20,733,485",Nominated for 1 Oscar. Another 13 wins & 6 nominations.,Robert Duvall,http://ia.media-imdb.com/images/M/MV5BMjA1NzUyMTg0OF5BMl5BanBnXkFtZTcwMzY1NTUyMQ@@._V1_SX300.jpg,PG-13,"Todd Allen, Paul Bagget, Lenore Banks, John Beasley",English,movie,134 min,7.2,20 Feb 1998,Drama,The Apostle,83,True,tt0118632,"11,492",USA
56fbd17971a06517ccaa7a97,"Jill Mazursky, J.J. Abrams","19,736,932",N/A,Christopher Cain,http://ia.media-imdb.com/images/M/MV5BMTk0NDI0OTc4M15BMl5BanBnXkFtZTcwMzYxNjUyMQ@@._V1_SX300.jpg,PG,"Joe Pesci, Danny Glover, Rosanna Arquette, Lynn Whitfield",English,movie,94 min,4.6,30 May 1997,"Comedy, Crime",Gone Fishin',N/A,True,tt0119214,"7,909",USA
56fbd17971a06517ccaa7a98,"Gordon Gordon (novel, Mildred Gordon (novel, Gordon Gordon, Mildred Gordon, Bill Walsh, Scott Alexander (screenplay, Larry Karaszewski (screenplay)","18,239,932",2 nominations.,Bob Spiers,http://ia.media-imdb.com/images/M/MV5BMTc5MDc0ODUxN15BMl5BanBnXkFtZTcwNzE4MTYyMQ@@._V1_SX300.jpg,PG,"Christina Ricci, Doug E. Doug, Dean Jones, George Dzundza",English,movie,89 min,4.6,14 Feb 1997,"Action, Comedy, Family",That Darn Cat,N/A,True,tt0120317,"3,238",USA
56fbd17971a06517ccaa7a99,"David Brin (novel, Eric Roth (screenplay, Brian Helgeland (screenplay)",,6 wins & 5 nominations.,Kevin Costner,http://ia.media-imdb.com/images/M/MV5BMTAzNzg0OTE5NjheQTJeQWpwZ15BbWU3MDc1MDEwMjE@._V1_SX300.jpg,R,"Kevin Costner, Will Patton, Larenz Tate, Olivia Williams",English,movie,177 min,5.9,25 Dec 1997,"Action, Adventure, Drama",The Postman,29,True,tt0119925,"54,703",USA
56fbd17971a06517ccaa7a9a,Leslie Dixon,"16,325,542",N/A,Carl Reiner,http://ia.media-imdb.com/images/M/MV5BOTAyNDA0MDY0OF5BMl5BanBnXkFtZTcwMzUxNTIyMQ@@._V1_SX300.jpg,PG-13,"Bette Midler, Dennis Farina, Paula Marshall, Gail O'Grady",English,movie,105 min,6.1,04 Apr 1997,"Comedy, Romance",That Old Feeling,N/A,True,tt0120318,"2,901",USA
56fbd17971a06517ccaa7a9b,"Jeb Stuart (story, Jeb Stuart (screenplay, Philip Morton (screenplay)","16,148,906",4 nominations.,Félix Enríquez Alcalá,http://ia.media-imdb.com/images/M/MV5BMjA2MTQxMzMxM15BMl5BanBnXkFtZTcwMDAxMDAyMQ@@._V1_SX300.jpg,R,"Steven Seagal, Marg Helgenberger, Stephen Lang, Brad Hunt",English,movie,105 min,4.9,05 Sep 1997,"Action, Drama, Thriller",Fire Down Below,N/A,True,tt0119123,"13,342",USA
56fbd17971a06517ccaa7a9c,Peter Atkins,,2 nominations.,Robert Kurtzman,http://ia.media-imdb.com/images/M/MV5BMTM3NzgwNDAwNl5BMl5BanBnXkFtZTcwNzMwOTAyMQ@@._V1_SX300.jpg,R,"Tammy Lauren, Andrew Divoff, Robert Englund, Chris Lemmon",English,movie,90 min,5.7,19 Sep 1997,"Fantasy, Horror",Wishmaster,N/A,True,tt0120524,"14,908",USA
56fbd17971a06517ccaa7a9d,Kasi Lemmons,,11 wins & 17 nominations.,Kasi Lemmons,http://ia.media-imdb.com/images/M/MV5BMTg4ODA3OTMyNV5BMl5BanBnXkFtZTcwMDczNzcxMQ@@._V1_SX300.jpg,R,"Jurnee Smollett-Bell, Meagan Good, Lynn Whitfield, Samuel L. Jackson",English,movie,109 min,7.3,07 Nov 1997,Drama,Eve's Bayou,78,True,tt0119080,"6,786",USA
56fbd17971a06517ccaa7a9e,"Max D. Adams (story, Max D. Adams (screenplay, Dick Clement (screenplay, Ian La Frenais (screenplay)","14,327,206",2 nominations.,Marco Brambilla,http://ia.media-imdb.com/images/M/MV5BMTg5OTM4MTM2N15BMl5BanBnXkFtZTcwMzUyNzkxMQ@@._V1_SX300.jpg,PG-13,"Alicia Silverstone, Benicio Del Toro, Christopher Walken, Jack Thompson",English,movie,101 min,5.2,29 Aug 1997,"Action, Comedy, Crime",Excess Baggage,34,True,tt0119086,"10,597",USA
56fbd17971a06517ccaa7a9f,"Robert Farrar (novel, Robert Farrar (screenplay, Howard Franklin (screenplay)",,N/A,Jon Amiel,http://ia.media-imdb.com/images/M/MV5BMTQ3NDM1OTkwNl5BMl5BanBnXkFtZTcwMTA0MzYxMQ@@._V1_SX300.jpg,PG,"Bill Murray, Peter Gallagher, Joanne Whalley, Alfred Molina",English,movie,94 min,6.6,14 Nov 1997,"Action, Comedy, Crime",The Man Who Knew Too Little,N/A,True,tt0120483,"23,269","USA, Germany"
56fbd17971a06517ccaa7aa0,"Henry James (novel, Hossein Amini (screenplay)",,Nominated for 4 Oscars. Another 17 wins & 27 nominations.,Iain Softley,http://ia.media-imdb.com/images/M/MV5BMTMzMjczODc4Nl5BMl5BanBnXkFtZTcwODQ5NjYxMQ@@._V1_SX300.jpg,R,"Helena Bonham Carter, Linus Roache, Alex Jennings, Charlotte Rampling",English,movie,102 min,7.2,13 Mar 1998,"Drama, Romance",The Wings of the Dove,73,True,tt0120520,"8,711","USA, UK"
56fbd17971a06517ccaa7aa1,"Sara Bernstein (story, Gregory Bernstein (story, Cliff Gardner (story, Sara Bernstein (screenplay, Gregory Bernstein (screenplay)","13,548,764",N/A,Jonathan Lynn,http://ia.media-imdb.com/images/M/MV5BMTI2NDA5NzA1M15BMl5BanBnXkFtZTcwNjI2ODEyMQ@@._V1_SX300.jpg,PG-13,"Michael Richards, Jeff Daniels, Charlize Theron, Jessica Steen",English,movie,98 min,5.7,30 May 1997,"Comedy, Romance",Trial and Error,N/A,True,tt0120373,"5,151",USA
56fbd17971a06517ccaa7aa2,Gregory Poirier,"13,104,494",3 wins & 10 nominations.,John Singleton,http://ia.media-imdb.com/images/M/MV5BMTIwOTA1NjA1OF5BMl5BanBnXkFtZTcwNjY4NTgxMQ@@._V1_SX300.jpg,R,"Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill",English,movie,140 min,7.2,21 Feb 1997,"Action, Drama, History",Rosewood,71,True,tt0120036,"6,034",USA
56fbd17971a06517ccaa7aa3,Andrew Niccol,,Nominated for 1 Oscar. Another 6 wins & 14 nominations.,Andrew Niccol,http://ia.media-imdb.com/images/M/MV5BNzQxMzU3OTQwNF5BMl5BanBnXkFtZTYwNDUyNTE5._V1_SX300.jpg,PG-13,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley","English, Esperanto",movie,106 min,7.8,24 Oct 1997,"Drama, Sci-Fi, Thriller",Gattaca,64,True,tt0119177,"212,497",USA
56fbd17971a06517ccaa7aa4,Theodore Witcher,"12,514,138",2 wins & 7 nominations.,Theodore Witcher,http://ia.media-imdb.com/images/M/MV5BMTY2NjYxMDczNV5BMl5BanBnXkFtZTcwODAwODAyMQ@@._V1_SX300.jpg,R,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson",English,movie,104 min,7.4,14 Mar 1997,"Drama, Romance",Love Jones,N/A,True,tt0119572,"2,687",USA
56fbd17971a06517ccaa7aa5,Kevin Smith,"12,006,514",Nominated for 1 Golden Globe. Another 5 wins & 15 nominations.,Kevin Smith,http://ia.media-imdb.com/images/M/MV5BMTY5ODMyMDY4NF5BMl5BanBnXkFtZTcwNDgwMDEyMQ@@._V1_SX300.jpg,R,"Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee",English,movie,113 min,7.4,18 Apr 1997,"Comedy, Drama, Romance",Chasing Amy,71,True,tt0118842,"111,462",USA
56fbd17971a06517ccaa7aa6,Jonathan Brett,"11,466,088",3 nominations.,Robert Butler,http://ia.media-imdb.com/images/M/MV5BMTczNTA2Nzc0Ml5BMl5BanBnXkFtZTcwMTAwMTUyMQ@@._V1_SX300.jpg,R,"Ray Liotta, Lauren Holly, Brendan Gleeson, Hector Elizondo",English,movie,100 min,4.7,10 Jan 1997,"Action, Thriller",Turbulence,N/A,True,tt0120390,"8,854",USA
56fbd17971a06517ccaa7aa7,Todd Graff,"11,454,593",1 nomination.,Ken Kwapis,http://ia.media-imdb.com/images/M/MV5BMzE5Njc5MjMxN15BMl5BanBnXkFtZTcwNjI0MDAwMQ@@._V1_SX300.jpg,PG,"Fran Drescher, Timothy Dalton, Ian McNeice, Patrick Malahide",English,movie,105 min,5.3,07 Feb 1997,"Comedy, Romance",The Beautician and the Beast,N/A,True,tt0118691,"6,604",USA
56fbd17971a06517ccaa7aa8,"Don Jakoby (story, Don Jakoby (screenplay, Paul Mones (screenplay)",,3 wins.,Hark Tsui,http://ia.media-imdb.com/images/M/MV5BMTYwMTI3NTE3Ml5BMl5BanBnXkFtZTcwMDM5NTgxMQ@@._V1_SX300.jpg,R,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman",English,movie,93 min,4.7,04 Apr 1997,"Action, Comedy, Sci-Fi",Double Team,N/A,True,tt0119013,"24,537",USA
56fbd17971a06517ccaa7aa9,"Bob Mosher (television series, Joe Connelly (television series, Brian Levant, Lon Diamond","10,713,605",4 nominations.,Andy Cadiff,http://ia.media-imdb.com/images/M/MV5BMTYzMTY3NTc2Ml5BMl5BanBnXkFtZTcwNTgxMTkxMQ@@._V1_SX300.jpg,PG,"Christopher McDonald, Janine Turner, Cameron Finley, Erik von Detten",English,movie,84 min,5.1,22 Aug 1997,"Comedy, Family",Leave It to Beaver,N/A,True,tt0119509,"3,154",USA
56fbd17971a06517ccaa7aaa,Woody Allen,,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,Woody Allen,http://ia.media-imdb.com/images/M/MV5BMjE5MTU1MjA0N15BMl5BanBnXkFtZTcwMzA5NDMyMQ@@._V1_SX300.jpg,R,"Judy Davis, Julia Louis-Dreyfus, Stephanie Roth Haberle, Dan Frazer",English,movie,96 min,7.4,02 Jan 1998,Comedy,Deconstructing Harry,61,True,tt0118954,"34,801",USA
56fbd17971a06517ccaa7aab,"Tom Matthews (screenplay, Tom Matthews (story, Eric Williams (story)",,N/A,Costa-Gavras,http://ia.media-imdb.com/images/M/MV5BMTg4MjQyMzk3N15BMl5BanBnXkFtZTcwMTQzNDgxMQ@@._V1_SX300.jpg,PG-13,"John Travolta, Dustin Hoffman, Mia Kirshner, Alan Alda",English,movie,115 min,6.2,07 Nov 1997,"Crime, Drama, Thriller",Mad City,45,True,tt0119592,"16,264",USA
56fbd17971a06517ccaa7aac,"Gertrude Davies Lintz (book, William Joyce (screen story, Caroline Thompson (screen story, Caroline Thompson (screenplay)","10,005,081",N/A,Caroline Thompson,http://ia.media-imdb.com/images/M/MV5BMTU3NzE5NzAwN15BMl5BanBnXkFtZTcwNTE1NjAyMQ@@._V1_SX300.jpg,PG,"Rene Russo, Robbie Coltrane, Alan Cumming, Irma P. Hall",English,movie,84 min,4.8,06 Jun 1997,"Adventure, Comedy, Drama",Buddy,N/A,True,tt0118787,"2,071",USA
56fbd17971a06517ccaa7aad,"John Cleese, Iain Johnstone, Terry Jones (idea for \",,N/A,"Fred Schepisi, Robert Young",http://ia.media-imdb.com/images/M/MV5BMTA5OTAzMDI1MzBeQTJeQWpwZ15BbWU3MDYzODE4MjE@._V1_SX300.jpg,PG-13,"John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin",English,movie,93 min,6.4,24 Jan 1997,Comedy,Fierce Creatures,62,True,tt0119115,"18,959","UK, USA"
56fbd17971a06517ccaa7aae,Jeremy Brock,,Nominated for 2 Oscars. Another 12 wins & 22 nominations.,John Madden,http://ia.media-imdb.com/images/M/MV5BMTYxMzkwMDc5M15BMl5BanBnXkFtZTcwNzM3NDkxMQ@@._V1_SX300.jpg,PG,"Judi Dench, Billy Connolly, Geoffrey Palmer, Antony Sher",English,movie,105 min,7.3,03 Oct 1997,"Biography, Drama, History",Mrs Brown,71,True,tt0119280,"10,841","UK, Ireland, USA"
56fbd17971a06517ccaa7aaf,Victor Nunez,,Nominated for 1 Oscar. Another 8 wins & 15 nominations.,Victor Nunez,http://ia.media-imdb.com/images/M/MV5BMjE4NjY3NzA0OF5BMl5BanBnXkFtZTcwMDQ3Mjg3NA@@._V1_SX300.jpg,R,"Peter Fonda, Patricia Richardson, Christine Dunford, Tom Wood",English,movie,113 min,7.1,18 Jul 1997,Drama,Ulee's Gold,77,True,tt0120402,"5,546",USA
56fbd17971a06517ccaa7ab0,"Shuki Levy, Shell Danielson","8,109,349",1 nomination.,"Shuki Levy, David Winning",http://ia.media-imdb.com/images/M/MV5BMTA2OTc1MzMxNDheQTJeQWpwZ15BbWU3MDM4ODc1MjE@._V1_SX300.jpg,PG,"Jon Simanton, Kai Doi, Greg Collins, Steve Cardenas",English,movie,99 min,3.4,28 Mar 1997,"Action, Adventure, Family",Turbo: A Power Rangers Movie,N/A,True,tt0120389,"6,408","USA, Japan"
56fbd17971a06517ccaa7ab1,Jeff Rothberg,"8,119,205",1 win & 2 nominations.,Michael Ritchie,http://ia.media-imdb.com/images/M/MV5BMTk0NDgxMTA4OF5BMl5BanBnXkFtZTcwNTIyODQyMQ@@._V1_SX300.jpg,PG,"Robert Pastorelli, Ruby Dee, Francis Capra, Jonathan Hadary",English,movie,89 min,5.4,11 Jul 1997,"Comedy, Family, Fantasy",A Simple Wish,N/A,True,tt0120133,"4,178",USA
