_id,Type,Box_office,Language,imdbRating,Awards,Country,Director,Title,Writer,Runtime,Response,Metascore,Poster,Actors,imdbID,Released,Genre,Rated,imdbVotes
56fbb9b771a0651dd8f05083,movie,"21,036,771",English,5.3,N/A,USA,Tom Ropelewski,Madhouse,Tom Ropelewski,90 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTUxNTc0ODY4MV5BMl5BanBnXkFtZTcwMjYzNzA2NA@@._V1_SX300.jpg,"John Larroquette, Kirstie Alley, Alison La Placa, John Diehl",tt0100087,16 Feb 1990,Comedy,PG-13,"2,098"
56fbb9b771a0651dd8f05084,movie,"10,900,000",English,5.5,1 nomination.,USA,"Joseph Barbera, William Hanna",Jetsons: The Movie,"Dennis Marks, Carl Sautter (additional dialogue)",82 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTY5OTEyMTc4M15BMl5BanBnXkFtZTcwODIyNDYzMg@@._V1_SX300.jpg,"George O'Hanlon, Mel Blanc, Penny Singleton, Tiffany",tt0099878,06 Jul 1990,"Animation, Comedy, Family",G,"3,335"
56fbb9b771a0651dd8f05085,movie,"20,240,128",English,5.9,2 nominations.,USA,John Erman,Stella,"Olive Higgins Prouty (novel, Robert Getchell (screenplay)",109 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTgxNjU1OTE1MV5BMl5BanBnXkFtZTcwOTgxODIyMQ@@._V1_SX300.jpg,"Bette Midler, John Goodman, Trini Alvarado, Stephen Collins",tt0100691,02 Feb 1990,Drama,PG-13,"1,797"
56fbb9b771a0651dd8f05086,movie,"20,005,435",English,6.4,N/A,USA,Arthur Hiller,Taking Care of Business,"Jill Mazursky, J.J. Abrams",108 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTUzODAxMzg1MV5BMl5BanBnXkFtZTcwNzY3MTAzMQ@@._V1_SX300.jpg,"James Belushi, Charles Grodin, Anne De Salvo, Loryn Locklin",tt0103035,17 Aug 1990,Comedy,R,"5,866"
56fbb9b771a0651dd8f05087,movie,"19,740,070",English,5.6,3 nominations.,USA,Alan Alda,Betsy's Wedding,Alan Alda,94 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjAzMDg2MjQ2NF5BMl5BanBnXkFtZTcwNzE4NTUyMQ@@._V1_SX300.jpg,"Alan Alda, Joey Bishop, Madeline Kahn, Anthony LaPaglia",tt0099128,22 Jun 1990,"Comedy, Romance",R,"2,804"
56fbb9b771a0651dd8f05088,movie,"17,854,930",English,5.4,N/A,USA,Carl Reiner,Sibling Rivalry,Martha Goldhirsh,87 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTA0ODEzNjQyNTleQTJeQWpwZ15BbWU3MDM1NjcyOTQ@._V1_SX300.jpg,"Kirstie Alley, Bill Pullman, Carrie Fisher, Jami Gertz",tt0100611,26 Oct 1990,Comedy,PG-13,"1,906"
56fbb9b771a0651dd8f05089,movie,"17,487,531",English,6.5,Nominated for 1 Golden Globe. Another 1 win.,USA,Luis Mandoki,White Palace,"Glenn Savan (novel, Ted Tally (screenplay, Alvin Sargent (screenplay)",103 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTg4MjY1OTM5MF5BMl5BanBnXkFtZTcwNDI2NjcyMQ@@._V1_SX300.jpg,"Susan Sarandon, James Spader, Jason Alexander, Kathy Bates",tt0103251,26 Oct 1990,"Drama, Romance",R,"5,582"
56fbb9b771a0651dd8f0508a,movie,"16,853,487",English,5.6,N/A,"Canada, USA",Deran Sarafian,Death Warrant,David S. Goyer,89 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTg2OTIyMjk1MV5BMl5BanBnXkFtZTcwMDg1ODMyMQ@@._V1_SX300.jpg,"Jean-Claude Van Damme, Robert Guillaume, Cynthia Gibb, George Dickerson",tt0099385,14 Sep 1990,"Action, Crime, Mystery",R,"11,828"
56fbb9b771a0651dd8f0508b,movie,"16,667,084",English,7.1,5 nominations.,USA,Ron Underwood,Tremors,"S.S. Wilson (story, Brent Maddock (story, Ron Underwood (story, S.S. Wilson (screenplay, Brent Maddock (screenplay)",96 min,True,65,http://ia.media-imdb.com/images/M/MV5BMTEzNjkwMzIyMjZeQTJeQWpwZ15BbWU4MDI2NTU5ODYx._V1_SX300.jpg,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross",tt0100814,19 Jan 1990,"Comedy, Horror, Sci-Fi",PG-13,"87,122"
56fbb9b771a0651dd8f0508c,movie,"16,324,573",English,6.2,1 win.,USA,John Harrison,Tales from the Darkside: The Movie,"Michael McDowell, Arthur Conan Doyle (short story \",93 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTg5MzYyNDY1N15BMl5BanBnXkFtZTYwNDY2MDk5._V1_SX300.jpg,"Debbie Harry, David Forrester, Matthew Lawrence, Christian Slater",tt0100740,04 May 1990,"Comedy, Horror, Thriller",R,"10,418"
56fbb9b771a0651dd8f0508d,movie,"16,247,964",English,5.9,N/A,USA,Emilio Estevez,Men at Work,Emilio Estevez,98 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMzIxMzE2MTYwMl5BMl5BanBnXkFtZTcwMTczNzA2NA@@._V1_SX300.jpg,"Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David",tt0100135,24 Aug 1990,"Action, Comedy, Crime",PG-13,"17,573"
56fbb9b771a0651dd8f0508e,movie,"16,186,793","English, Italian, Serbo-Croatian",6.4,N/A,USA,Lawrence Kasdan,I Love You to Death,John Kostmayer,97 min,True,45,http://ia.media-imdb.com/images/M/MV5BMTkzMTQ5ODIwM15BMl5BanBnXkFtZTcwMjA5MDAwMQ@@._V1_SX300.jpg,"Kevin Kline, Tracey Ullman, Joan Plowright, River Phoenix",tt0099819,06 Apr 1990,"Comedy, Crime",R,"10,836"
56fbb9b771a0651dd8f0508f,movie,"16,153,600",English,6.5,1 win & 3 nominations.,USA,Spike Lee,Mo' Better Blues,Spike Lee,130 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTQ5MTgyODgyM15BMl5BanBnXkFtZTgwNjkzNTkwMzE@._V1_SX300.jpg,"Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito",tt0100168,03 Aug 1990,"Drama, Music, Romance",R,"8,069"
56fbb9b771a0651dd8f05090,movie,"15,740,796","English, Yiddish",7.3,Nominated for 4 Oscars. Another 2 wins & 14 nominations.,USA,Barry Levinson,Avalon,Barry Levinson,128 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTYyNDkwODc0NV5BMl5BanBnXkFtZTYwMDY2NTM5._V1_SX300.jpg,"Leo Fuchs, Eve Gordon, Lou Jacobi, Armin Mueller-Stahl",tt0099073,19 Oct 1990,Drama,PG,"4,689"
56fbb9b771a0651dd8f05091,movie,"15,691,192",English,5.4,1 win & 5 nominations.,USA,Brian De Palma,The Bonfire of the Vanities,"Michael Cristofer (screenplay, Tom Wolfe (novel)",125 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTc4MzEzMjc0Nl5BMl5BanBnXkFtZTgwNzU1NTk4NjE@._V1_SX300.jpg,"Tom Hanks, Bruce Willis, Melanie Griffith, Kim Cattrall",tt0099165,21 Dec 1990,"Comedy, Drama",R,"17,279"
56fbb9b771a0651dd8f05092,movie,"15,650,000","English, Spanish",6.1,N/A,"USA, Mexico",Tony Scott,Revenge,"Jim Harrison (novel, Jim Harrison (screenplay, Jeffrey Alan Fiskin (screenplay)",124 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjExNzQ1Nzc2N15BMl5BanBnXkFtZTcwNzE3MTc0MQ@@._V1_SX300.jpg,"Kevin Costner, Anthony Quinn, Madeleine Stowe, Tomas Milian",tt0100485,16 Feb 1990,"Action, Crime, Drama",R,"12,161"
56fbb9b771a0651dd8f05093,movie,"15,445,131","English, German",7.3,Won 1 Oscar. Another 11 wins & 14 nominations.,"USA, Japan, UK",Barbet Schroeder,Reversal of Fortune,"Alan M. Dershowitz (book, Nicholas Kazan (screenplay)",111 min,True,93,http://ia.media-imdb.com/images/M/MV5BMTQ3MTY0NDM3OV5BMl5BanBnXkFtZTgwMDY1NTk4NjE@._V1_SX300.jpg,"Glenn Close, Jeremy Irons, Ron Silver, Annabella Sciorra",tt0100486,09 Nov 1990,"Biography, Drama, Mystery",R,"10,981"
56fbb9b771a0651dd8f05094,movie,"15,379,253",English,6.3,N/A,USA,James Orr,Mr. Destiny,"James Orr, Jim Cruickshank",110 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNTQyOTQyOTEyOV5BMl5BanBnXkFtZTcwNTEzNDUxMQ@@._V1_SX300.jpg,"James Belushi, Linda Hamilton, Michael Caine, Jon Lovitz",tt0100201,12 Oct 1990,"Comedy, Fantasy, Romance",PG-13,"9,195"
56fbb9b771a0651dd8f05095,movie,"15,369,573",English,5.3,N/A,USA,Patrick Read Johnson,Spaced Invaders,"Patrick Read Johnson (screenplay, Scott Lawrence Alexander (screenplay)",100 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTI1NjU5NDY3OF5BMl5BanBnXkFtZTcwMzUxMzQyMQ@@._V1_SX300.jpg,"Douglas Barr, Royal Dano, Ariana Richards, J.J. Anderson",tt0100666,27 Apr 1990,"Adventure, Comedy, Sci-Fi",PG,"2,518"
56fbb9b771a0651dd8f05096,movie,"15,260,154",English,6.8,N/A,USA,"Howard Franklin, Bill Murray",Quick Change,"Jay Cronley (book, Howard Franklin (screenplay)",89 min,True,56,http://ia.media-imdb.com/images/M/MV5BMjE1NjAyODgyMV5BMl5BanBnXkFtZTYwOTM1MzQ5._V1_SX300.jpg,"Bill Murray, Dale Grand, Bob Elliott, Geena Davis",tt0100449,13 Jul 1990,"Comedy, Crime",R,"15,588"
56fbb9b771a0651dd8f05097,movie,"14,760,451",English,4.6,N/A,USA,David Green,Fire Birds,"Step Tyner (story, John K. Swensson (story, Dale Dye (story, Nick Thiel (screenplay, Paul F. Edwards (screenplay)",85 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjE2MTM1NjM1MF5BMl5BanBnXkFtZTcwOTA0NzQyMQ@@._V1_SX300.jpg,"Nicolas Cage, Tommy Lee Jones, Sean Young, Bryan Kestner",tt0099575,25 May 1990,"Action, Adventure",PG-13,"4,661"
56fbb9b771a0651dd8f05098,movie,"14,560,247","English, Spanish",7.3,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,USA,David Lynch,Wild at Heart,"Barry Gifford (novel, David Lynch (screenplay)",125 min,True,52,http://ia.media-imdb.com/images/M/MV5BMjM5Mjg4MTgxNV5BMl5BanBnXkFtZTgwNTg3MjA2MTE@._V1_SX300.jpg,"Nicolas Cage, Laura Dern, Willem Dafoe, J.E. Freeman",tt0100935,17 Aug 1990,"Comedy, Crime, Thriller",N/A,"59,486"
56fbb9b771a0651dd8f05099,movie,"13,446,769",English,7.0,Nominated for 4 Oscars. Another 9 wins & 13 nominations.,"USA, Canada",Stephen Frears,The Grifters,"Jim Thompson (novel, Donald E. Westlake (screenplay)",110 min,True,86,http://ia.media-imdb.com/images/M/MV5BOTg0MTU0MDU5MV5BMl5BanBnXkFtZTgwOTU5Mzk4NjE@._V1_SX300.jpg,"Anjelica Huston, John Cusack, Annette Bening, Jan Munroe",tt0099703,25 Jan 1991,"Crime, Drama, Thriller",R,"20,305"
56fbb9b771a0651dd8f0509a,movie,"13,236,513",English,5.9,N/A,USA,"Tony Bill, Barry L. Young",Crazy People,Mitch Markowitz,90 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjE0NDIyMTQ4NV5BMl5BanBnXkFtZTcwMzYzODYyMQ@@._V1_SX300.jpg,"Dudley Moore, Daryl Hannah, Paul Reiser, J.T. Walsh",tt0099316,13 Apr 1990,Comedy,R,"3,338"
56fbb9b771a0651dd8f0509b,movie,"12,626,043",English,6.2,1 win & 1 nomination.,USA,Curtis Hanson,Bad Influence,David Koepp,99 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTM1ODYyNjk4Ml5BMl5BanBnXkFtZTcwMTY0MTcyNA@@._V1_SX300.jpg,"Rob Lowe, James Spader, Lisa Zane, Marcia Cross",tt0099091,09 Mar 1990,"Crime, Drama, Thriller",R,"5,342"
56fbb9b771a0651dd8f0509c,movie,"11,582,891",English,4.7,1 nomination.,"USA, Japan",Ralph S. Singleton,Graveyard Shift,"Stephen King (short story, John Esposito (screenplay)",89 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjA5MTA1MzcxNl5BMl5BanBnXkFtZTYwNTgzNjM5._V1_SX300.jpg,"David Andrews, Kelly Wolf, Stephen Macht, Andrew Divoff",tt0099697,26 Oct 1990,Horror,R,"6,648"
56fbb9b771a0651dd8f0509d,movie,"11,567,449",English,6.4,Nominated for 1 Oscar. Another 2 nominations.,USA,Philip Kaufman,Henry & June,"Anaïs Nin (book, Philip Kaufman (screenplay, Rose Kaufman (screenplay)",136 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNDUzNzQ1OTI3Ml5BMl5BanBnXkFtZTgwMjY5Mzk4NjE@._V1_SX300.jpg,"Fred Ward, Uma Thurman, Maria de Medeiros, Richard E. Grant",tt0099762,05 Oct 1990,"Biography, Drama",NC-17,"9,916"
56fbb9b771a0651dd8f0509e,movie,"11,541,758",English,7.1,3 wins & 5 nominations.,"Canada, USA",Allan Moyle,Pump Up the Volume,Allan Moyle,102 min,True,77,http://ia.media-imdb.com/images/M/MV5BNzY2OTkzNzUyNl5BMl5BanBnXkFtZTgwNTY1NTk4NjE@._V1_SX300.jpg,"Christian Slater, Annie Ross, Andy Romano, Scott Paulin",tt0100436,22 Aug 1990,"Comedy, Drama, Music",R,"20,619"
56fbb9b771a0651dd8f0509f,movie,"11,359,129",English,6.0,N/A,USA,Donald Petrie,Opportunity Knocks,"Mitchel Katlin, Nat Bernstein",103 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNTU4NzMxNDE4MF5BMl5BanBnXkFtZTcwNDc3NjUxMQ@@._V1_SX300.jpg,"Dana Carvey, Robert Loggia, Todd Graff, Julia Campbell",tt0100301,30 Mar 1990,Comedy,PG-13,"2,228"
56fbb9b771a0651dd8f050a0,movie,"11,207,891","English, Spanish",6.5,N/A,USA,Sidney Lumet,Q & A,"Edwin Torres (book, Sidney Lumet (screenplay, Alan Smithee (screenplay)",132 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjE0NjkyMjM3MF5BMl5BanBnXkFtZTcwODc0OTIyMQ@@._V1_SX300.jpg,"Nick Nolte, Timothy Hutton, Armand Assante, Patrick O'Neal",tt0100442,27 Apr 1990,"Crime, Drama, Thriller",R,"3,695"
56fbb9b771a0651dd8f050a1,movie,"10,959,015",English,5.9,N/A,UK,Jonathan Lynn,Nuns on the Run,Jonathan Lynn,89 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTUwMjU0MTE5N15BMl5BanBnXkFtZTcwNzM1MzgyMQ@@._V1_SX300.jpg,"Eric Idle, Robbie Coltrane, Camille Coduri, Janet Suzman",tt0100280,30 Mar 1990,"Comedy, Crime",PG-13,"6,090"
56fbb9b771a0651dd8f050a2,movie,"10,873,237",English,6.6,1 nomination.,USA,Peter Hyams,Narrow Margin,"Peter Hyams (screenplay, Earl Felton (earlier screenplay, Martin Goldsmith (earlier story, Jack Leonard (earlier story)",97 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BOTM2NDY2OTEyMl5BMl5BanBnXkFtZTcwMDczMjAwMQ@@._V1_SX300.jpg,"Gene Hackman, Anne Archer, James Sikking, J.T. Walsh",tt0100224,21 Sep 1990,"Action, Crime, Thriller",R,"5,803"
56fbb9b771a0651dd8f050a3,movie,"10,360,553",English,6.8,Nominated for 1 BAFTA Film Award. Another 3 wins & 7 nominations.,"UK, USA",Nicolas Roeg,The Witches,"Roald Dahl (book, Allan Scott (screenplay)",91 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjI1MDg5NzAyMV5BMl5BanBnXkFtZTgwNzU5Mzk4NjE@._V1_SX300.jpg,"Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson",tt0100944,24 Aug 1990,"Adventure, Comedy, Fantasy",PG,"23,689"
56fbb9b771a0651dd8f050a4,movie,"10,005,969",English,6.1,N/A,USA,Jack Nicholson,The Two Jakes,"Robert Towne (characters, Robert Towne",137 min,True,56,http://ia.media-imdb.com/images/M/MV5BOTM3MDU5MjQwNV5BMl5BanBnXkFtZTgwMTY1NTk4NjE@._V1_SX300.jpg,"Jack Nicholson, Harvey Keitel, Meg Tilly, Madeleine Stowe",tt0100828,10 Aug 1990,"Crime, Drama, Mystery",R,"8,289"
56fbb9b771a0651dd8f050a5,movie,"9,888,167",English,6.4,2 wins.,USA,George Armitage,Miami Blues,"Charles Willeford (novel, George Armitage (screenplay)",97 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjI5NTg1OTAxMl5BMl5BanBnXkFtZTcwNjcxODI1NA@@._V1_SX300.jpg,"Alec Baldwin, Cecilia Pérez-Cervera, Georgie Cranford, Edward Saxon",tt0100143,20 Apr 1990,"Comedy, Crime, Drama",R,"5,866"
56fbb9b771a0651dd8f050a6,movie,"9,243,140","English, Spanish",6.0,Nominated for 1 Oscar. Another 2 nominations.,USA,Sydney Pollack,Havana,"Judith Rascoe (story, Judith Rascoe (screenplay, David Rayfiel (screenplay)",144 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjAxNjkyMjk1OF5BMl5BanBnXkFtZTcwMDg4NzMyMQ@@._V1_SX300.jpg,"Robert Redford, Lena Olin, Alan Arkin, Tomas Milian",tt0099747,14 Dec 1990,"Drama, Romance, War",R,"5,479"
56fbb9b771a0651dd8f050a7,movie,"8,862,354",English,6.5,4 wins & 4 nominations.,USA,Clive Barker,Nightbreed,"Clive Barker (novel, Clive Barker (screenplay)",102 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjkwMzM4MDI3Ml5BMl5BanBnXkFtZTgwNDk2NzM5MzE@._V1_SX300.jpg,"Craig Sheffer, Anne Bobby, David Cronenberg, Charles Haid",tt0100260,16 Feb 1990,"Action, Crime, Drama",R,"13,873"
56fbb9b771a0651dd8f050a8,movie,"8,533,973",English,5.4,N/A,USA,Rich Correll,Ski Patrol,"Steven Long Mitchell (story, Craig W. Van Sickle (story, Wink Roberts (story, Steven Long Mitchell (screenplay, Craig W. Van Sickle (screenplay)",91 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BNjQ2NTg3NTc1MV5BMl5BanBnXkFtZTcwNjUxMTM4NA@@._V1_SX300.jpg,"Roger Rose, Yvette Nipar, T.K. Carter, Leslie Jordan",tt0100631,12 Jan 1990,"Action, Comedy",PG,"2,644"
56fbb9b771a0651dd8f050a9,movie,"8,266,343",English,6.5,N/A,USA,John Waters,Cry-Baby,John Waters,85 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjAyODA5OTc3Ml5BMl5BanBnXkFtZTgwMTgxNTYxMTE@._V1_SX300.jpg,"Johnny Depp, Amy Locane, Susan Tyrrell, Polly Bergen",tt0099329,06 Apr 1990,"Comedy, Musical, Romance",PG-13,"42,873"
56fbb9b771a0651dd8f050aa,movie,"8,141,292",English,4.8,N/A,USA,Leonard Nimoy,Funny About Love,"Bob Greene (article, Norman Steinberg, David Frankel",101 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTY4NTI3MzA5Ml5BMl5BanBnXkFtZTcwMTMzMzYyMQ@@._V1_SX300.jpg,"Gene Wilder, Christine Lahti, Mary Stuart Masterson, Robert Prosky",tt0099623,21 Sep 1990,"Comedy, Romance",PG-13,897
56fbb9b771a0651dd8f050ab,series,,English,8.6,3 wins & 7 nominations.,UK,N/A,Mr. Bean,N/A,350 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTUxOTY2NTg2N15BMl5BanBnXkFtZTYwNTU4MDk4._V1_SX300.jpg,Rowan Atkinson,tt0096657,02 Apr 1992,"Comedy, Family",TV-G,"56,958"
56fbb9b771a0651dd8f050ac,movie,"7,331,647","English, Cantonese",6.6,Nominated for 1 Oscar. Another 1 win & 5 nominations.,USA,Woody Allen,Alice,Woody Allen,102 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTMwNzEzNjk0NV5BMl5BanBnXkFtZTcwNDAxNTYyNA@@._V1_SX300.jpg,"Joe Mantegna, Mia Farrow, William Hurt, June Squibb",tt0099012,10 Jan 1991,"Comedy, Fantasy, Romance",PG-13,"10,237"
56fbb9b771a0651dd8f050ad,movie,"9,100,618",English,5.4,N/A,USA,John Cornell,Almost an Angel,Paul Hogan,95 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTkzMjI3NzMwMl5BMl5BanBnXkFtZTcwNDkyNDQyMQ@@._V1_SX300.jpg,"Paul Hogan, Elias Koteas, Linda Kozlowski, Doreen Lang",tt0099018,19 Dec 1990,"Comedy, Drama",PG,"2,969"
56fbb9b771a0651dd8f050ae,movie,"6,488,144",English,6.1,N/A,USA,Franco Amurri,Flashback,David Loughery,108 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTI5MDM1MTg2MF5BMl5BanBnXkFtZTcwODAyMzcxMQ@@._V1_SX300.jpg,"Dennis Hopper, Kiefer Sutherland, Carol Kane, Paul Dooley",tt0099581,02 Feb 1990,"Action, Adventure, Comedy",R,"3,856"
56fbb9b771a0651dd8f050af,movie,"6,070,725",English,6.7,3 nominations.,USA,Paul Brickman,Men Don't Leave,"Barbara Benedek (screen story, Barbara Benedek (screenplay, Paul Brickman (screenplay, Moshé Mizrahi (film La Vie Continue)",115 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTQ1NjkxMzcwMF5BMl5BanBnXkFtZTcwODU3NDMxMw@@._V1_SX300.jpg,"Jessica Lange, Arliss Howard, Joan Cusack, Chris O'Donnell",tt0100134,23 Feb 1990,Drama,PG-13,"1,943"
56fbb9b771a0651dd8f050b0,movie,"5,835,247",English,6.9,2 nominations.,USA,Tom Savini,Night of the Living Dead,"John A. Russo (earlier screenplay, George A. Romero (earlier screenplay, George A. Romero (screenplay)",92 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTY3ODQ2NzczNl5BMl5BanBnXkFtZTcwNDg0MjkyMQ@@._V1_SX300.jpg,"Tony Todd, Patricia Tallman, Tom Towles, McKee Anderson",tt0100258,19 Oct 1990,Horror,R,"29,894"
56fbb9b771a0651dd8f050b1,movie,"15,140,007",French,7.6,Won 1 Oscar. Another 30 wins & 23 nominations.,France,Jean-Paul Rappeneau,Cyrano de Bergerac,"Jean-Claude Carrière, Jean-Paul Rappeneau, Edmond Rostand (play)",137 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTk1MTI5ODc3Nl5BMl5BanBnXkFtZTcwNjkyNDYyMQ@@._V1_SX300.jpg,"Gérard Depardieu, Anne Brochet, Vincent Perez, Jacques Weber",tt0099334,01 Dec 1990,"Biography, Comedy, Drama",PG,"17,455"
56fbb9b771a0651dd8f050b2,movie,"5,820,015",English,6.3,N/A,USA,Martin Ritt,Stanley & Iris,"Pat Barker (novel, Harriet Frank Jr. (screenplay, Irving Ravetch (screenplay)",104 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjI2MTI5NDM1N15BMl5BanBnXkFtZTcwNDY5MzI3NA@@._V1_SX300.jpg,"Jane Fonda, Robert De Niro, Swoosie Kurtz, Martha Plimpton",tt0100680,09 Feb 1990,"Drama, Romance",PG-13,"5,333"
56fbb9b771a0651dd8f050b3,movie,"5,728,953",English,5.9,3 wins & 3 nominations.,"UK, USA",Richard Stanley,Hardware,"Steve MacManus (story, Kevin O'Neill (story, Richard Stanley, Michael Fallon (additional dialogue)",94 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTUxNTcxNjk0NV5BMl5BanBnXkFtZTcwMjU2MTY4Mg@@._V1_SX300.jpg,"Carl McCoy, Iggy Pop, Dylan McDermott, John Lynch",tt0099740,14 Sep 1990,"Action, Sci-Fi, Thriller",R,"9,479"
56fbb9b771a0651dd8f050b4,movie,"5,585,154",English,4.7,N/A,USA,Bob Clark,Loose Cannons,"Richard Christian Matheson, Richard Matheson, Bob Clark",94 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjEyMjkxMDU2M15BMl5BanBnXkFtZTcwNjEzMDAwMQ@@._V1_SX300.jpg,"Dan Aykroyd, Gene Hackman, Dom DeLuise, Ronny Cox",tt0100053,09 Feb 1990,"Action, Comedy, Crime",R,"3,491"
56fbb9b771a0651dd8f050b5,movie,"5,080,409","English, Italian, Irish, Yiddish",7.9,3 wins & 6 nominations.,USA,"Joel Coen, Ethan Coen",Miller's Crossing,"Joel Coen, Ethan Coen",115 min,True,66,http://ia.media-imdb.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@._V1_SX300.jpg,"Gabriel Byrne, Marcia Gay Harden, John Turturro, Jon Polito",tt0100150,05 Oct 1990,"Crime, Drama, Thriller",R,"101,410"
56fbb9b771a0651dd8f050b6,movie,"4,960,385",English,6.0,2 wins & 1 nomination.,"USA, Germany",Volker Schlöndorff,The Handmaid's Tale,"Margaret Atwood (novel, Harold Pinter (screenplay)",108 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTQzOTMzMTk5NF5BMl5BanBnXkFtZTYwNzc1MDM5._V1_SX300.jpg,"Natasha Richardson, Faye Dunaway, Aidan Quinn, Elizabeth McGovern",tt0099731,09 Mar 1990,"Drama, Romance, Sci-Fi",R,"5,229"
56fbb9b771a0651dd8f050b7,movie,"4,803,039",English,7.3,1 win & 2 nominations.,USA,Richard Pearce,The Long Walk Home,John Cork,97 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTg4MDI3NTU1OV5BMl5BanBnXkFtZTcwODQyNDA0MQ@@._V1_SX300.jpg,"Sissy Spacek, Whoopi Goldberg, Dwight Schultz, Ving Rhames",tt0100046,12 Apr 1991,"Drama, History",PG,"2,499"
56fbb9b771a0651dd8f050b8,movie,"4,562,778",English,4.1,1 win & 5 nominations.,USA,Prince,Graffiti Bridge,Prince,95 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjM2MTA0NzU4Ml5BMl5BanBnXkFtZTgwOTY1NTk4NjE@._V1_SX300.jpg,"Prince, Ingrid Chavez, Morris Day, Jerome Benton",tt0099691,02 Nov 1990,"Drama, Music, Musical",PG-13,"1,111"
56fbb9b771a0651dd8f050b9,movie,"4,263,112","English, Italian",3.2,N/A,USA,Joel Silberg,Lambada,"Joel Silberg (story, Sheldon Renan (screenplay, Joel Silberg (screenplay)",104 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMjE4NTk2NjkxNF5BMl5BanBnXkFtZTcwNDA0NzA2NA@@._V1_SX300.jpg,"J. Eddie Peck, Melora Hardin, Adolfo Quinones, Leticia Vasquez",tt0099969,16 Mar 1990,Drama,PG-13,794
56fbb9b771a0651dd8f050ba,movie,"4,212,828",English,7.1,N/A,USA,James F. Collier,China Cry: A True Story,"Nora Lam (book, Irene Burk (book, James F. Collier (screenplay)",101 min,True,N/A,http://ia.media-imdb.com/images/M/MV5BMTQwMTY4MTEzNV5BMl5BanBnXkFtZTcwMjM2MzA0MQ@@._V1_SX300.jpg,"Julia Nickson, France Nuyen, James Shigeta, Russell Wong",tt0101578,02 Nov 1990,"Biography, Drama, History",PG-13,389
