_id,Title,Actors,Director,Box_office,Country,imdbRating,imdbID,Released,Rated,Language,Genre,Metascore,imdbVotes,Awards,Writer,Type,Poster,Runtime,Response
57073cbc71a0651560939956,Bhutto,"Aseefa Bhutto Zardari, Bakhtawar Bhutto Zardari, Bilawal Bhutto Zardari, Asif Ali Zardari","Duane Baughman, Johnny O'Hara","100,009","USA, UK",7.8,tt1524095,01 Nov 2010,UNRATED,English,"Documentary, Biography",68,546,4 wins & 3 nominations.,Johnny O'Hara,movie,http://ia.media-imdb.com/images/M/MV5BMjI2ODU0MTI1OV5BMl5BanBnXkFtZTcwOTQ5NzI0Mw@@._V1_SX300.jpg,111 min,True
57073cbc71a0651560939957,I Spit on Your Grave,"Sarah Butler, Jeff Branson, Andrew Howard, Daniel Franzese",Steven R. Monroe,"92,401",USA,6.3,tt1242432,20 Jan 2011,R,English,"Crime, Horror",27,"54,056",2 nominations.,"Adam Rockoff (screenplay, Meir Zarchi (film: Day of the Woman)",movie,http://ia.media-imdb.com/images/M/MV5BMTkxMTE3NzEzMl5BMl5BanBnXkFtZTcwMzc4MTU2Mw@@._V1_SX300.jpg,108 min,True
57073cbc71a0651560939958,Crazy on the Outside,"Tim Allen, Sigourney Weaver, Ray Liotta, J.K. Simmons",Tim Allen,"64,438",USA,5.6,tt1196134,08 Jan 2010,PG-13,"English, French, Cantonese","Comedy, Crime",21,"4,757",N/A,"Judd Pillot, John Peaslee",movie,http://ia.media-imdb.com/images/M/MV5BMTgzMjgzNjcyNF5BMl5BanBnXkFtZTcwNjQ0OTEwMw@@._V1_SX300.jpg,96 min,True
57073cbc71a0651560939959,Lost Kisses,"Donatella Finocchiaro, Pino Micol, Beppe Fiorello, Piera Degli Esposti",Roberta Torre,,Italy,5.8,tt1529273,29 Apr 2011,N/A,Italian,Drama,N/A,88,1 win & 5 nominations.,"Roberta Torre (story, Roberta Torre (screenplay, Laura Nuccilli (screenplay, Alessandro Amapani (screenplay)",movie,http://ia.media-imdb.com/images/M/MV5BMTc4ODU0MjAzM15BMl5BanBnXkFtZTcwMjAzMzYzNA@@._V1_SX300.jpg,80 min,True
57073cbc71a065156093995a,Night Catches Us,"Anthony Mackie, Jamara Griffin, Sadiq Afif, Shango Rich",Tanya Hamilton,"75,795",USA,6.3,tt0775543,03 Dec 2010,R,English,"Drama, Romance",65,"1,247",8 wins & 18 nominations.,Tanya Hamilton,movie,http://ia.media-imdb.com/images/M/MV5BOTIyNDEyNjY3NF5BMl5BanBnXkFtZTcwNjY0MjE3Mw@@._V1_SX300.jpg,90 min,True
57073cbc71a065156093995b,Strange Powers: Stephin Merritt and the Magnetic Fields,"Laura Ballance, Carrie Brownstein, Ethan Cohn, Sam Davol","Kerthy Fix, Gail O'Hara","68,094","USA, Denmark, France, Germany, UK",7.2,tt1534075,06 Jun 2010,N/A,English,"Documentary, Music",66,218,2 nominations.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTY1MTIyNjMzMF5BMl5BanBnXkFtZTcwNjYwNzEwNA@@._V1_SX300.jpg,89 min,True
57073cbc71a065156093995c,2012: Time for Change,"Daniel Pinchbeck, Maude Barlow, Ariane Burgess, Gerald Celente",Joao G. Amorim,"63,516","USA, Brazil, France, Mexico, Switzerland",7.2,tt1506940,15 Oct 2010,N/A,English,"Documentary, Animation, News",N/A,301,1 nomination.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4MTUwNjQ4MF5BMl5BanBnXkFtZTcwMzczMDIwNA@@._V1_SX300.jpg,85 min,True
57073cbc71a065156093995d,The Sun Behind the Clouds: Tibet's Struggle for Freedom,The Dalai Lama,"Ritu Sarin, Tenzing Sonam","65,598","Austria, France, India, Netherlands, China, USA, UK, Germany",6.9,tt1540068,01 Jan 2010,N/A,"English, Mandarin, Tibetan","Documentary, Biography, History",57,130,N/A,Tenzing Sonam,movie,http://ia.media-imdb.com/images/M/MV5BMTc5ODYwNzg0MF5BMl5BanBnXkFtZTcwODA0ODU2Mw@@._V1_SX300.jpg,79 min,True
57073cbc71a065156093995e,Dancing Across Borders,"Sokvannara 'Sy' Sar, Anne Bass, Peter Boal, Philip Glass",Anne Bass,"63,376",USA,7.2,tt1433099,26 Mar 2010,N/A,"English, Khmer",Documentary,47,91,1 nomination.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMzMwMjM2ODI5MV5BMl5BanBnXkFtZTcwNDg1MzY2Mg@@._V1_SX300.jpg,88 min,True
57073cbc71a065156093995f,Cool It,"Bjørn Lomborg, Hashem Akbari, Joe Barton, Ed Begley Jr.",Ondi Timoner,"62,713",USA,6.9,tt1694015,01 Jun 2011,PG,English,Documentary,61,708,1 nomination.,"Terry Botwick, Sarah Gibson, Bjørn Lomborg (book, Ondi Timoner",movie,http://ia.media-imdb.com/images/M/MV5BMTkwMDQxMjE3MF5BMl5BanBnXkFtZTcwMTg2ODAwNA@@._V1_SX300.jpg,87 min,True
57073cbc71a0651560939960,The Nature of Existence,"A-Ha, Nancy Ellen Abrams, Rob Adonis, Javed Akhtar",Roger Nygard,"52,799",USA,6.7,tt1196672,01 Apr 2009,N/A,English,Documentary,41,448,N/A,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTg5MTUyMTQxMl5BMl5BanBnXkFtZTcwOTU4OTEyMw@@._V1_SX300.jpg,94 min,True
57073cbc71a0651560939961,The Lottery,"Cory Booker, Geoffrey Canada, Candice Fryer, Gregory Goodwine Jr.",Madeleine Sackler,"51,542",USA,7.0,tt1515935,07 May 2010,N/A,English,"Documentary, Drama, News",72,511,1 nomination.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTU3MzMyMDg0OF5BMl5BanBnXkFtZTcwMTIxNDEwNA@@._V1_SX300.jpg,81 min,True
57073cbc71a0651560939962,God of Vampires,"Jayson Argento, Lilith Astaroth, Jon Bailey, Kurt Bergeron",Rob Fitz,"56,705",USA,4.7,tt1572773,04 May 2010,N/A,English,Horror,N/A,85,1 win.,N/A,movie,N/A,144 min,True
57073cbc71a0651560939963,The Strange Case of Angelica,"Pilar López de Ayala, Filipe Vargas, Leonor Silveira, Luís Miguel Cintra",Manoel de Oliveira,"47,743","Portugal, Spain, France, Brazil",6.3,tt1282153,16 Mar 2011,UNRATED,Portuguese,Drama,75,"1,266",1 nomination.,Manoel de Oliveira (screenplay),movie,http://ia.media-imdb.com/images/M/MV5BMzE2MTk1Njg2NF5BMl5BanBnXkFtZTcwMTA0MzcxNA@@._V1_SX300.jpg,97 min,True
57073cbc71a0651560939964,Change of Plans,"Dave Mays, Abigail Grace Tallman, J. Scott, Randall Bacon",Jason Amareld,,USA,7.2,tt1757702,10 Sep 2010,N/A,English,"Short, Drama",N/A,13,N/A,Jason Amareld,movie,N/A,12 min,True
57073cbc71a0651560939965,Ca$h,"Sean Bean, Chris Hemsworth, Victoria Profeta, Mike Starr",Stephen Milburn Anderson,"46,451",USA,6.0,tt1106860,26 Mar 2010,R,English,"Comedy, Crime, Thriller",N/A,"7,518",N/A,Stephen Milburn Anderson,movie,http://ia.media-imdb.com/images/M/MV5BMjE4MjY2OTIyN15BMl5BanBnXkFtZTcwODE2OTI3Nw@@._V1_SX300.jpg,108 min,True
57073cbc71a0651560939966,William S. Burroughs: A Man Within,"Fred Aldrich, Laurie Anderson, Amiri Baraka, Jello Biafra",Yony Leyser,"46,380",USA,7.1,tt1466072,12 Dec 2010,N/A,English,Documentary,63,823,N/A,Yony Leyser,movie,http://ia.media-imdb.com/images/M/MV5BMjIxODUzNjUyM15BMl5BanBnXkFtZTcwOTQzNjc5Mw@@._V1_SX300.jpg,87 min,True
57073cbc71a0651560939967,The Oath,"Osama bin Laden, Salim Hamdan, Abu Jandal, Troy Lebane",Laura Poitras,"42,117",USA,7.4,tt1522857,01 Jan 2010,UNRATED,Arabic,Documentary,72,550,4 wins & 11 nominations.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTY5NjkwNzU3Ml5BMl5BanBnXkFtZTcwNDI3MjUzMw@@._V1_SX300.jpg,90 min,True
57073cbc71a0651560939968,The Trouble with Terkel,"Shark Firestone, Nuria Garba, Marlise Garba-Wright, Jeffrey Garver","Thorbjørn Christoffersen, Stefan Fjeldmark, Randolph Kret","35,531",USA,7.0,tt1560987,20 May 2011,R,English,Animation,N/A,72,N/A,"Mette Heeno (story, Randolph Kret (screenplay)",movie,http://ia.media-imdb.com/images/M/MV5BMjE4MzUxMTE1Ml5BMl5BanBnXkFtZTgwMDM3MDU3MTE@._V1_SX300.jpg,87 min,True
57073cbc71a0651560939969,Fighting the Red Baron,"Alexandra Churchill, Jamie Lee, Joshua Levine, Robb Millingship",Christopher Spencer,,UK,8.1,tt1667833,04 Jun 2010,N/A,English,"Documentary, Drama, History",N/A,7,N/A,Christopher Spencer,movie,N/A,77 min,True
57073cbc71a065156093996a,Madame Perrault's Bluebeard,"Kim Haden, Alexander Leeb",A.J. Bond,,"Canada, USA",N/A,tt1683451,28 Sep 2010,N/A,English,"Short, Fantasy, Mystery",N/A,N/A,3 wins & 2 nominations.,Paul Victor Schoucair,movie,http://ia.media-imdb.com/images/M/MV5BMTkwMjA5NzY4OF5BMl5BanBnXkFtZTcwMzQxNTMxNg@@._V1_SX300.jpg,6 min,True
57073cbc71a065156093996b,Televising a Revolution of Spoken Word from Detroit,"Aslysis, Blk, Grace Lee Boggs, John C.","Dina Maria Bey, André Lamar Key",,USA,N/A,tt1578715,14 Feb 2010,N/A,English,Documentary,N/A,N/A,1 win.,"Dina Maria Bey, Leslie Martin Brown, André Lamar Key, Lumumba Reynolds",movie,http://ia.media-imdb.com/images/M/MV5BNjEyMzQzOTAwMV5BMl5BanBnXkFtZTgwNDgzNDA2MDE@._V1_SX300.jpg,73 min,True
57073cbc71a065156093996c,Boxing Gym,Richard Lord,Frederick Wiseman,"34,502",USA,7.1,tt1653827,09 Mar 2011,UNRATED,English,Documentary,83,306,2 nominations.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTU1NTI2NjMwOV5BMl5BanBnXkFtZTcwMjQ1MTYxNA@@._V1_SX300.jpg,91 min,True
57073cbc71a065156093996d,180° South,"Yvon Chouinard, Doug Tompkins, Keith Malloy, Alicia Salome Acuna Ika",Chris Malloy,"29,084",USA,7.7,tt1407927,22 Jan 2011,PG,"English, Spanish","Documentary, Drama, Sport",N/A,"2,159",N/A,"Jeff Johnson (journals, Chris Malloy (story, Rick Ridgeway (story, Zachary Slobig (story, Steven Barilotti (story)",movie,http://ia.media-imdb.com/images/M/MV5BMTQzMTcxNTU1Ml5BMl5BanBnXkFtZTcwMzIxNDUyMw@@._V1_SX300.jpg,85 min,True
57073cbc71a065156093996e,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),"Gerry Beckley, Lee Blackman, Perry Botkin Jr., Ray Cooper",John Scheinfeld,"28,200",USA,7.7,tt0756727,06 Feb 2006,N/A,English,"Documentary, Biography, Music",68,"1,093",1 nomination.,John Scheinfeld,movie,http://ia.media-imdb.com/images/M/MV5BMTg2NTI5NDY2Ml5BMl5BanBnXkFtZTcwODQzMDMzNA@@._V1_SX300.jpg,116 min,True
57073cbc71a065156093996f,GasLand,"Josh Fox, Dick Cheney, Pete Seeger, Richard Nixon",Josh Fox,"30,846",USA,7.7,tt1558250,17 Jan 2011,N/A,English,Documentary,N/A,"9,201",Nominated for 1 Oscar. Another 7 wins & 6 nominations.,Josh Fox,movie,http://ia.media-imdb.com/images/M/MV5BNDA5NDc4NTUzMl5BMl5BanBnXkFtZTcwMjcxNDg1Mw@@._V1_SX300.jpg,107 min,True
57073cbc71a0651560939970,In My Sleep,"Philip Winchester, Tim Draxl, Lacey Chabert, Abigail Spencer",Allen Wolf,"28,841",USA,5.6,tt0326965,23 Apr 2010,PG-13,English,"Drama, Mystery, Thriller",33,"1,656",6 wins.,Allen Wolf,movie,http://ia.media-imdb.com/images/M/MV5BNzg1MDM1NzIwMV5BMl5BanBnXkFtZTcwNzMxMTU1MQ@@._V1_SX300.jpg,104 min,True
57073cbc71a0651560939971,How I Lost 100 lbs,N/A,N/A,,USA,N/A,tt1695784,06 Aug 2010,N/A,English,Reality-TV,N/A,N/A,N/A,N/A,movie,N/A,60 min,True
57073cbc71a0651560939972,Multiple Sarcasms,"Timothy Hutton, Mira Sorvino, Dana Delany, Mario Van Peebles",Brooks Branch,"28,943",USA,4.9,tt0984210,08 Apr 2010,R,English,Drama,35,526,N/A,"Brooks Branch, Linda Morris",movie,http://ia.media-imdb.com/images/M/MV5BNzc0Mjk4NTkyMl5BMl5BanBnXkFtZTcwOTQ5ODE0Mw@@._V1_SX300.jpg,97 min,True
57073cbc71a0651560939973,Two in the Wave,"Isild Le Besco, Anouk Aimée, Jean-Pierre Aumont, Charles Aznavour",Emmanuel Laurent,"28,808",France,6.7,tt1528224,19 May 2010,N/A,French,Documentary,59,621,N/A,Antoine de Baecque,movie,http://ia.media-imdb.com/images/M/MV5BMjA0MTI2NzY3M15BMl5BanBnXkFtZTcwMjEzNjc2NA@@._V1_SX300.jpg,91 min,True
57073cbc71a0651560939974,[Rec] 2: En un mundo de infectados,"David Ambit, Jaume Balagueró, Àlex Batllori, Javier Botet",Martin Samper,,Spain,6.7,tt1570501,01 Feb 2010,N/A,Spanish,Documentary,N/A,143,N/A,Martin Samper,movie,N/A,115 min,True
57073cbc71a0651560939975,Eyes Wide Open,N/A,Gonzalo Arijon,,Uruguay,7.8,tt1692325,01 Aug 2010,N/A,English,"Documentary, History",N/A,12,N/A,Gonzalo Arijon,movie,N/A,110 min,True
57073cbc71a0651560939976,Behind the Burly Q,"Bud Abbott, Alan Alda, Joan Arline, Beverly Arlynne",Leslie Zemeckis,"23,859",USA,6.4,tt1510907,23 Apr 2010,N/A,English,Documentary,60,281,1 nomination.,Leslie Zemeckis,movie,http://ia.media-imdb.com/images/M/MV5BMjE2MTQwOTAwOF5BMl5BanBnXkFtZTcwNjkzODU2Mw@@._V1_SX300.jpg,97 min,True
57073cbc71a0651560939977,The Other City,N/A,Susan Koch,"22,221",USA,6.5,tt1649421,17 Sep 2010,N/A,English,Documentary,70,16,N/A,Jose Antonio Vargas (screenplay),movie,http://ia.media-imdb.com/images/M/MV5BMTY3MDgzNjM5NF5BMl5BanBnXkFtZTcwOTkzMzY3Mw@@._V1_SX300.jpg,90 min,True
57073cbc71a0651560939978,And Everything Is Going Fine,Spalding Gray,Steven Soderbergh,"21,073",USA,7.2,tt1122614,01 Jan 2010,NOT RATED,English,Documentary,76,775,1 nomination.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMjIxNTY0MTU0Ml5BMl5BanBnXkFtZTcwNzUwODYxNA@@._V1_SX300.jpg,89 min,True
57073cbc71a0651560939979,Red Hill,"Ryan Kwanten, Steve Bisley, Tommy Lewis, Claire van der Boom",Patrick Hughes,"20,960",Australia,6.4,tt1530983,05 Nov 2010,R,English,"Thriller, Western",62,"7,043",5 nominations.,Patrick Hughes,movie,http://ia.media-imdb.com/images/M/MV5BMjQyNjA0MjEzNl5BMl5BanBnXkFtZTcwNjkyNDU5Mw@@._V1_SX300.jpg,95 min,True
57073cbc71a065156093997a,Douchebag,"Andrew Dickler, Ben York Jones, Marguerite Moreau, Nicole Vicius",Drake Doremus,"18,117",USA,6.6,tt1535568,22 Jan 2010,N/A,English,"Comedy, Drama",56,135,1 nomination.,"Andrew Dickler, Drake Doremus, Jonathan Schwartz, Lindsay Stidham",movie,http://ia.media-imdb.com/images/M/MV5BMzIxNTM3Mzc3NV5BMl5BanBnXkFtZTcwMTExNDk5Mw@@._V1_SX300.jpg,81 min,True
57073cbc71a065156093997b,Uncle Sam Desired Our Presence: Arkansans in the Korean War,Steve Stephens,Brian Robertson,,USA,N/A,tt1840423,N/A,N/A,English,"Documentary, Family, History",N/A,N/A,N/A,Stephanie Bayless,movie,N/A,59 min,True
57073cbc71a065156093997c,Il giorno della Shoah,"Giorgio Albertazzi, Anna Carabetta, Claudia Cardinale, Fabio Collepiccolo",Pasquale Squitieri,,Italy,N/A,tt4316588,26 Jan 2010,N/A,Italian,Drama,N/A,N/A,N/A,Pasquale Squitieri,movie,N/A,N/A,True
57073cbc71a065156093997d,Nénette,Nénette,Nicolas Philibert,"18,009",France,6.9,tt1588336,24 Dec 2010,UNRATED,French,Documentary,66,142,1 win & 1 nomination.,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMzAwNjQ0NDM0OV5BMl5BanBnXkFtZTcwMTU1ODQ4NA@@._V1_SX300.jpg,70 min,True
57073cbc71a065156093997e,Behind Bitch Slap: Building a Better B-Movie,"Michael Belasco, Zoë Bell, Daniel Cerny, Erin Cummings",Daniel Cieplinski,,USA,7.5,tt1437196,01 Mar 2010,N/A,English,Documentary,N/A,19,N/A,N/A,movie,N/A,99 min,True
57073cbc71a065156093997f,Carbon Nation,"Rohit T. Aggarwala, Jerry M. Allums, Lela Allums, Peter Barnes",Peter Byck,,USA,7.0,tt1482991,22 Oct 2010,N/A,English,"Documentary, Family",44,193,1 nomination.,"Peter Byck, Eric Driscoll, Matt Weinhold, Karen Weigert",movie,http://ia.media-imdb.com/images/M/MV5BODgyNjYzOTEwNF5BMl5BanBnXkFtZTcwNzk3Mjc0NQ@@._V1_SX300.jpg,86 min,True
57073cbc71a0651560939980,The Freebie,"Katie Aselton, Dax Shepard, Marguerite Phillips, Joshua Leonard",Katie Aselton,"8,300",USA,5.2,tt1474889,17 Sep 2010,R,English,"Comedy, Drama",54,"1,418",N/A,Katie Aselton,movie,http://ia.media-imdb.com/images/M/MV5BMTU2MjI2MDIwNl5BMl5BanBnXkFtZTcwNTcwNzg4Mw@@._V1_SX300.jpg,78 min,True
57073cbc71a0651560939981,BoyBand,"Michael Copon, Ryan Pinkston, Robert Hoffman, Ming-Na Wen",Jon Artigo,,USA,7.2,tt1266615,N/A,N/A,English,Comedy,N/A,61,N/A,Jon Artigo,movie,http://ia.media-imdb.com/images/M/MV5BNDc3Mjc4NTI1M15BMl5BanBnXkFtZTcwNDA3NDk2Mg@@._V1_SX300.jpg,90 min,True
57073cbc71a0651560939982,Dreamkiller,"Dario Deak, John Savage, Tyrone Power Jr., Penny Vital",Catherine C. Pirotta,,USA,4.4,tt0818098,19 Feb 2010,R,English,Thriller,N/A,106,1 win.,Clyde Ware,movie,http://ia.media-imdb.com/images/M/MV5BMjE5MDk1NjUxMV5BMl5BanBnXkFtZTcwNzcwNjAyMw@@._V1_SX300.jpg,110 min,True
57073cbc71a0651560939983,The Two Escobars,N/A,"Jeff Zimbalist, Michael Zimbalist",,Colombia,8.2,tt2700330,27 Aug 2010,N/A,Spanish,"Documentary, Biography, Sport",N/A,839,3 nominations.,"Jeff Zimbalist, Michael Zimbalist",movie,http://ia.media-imdb.com/images/M/MV5BMTYzNTMwODM3MV5BMl5BanBnXkFtZTgwMTQ5NzA3NTE@._V1_SX300.jpg,104 min,True
57073cbc71a0651560939984,Violet Tendencies,"Mindy Cohn, Marcus Patrick, Jesse Archer, Samuel Whitten",Casper Andreas,"5,264",USA,6.3,tt1407055,24 Apr 2010,N/A,English,"Comedy, Drama, Romance",N/A,477,N/A,Jesse Archer (screenplay),movie,http://ia.media-imdb.com/images/M/MV5BMTgzNzI3NjY5MF5BMl5BanBnXkFtZTcwMDE3NTUzMw@@._V1_SX300.jpg,99 min,True
57073cbc71a0651560939985,The Dry Land,"Ryan O'Nan, America Ferrera, Jason Ritter, Melissa Leo",Ryan Piers Williams,"7,351",USA,5.6,tt1322264,24 Jan 2010,R,"English, Spanish",Drama,47,438,1 win & 3 nominations.,Ryan Piers Williams,movie,http://ia.media-imdb.com/images/M/MV5BMTUwMDIwODMxMF5BMl5BanBnXkFtZTcwODEwNzE2Mw@@._V1_SX300.jpg,92 min,True
57073cbc71a0651560939986,The Taqwacores,"Bobby Naderi, Noureen DeWulf, Dominic Rains, Maytha Alhassen",Eyad Zahra,"11,175",USA,6.1,tt1308165,22 Oct 2010,N/A,English,"Drama, Music",42,467,7 wins.,"Michael Muhammad Knight (screenplay, Michael Muhammad Knight (story, Eyad Zahra (screenplay)",movie,http://ia.media-imdb.com/images/M/MV5BMTM0MTg4OTM1N15BMl5BanBnXkFtZTcwMjkzNzQwNA@@._V1_SX300.jpg,83 min,True
57073cbc71a0651560939987,Cherry,"Kyle Gallner, Laura Allen, Britt Robertson, Matt Walsh",Jeffrey Fine,,USA,6.9,tt1315350,24 Jun 2011,R,English,"Comedy, Drama",N/A,"3,551",1 nomination.,Jeffrey Fine,movie,http://ia.media-imdb.com/images/M/MV5BMTM0NjU0NzgzOF5BMl5BanBnXkFtZTcwNDYxNDEzMw@@._V1_SX300.jpg,99 min,True
57073cbc71a0651560939988,Christina,"Nicki Aycox, Jordan Belfi, Stephen Lang, Raphael Van Oostrum",Larry Brand,,USA,7.6,tt1297921,N/A,N/A,English,Drama,N/A,85,1 win.,Larry Brand,movie,http://ia.media-imdb.com/images/M/MV5BMTM4NjI5NDA2N15BMl5BanBnXkFtZTcwMjk1Nzg0Ng@@._V1_SX300.jpg,N/A,True
57073cbc71a0651560939989,Circle,"Jason Thompson, Silas Weir Mitchell, Erin Reese, Peter Onorati",Michael W. Watkins,"9,730",USA,3.4,tt1129412,11 Sep 2010,NOT RATED,English,"Horror, Thriller",N/A,534,N/A,Brad Tiemann,movie,http://ia.media-imdb.com/images/M/MV5BMTM0OTc3MTY4Nl5BMl5BanBnXkFtZTcwMTcwNjU3Mw@@._V1_SX300.jpg,87 min,True
57073cbc71a065156093998a,Brutal Beauty: Tales of the Rose City Rollers,Becky Verhey,Chip Mabry,"8,809",USA,6.9,tt1590295,09 Jan 2010,N/A,English,"Documentary, Sport",N/A,62,N/A,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTgyNjM4NjA2M15BMl5BanBnXkFtZTcwNDkwODExNA@@._V1_SX300.jpg,80 min,True
57073cbc71a065156093998b,Wonderful World,N/A,N/A,,UK,N/A,tt1724997,N/A,N/A,English,"Animation, Short, Family",N/A,N/A,N/A,N/A,movie,N/A,6 min,True
57073cbc71a065156093998c,All About Evil,"Jack Donner, Mikayla Rosario, Robin Calvert, Julie Caitlin Brown",Joshua Grannell,,USA,6.3,tt1307858,25 Jun 2014,N/A,English,"Comedy, Horror",N/A,"1,013",N/A,Joshua Grannell (screenplay),movie,http://ia.media-imdb.com/images/M/MV5BMTY0MzMzMjkwMl5BMl5BanBnXkFtZTcwMzc1MjU1Mw@@._V1_SX300.jpg,98 min,True
57073cbc71a065156093998d,Zenith,"Peter Scanavino, Jason Robards III, Ana Asensio, Didier Flamand",Vladan Nikolic,"5,958",USA,5.7,tt1363468,01 Feb 2011,N/A,English,"Sci-Fi, Thriller",N/A,570,N/A,Vladan Nikolic,movie,http://ia.media-imdb.com/images/M/MV5BMjI3NTE5Nzg5M15BMl5BanBnXkFtZTcwOTkzNDYyNA@@._V1_SX300.jpg,93 min,True
57073cbc71a065156093998e,More Tales from the Script,"John August, John D. Brancato, John Carpenter, Larry Cohen",Peter Hanson,,USA,8.2,tt1630247,20 Apr 2010,N/A,English,Documentary,N/A,9,N/A,Peter Hanson,movie,N/A,47 min,True
57073cbc71a065156093998f,Udaan,"Rajat Barmecha, Sanjay Gandhi, Ronit Roy, Manjot Singh",Vikramaditya Motwane,"7,461",India,8.3,tt1639426,16 Jul 2010,NOT RATED,"Hindi, English",Drama,N/A,"28,081",13 wins & 21 nominations.,"Vikramaditya Motwane, Anurag Kashyap, Satyanshu Singh (Rohan's poems and stories, Devanshu Singh (Rohan's poems and stories)",movie,http://ia.media-imdb.com/images/M/MV5BNzgxMzExMzUwNV5BMl5BanBnXkFtZTcwMDc2MjUwNA@@._V1_SX300.jpg,134 min,True
57073cbc71a0651560939990,Happiness Runs,"Joni Barth, Kirsten Berman, Mark Boone Junior, Joseph Castanon",Adam Sherman,"6,051",USA,4.9,tt1079964,07 May 2010,N/A,English,Drama,24,491,3 wins.,Adam Sherman,movie,http://ia.media-imdb.com/images/M/MV5BMjE0NTIwNTg2M15BMl5BanBnXkFtZTcwMjMxMjI0Mw@@._V1._SX581_SX89_AL_.jpg_V1_SX300.jpg,88 min,True
57073cbc71a0651560939991,Logan,"Leo Howard, Booboo Stewart, Patrick Probst, Abigail Isom","Kyle Lawrence, Caleb Doyle",,USA,6.2,tt1483010,10 Sep 2010,N/A,English,"Comedy, Drama, Family",N/A,213,1 win.,"Caleb Doyle, Brian Lawrence, Kyle Lawrence, Matt Martin, Tyler Skrobonja (story)",movie,http://ia.media-imdb.com/images/M/MV5BNzI5NDgzNDQ3NV5BMl5BanBnXkFtZTcwODU0ODQxNA@@._V1_SX300.jpg,94 min,True
57073cbc71a0651560939992,Regina Spektor Live in London,Regina Spektor,Adria Petty,,USA,9.3,tt1763275,22 Nov 2010,N/A,English,Music,N/A,47,N/A,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTY2NDAxNDU3NV5BMl5BanBnXkFtZTgwODIyNTA2MDE@._V1_SX300.jpg,67 min,True
57073cbc71a0651560939993,BearCity,"Alex Di Dio, Kevin E. Smith, Joe Conti, Carlos Abrieu",Douglas Langway,"5,980",USA,6.1,tt1426320,11 Jun 2010,N/A,English,Comedy,38,"1,083",N/A,"Douglas Langway, Lawrence Ferber",movie,http://ia.media-imdb.com/images/M/MV5BMTI4NTg1NDA5MF5BMl5BanBnXkFtZTcwNDE0Mjc1Mw@@._V1_SX300.jpg,104 min,True
57073cbc71a0651560939994,American Grindhouse,"Robert Forster, Eric Schaefer, Eddie Muller, John Landis",Elijah Drenner,"4,584",USA,7.1,tt1307861,13 Mar 2010,NOT RATED,English,Documentary,N/A,"1,717",N/A,"Elijah Drenner, Calum Waddell",movie,http://ia.media-imdb.com/images/M/MV5BODY1OTI4ODQwOF5BMl5BanBnXkFtZTgwMzk4MjA2MDE@._V1_SX300.jpg,80 min,True
57073cbc71a0651560939995,Speed-Dating,"Wesley Jonathan, Mekita Faiye, Chico Benymon, Leonard Robinson",Joseph A. Elmore Jr.,,USA,2.5,tt1343110,04 Jun 2010,R,English,Comedy,30,325,N/A,Joseph A. Elmore Jr.,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMjg2NTgzOV5BMl5BanBnXkFtZTcwMTMzODc1Mw@@._V1_SX300.jpg,98 min,True
57073cbc71a0651560939996,To Die Is Hard,"Glenn Berggoetz, Baird Lefter, Lauren von Engeln, Greg Nemer",Glenn Berggoetz,"4,189",USA,7.5,tt1562904,N/A,N/A,English,"Action, Comedy",N/A,43,N/A,Glenn Berggoetz,movie,http://ia.media-imdb.com/images/M/MV5BMjI2MTE4MzM1NV5BMl5BanBnXkFtZTgwMzc5NjA0MDE@._V1_SX300.jpg,87 min,True
57073cbc71a0651560939997,Helena from the Wedding,"Dagmara Dominczyk, Paul Fitzgerald, Dominic Fumusa, Jessica Hecht",Joseph Infantolino,,USA,4.7,tt1394211,14 Mar 2010,N/A,English,"Comedy, Drama",49,279,2 nominations.,Joseph Infantolino,movie,http://ia.media-imdb.com/images/M/MV5BMTU4MDU5NzYzMF5BMl5BanBnXkFtZTcwNTE2MTMwNA@@._V1_SX300.jpg,89 min,True
57073cbc71a0651560939998,Inhale,"Mia Stallard, Dermot Mulroney, Diane Kruger, Sam Shepard",Baltasar Kormákur,"3,030",USA,6.7,tt1196340,22 Oct 2010,NOT RATED,English,"Drama, Thriller",39,"5,329",3 nominations.,"Walter Doty (screenplay, John Claflin (screenplay, Christian Escario (story)",movie,http://ia.media-imdb.com/images/M/MV5BMjI4NDUxNDQwMl5BMl5BanBnXkFtZTcwMTI0Nzc5Mw@@._V1_SX300.jpg,83 min,True
