_id,Rated,Genre,Title,Type,imdbID,Writer,Runtime,Actors,imdbVotes,Language,Country,Box_office,Released,imdbRating,Awards,Metascore,Response,Director,Poster
56fbc16471a06513d47fb51a,R,"Crime, Mystery, Thriller",Thunderheart,movie,tt0105585,John Fusco,119 min,"Val Kilmer, Sam Shepard, Graham Greene, Fred Ward","11,129","English, Sioux",USA,"22,660,758",03 Apr 1992,6.8,2 nominations.,N/A,True,Michael Apted,http://ia.media-imdb.com/images/M/MV5BMTM0MDE2MTE4Nl5BMl5BanBnXkFtZTcwNzgzODUyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb51b,PG-13,"Adventure, Comedy",Captain Ron,movie,tt0103924,"John Dwyer (story, John Dwyer (screenplay, Thom Eberhardt (screenplay)",90 min,"Kurt Russell, Martin Short, Mary Kay Place, Benjamin Salisbury","16,405",English,USA,"22,518,097",18 Sep 1992,5.6,2 nominations.,N/A,True,Thom Eberhardt,http://ia.media-imdb.com/images/M/MV5BMTMwOTExNjU1M15BMl5BanBnXkFtZTYwNTE0Njg4._V1_SX300.jpg
56fbc16471a06513d47fb51c,R,"Comedy, Drama",The Player,movie,tt0105151,"Michael Tolkin (screenplay, Michael Tolkin (novel)",124 min,"Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg","40,750",English,USA,"21,706,100",08 May 1992,7.6,Nominated for 3 Oscars. Another 25 wins & 22 nominations.,86,True,Robert Altman,http://ia.media-imdb.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_SX300.jpg
56fbc16471a06513d47fb51d,R,"Drama, Romance, Thriller",Shining Through,movie,tt0105391,"Susan Isaacs (novel, David Seltzer (screenplay)",132 min,"Michael Douglas, Melanie Griffith, Liam Neeson, Joely Richardson","7,230",English,"USA, UK","21,733,781",31 Jan 1992,6.4,5 wins & 2 nominations.,N/A,True,David Seltzer,http://ia.media-imdb.com/images/M/MV5BMTg3MDAwMjU3NV5BMl5BanBnXkFtZTcwNjI0MzcyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb51e,R,"Crime, Drama, Mystery",Consenting Adults,movie,tt0104006,Matthew Chapman,99 min,"Kevin Kline, Mary Elizabeth Mastrantonio, Kevin Spacey, Rebecca Miller","5,295",English,USA,"21,591,728",16 Oct 1992,5.7,1 nomination.,N/A,True,Alan J. Pakula,http://ia.media-imdb.com/images/M/MV5BMTI0NTI5OTc5Nl5BMl5BanBnXkFtZTcwMDkyNTQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb51f,R,"Crime, Drama, Thriller",Raising Cain,movie,tt0105217,Brian De Palma,91 min,"John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen","9,638","English, Spanish",USA,"21,370,057",07 Aug 1992,6.0,3 nominations.,N/A,True,Brian De Palma,http://ia.media-imdb.com/images/M/MV5BMTcyMTUzMTYxOV5BMl5BanBnXkFtZTcwOTk3MjYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb520,PG,"Comedy, Drama, Romance",Straight Talk,movie,tt0105481,"Craig Bolotin (story, Craig Bolotin (screenplay, Patricia Resnick (screenplay)",91 min,"Dolly Parton, James Woods, Griffin Dunne, Michael Madsen","2,638",English,USA,"21,202,099",03 Apr 1992,5.6,N/A,N/A,True,Barnet Kellman,http://ia.media-imdb.com/images/M/MV5BMTY2NjI1OTI0M15BMl5BanBnXkFtZTcwMDUyNTUyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb521,PG-13,"Action, Comedy, Crime",Kuffs,movie,tt0104647,"Bruce A. Evans, Raynold Gideon",102 min,"Christian Slater, Milla Jovovich, Ric Roman Waugh, Steve Holladay","7,695",English,USA,"21,142,815",10 Jan 1992,5.8,1 win & 1 nomination.,N/A,True,Bruce A. Evans,http://ia.media-imdb.com/images/M/MV5BMTg1NTE0OTE4MV5BMl5BanBnXkFtZTcwNzU4NDYxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb522,PG-13,"Comedy, Romance, Sport",Mr. Baseball,movie,tt0104926,"Theo Pelletier (story, John Junkerman (story, Gary Ross (screenplay, Kevin Wade (screenplay, Monte Merrick (screenplay)",108 min,"Tom Selleck, Ken Takakura, Aya Takanashi, Dennis Haysbert","7,827","English, Japanese","USA, Japan","20,883,046",02 Oct 1992,5.8,1 nomination.,N/A,True,Fred Schepisi,http://ia.media-imdb.com/images/M/MV5BMTUyNzQ4Mjc2NF5BMl5BanBnXkFtZTcwMjY5MDEzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb523,R,"Action, Crime, Drama",Juice,movie,tt0104573,"Ernest R. Dickerson (story, Gerard Brown (screenplay, Ernest R. Dickerson (screenplay)",95 min,"Omar Epps, Tupac Shakur, Jermaine 'Huggy' Hopkins, Khalil Kain","15,813",English,USA,"20,146,880",17 Jan 1992,7.1,1 nomination.,60,True,Ernest R. Dickerson,http://ia.media-imdb.com/images/M/MV5BMTI2MTg1OTg1OF5BMl5BanBnXkFtZTcwNDk0NjMyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb524,PG-13,"Comedy, Fantasy, Romance",Prelude to a Kiss,movie,tt0105165,"Craig Lucas (play, Craig Lucas (screenplay)",105 min,"Alec Baldwin, Meg Ryan, Kathy Bates, Ned Beatty","6,347","English, Dutch",USA,"20,006,730",10 Jul 1992,5.6,N/A,N/A,True,Norman René,http://ia.media-imdb.com/images/M/MV5BMTQ1MTk5NTc5MV5BMl5BanBnXkFtZTYwMjA3ODY4._V1_SX300.jpg
56fbc16471a06513d47fb525,PG-13,"Comedy, Drama, Romance",Hero,movie,tt0104412,"Laura Ziskin (story, Alvin Sargent (story, David Webb Peoples (story, David Webb Peoples (screenplay)",119 min,"Dustin Hoffman, Geena Davis, Andy Garcia, Joan Cusack","17,380",English,USA,"19,487,173",02 Oct 1992,6.5,N/A,N/A,True,Stephen Frears,http://ia.media-imdb.com/images/M/MV5BMTU5ODg4MDMxOV5BMl5BanBnXkFtZTcwMjQ4NzEyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb526,PG-13,"Comedy, Drama, Romance",Singles,movie,tt0105415,Cameron Crowe,99 min,"Bridget Fonda, Campbell Scott, Kyra Sedgwick, Sheila Kelley","22,014",English,USA,"18,472,850",18 Sep 1992,6.7,1 nomination.,N/A,True,Cameron Crowe,http://ia.media-imdb.com/images/M/MV5BMjA2MDUzMTA2MV5BMl5BanBnXkFtZTcwMTExNzkxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb527,PG-13,"Comedy, Drama, Romance",Used People,movie,tt0105706,"Todd Graff (plays, Todd Graff (screenplay)",115 min,"Shirley MacLaine, Marcello Mastroianni, Bob Dishy, Kathy Bates","1,143",English,"USA, Japan","17,957,265",22 Jan 1993,6.0,Nominated for 2 Golden Globes. Another 2 nominations.,N/A,True,Beeban Kidron,http://ia.media-imdb.com/images/M/MV5BMTcxMTA4NjY2Ml5BMl5BanBnXkFtZTYwMjE1ODg4._V1_SX300.jpg
56fbc16471a06513d47fb528,PG,"Biography, Drama, Sport",The Babe,movie,tt0103747,John Fusco,115 min,"John Goodman, Kelly McGillis, Trini Alvarado, Bruce Boxleitner","7,383",English,USA,"17,530,973",17 Apr 1992,5.8,1 nomination.,N/A,True,Arthur Hiller,http://ia.media-imdb.com/images/M/MV5BMjA0ODY2ODI3Nl5BMl5BanBnXkFtZTcwOTEzMTcyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb529,R,"Action, Crime, Sci-Fi",Freejack,movie,tt0104299,"Robert Sheckley (novel, Steven Pressfield (screen story, Ronald Shusett (screen story, Steven Pressfield (screenplay, Ronald Shusett (screenplay, Dan Gilroy (screenplay)",110 min,"Emilio Estevez, Mick Jagger, Rene Russo, Anthony Hopkins","12,039",English,USA,"17,129,000",17 Jan 1992,5.3,3 nominations.,N/A,True,Geoff Murphy,http://ia.media-imdb.com/images/M/MV5BMTM1NjUxOTg5OF5BMl5BanBnXkFtZTcwNjMxNTIyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb52a,R,"Action, Fantasy, Horror",Pet Sematary II,movie,tt0105128,Richard Outten,100 min,"Edward Furlong, Anthony Edwards, Clancy Brown, Jared Rushton","13,062",English,USA,"17,092,453",28 Aug 1992,4.7,3 nominations.,N/A,True,Mary Lambert,http://ia.media-imdb.com/images/M/MV5BMjE4NjkxMTMxMV5BMl5BanBnXkFtZTYwMTgzNzU5._V1_SX300.jpg
56fbc16471a06513d47fb52b,R,"Action, Crime, Thriller",Deep Cover,movie,tt0104073,"Michael Tolkin (story, Michael Tolkin (screenplay, Henry Bean (screenplay)",107 min,"Lira Angel, René Assa, Bruce Paul Barbour, Bilal Bashir","6,422",English,USA,"16,639,799",15 Apr 1992,6.9,4 nominations.,N/A,True,Bill Duke,http://ia.media-imdb.com/images/M/MV5BMTY1NDk4NjQ4M15BMl5BanBnXkFtZTcwMzc1NTYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb52c,PG-13,"Action, Comedy, Fantasy",Buffy the Vampire Slayer,movie,tt0103893,Joss Whedon,86 min,"Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer","31,558",English,USA,"16,624,456",31 Jul 1992,5.5,1 nomination.,48,True,Fran Rubel Kuzui,http://ia.media-imdb.com/images/M/MV5BMTIxMTkyNTc2MF5BMl5BanBnXkFtZTcwMDQ4ODAwMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb52d,PG,"Drama, Music, Romance",Pure Country,movie,tt0105191,Rex McGee,112 min,"George Strait, Lesley Ann Warren, Isabel Glasser, Kyle Chandler","2,821",English,USA,"15,164,458",23 Oct 1992,6.9,N/A,N/A,True,Christopher Cain,http://ia.media-imdb.com/images/M/MV5BMTI4OTQzOTU2MV5BMl5BanBnXkFtZTcwMjE0NDUyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb52e,PG-13,"Comedy, Sport",Ladybugs,movie,tt0104670,Curtis Burch,90 min,"Rodney Dangerfield, Jackée Harry, Jonathan Brandis, Ilene Graff","6,617",English,USA,"14,796,494",27 Mar 1992,5.2,3 nominations.,N/A,True,Sidney J. Furie,http://ia.media-imdb.com/images/M/MV5BMjE5MDc1Mjc0M15BMl5BanBnXkFtZTcwNjEyOTIzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb52f,PG-13,Drama,School Ties,movie,tt0105327,"Dick Wolf (story, Dick Wolf (screenplay, Darryl Ponicsan (screenplay)",106 min,"Brendan Fraser, Matt Damon, Chris O'Donnell, Randall Batinkoff","17,488","English, Hebrew, French",USA,"14,715,067",18 Sep 1992,6.9,3 nominations.,N/A,True,Robert Mandel,http://ia.media-imdb.com/images/M/MV5BMzAzODQ1NzczMV5BMl5BanBnXkFtZTcwNjc1ODIyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb530,PG-13,Drama,City of Joy,movie,tt0103976,"Dominique Lapierre (book, Mark Medoff (screenplay)",132 min,"Patrick Swayze, Om Puri, Pauline Collins, Shabana Azmi","3,879",English,"France, UK","14,683,921",17 Apr 1992,6.4,1 nomination.,N/A,True,Roland Joffé,http://ia.media-imdb.com/images/M/MV5BMTU1NDU4MjM4NF5BMl5BanBnXkFtZTcwOTcyNDYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb531,PG-13,"Comedy, Romance, Sci-Fi",Memoirs of an Invisible Man,movie,tt0104850,"H.F. Saint (book, Robert Collector (screenplay, Dana Olsen (screenplay, William Goldman (screenplay)",99 min,"Chevy Chase, Daryl Hannah, Sam Neill, Michael McKean","16,864",English,"USA, France","14,358,033",28 Feb 1992,5.9,5 nominations.,N/A,True,John Carpenter,http://ia.media-imdb.com/images/M/MV5BMTYzNjYzMzQzN15BMl5BanBnXkFtZTcwOTQ3ODQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb532,R,"Action, Crime, Drama",Rapid Fire,movie,tt0105219,"Cindy Cirile (story, Alan B. McElroy (story, Alan B. McElroy (screenplay)",95 min,"Brandon Lee, Powers Boothe, Nick Mancuso, Raymond J. Barry","6,153","English, Cantonese",USA,"14,356,479",21 Aug 1992,6.3,N/A,N/A,True,Dwight H. Little,http://ia.media-imdb.com/images/M/MV5BMTYxMTI5MDQ0Ml5BMl5BanBnXkFtZTcwMTI4MTAyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb533,PG-13,"Animation, Comedy, Fantasy",Cool World,movie,tt0104009,"Michael Grais, Mark Victor",102 min,"Kim Basinger, Gabriel Byrne, Brad Pitt, Michele Abrams","16,315",English,USA,"14,110,600",10 Jul 1992,4.8,2 nominations.,28,True,Ralph Bakshi,http://ia.media-imdb.com/images/M/MV5BMTIxNDcxMDAwOV5BMl5BanBnXkFtZTcwODQ5ODMyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb534,R,"Comedy, Drama",Mr. Saturday Night,movie,tt0104928,"Billy Crystal, Lowell Ganz, Babaloo Mandel",119 min,"Billy Crystal, David Paymer, Julie Warner, Helen Hunt","3,774",English,USA,"13,351,357",25 Sep 1992,5.8,Nominated for 1 Oscar. Another 6 nominations.,N/A,True,Billy Crystal,http://ia.media-imdb.com/images/M/MV5BMTIwNTIzMDg3NF5BMl5BanBnXkFtZTcwMjgzODEyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb535,PG-13,Comedy,Class Act,movie,tt0103978,"Michael Swerdlick (story, Wayne Allan Rice (story, Richard Brenne (story, John Semper (screenplay, Cynthia Friedlob (screenplay)",98 min,"Christopher Reid, Christopher Martin, Andre Rosey Brown, Meshach Taylor","3,897",English,USA,"13,272,113",05 Jun 1992,5.9,N/A,N/A,True,Randall Miller,http://ia.media-imdb.com/images/M/MV5BMjEyNDUxMzYzNV5BMl5BanBnXkFtZTYwNzU5MTk5._V1_SX300.jpg
56fbc16471a06513d47fb536,R,"Action, Thriller",Trespass,movie,tt0105636,"Bob Gale, Robert Zemeckis",101 min,"Bill Paxton, Ice-T, William Sadler, Ice Cube","7,334",English,USA,"13,747,138",25 Dec 1992,6.2,N/A,N/A,True,Walter Hill,http://ia.media-imdb.com/images/M/MV5BNjM2MjIzOTMzNl5BMl5BanBnXkFtZTgwNTY1NDkwMzE@._V1_SX300.jpg
56fbc16471a06513d47fb537,R,"Biography, Crime, Drama",American Me,movie,tt0103671,"Floyd Mutrux (story, Floyd Mutrux (screenplay, Desmond Nakano (screenplay)",125 min,"Sal Lopez, Vira Montes, Roberto Martín Márquez, Dyana Ortelli","5,633",English,USA,"13,086,430",13 Mar 1992,7.2,1 nomination.,66,True,Edward James Olmos,http://ia.media-imdb.com/images/M/MV5BMjEzMDUzNTQxNV5BMl5BanBnXkFtZTcwNTMxMjcyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb538,R,Horror,Hellraiser III: Hell on Earth,movie,tt0104409,"Clive Barker (characters, Peter Atkins (story, Tony Randel (story, Peter Atkins (screenplay)",93 min,"Kevin Bernhardt, Lawrence Mortorff, Terry Farrell, Ken Carpenter","19,501",English,"USA, Canada","12,534,961",11 Sep 1992,5.4,1 win & 6 nominations.,N/A,True,Anthony Hickox,http://ia.media-imdb.com/images/M/MV5BMTk2Mzk0OTIxOV5BMl5BanBnXkFtZTcwOTU5MzA0MQ@@._V1_SX300.jpg
56fbc16471a06513d47fb539,PG-13,"Crime, Drama, Romance",A Stranger Among Us,movie,tt0105483,Robert J. Avrech,110 min,"Melanie Griffith, Eric Thal, John Pankow, Tracy Pollan","2,670","English, Yiddish, Hebrew",USA,"12,282,994",17 Jul 1992,5.7,1 win & 3 nominations.,N/A,True,Sidney Lumet,http://ia.media-imdb.com/images/M/MV5BMTI3MTI4NjQ4MF5BMl5BanBnXkFtZTcwMTUyNzkxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb53a,R,"Crime, Drama, Mystery",Jennifer 8,movie,tt0104549,Bruce Robinson,124 min,"Andy Garcia, Lance Henriksen, Uma Thurman, Graham Beckel","11,891",English,USA,"11,390,479",06 Nov 1992,6.2,5 wins.,N/A,True,Bruce Robinson,http://ia.media-imdb.com/images/M/MV5BMTgxMTk3NTc1OV5BMl5BanBnXkFtZTcwMTc5NzMyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb53b,R,"Drama, Mystery, Thriller",Whispers in the Dark,movie,tt0105811,Christopher Crowe,103 min,"Annabella Sciorra, Jamey Sheridan, Anthony LaPaglia, Jill Clayburgh","1,561",English,USA,"11,124,511",07 Aug 1992,5.5,1 nomination.,N/A,True,Christopher Crowe,http://ia.media-imdb.com/images/M/MV5BMTI2Nzk4NjMyMV5BMl5BanBnXkFtZTcwOTA4ODYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb53c,PG,"Comedy, Fantasy",Stay Tuned,movie,tt0105466,"Tom S. Parker (screenplay, Jim Jennewein (screenplay, Tom S. Parker (story, Jim Jennewein (story, Richard Siegel (story)",88 min,"John Ritter, Pam Dawber, Jeffrey Jones, David Tom","8,187",English,USA,"10,736,401",14 Aug 1992,6.0,2 nominations.,N/A,True,Peter Hyams,http://ia.media-imdb.com/images/M/MV5BOTUzMTAxMjQ1NV5BMl5BanBnXkFtZTYwMzM0MDk5._V1_SX300.jpg
56fbc16471a06513d47fb53d,R,Drama,Glengarry Glen Ross,movie,tt0104348,"David Mamet (play, David Mamet (screenplay)",100 min,"Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin","73,286",English,USA,"10,725,228",02 Oct 1992,7.8,Nominated for 1 Oscar. Another 5 wins & 7 nominations.,80,True,James Foley,http://ia.media-imdb.com/images/M/MV5BMTM5MjYyNTQ5MF5BMl5BanBnXkFtZTgwMDM1MzcxMTE@._V1_SX300.jpg
56fbc16471a06513d47fb53e,R,"Comedy, Drama, Romance",Husbands and Wives,movie,tt0104466,Woody Allen,103 min,"Nick Metropolis, Woody Allen, Mia Farrow, Sydney Pollack","20,903",English,USA,"10,555,619",18 Sep 1992,7.6,Nominated for 2 Oscars. Another 11 wins & 9 nominations.,N/A,True,Woody Allen,http://ia.media-imdb.com/images/M/MV5BMTQ0OTUwNTQwM15BMl5BanBnXkFtZTYwNzMxMjU5._V1_SX300.jpg
56fbc16471a06513d47fb53f,PG-13,"Biography, Comedy, Drama",Chaplin,movie,tt0103939,"David Robinson (book, Charles Chaplin (book, Diana Hawkins (story, William Boyd (screenplay, Bryan Forbes (screenplay, William Goldman (screenplay)",143 min,"Robert Downey Jr., Geraldine Chaplin, Paul Rhys, John Thaw","41,519",English,"USA, Japan, France, Italy","9,493,259",08 Jan 1993,7.6,Nominated for 3 Oscars. Another 3 wins & 11 nominations.,N/A,True,Richard Attenborough,http://ia.media-imdb.com/images/M/MV5BMTQzNjMyOTAwMV5BMl5BanBnXkFtZTcwMjU4MjY5MQ@@._V1_SX300.jpg
56fbc16471a06513d47fb540,R,"Action, Crime, Drama",White Sands,movie,tt0105813,Daniel Pyne,101 min,"Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson","5,449",English,USA,"9,011,574",24 Apr 1992,6.0,N/A,N/A,True,Roger Donaldson,http://ia.media-imdb.com/images/M/MV5BMTk0MTgwNDM4N15BMl5BanBnXkFtZTcwNDY5MDMyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb541,PG,"Comedy, Crime, Mystery",Once Upon a Crime...,movie,tt0101625,"Rodolfo Sonego (story, Rodolfo Sonego (earlier screenplay, Giorgio Arlorio (earlier screenplay, Stefano Strucchi (earlier screenplay, Luciano Vincenzoni (earlier screenplay, Charles Shyer (screenplay, Nancy Meyers (screenplay, Steve Kluger (screenplay)",94 min,"John Candy, James Belushi, Cybill Shepherd, Sean Young","2,781",English,"Germany, USA","8,700,000",06 Mar 1992,5.8,1 nomination.,N/A,True,Eugene Levy,http://ia.media-imdb.com/images/M/MV5BMTU0OTIxMjI4OF5BMl5BanBnXkFtZTcwOTIwOTc2NA@@._V1_SX300.jpg
56fbc16471a06513d47fb542,PG-13,"Animation, Comedy, Fantasy",Bébé's Kids,movie,tt0103783,"Robin Harris (characters, Reginald Hudlin (screenplay)",72 min,"Robin Harris, Faizon Love, Vanessa Bell Calloway, Wayne Collins","3,139",English,USA,"8,442,162",31 Jul 1992,5.4,1 win & 1 nomination.,N/A,True,Bruce W. Smith,http://ia.media-imdb.com/images/M/MV5BMTIwMDAzNTA2NF5BMl5BanBnXkFtZTcwNzc1NTYyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb543,R,"Comedy, Drama, Horror",Dr. Giggles,movie,tt0104139,"Manny Coto, Graeme Whifler",95 min,"Larry Drake, Holly Marie Combs, Cliff De Young, Glenn Quinn","4,160",English,"USA, Japan","8,403,433",23 Oct 1992,5.0,1 win & 1 nomination.,N/A,True,Manny Coto,http://ia.media-imdb.com/images/M/MV5BMTkyMDAxNTYxN15BMl5BanBnXkFtZTcwNzg0MTQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb544,PG-13,"Adventure, Biography, Drama",Christopher Columbus: The Discovery,movie,tt0103962,"Mario Puzo (story, John Briley (screenplay, Cary Bates (screenplay, Mario Puzo (screenplay)",120 min,"Marlon Brando, Tom Selleck, Georges Corraface, Rachel Ward","2,274",English,"UK, USA, Spain","8,251,071",21 Aug 1992,4.4,1 win & 6 nominations.,N/A,True,John Glen,http://ia.media-imdb.com/images/M/MV5BMTY5Nzk3OTM1MF5BMl5BanBnXkFtZTYwNTEwMjk5._V1_SX300.jpg
56fbc16471a06513d47fb545,R,"Drama, Romance",Damage,movie,tt0104237,"David Hare (screenplay, Josephine Hart (novel)",111 min,"Jeremy Irons, Juliette Binoche, Miranda Richardson, Rupert Graves","11,765","English, French, German, Italian","UK, France","7,532,911",22 Jan 1993,6.9,Nominated for 1 Oscar. Another 6 wins & 4 nominations.,N/A,True,Louis Malle,http://ia.media-imdb.com/images/M/MV5BMTUxNDkwMjg2MV5BMl5BanBnXkFtZTcwNTIyMzMzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb546,PG-13,"Drama, Musical",Sarafina!,movie,tt0105316,"Mbongeni Ngema (play, Mbongeni Ngema (screenplay, William Nicholson (screenplay)",117 min,"Leleti Khumalo, Whoopi Goldberg, Miriam Makeba, John Kani","1,448","English, Zulu","South Africa, UK, France, USA","7,306,242",25 Sep 1992,6.4,3 nominations.,N/A,True,Darrell Roodt,http://ia.media-imdb.com/images/M/MV5BMTU5ODI3MzM3NF5BMl5BanBnXkFtZTcwOTcwNDcxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb547,PG-13,"Adventure, Biography, Drama",1492: Conquest of Paradise,movie,tt0103594,Rose Bosch (scenario),154 min,"Gérard Depardieu, Armand Assante, Sigourney Weaver, Loren Dean","21,901",English,"France, Spain","7,191,399",09 Oct 1992,6.5,Nominated for 1 Golden Globe. Another 1 nomination.,N/A,True,Ridley Scott,http://ia.media-imdb.com/images/M/MV5BMTIyNzQ3MzQ4NF5BMl5BanBnXkFtZTcwMDgzMTQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb548,R,"Drama, Music",The Mambo Kings,movie,tt0104802,"Oscar Hijuelos (novel, Cynthia Cidre (screenplay)",104 min,"Pablo Calogero, Scott Cohen, Mario Grillo, Ralph Irizarry","4,138","English, Spanish","France, USA","6,742,168",28 Feb 1992,6.4,Nominated for 1 Oscar. Another 5 nominations.,N/A,True,Arne Glimcher,http://ia.media-imdb.com/images/M/MV5BMjA5MDc1OTM0NF5BMl5BanBnXkFtZTcwNDcyMzAzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb549,R,"Drama, Comedy",Article 99,movie,tt0101371,Ron Cutler,100 min,"Ray Liotta, Kiefer Sutherland, Forest Whitaker, Lea Thompson","2,419",English,USA,"6,375,979",13 Mar 1992,6.0,N/A,N/A,True,Howard Deutch,http://ia.media-imdb.com/images/M/MV5BMjE4MjA2OTIwMV5BMl5BanBnXkFtZTcwMjc4NzUyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb54a,R,"Comedy, Crime, Drama",Night and the City,movie,tt0105001,"Gerald Kersh (novel, Richard Price (screenplay)",105 min,"Robert De Niro, Jessica Lange, Cliff Gorman, Alan King","3,649",English,USA,"6,202,756",23 Oct 1992,5.9,N/A,N/A,True,Irwin Winkler,http://ia.media-imdb.com/images/M/MV5BMTM5MzU3MDU3OF5BMl5BanBnXkFtZTcwNDA0NDMzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb54b,PG-13,"Comedy, Drama",Folks!,movie,tt0104283,Robert Klane,107 min,"Tom Selleck, Don Ameche, Anne Jackson, Christine Ebersole","1,980",English,USA,"6,132,924",01 May 1992,5.5,1 nomination.,N/A,True,Ted Kotcheff,http://ia.media-imdb.com/images/M/MV5BMTc4NzM0MzE5M15BMl5BanBnXkFtZTcwMzE5ODIzMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb54c,PG-13,"Drama, Romance",Indochine,movie,tt0104507,"Erik Orsenna, Louis Gardel, Catherine Cohen (original scenario & adaptation and dialogue, Régis Wargnier",159 min,"Catherine Deneuve, Vincent Perez, Linh Dan Pham, Jean Yanne","7,159","French, Vietnamese",France,"5,734,232",23 Dec 1992,7.1,Won 1 Oscar. Another 10 wins & 11 nominations.,N/A,True,Régis Wargnier,http://ia.media-imdb.com/images/M/MV5BMTM1MTkzNzA3NF5BMl5BanBnXkFtZTYwNTI2MzU5._V1_SX300.jpg
56fbc16471a06513d47fb54d,PG-13,"Action, Drama, Sport",Wind,movie,tt0105824,"Jeff Benjamin (story, Roger Vaughan (story, Kimball Livingston (story, Rudy Wurlitzer (screenplay, Mac Gudgeon (screenplay)",126 min,"Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson","1,970",English,USA,"5,519,569",11 Sep 1992,6.5,N/A,N/A,True,Carroll Ballard,http://ia.media-imdb.com/images/M/MV5BMTc5MDg0ODAwNl5BMl5BanBnXkFtZTcwOTUxMzQyMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb54e,PG-13,Drama,Of Mice and Men,movie,tt0105046,"John Steinbeck (novel, Horton Foote (screenplay)",115 min,"John Malkovich, Gary Sinise, Ray Walston, Casey Siemaszko","31,140",English,USA,"5,101,632",02 Oct 1992,7.5,1 nomination.,N/A,True,Gary Sinise,http://ia.media-imdb.com/images/M/MV5BMTg0ODE2MTg2OF5BMl5BanBnXkFtZTcwNTI5MDQ2NA@@._V1_SX300.jpg
56fbc16471a06513d47fb54f,R,"Action, Crime, Horror",Split Second,movie,tt0105459,Gary Scott Thompson,90 min,"Rutger Hauer, Kim Cattrall, Alastair Duncan, Michael J. Pollard","8,054",English,UK,"5,430,822",01 May 1992,6.2,N/A,N/A,True,Tony Maylam,http://ia.media-imdb.com/images/M/MV5BMTMyNjYxNjkxNV5BMl5BanBnXkFtZTYwNDQ5NTA5._V1_SX300.jpg
56fbc16471a06513d47fb550,R,"Action, Comedy, Crime",Innocent Blood,movie,tt0104511,Michael Wolk,112 min,"Anne Parillaud, David Proval, Rocco Sisto, Chazz Palminteri","7,247",English,USA,"4,972,818",25 Sep 1992,6.2,3 nominations.,N/A,True,John Landis,http://ia.media-imdb.com/images/M/MV5BMjA2OTk1MTUxOV5BMl5BanBnXkFtZTcwNTU4MjgxMQ@@._V1_SX300.jpg
56fbc16471a06513d47fb551,PG-13,"Drama, Romance",The Playboys,movie,tt0105150,"Shane Connaughton, Kerry Crabbe",117 min,"Albert Finney, Aidan Quinn, Robin Wright, Milo O'Shea",845,English,"USA, UK, Ireland","4,906,900",22 Apr 1992,6.4,1 win.,N/A,True,Gillies MacKinnon,http://ia.media-imdb.com/images/M/MV5BMTQ0NDE5NDI2OF5BMl5BanBnXkFtZTcwNjQ4MTUyMQ@@._V1_SX300.jpg
