_id,Genre,Runtime,Awards,Director,Language,Actors,imdbRating,Country,Response,Metascore,Writer,Poster,imdbID,Box_office,Rated,Title,Type,Released,imdbVotes
57076f1171a065033c87abb6,"Action, Crime, Thriller",98 min,3 wins & 7 nominations.,John Moore,"English, Russian, Hindi","Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",5.3,USA,True,28,"Skip Woods, Roderick Thorp (certain original characters by)",http://ia.media-imdb.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,tt1606378,"67,344,392",R,A Good Day to Die Hard,movie,14 Feb 2013,"160,975"
57076f1171a065033c87abb7,"Comedy, Horror, Romance",98 min,1 win & 9 nominations.,Jonathan Levine,English,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry",6.9,"USA, Canada",True,59,"Jonathan Levine (screenplay, Isaac Marion (novel)","http://ia.media-imdb.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43,43.16667175292969,1298,1960.9999542236328_SX89_AL_.jpg_V1_SX300.jpg",tt1588173,"66,359,959",PG-13,Warm Bodies,movie,01 Feb 2013,"178,981"
57076f1171a065033c87abb8,"Adventure, Fantasy",114 min,1 win & 4 nominations.,Bryan Singer,English,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci",6.3,USA,True,51,"Darren Lemke (screenplay, Christopher McQuarrie (screenplay, Dan Studney (screenplay, Darren Lemke (story, David Dobkin (story)",http://ia.media-imdb.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg,tt1351685,"65,171,860",PG-13,Jack the Giant Slayer,movie,01 Mar 2013,"103,093"
57076f1171a065033c87abb9,"Horror, Thriller",85 min,1 win & 6 nominations.,James DeMonaco,English,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane",5.6,"USA, France",True,41,James DeMonaco,http://ia.media-imdb.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_SX300.jpg,tt2184339,"64,423,650",R,The Purge,movie,07 Jun 2013,"127,894"
57076f1171a065033c87abba,"Comedy, Romance",105 min,4 wins.,Jon Turteltaub,English,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline",6.6,USA,True,48,Dan Fogelman,http://ia.media-imdb.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_SX300.jpg,tt1204975,"63,910,583",PG-13,Last Vegas,movie,01 Nov 2013,"103,272"
57076f1171a065033c87abbb,"Action, Sci-Fi",114 min,1 win & 6 nominations.,Gavin Hood,English,"Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin",6.7,USA,True,51,"Gavin Hood (screenplay, Orson Scott Card (based on the book Ender's Game by)",http://ia.media-imdb.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_SX300.jpg,tt1731141,"61,656,849",PG-13,Ender's Game,movie,01 Nov 2013,"178,903"
57076f1171a065033c87abbc,"Crime, Drama, Mystery",153 min,Nominated for 1 Oscar. Another 10 wins & 33 nominations.,Denis Villeneuve,English,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello",8.1,USA,True,74,Aaron Guzikowski,http://ia.media-imdb.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg,tt1392214,"60,962,878",R,Prisoners,movie,20 Sep 2013,"363,183"
57076f1171a065033c87abbd,"Action, Adventure, Sci-Fi",100 min,3 wins & 7 nominations.,M. Night Shyamalan,English,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",4.9,USA,True,33,"Gary Whitta (screenplay, M. Night Shyamalan (screenplay, Will Smith (story)",http://ia.media-imdb.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg,tt1815862,"60,522,097",PG-13,After Earth,movie,31 May 2013,"154,681"
57076f1171a065033c87abbe,"Adventure, Comedy, Drama",114 min,5 wins & 14 nominations.,Ben Stiller,"English, Spanish, Icelandic","Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",7.3,"USA, UK, Canada, Australia",True,54,"Steve Conrad (screenplay, Steve Conrad (screen story by, James Thurber (based on the short story by)",http://ia.media-imdb.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_SX300.jpg,tt0359950,"58,229,120",PG,The Secret Life of Walter Mitty,movie,25 Dec 2013,"227,318"
57076f1171a065033c87abbf,"Animation, Adventure, Comedy",89 min,1 win.,Cal Brunker,English,"Brendan Fraser, Rob Corddry, Ricky Gervais, Jonathan Morgan Heit",6.0,"USA, Canada",True,35,"Bob Barlen, Cal Brunker, Tony Leech (story, Cory Edwards (story, Stephen Fry (additional story material)",http://ia.media-imdb.com/images/M/MV5BMTQyMTk4NjkyMl5BMl5BanBnXkFtZTcwMzA2OTY4OA@@._V1_SX300.jpg,tt0765446,"57,011,847",PG,Escape from Planet Earth,movie,15 Feb 2013,"19,947"
57076f1171a065033c87abc0,"Biography, Drama, History",134 min,Won 3 Oscars. Another 231 wins & 305 nominations.,Steve McQueen,English,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt",8.1,"USA, UK",True,97,"John Ridley (screenplay, Solomon Northup (based on \",http://ia.media-imdb.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,tt2024544,"56,667,870",R,12 Years a Slave,movie,08 Nov 2013,"417,278"
57076f1171a065033c87abc1,"Animation, Adventure, Comedy",91 min,2 nominations.,Jimmy Hayward,English,"Owen Wilson, Woody Harrelson, Amy Poehler, George Takei",5.9,USA,True,38,"Scott Mosier (screenplay, Jimmy Hayward (screenplay, David I. Stern (story, John J. Strauss (story)",http://ia.media-imdb.com/images/M/MV5BNjE0NjIwMzAwOF5BMl5BanBnXkFtZTgwOTIyMzMzMDE@._V1_SX300.jpg,tt1621039,"55,747,724",PG,Free Birds,movie,01 Nov 2013,"17,558"
57076f1171a065033c87abc2,"Action, Comedy, Crime",116 min,3 nominations.,Dean Parisot,"English, Russian, French, Persian, Korean","Bruce Willis, John Malkovich, Mary-Louise Parker, Helen Mirren",6.7,"USA, France, Canada",True,47,"Jon Hoeber, Erich Hoeber, Warren Ellis (characters, Cully Hamner (characters)",http://ia.media-imdb.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_SX300.jpg,tt1821694,"53,215,979",PG-13,RED 2,movie,19 Jul 2013,"120,552"
57076f1171a065033c87abc3,"Comedy, Drama",100 min,1 win & 6 nominations.,Tyler Perry,English,"Tyler Perry, Anna Maria Horsford, Tika Sumpter, Eric Lively",4.6,USA,True,28,"Tyler Perry (screenplay, Tyler Perry (based on the stage play \",http://ia.media-imdb.com/images/M/MV5BMjIwNjA3OTM4NF5BMl5BanBnXkFtZTgwOTA0MjM2MDE@._V1_SX300.jpg,tt2609758,"52,528,330",PG-13,Tyler Perry's A Madea Christmas,movie,13 Dec 2013,"4,146"
57076f1171a065033c87abc4,"Crime, Thriller",94 min,1 win & 10 nominations.,Brad Anderson,English,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund",6.7,USA,True,51,"Richard D'Ovidio (screenplay, Richard D'Ovidio (story, Nicole D'Ovidio (story, Jon Bokenkamp (story)",http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,tt1911644,"51,872,378",R,The Call,movie,15 Mar 2013,"85,194"
57076f1171a065033c87abc5,"Action, Crime, Drama",113 min,4 nominations.,Ruben Fleischer,English,"Sean Penn, Holt McCallany, Wade Williams, James Landry Hébert",6.8,USA,True,40,"Will Beall, Paul Lieberman (book)",http://ia.media-imdb.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg,tt1321870,"45,996,718",R,Gangster Squad,movie,11 Jan 2013,"170,278"
57076f1171a065033c87abc6,"Documentary, Short",N/A,N/A,Laurent Bouzereau,English,"Graham D. Clark, Kathleen Kennedy, Steven Spielberg",7.1,USA,True,N/A,N/A,N/A,tt3206598,,N/A,The World of Jurassic Park 3D,movie,23 Apr 2013,7
57076f1171a065033c87abc7,Comedy,119 min,1 nomination.,Shawn Levy,"English, Tagalog, Cantonese, Mandarin, Spanish","Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",6.3,USA,True,42,"Vince Vaughn (screenplay, Jared Stern (screenplay, Vince Vaughn (story)",http://ia.media-imdb.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_SX300.jpg,tt2234155,"44,665,963",PG-13,The Internship,movie,07 Jun 2013,"155,894"
57076f1171a065033c87abc8,"Comedy, Drama",122 min,5 wins & 2 nominations.,Eugenio Derbez,"Spanish, English","Andrés Vázquez, Hugo Stiglitz, Eugenio Derbez, Leia Freitas",7.6,Mexico,True,55,"Guillermo Ríos, Leticia López Margalli, Eugenio Derbez, Guillermo Ríos (story, Leticia López Margalli (story, Oscar Orlando Torres (story, Gustavo Rodríguez (story, David Hernández Miranda (story)",http://ia.media-imdb.com/images/M/MV5BMTUyNjI3ODI0N15BMl5BanBnXkFtZTcwMTQ1NTY5OQ@@._V1_SX300.jpg,tt2378281,"44,456,509",PG-13,Instructions Not Included,movie,06 Sep 2013,"21,213"
57076f1171a065033c87abc9,"Action, Drama, Thriller",112 min,1 nomination.,Ric Roman Waugh,"English, Spanish","Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon",6.5,"USA, United Arab Emirates",True,51,"Justin Haythe, Ric Roman Waugh",http://ia.media-imdb.com/images/M/MV5BNTM4MTYzNjA3Nl5BMl5BanBnXkFtZTcwMzcyNDA5OA@@._V1_SX300.jpg,tt0882977,"42,919,096",PG-13,Snitch,movie,22 Feb 2013,"62,934"
57076f1171a065033c87abca,"Action, Sci-Fi, Thriller",119 min,2 nominations.,David Twohy,English,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff",6.4,USA,True,49,"David Twohy, Jim Wheat (based on characters created by, Ken Wheat (based on characters created by)",http://ia.media-imdb.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX300.jpg,tt1411250,"41,997,790",R,Riddick,movie,06 Sep 2013,"121,547"
57076f1171a065033c87abcb,"Comedy, Fantasy",86 min,1 win & 1 nomination.,Michael Tiddes,"English, Spanish","Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner",5.1,USA,True,20,"Marlon Wayans, Rick Alvarez",http://ia.media-imdb.com/images/M/MV5BMTM1ODgyOTI0NF5BMl5BanBnXkFtZTcwODgyMDY3OA@@._V1_SX300.jpg,tt2734660,"40,041,683",R,A Haunted House,movie,11 Jan 2013,"33,569"
57076f1171a065033c87abcc,"Action, Adventure, Drama",128 min,5 nominations.,Carl Rinsch,"English, Japanese","Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",6.3,USA,True,28,"Chris Morgan (screenplay, Hossein Amini (screenplay, Chris Morgan (screen story by, Walter Hamada (screen story by)",http://ia.media-imdb.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,tt1335975,"38,297,305",PG-13,47 Ronin,movie,25 Dec 2013,"113,163"
57076f1171a065033c87abcd,Drama,121 min,Nominated for 2 Oscars. Another 15 wins & 60 nominations.,John Wells,English,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor",7.3,USA,True,58,"Tracy Letts (screenplay, Tracy Letts (play)",http://ia.media-imdb.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SX300.jpg,tt1322269,"37,738,400",R,August: Osage County,movie,10 Jan 2014,"65,193"
57076f1171a065033c87abce,"Biography, Drama",98 min,Nominated for 4 Oscars. Another 30 wins & 73 nominations.,Stephen Frears,English,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham",7.6,"UK, USA, France",True,76,"Steve Coogan (screenplay, Jeff Pope (screenplay, Martin Sixsmith (book)",http://ia.media-imdb.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_SX300.jpg,tt2431286,"37,707,719",PG-13,Philomena,movie,27 Nov 2013,"73,396"
57076f1171a065033c87abcf,"Animation, Adventure, Family",87 min,1 nomination.,"Barry Cook, Neil Nightingale",English,"Charlie Rowe, Karl Urban, Angourie Rice, John Leguizamo",5.2,"USA, UK, Australia",True,37,"John Collee (screenplay, Gerry Swallow (dialogue written by, David Skelly (additional story)",http://ia.media-imdb.com/images/M/MV5BMjE2OTc2MTk1Nl5BMl5BanBnXkFtZTgwNDg5NDU1MDE@._V1_SX300.jpg,tt1762399,"36,073,232",PG,Walking with Dinosaurs 3D,movie,20 Dec 2013,"8,686"
57076f1171a065033c87abd0,"Short, Comedy",3 min,N/A,Brett Juilly,English,"Laura Juilly, Luis Alvarez, Nathan Grealish, Brett Juilly",N/A,USA,True,N/A,Brett Juilly,N/A,tt4207012,,N/A,Carrie 2013 Official Parody: Where Mom Tries to Date!,movie,17 Oct 2013,N/A
57076f1171a065033c87abd1,"Horror, Thriller",92 min,2 wins & 7 nominations.,John Luessenhop,English,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood",4.8,USA,True,N/A,"Adam Marcus (screenplay, Debra Sullivan (screenplay, Kirsten McCallion (screenplay, Stephen Susco (story, Adam Marcus (story, Debra Sullivan (story, Kim Henkel (characters, Tobe Hooper (characters)",http://ia.media-imdb.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_SX300.jpg,tt1572315,"34,334,256",R,Texas Chainsaw 3D,movie,04 Jan 2013,"34,163"
57076f1171a065033c87abd2,"Action, Comedy, Fantasy",96 min,N/A,Robert Schwentke,English,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker",5.6,USA,True,25,"Phil Hay (screenplay, Matt Manfredi (screenplay, David Dobkin (story, Phil Hay (story, Matt Manfredi (story, Peter M. Lenkov (Dark Horse comic)",http://ia.media-imdb.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_SX300.jpg,tt0790736,"33,592,415",PG-13,R.I.P.D.,movie,19 Jul 2013,"88,467"
57076f1171a065033c87abd3,Drama,98 min,Won 1 Oscar. Another 51 wins & 73 nominations.,Woody Allen,English,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo",7.3,USA,True,78,Woody Allen,http://ia.media-imdb.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,tt2334873,"33,404,871",PG-13,Blue Jasmine,movie,23 Aug 2013,"144,213"
57076f1171a065033c87abd4,"Documentary, Comedy",75 min,1 win & 1 nomination.,"Leslie Small, Tim Story",English,"Kevin Hart, Harry Ratchford, Will 'Spank' Horton, Joey Wells",6.7,USA,True,53,Kevin Hart,http://ia.media-imdb.com/images/M/MV5BMTg4MjM2MjAxOF5BMl5BanBnXkFtZTcwMTAzOTEyOQ@@._V1_SX300.jpg,tt2609912,"32,230,907",R,Kevin Hart: Let Me Explain,movie,03 Jul 2013,"5,841"
57076f1171a065033c87abd5,Comedy,86 min,5 nominations.,"Malcolm D. Lee, David Zucker","English, Spanish, Latin","Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",3.5,USA,True,11,"David Zucker, Pat Proft",http://ia.media-imdb.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_SX300.jpg,tt0795461,"32,014,289",PG-13,Scary Movie 5,movie,12 Apr 2013,"48,764"
57076f1171a065033c87abd6,"Fantasy, Horror, Mystery",130 min,6 wins & 10 nominations.,Harald Zwart,English,"Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West",6.0,"USA, Germany, Canada",True,33,"Jessica Postigo (screenplay, Cassandra Clare (based on the novel by)",http://ia.media-imdb.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX300.jpg,tt1538403,"31,165,421",PG-13,The Mortal Instruments: City of Bones,movie,21 Aug 2013,"103,628"
57076f1171a065033c87abd7,"Comedy, Drama",105 min,N/A,Ken Scott,English,"Vince Vaughn, Chris Pratt, Cobie Smulders, Andrzej Blumenfeld",6.4,"USA, India",True,44,"Ken Scott (written for the screen by, Ken Scott (original screenplay \",http://ia.media-imdb.com/images/M/MV5BMjIxNjc2MzMzMl5BMl5BanBnXkFtZTgwMjA5NjM0MDE@._V1_SX300.jpg,tt2387559,"30,659,817",PG-13,Delivery Man,movie,22 Nov 2013,"57,155"
57076f1171a065033c87abd8,"Comedy, Sport",113 min,1 win & 1 nomination.,Peter Segal,English,"Jim Lampley, Sylvester Stallone, Robert De Niro, Rich Little",6.4,USA,True,35,"Tim Kelleher (screenplay, Rodney Rothman (screenplay, Tim Kelleher (story)",http://ia.media-imdb.com/images/M/MV5BMTY3NTkxMTgzNV5BMl5BanBnXkFtZTgwNjg0MzE2MDE@._V1_SX300.jpg,tt1661382,"29,802,761",PG-13,Grudge Match,movie,25 Dec 2013,"44,672"
57076f1171a065033c87abd9,"Documentary, Music",92 min,1 nomination.,Morgan Spurlock,"English, Portuguese","Niall Horan, Zayn Malik, Liam Payne, Harry Styles",4.1,USA,True,49,N/A,http://ia.media-imdb.com/images/M/MV5BMTk5NTIxNzg3Nl5BMl5BanBnXkFtZTcwMzc5MDE0OQ@@._V1_SX300.jpg,tt2515086,"28,873,374",PG,One Direction: This Is Us,movie,30 Aug 2013,"21,965"
57076f1171a065033c87abda,"Action, Comedy, Crime",103 min,1 win & 6 nominations.,Jeff Wadlow,English,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee",6.6,"USA, UK, Japan",True,41,"Jeff Wadlow (screenplay, Mark Millar (comic book, John Romita Jr. (comic book)",http://ia.media-imdb.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,tt1650554,"28,751,715",R,Kick-Ass 2,movie,16 Aug 2013,"194,103"
57076f1171a065033c87abdb,"Biography, Drama",117 min,Won 3 Oscars. Another 79 wins & 77 nominations.,Jean-Marc Vallée,"English, Japanese","Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare",8.0,USA,True,84,"Craig Borten, Melisa Wallack",http://ia.media-imdb.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_SX300.jpg,tt0790636,"27,296,514",R,Dallas Buyers Club,movie,22 Nov 2013,"311,973"
57076f1171a065033c87abdc,"Action, Comedy, Sci-Fi",109 min,5 wins & 20 nominations.,Edgar Wright,English,"Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",7.0,"UK, USA, Japan",True,81,"Simon Pegg, Edgar Wright",http://ia.media-imdb.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,tt1213663,"26,003,149",R,The World's End,movie,23 Aug 2013,"177,453"
57076f1171a065033c87abdd,"Action, Mystery, Thriller",115 min,2 nominations.,Mikael Håfström,"English, German, Arabic, Urdu","Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir",6.7,USA,True,49,"Miles Chapman (screenplay, Jason Keller (screenplay, Miles Chapman (story)",http://ia.media-imdb.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_SX300.jpg,tt1211956,"25,121,291",R,Escape Plan,movie,18 Oct 2013,"171,921"
57076f1171a065033c87abde,"Comedy, Drama, Romance",90 min,1 win & 27 nominations.,Joseph Gordon-Levitt,English,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza",6.6,USA,True,66,Joseph Gordon-Levitt,"http://ia.media-imdb.com/images/M/MV5BMTQxNTc3NDM2MF5BMl5BanBnXkFtZTcwNzQ5NTQ3OQ@@._V1._CR28,28.649993896484375,1271,1991.0000305175781_SX89_AL_.jpg_V1_SX300.jpg",tt2229499,"24,475,193",R,Don Jon,movie,27 Sep 2013,"184,551"
57076f1171a065033c87abdf,Comedy,100 min,1 win & 4 nominations.,Don Scardino,"English, Spanish","Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey",5.9,USA,True,44,"Jonathan M. Goldstein (screenplay, John Francis Daley (screenplay, Chad Kultgen (story, Tyler Mitchell (story, Jonathan M. Goldstein (story, John Francis Daley (story)",http://ia.media-imdb.com/images/M/MV5BMTk3MDkxMDAyN15BMl5BanBnXkFtZTcwODY5NzQyOQ@@._V1_SX300.jpg,tt0790628,"22,525,921",PG-13,The Incredible Burt Wonderstone,movie,15 Mar 2013,"59,271"
57076f1171a065033c87abe0,Comedy,89 min,2 nominations.,Justin Zackham,"English, Spanish, Latin","Robert De Niro, Katherine Heigl, Diane Keaton, Amanda Seyfried",5.6,USA,True,28,"Justin Zackham (screenplay, Jean-Stéphane Bron (motion picture \",http://ia.media-imdb.com/images/M/MV5BMTcwODUwMjg2Ml5BMl5BanBnXkFtZTcwMTc2NzkxOA@@._V1_SX300.jpg,tt1931435,"21,784,432",R,The Big Wedding,movie,26 Apr 2013,"36,365"
57076f1171a065033c87abe1,"Comedy, Drama",88 min,1 nomination.,Hirobumi Watanabe,Japanese,"Satoshi Haneishi, Misao Hirayama, Kaori Iida, Kaoru Iida",6.2,Japan,True,N/A,"Hirobumi Watanabe (screenplay, Hirobumi Watanabe",http://ia.media-imdb.com/images/M/MV5BOGYzMzY0YWItZTRiNy00N2VkLWE4YmMtZTAzNWZjMDE5ODU2XkEyXkFqcGdeQXVyNTY1ODgwODc@._V1_SX300.jpg,tt3379694,,N/A,And the Mud Ship Sails Away...,movie,01 Oct 2013,60
57076f1171a065033c87abe2,Comedy,96 min,1 nomination.,David E. Talbert,English,"Paula Patton, Derek Luke, Taye Diggs, Boris Kodjoe",5.0,USA,True,34,"David E. Talbert (screenplay, David E. Talbert (based on the novel entitled \",http://ia.media-imdb.com/images/M/MV5BMjIyNDU4NTY3M15BMl5BanBnXkFtZTcwOTA3MDA1OQ@@._V1_SX300.jpg,tt1171222,"21,564,616",PG-13,Baggage Claim,movie,27 Sep 2013,"6,844"
57076f1171a065033c87abe3,"Comedy, Drama",103 min,6 wins & 28 nominations.,"Nat Faxon, Jim Rash",English,"Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",7.4,USA,True,68,"Nat Faxon, Jim Rash",http://ia.media-imdb.com/images/M/MV5BNTU5ODk5NDg0Nl5BMl5BanBnXkFtZTcwNzQwMjI1OQ@@._V1_SX300.jpg,tt1727388,"21,501,098",PG-13,The Way Way Back,movie,26 Jul 2013,"111,770"
57076f1171a065033c87abe4,"Drama, War",131 min,Nominated for 1 Oscar. Another 6 wins & 14 nominations.,Brian Percival,"English, German","Roger Allam, Sophie Nélisse, Heike Makatsch, Julian Lehmann",7.6,"USA, Germany",True,53,"Markus Zusak (based on the novel by, Michael Petroni (screenplay)",http://ia.media-imdb.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,tt0816442,"21,483,154",PG-13,The Book Thief,movie,27 Nov 2013,"95,473"
57076f1171a065033c87abe5,"Documentary, Short",5 min,N/A,N/A,English,"Derek Cianfrance, Bradley Cooper, Ryan Gosling, Eva Mendes",8.1,USA,True,N/A,N/A,N/A,tt3504988,,N/A,Going to the Place Beyond the Pines,movie,N/A,7
57076f1171a065033c87abe6,"Action, Crime, Drama",100 min,1 nomination.,Gary Fleder,English,"Jason Statham, James Franco, Izabela Vidovic, Kate Bosworth",6.5,USA,True,40,"Sylvester Stallone (screenplay, Chuck Logan (based on the novel by)",http://ia.media-imdb.com/images/M/MV5BMTUwOTAzNzAwMl5BMl5BanBnXkFtZTgwOTc1NDIyMDE@._V1_SX300.jpg,tt2313774,"19,783,777",R,Homefront,movie,27 Nov 2013,"79,367"
57076f1171a065033c87abe7,"Crime, Drama, Thriller",109 min,N/A,Allen Hughes,"English, Spanish","Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright",6.2,USA,True,49,Brian Tucker,http://ia.media-imdb.com/images/M/MV5BMTY4OTIwODg4Ml5BMl5BanBnXkFtZTcwNjg0MDY1OA@@._V1_SX300.jpg,tt1235522,"19,692,608",R,Broken City,movie,18 Jan 2013,"61,967"
57076f1171a065033c87abe8,"Crime, Thriller",88 min,1 nomination.,Brad Furman,"English, Spanish","Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie",5.6,USA,True,36,"Brian Koppelman, David Levien",http://ia.media-imdb.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_SX300.jpg,tt2364841,"19,316,646",R,Runner Runner,movie,04 Oct 2013,"50,705"
57076f1171a065033c87abe9,Animation,N/A,N/A,N/A,Japanese,"Saki Fujita, Misato Fukuen, Yuki Kaji, Miyuki Sawashiro",7.5,Japan,True,N/A,N/A,N/A,tt3169640,,N/A,Yozakura Quartet: Hana no Uta,series,01 Oct 2013,20
57076f1171a065033c87abea,"Comedy, Drama, Romance",107 min,N/A,Paul Weitz,English,"Tina Fey, Ann Harada, Ben Levin, Dan Levy",5.7,USA,True,48,"Karen Croner (screenplay, Jean Hanff Korelitz (based on the novel by)",http://ia.media-imdb.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,tt1814621,"18,004,225",PG-13,Admission,movie,22 Mar 2013,"27,894"
57076f1171a065033c87abeb,"Adventure, Comedy, Drama",115 min,Nominated for 6 Oscars. Another 26 wins & 157 nominations.,Alexander Payne,"English, Spanish","Bruce Dern, Will Forte, June Squibb, Bob Odenkirk",7.8,USA,True,86,Bob Nelson,http://ia.media-imdb.com/images/M/MV5BMTU2Mjk2NDkyMl5BMl5BanBnXkFtZTgwNTk0NzcyMDE@._V1_SX300.jpg,tt1821549,"17,613,460",R,Nebraska,movie,24 Jan 2014,"88,379"
57076f1171a065033c87abec,"Action, Crime, Romance",118 min,1 nomination.,Taylor Hackford,English,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce",6.2,USA,True,42,"John J. McLaughlin (screenplay, Donald E. Westlake (novel)",http://ia.media-imdb.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_SX300.jpg,tt1904996,"17,609,982",R,Parker,movie,25 Jan 2013,"87,163"
