_id,Awards,Type,Poster,Title,imdbRating,Released,Metascore,imdbID,Runtime,Genre,Actors,imdbVotes,Response,Box_office,Rated,Language,Writer,Director,Country
56fb8f6f71a0651514f5bd24,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTk1Mjk1ODg5NV5BMl5BanBnXkFtZTcwMTQyMjcxMQ@@._V1_SX300.jpg,Silent Rage,5.5,02 Apr 1982,N/A,tt0084684,103 min,"Action, Horror, Sci-Fi","Chuck Norris, Ron Silver, Steven Keats, Toni Kalem","3,327",True,,R,English,Joseph Fraley,Michael Miller,USA
56fb8f6f71a0651514f5bd25,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTM5NDQzMDQ1M15BMl5BanBnXkFtZTcwMjI5NzUzMQ@@._V1_SX300.jpg,Savannah Smiles,7.2,10 Dec 1982,N/A,tt0084633,105 min,"Comedy, Family","Mark Miller, Donovan Scott, Bridgette Andersen, Chris Robinson","1,373",True,,PG,English,"Mark Miller (screenplay, Mark Miller (story)",Pierre De Moro,USA
56fb8f6f71a0651514f5bd26,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1Njk1MDQxNF5BMl5BanBnXkFtZTcwMzAwNTEyMQ@@._V1_SX300.jpg,Hanky Panky,5.5,04 Jun 1982,N/A,tt0084049,110 min,"Action, Comedy, Crime","Gene Wilder, Gilda Radner, Kathleen Quinlan, Richard Widmark","1,529",True,"9,434,062",PG,English,"Henry Rosenbaum, David Taylor",Sidney Poitier,USA
56fb8f6f71a0651514f5bd27,Nominated for 2 Golden Globes. Another 5 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTQ2NzMzNDk0Nl5BMl5BanBnXkFtZTcwMDQ2OTQ1MQ@@._V1_SX300.jpg,Shoot the Moon,7.0,19 Feb 1982,N/A,tt0084675,124 min,Drama,"Albert Finney, Diane Keaton, Karen Allen, Peter Weller","1,907",True,,R,English,Bo Goldman,Alan Parker,USA
56fb8f6f71a0651514f5bd28,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BOTMxMTM0MTk3Nl5BMl5BanBnXkFtZTcwOTEyODI1NA@@._V1_SX300.jpg,A Midsummer Night's Sex Comedy,6.7,16 Jul 1982,N/A,tt0084329,88 min,Comedy,"Woody Allen, Mia Farrow, José Ferrer, Julie Hagerty","14,432",True,,PG,English,Woody Allen,Woody Allen,USA
56fb8f6f71a0651514f5bd29,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTkwMDQ3NTM1N15BMl5BanBnXkFtZTcwODgyMTM4NA@@._V1_SX300.jpg,Trail of the Pink Panther,4.9,17 Dec 1982,N/A,tt0084814,96 min,"Comedy, Crime, Mystery","Peter Sellers, David Niven, Herbert Lom, Richard Mulligan","7,226",True,,PG,English,"Blake Edwards (story, Frank Waldman (screenplay, Tom Waldman (screenplay, Blake Edwards (screenplay, Geoffrey Edwards (screenplay)",Blake Edwards,"UK, USA"
56fb8f6f71a0651514f5bd2a,1 win & 1 nomination.,movie,N/A,If You Could See What I Hear,6.8,23 Apr 1982,N/A,tt0084117,103 min,"Biography, Comedy, Drama","Marc Singer, R.H. Thomson, Sarah Torgov, Shari Belafonte",614,True,,PG,English,"Stuart Gillard (screenplay, Tom Sullivan (novel, Derek Gill (novel)",Eric Till,Canada
56fb8f6f71a0651514f5bd2b,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTU4ODQ0MjgxOV5BMl5BanBnXkFtZTcwMDU4NTUyMQ@@._V1_SX300.jpg,Night Crossing,6.5,05 Feb 1982,N/A,tt0082810,107 min,"Drama, Family, History","John Hurt, Jane Alexander, Doug McKeon, Keith McKeon",872,True,,PG,English,John McGreevey,Delbert Mann,"UK, USA, West Germany"
56fb8f6f71a0651514f5bd2c,3 wins & 9 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMjAwNjIxMjAyNV5BMl5BanBnXkFtZTcwNjA0MDgyMQ@@._V1_SX300.jpg,The Pirate Movie,5.1,06 Aug 1982,N/A,tt0084504,98 min,"Adventure, Comedy, Musical","Kristy McNichol, Christopher Atkins, Ted Hamilton, Bill Kerr","3,316",True,,PG,English,"W.S. Gilbert (operetta, Trevor Farrant",Ken Annakin,Australia
56fb8f6f71a0651514f5bd2d,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTI3MjgxMzIwOV5BMl5BanBnXkFtZTYwNDc2Nzg4._V1_SX300.jpg,The Beast Within,5.5,12 Feb 1982,N/A,tt0083629,98 min,Horror,"Ronny Cox, Bibi Besch, Paul Clemens, Don Gordon","2,131",True,"1,400,000",R,English,"Tom Holland (screen story and screenplay by, Edward Levy (based on the novel by)",Philippe Mora,USA
56fb8f6f71a0651514f5bd2e,Nominated for 1 Golden Globe. Another 2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTk4MjQzOTc5N15BMl5BanBnXkFtZTcwNjg2NTYyMQ@@._V1_SX300.jpg,Tex,6.6,30 Jul 1982,N/A,tt0084783,103 min,Drama,"Matt Dillon, Jim Metzler, Meg Tilly, Bill McKinney","1,429",True,,PG,English,"S.E. Hinton (novel, Charles S. Haas (screenplay, Tim Hunter (screenplay)",Tim Hunter,USA
56fb8f6f71a0651514f5bd2f,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1ODE0MDQzN15BMl5BanBnXkFtZTcwNjI3NDYxMQ@@._V1_SX300.jpg,The Missionary,6.2,05 Nov 1982,N/A,tt0083449,90 min,Comedy,"Michael Palin, Maggie Smith, Trevor Howard, Denholm Elliott","1,611",True,,R,English,Michael Palin,Richard Loncraine,UK
56fb8f6f71a0651514f5bd30,Nominated for 2 Golden Globes. Another 1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1MjI5MDE2M15BMl5BanBnXkFtZTgwMTY0MjEyMDE@._V1_SX300.jpg,Cat People,6.1,02 Apr 1982,N/A,tt0083722,118 min,"Drama, Fantasy, Horror","Nastassja Kinski, Malcolm McDowell, John Heard, Annette O'Toole","13,752",True,,R,English,"DeWitt Bodeen (story, Alan Ormsby (screenplay)",Paul Schrader,USA
56fb8f6f71a0651514f5bd31,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTI2NzAzNzUzMV5BMl5BanBnXkFtZTYwOTM2Mjg5._V1_SX300.jpg,I Ought to Be in Pictures,6.1,26 Mar 1982,N/A,tt0084109,108 min,"Comedy, Drama","Walter Matthau, Ann-Margret, Dinah Manoff, Lance Guest",664,True,"6,968,359",PG,"English, Spanish","Neil Simon (play, Neil Simon (screenplay)",Herbert Ross,USA
56fb8f6f71a0651514f5bd32,Nominated for 2 Golden Globes. Another 2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMjE1MjAyNDU3NF5BMl5BanBnXkFtZTcwNDY2NjAwMQ@@._V1_SX300.jpg,Six Weeks,5.6,17 Dec 1982,N/A,tt0084691,107 min,Drama,"Dudley Moore, Mary Tyler Moore, Katherine Healy, Shannon Wilcox",581,True,"6,700,000",PG,English,"Fred Mustard Stewart (novel, David Seltzer (screenplay)",Tony Bill,USA
56fb8f6f71a0651514f5bd33,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTM2NDExNDIxMV5BMl5BanBnXkFtZTcwODQ5NDgyMQ@@._V1_SX300.jpg,Forced Vengeance,5.5,30 Jul 1982,N/A,tt0083960,90 min,"Action, Adventure, Crime","Chuck Norris, Mary Louise Weller, Camila Griggs, Michael Cavanaugh","1,942",True,,R,English,"Franklin Thompson, James Fargo",James Fargo,USA
56fb8f6f71a0651514f5bd34,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTYxOTY1NDM5MV5BMl5BanBnXkFtZTcwMTU4Mzc0NA@@._V1_SX300.jpg,The Last Unicorn,7.5,19 Nov 1982,N/A,tt0084237,92 min,"Family, Animation, Fantasy","Alan Arkin, Jeff Bridges, Mia Farrow, Tammy Grimes","18,591",True,,G,"English, German","Peter S. Beagle (screenplay, Peter S. Beagle (novel)","Jules Bass, Arthur Rankin Jr.","USA, UK, Japan, West Germany"
56fb8f6f71a0651514f5bd35,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTkyNTYwMTYwM15BMl5BanBnXkFtZTcwODYyMTM4NA@@._V1_SX300.jpg,The Soldier,5.2,27 Aug 1982,N/A,tt0084704,96 min,"Action, Adventure, Thriller","Ken Wahl, Alberta Watson, Jeremiah Sullivan, William Prince",733,True,,R,English,James Glickenhaus,James Glickenhaus,USA
56fb8f6f71a0651514f5bd36,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMjAxNjIyNDgwNF5BMl5BanBnXkFtZTcwNDIxMTUyMQ@@._V1_SX300.jpg,The Border,6.4,12 Feb 1982,N/A,tt0083678,108 min,"Crime, Drama","Jack Nicholson, Harvey Keitel, Valerie Perrine, Warren Oates","4,204",True,,R,"English, Spanish","Deric Washburn, Walon Green, David Freeman",Tony Richardson,USA
56fb8f6f71a0651514f5bd37,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTY1OTY5ODg5Nl5BMl5BanBnXkFtZTYwNDcyODI5._V1_SX300.jpg,Evil Under the Sun,7.0,05 Mar 1982,N/A,tt0083908,117 min,Mystery,"Peter Ustinov, Colin Blakely, Jane Birkin, Nicholas Clay","8,945",True,"4,659,287",PG,"English, German, French",Anthony Shaffer (screenplay),Guy Hamilton,UK
56fb8f6f71a0651514f5bd38,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTIxNTQ1OTY5Ml5BMl5BanBnXkFtZTcwMTMyODkxMQ@@._V1_SX300.jpg,Partners,5.0,30 Apr 1982,N/A,tt0084477,93 min,"Comedy, Crime","Ryan O'Neal, John Hurt, Kenneth McMillan, Robyn Douglass",855,True,,R,English,Francis Veber,James Burrows,USA
56fb8f6f71a0651514f5bd39,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMjI3ODA5OTYzMF5BMl5BanBnXkFtZTcwMjU2NzI5NA@@._V1_SX300.jpg,Still of the Night,6.2,19 Nov 1982,N/A,tt0084732,93 min,"Crime, Drama, Mystery","Roy Scheider, Meryl Streep, Jessica Tandy, Joe Grifasi","2,593",True,,PG,English,"Robert Benton (screenplay, David Newman (story, Robert Benton (story)",Robert Benton,USA
56fb8f6f71a0651514f5bd3a,N/A,movie,http://ia.media-imdb.com/images/M/MV5BNTIxOTIwMDAwNF5BMl5BanBnXkFtZTcwNjgzNzA2NA@@._V1_SX300.jpg,The Last American Virgin,6.2,30 Jul 1982,N/A,tt0084234,92 min,"Comedy, Drama, Romance","Lawrence Monoson, Diane Franklin, Steve Antin, Joe Rubbo","5,842",True,"5,800,000",R,English,Boaz Davidson,Boaz Davidson,USA
56fb8f6f71a0651514f5bd3b,3 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMjA4MTMzMzYyOF5BMl5BanBnXkFtZTcwMTQ5NzEyMQ@@._V1_SX300.jpg,Megaforce,3.5,25 Jun 1982,N/A,tt0084316,99 min,"Sci-Fi, Action","Barry Bostwick, Michael Beck, Persis Khambatta, Edward Mulhare","2,471",True,"5,333,658",PG,English,"Bob Kachler (story, James Whittaker (screenplay, Albert S. Ruddy (screenplay, Hal Needham (screenplay, Andre Morgan (screenplay)",Hal Needham,"USA, Hong Kong"
56fb8f6f71a0651514f5bd3c,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTYxMTg0MzkyNl5BMl5BanBnXkFtZTYwODY0ODE5._V1_SX300.jpg,Personal Best,6.3,26 Jun 1982,N/A,tt0084489,124 min,"Drama, Sport","Mariel Hemingway, Scott Glenn, Patrice Donnelly, Kenny Moore","1,812",True,,R,English,Robert Towne,Robert Towne,USA
56fb8f6f71a0651514f5bd3d,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BNTI3NjM3NjQzNl5BMl5BanBnXkFtZTYwMzk0NTM5._V1_SX300.jpg,Paradise,4.8,07 May 1982,N/A,tt0084469,100 min,"Adventure, Romance","Willie Aames, Phoebe Cates, Tuvia Tavi, Richard Curnock","1,886",True,"5,588,800",R,English,Stuart Gillard,Stuart Gillard,Canada
56fb8f6f71a0651514f5bd3e,N/A,movie,http://ia.media-imdb.com/images/M/MV5BNjg5ODU0Mzk2MF5BMl5BanBnXkFtZTcwNDc5NTEzMQ@@._V1_SX300.jpg,Cannery Row,6.6,12 Feb 1982,N/A,tt0083717,120 min,"Comedy, Drama","Nick Nolte, Debra Winger, Audra Lindley, Frank McRae","2,690",True,,PG,English,"John Steinbeck (novels, David S. Ward (written for the screen by)",David S. Ward,USA
56fb8f6f71a0651514f5bd3f,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQ0ODUxNDAxNV5BMl5BanBnXkFtZTcwODkwMzYxMQ@@._V1_SX300.jpg,Heidi's Song,6.3,19 Nov 1982,N/A,tt0084060,94 min,"Animation, Family, Musical","Lorne Greene, Sammy Davis Jr., Margery Gray, Michael Bell",186,True,,G,English,"Joseph Barbera, Jameson Brewer, Robert Taylor, Johanna Spyri (novel)",Robert Taylor,USA
56fb8f6f71a0651514f5bd40,Nominated for 2 Golden Globes. Another 2 wins & 3 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTU1Njk1NzYzMF5BMl5BanBnXkFtZTcwMDEyODg0MQ@@._V1_SX300.jpg,Tempest,6.5,24 Sep 1982,N/A,tt0084776,140 min,"Comedy, Drama, Fantasy","John Cassavetes, Gena Rowlands, Susan Sarandon, Vittorio Gassman","1,741",True,,PG,English,"Leon Capetanos, Paul Mazursky, William Shakespeare (play)",Paul Mazursky,USA
56fb8f6f71a0651514f5bd41,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTYxNjk0Mjg1NF5BMl5BanBnXkFtZTcwNzAyMTM3NA@@._V1_SX300.jpg,Summer Lovers,5.6,16 Jul 1982,N/A,tt0084737,98 min,"Comedy, Drama, Romance","Peter Gallagher, Daryl Hannah, Valérie Quennessen, Barbara Rush","2,893",True,,R,English,Randal Kleiser,Randal Kleiser,USA
56fb8f6f71a0651514f5bd42,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTk0MDE4NjE0NV5BMl5BanBnXkFtZTcwNjEzMzYyMQ@@._V1_SX300.jpg,Wrong Is Right,5.8,14 May 1982,N/A,tt0084920,117 min,"Comedy, Drama, Thriller","Sean Connery, George Grizzard, Robert Conrad, Katharine Ross","1,257",True,"3,289,545",R,English,"Charles McCarry (novel, Richard Brooks (written for the screen by)",Richard Brooks,USA
56fb8f6f71a0651514f5bd43,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQ0MjUzNzIyM15BMl5BanBnXkFtZTcwNDU1OTEyMQ@@._V1_SX300.jpg,Fighting Back,5.9,21 May 1982,N/A,tt0083936,98 min,"Action, Crime, Drama","Tom Skerritt, Patti LuPone, Michael Sarrazin, Yaphet Kotto",360,True,"3,016,496",R,English,"Thomas Hedley Jr., David Zelag Goodman",Lewis Teague,USA
56fb8f6f71a0651514f5bd44,N/A,movie,http://ia.media-imdb.com/images/M/MV5BNjcyODU4MDEwMl5BMl5BanBnXkFtZTcwNjg2NTUxMQ@@._V1_SX300.jpg,Penitentiary II,3.4,02 Apr 1982,N/A,tt0084485,108 min,Drama,"Leon Isaac Kennedy, Glynn Turman, Ernie Hudson, Mr. T",372,True,,R,English,Jamaa Fanaka,Jamaa Fanaka,USA
56fb8f6f71a0651514f5bd45,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMjA1MzA4NDQ3Nl5BMl5BanBnXkFtZTYwOTI2Mjg5._V1_SX300.jpg,The Challenge,6.4,23 Jul 1982,N/A,tt0083726,108 min,"Action, Drama","Scott Glenn, Toshirô Mifune, Donna Kei Benz, Atsuo Nakamura","1,309",True,,R,"English, Japanese","Richard Maxwell, John Sayles",John Frankenheimer,"USA, Japan"
56fb8f6f71a0651514f5bd46,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTM4NjU1NTMzNF5BMl5BanBnXkFtZTcwOTg2NjgxMQ@@._V1_SX300.jpg,Homework,3.1,27 Aug 1982,N/A,tt0084084,90 min,"Comedy, Drama","Joan Collins, Michael Morgan, Shell Kepler, Lanny Horn",256,True,,R,English,"Maurice Peterson, Don Safran",James Beshears,USA
56fb8f6f71a0651514f5bd47,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTkzNDEzMTY0N15BMl5BanBnXkFtZTcwMTcxODg0NA@@._V1_SX300.jpg,Jinxed!,4.5,22 Oct 1982,N/A,tt0084173,103 min,Comedy,"Bette Midler, Ken Wahl, Rip Torn, Val Avery",719,True,,R,English,"Frank D. Gilroy (screenplay, David Newman (screenplay, Frank D. Gilroy (story)",Don Siegel,USA
56fb8f6f71a0651514f5bd48,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMzkxNTg4ODE4NV5BMl5BanBnXkFtZTcwNDE1MjUxMQ@@._V1_SX300.jpg,It Came from Hollywood,5.9,29 Oct 1982,N/A,tt0084156,80 min,"Documentary, Comedy","Dan Aykroyd, John Candy, Cheech Marin, Tommy Chong",702,True,,PG,English,Dana Olsen,"Malcolm Leo, Andrew Solt",USA
56fb8f6f71a0651514f5bd49,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTY5NDE3ODM3NV5BMl5BanBnXkFtZTcwNzk0NDAzMQ@@._V1_SX300.jpg,A Stranger Is Watching,5.2,09 Sep 1982,N/A,tt0084735,92 min,"Crime, Horror, Thriller","Kate Mulgrew, Rip Torn, James Naughton, Shawn von Schreiber",408,True,,R,English,"Mary Higgins Clark (novel, Earl Mac Rauch (screenplay, Victor Miller (screenplay)",Sean S. Cunningham,USA
56fb8f6f71a0651514f5bd4a,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTIwMjk4MDEzNl5BMl5BanBnXkFtZTcwMDQ4MjAyMQ@@._V1_SX300.jpg,A Little Sex,4.9,02 Apr 1982,N/A,tt0084259,95 min,"Comedy, Romance","Tim Matheson, Kate Capshaw, Edward Herrmann, John Glover",391,True,,R,English,Robert De Laurentiis,Bruce Paltrow,USA
56fb8f6f71a0651514f5bd4b,Nominated for 1 Oscar. Another 4 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTQxNDgzOTE0NF5BMl5BanBnXkFtZTYwODI3Mzk5._V1_SX300.jpg,"Yes, Giorgio",4.1,24 Sep 1982,N/A,tt0084931,110 min,"Comedy, Musical","Luciano Pavarotti, Kathryn Harrold, Eddie Albert, Paola Borboni",447,True,"1,000,000",PG,"English, Italian","Anne Piper (novel, Norman Steinberg",Franklin J. Schaffner,USA
56fb8f6f71a0651514f5bd4c,N/A,movie,N/A,Emmanuelle Exposed,4.1,N/A,N/A,tt0084449,72 min,Drama,"Muriel Montossé, Antonio Mayans, Asunción Calero, Carmen Carrión",161,True,,UNRATED,Spanish,"Jesús Franco (screenplay, Jesús Franco (story)",Jesús Franco,Spain
56fb8f6f71a0651514f5bd4d,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTg5NzgwMjEzNl5BMl5BanBnXkFtZTcwNDc1NTYyMQ@@._V1_SX300.jpg,Barbarosa,6.6,19 Feb 1982,N/A,tt0083619,90 min,Western,"Willie Nelson, Gary Busey, Isela Vega, Gilbert Roland",992,True,,PG,English,William D. Wittliff,Fred Schepisi,USA
56fb8f6f71a0651514f5bd4e,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTcwMjk5ODczMF5BMl5BanBnXkFtZTcwOTU1NjkxMQ@@._V1_SX300.jpg,"I, the Jury",5.9,22 Apr 1982,N/A,tt0084112,111 min,"Crime, Drama, Mystery","Armand Assante, Barbara Carrera, Laurene Landon, Alan King","1,003",True,,R,English,"Mickey Spillane (novel, Larry Cohen (screenplay)",Richard T. Heffron,USA
56fb8f6f71a0651514f5bd4f,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BMTg5NDc4MjgzN15BMl5BanBnXkFtZTcwMzM3NjYxNA@@._V1_SX300.jpg,Endangered Species,6.0,10 Sep 1982,N/A,tt0083885,97 min,"Drama, Mystery, Thriller","Robert Urich, JoBeth Williams, Paul Dooley, Hoyt Axton",674,True,,R,English,"Judson Klinger (story, Richard Clayton Woods (story, Alan Rudolph, John Binder",Alan Rudolph,USA
56fb8f6f71a0651514f5bd50,N/A,movie,http://ia.media-imdb.com/images/M/MV5BODYzODA4MDY0MV5BMl5BanBnXkFtZTgwMDQ0ODk1MDE@._V1_SX300.jpg,The Sender,6.2,22 Oct 1982,N/A,tt0084658,91 min,"Horror, Thriller","Kathryn Harrold, Zeljko Ivanek, Shirley Knight, Paul Freeman",939,True,,R,English,Thomas Baum,Roger Christian,UK
56fb8f6f71a0651514f5bd51,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTM4NjUzMjQwMF5BMl5BanBnXkFtZTYwMzQ2Mjg5._V1_SX300.jpg,Lookin' to Get Out,5.2,30 Jun 1983,N/A,tt0084268,105 min,Comedy,"Jon Voight, Ann-Margret, Burt Young, Bert Remsen",513,True,"300,000",R,English,"Al Schwartz, Jon Voight",Hal Ashby,USA
56fb8f6f71a0651514f5bd52,4 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTk0MjUzOTc2MF5BMl5BanBnXkFtZTgwMDY4MzkwMzE@._V1_SX300.jpg,The House Where Evil Dwells,4.3,14 May 1982,N/A,tt0084096,88 min,Horror,"Edward Albert, Susan George, Doug McClure, Amy Barrett",672,True,,R,English,"Robert Suhosky (screenplay, James Hardiman (novel)",Kevin Connor,"USA, Japan"
56fb8f6f71a0651514f5bd53,N/A,movie,N/A,The Making of 'One from the Heart',6.8,N/A,N/A,tt0456525,23 min,"Documentary, Short","Francis Ford Coppola, Raul Julia, Nastassja Kinski, Vittorio Storaro",9,True,,N/A,English,N/A,Tony St. John,USA
56fb8f6f71a0651514f5bd54,3 wins & 1 nomination.,movie,N/A,The Weavers: Wasn't That a Time,8.2,07 Mar 1982,N/A,tt0084894,78 min,"Documentary, Music","Ronnie Gilbert, Arlo Guthrie, Lee Hays, Fred Hellerman",174,True,,PG,English,Lee Hays,Jim Brown,USA
56fb8f6f71a0651514f5bd55,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNjUyMzMyMV5BMl5BanBnXkFtZTYwNjEzNjE5._V1_SX300.jpg,Monty Python Live at the Hollywood Bowl,7.9,25 Jun 1982,N/A,tt0084352,77 min,"Documentary, Comedy","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle","11,321",True,,R,English,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Tim Brooke-Taylor (additional material, Marty Feldman (additional material, Angus James (additional material, David Lipscomb (additional material)","Terry Hughes, Ian MacNaughton",UK
56fb8f6f71a0651514f5bd56,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTUyNjkwMjA2Nl5BMl5BanBnXkFtZTcwMTM3OTgyMQ@@._V1_SX300.jpg,I'm Dancing as Fast as I Can,6.5,05 Mar 1982,N/A,tt0084111,107 min,"Biography, Drama","Jill Clayburgh, Nicol Williamson, Dianne Wiest, Joe Pesci",372,True,,R,English,"Barbara Gordon (book, David Rabe",Jack Hofsiss,USA
56fb8f6f71a0651514f5bd57,1 nomination.,movie,http://ia.media-imdb.com/images/M/MV5BZmJjMTBjM2UtZWM0ZS00NGZhLWExNjAtODEyOGFiYjY5MTlkXkEyXkFqcGdeQXVyNjUzMDQ5NDg@._V1_SX300.jpg,Split Image,6.8,03 Oct 1982,N/A,tt0084714,110 min,"Drama, Romance","Michael O'Keefe, Karen Allen, Peter Fonda, James Woods",402,True,,R,English,"Robert Mark Kamen (screenplay, Robert Kaufman (screenplay, Scott Spencer (story, Scott Spencer (screenplay)",Ted Kotcheff,"Canada, USA"
56fb8f6f71a0651514f5bd58,N/A,movie,http://ia.media-imdb.com/images/M/MV5BODgyNDI3ODk0MV5BMl5BanBnXkFtZTYwNjAxODc5._V1_SX300.jpg,Five Days One Summer,6.1,N/A,N/A,tt0083947,108 min,Drama,"Sean Connery, Betsy Brantley, Lambert Wilson, Jennifer Hilary",725,True,,PG,"English, German, French","Michael Austin, Kay Boyle (story)",Fred Zinnemann,USA
56fb8f6f71a0651514f5bd59,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTE5OTY4MjQxNV5BMl5BanBnXkFtZTcwNDQ2NzUzMQ@@._V1_SX300.jpg,The Escape Artist,6.2,28 May 1982,N/A,tt0083900,94 min,"Crime, Drama","Raul Julia, Griffin O'Neal, Desi Arnaz, Teri Garr",516,True,,PG,English,"David Wagoner (based on the novel by, Melissa Mathison (screenplay, Stephen Zito (screenplay)",Caleb Deschanel,USA
56fb8f6f71a0651514f5bd5a,N/A,movie,http://ia.media-imdb.com/images/M/MV5BMTQxMDI1MjkyNF5BMl5BanBnXkFtZTcwNTQxNjM0Mg@@._V1_SX300.jpg,White Dog,7.1,07 Jul 1982,N/A,tt0084899,90 min,"Drama, Horror, Thriller","Kristy McNichol, Christa Lang, Vernon Weddle, Jameson Parker","5,829",True,,PG,English,"Romain Gary (story, Samuel Fuller (screenplay, Curtis Hanson (screenplay)",Samuel Fuller,USA
56fb8f6f71a0651514f5bd5b,2 nominations.,movie,http://ia.media-imdb.com/images/M/MV5BMTYxMzk1NzU5Ml5BMl5BanBnXkFtZTcwODM4MjEzMQ@@._V1_SX300.jpg,Hammett,6.5,17 Sep 1982,N/A,tt0085640,97 min,"Crime, Drama, Mystery","Frederic Forrest, Peter Boyle, Marilu Henner, Roy Kinnear","2,196",True,,PG,English,"Joe Gores (novel, Dennis O'Flaherty, Thomas Pope (adaptation, Ross Thomas",Wim Wenders,USA
56fb8f6f71a0651514f5bd5c,1 win.,movie,http://ia.media-imdb.com/images/M/MV5BMTMxNTc1NjEwNF5BMl5BanBnXkFtZTcwNTkxMTA4MQ@@._V1_SX300.jpg,"Ladies and Gentlemen, the Fabulous Stains",6.8,01 Oct 1982,N/A,tt0082639,87 min,"Comedy, Drama, Music","Peter Donat, Diane Lane, Marin Kanter, Laura Dern","1,691",True,,R,English,Nancy Dowd,Lou Adler,USA
