_id,Type,Response,imdbRating,Director,Poster,Metascore,Runtime,imdbID,Writer,imdbVotes,Box_office,Rated,Country,Title,Awards,Actors,Released,Language,Genre
56fb9e7b71a0651ba00657aa,movie,True,5.2,Anthony Perkins,http://ia.media-imdb.com/images/M/MV5BMTQzODE1MTEwOV5BMl5BanBnXkFtZTYwNjEyOTg5._V1_SX300.jpg,N/A,93 min,tt0091799,"Charles Edward Pogue, Robert Bloch (characters)","8,849","14,481,606",R,USA,Psycho III,2 nominations.,"Anthony Perkins, Diana Scarwid, Jeff Fahey, Roberta Maxwell",02 Jul 1986,English,"Horror, Mystery, Thriller"
56fb9e7b71a0651ba00657ab,movie,True,6.6,Peter Weir,http://ia.media-imdb.com/images/M/MV5BMTgxNTEwNzI1OV5BMl5BanBnXkFtZTcwMjU5MDAyMQ@@._V1_SX300.jpg,49,117 min,tt0091557,"Paul Theroux (novel, Paul Schrader (screenplay)","21,259","14,302,779",PG,USA,The Mosquito Coast,Nominated for 2 Golden Globes. Another 1 win & 1 nomination.,"Harrison Ford, Helen Mirren, River Phoenix, Conrad Roberts",26 Nov 1986,"English, Spanish","Adventure, Drama, Thriller"
56fb9e7b71a0651ba00657ac,movie,True,5.8,Alan Alda,http://ia.media-imdb.com/images/M/MV5BMTQ2ODQxMzQ1Ml5BMl5BanBnXkFtZTcwOTI0MDcyMQ@@._V1_SX300.jpg,N/A,106 min,tt0092035,Alan Alda,"2,153","14,205,021",PG,USA,Sweet Liberty,N/A,"Alan Alda, Michael Caine, Michelle Pfeiffer, Bob Hoskins",16 May 1986,English,Comedy
56fb9e7b71a0651ba00657ad,movie,True,6.4,Savage Steve Holland,http://ia.media-imdb.com/images/M/MV5BMTk2MTU1NjQwOF5BMl5BanBnXkFtZTcwNzM3NTkxMQ@@._V1_SX300.jpg,N/A,93 min,tt0091680,Savage Steve Holland,"10,651","13,431,806",PG,USA,One Crazy Summer,N/A,"John Cusack, Linda Warren, Joel Murray, Grenville Cuyler",08 Aug 1986,English,"Comedy, Romance"
56fb9e7b71a0651ba00657ae,movie,True,6.3,Robert M. Young,http://ia.media-imdb.com/images/M/MV5BMTY4MzczODczMF5BMl5BanBnXkFtZTcwNjY5NTczNA@@._V1_SX300.jpg,N/A,89 min,tt0091024,"William Mastrosimone (screenplay, William Mastrosimone (play)","2,373","13,418,091",R,USA,Extremities,Nominated for 1 Golden Globe. Another 1 win.,"Farrah Fawcett, James Russo, Alfre Woodard, Diana Scarwid",22 Aug 1986,English,"Drama, Thriller"
56fb9e7b71a0651ba00657af,movie,True,6.0,Stephen Herek,http://ia.media-imdb.com/images/M/MV5BMTU5MDUwMDA3OF5BMl5BanBnXkFtZTcwMDY2MjAwMQ@@._V1_SX300.jpg,N/A,82 min,tt0090887,"Domonic Muir (story, Domonic Muir (screenplay, Stephen Herek (screenplay, Don Keith Opper (additional scenes)","23,025","13,167,232",PG-13,"USA, UK",Critters,3 nominations.,"Dee Wallace, M. Emmet Walsh, Billy Green Bush, Scott Grimes",11 Apr 1986,English,"Action, Comedy, Horror"
56fb9e7b71a0651ba00657b0,movie,True,6.2,Fred Walton,http://ia.media-imdb.com/images/M/MV5BMTQxOTY2MjYzMF5BMl5BanBnXkFtZTcwNzkzMjUyMQ@@._V1_SX300.jpg,N/A,89 min,tt0090655,Danilo Bach,"10,332","12,947,763",R,"USA, Canada",April Fool's Day,N/A,"Jay Baker, Pat Barlow, Lloyd Berry, Deborah Foreman",28 Mar 1986,English,"Horror, Mystery"
56fb9e7b71a0651ba00657b1,movie,True,7.4,Jim Henson,http://ia.media-imdb.com/images/M/MV5BMTczNTkyOTIzN15BMl5BanBnXkFtZTgwNjY3MjQxMDE@._V1_SX300.jpg,50,101 min,tt0091369,"Dennis Lee (story, Jim Henson (story, Terry Jones (screenplay)","92,041","12,729,917",PG,"UK, USA",Labyrinth,Nominated for 1 BAFTA Film Award. Another 3 nominations.,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson",27 Jun 1986,English,"Adventure, Family, Fantasy"
56fb9e7b71a0651ba00657b2,movie,True,4.9,Harold Ramis,http://ia.media-imdb.com/images/M/MV5BMTA5MTk0NjAzMDVeQTJeQWpwZ15BbWU2MDE0MjI3OQ@@._V1_SX300.jpg,N/A,96 min,tt0090856,"Harry Shearer (story, Tom Leopold (story, Chris Miller (story, David Standish (story, Harold Ramis (screenplay, Brian Doyle-Murray (screenplay)","4,633","12,308,521",PG-13,USA,Club Paradise,1 nomination.,"Robin Williams, Peter O'Toole, Rick Moranis, Jimmy Cliff",11 Jul 1986,English,Comedy
56fb9e7b71a0651ba00657b3,movie,True,5.6,Richard Pearce,http://ia.media-imdb.com/images/M/MV5BMTI0ODI5ODA0N15BMl5BanBnXkFtZTcwODkwNDkxMQ@@._V1_SX300.jpg,N/A,106 min,tt0091637,James Carabatsos,"4,982","12,303,904",R,USA,No Mercy,1 win.,"Richard Gere, Kim Basinger, Jeroen Krabbé, George Dzundza",19 Dec 1986,"English, French","Crime, Drama"
56fb9e7b71a0651ba00657b4,movie,True,6.9,Gene Saks,http://ia.media-imdb.com/images/M/MV5BMjEzNzk1ODQ0OV5BMl5BanBnXkFtZTcwNjk4NzEyMQ@@._V1_SX300.jpg,N/A,108 min,tt0090774,"Neil Simon (play, Neil Simon (screenplay)","2,538","11,957,943",PG-13,USA,Brighton Beach Memoirs,N/A,"Jonathan Silverman, Blythe Danner, Stacey Glick, Lisa Waltz",25 Dec 1986,English,Comedy
56fb9e7b71a0651ba00657b5,movie,True,4.9,J. Lee Thompson,http://ia.media-imdb.com/images/M/MV5BMTgxODA5NTIwN15BMl5BanBnXkFtZTcwMjMzNjcyMQ@@._V1_SX300.jpg,N/A,104 min,tt0091055,"Robert Gosnell (story, Jeffrey M. Rosenbaum (story, Norman Aladjem (story, Robert Gosnell (screenplay)","4,178","11,834,302",PG,USA,Firewalker,N/A,"Chuck Norris, Louis Gossett Jr., Melody Anderson, Will Sampson",21 Nov 1986,"English, Hungarian","Action, Adventure, Comedy"
56fb9e7b71a0651ba00657b6,movie,True,7.3,John Carpenter,http://ia.media-imdb.com/images/M/MV5BMTk5MjI4MzIxMl5BMl5BanBnXkFtZTYwODU1MDQ5._V1_SX300.jpg,N/A,99 min,tt0090728,"Gary Goldman, David Z. Weinstein, W.D. Richter (adaptation)","88,631","11,100,000",PG-13,USA,Big Trouble in Little China,1 nomination.,"Kurt Russell, Kim Cattrall, Dennis Dun, James Hong",02 Jul 1986,"English, Cantonese","Action, Adventure, Comedy"
56fb9e7b71a0651ba00657b7,movie,True,4.7,Prince,http://ia.media-imdb.com/images/M/MV5BMTI4MDU0OTY3MV5BMl5BanBnXkFtZTcwMzExMDcyMQ@@._V1_SX300.jpg,N/A,98 min,tt0092133,Becky Johnston (screenplay),"1,991","10,090,429",PG-13,USA,Under the Cherry Moon,5 wins & 4 nominations.,"Prince, Jerome Benton, Kristin Scott Thomas, Steven Berkoff",02 Jul 1986,"English, French","Comedy, Drama, Music"
56fb9e7b71a0651ba00657b8,movie,True,5.9,J. Lee Thompson,http://ia.media-imdb.com/images/M/MV5BNDA4ODM4NzMxMl5BMl5BanBnXkFtZTcwNTQ2NjE2NA@@._V1_SX300.jpg,N/A,100 min,tt0091575,Gail Morgan Hickman,"3,065","9,947,631",R,USA,Murphy's Law,N/A,"Charles Bronson, Kathleen Wilhoite, Carrie Snodgress, Robert F. Lyons",18 Apr 1986,English,"Action, Crime, Drama"
56fb9e7b71a0651ba00657b9,movie,True,5.5,Wes Craven,http://ia.media-imdb.com/images/M/MV5BMTU2OTE5OTExOV5BMl5BanBnXkFtZTcwMTM2ODA1MQ@@._V1_SX300.jpg,N/A,91 min,tt0090917,"Diana Henstell (novel, Bruce Joel Rubin (screenplay)","4,777","8,988,731",R,USA,Deadly Friend,3 nominations.,"Matthew Labyorteaux, Kristy Swanson, Michael Sharrett, Anne Twomey",10 Oct 1986,English,"Drama, Horror, Sci-Fi"
56fb9e7b71a0651ba00657ba,movie,True,7.2,Michael Mann,http://ia.media-imdb.com/images/M/MV5BMTYyOTI0MTkzOF5BMl5BanBnXkFtZTcwMDk5ODM4OA@@._V1_SX300.jpg,78,119 min,tt0091474,"Thomas Harris (novel, Michael Mann (screenplay)","48,468","8,620,929",R,USA,Manhunter,1 win & 1 nomination.,"William Petersen, Kim Greist, Joan Allen, Brian Cox",15 Aug 1986,English,"Crime, Mystery, Thriller"
56fb9e7b71a0651ba00657bb,movie,True,7.8,David Lynch,http://ia.media-imdb.com/images/M/MV5BMjM2OTk3Nzc2MV5BMl5BanBnXkFtZTgwMTUxNDMyODE@._V1_SX300.jpg,75,120 min,tt0090756,David Lynch (screenplay),"127,744","8,551,228",R,USA,Blue Velvet,Nominated for 1 Oscar. Another 18 wins & 16 nominations.,"Isabella Rossellini, Kyle MacLachlan, Dennis Hopper, Laura Dern",23 Oct 1986,English,"Mystery, Thriller"
56fb9e7b71a0651ba00657bc,movie,True,5.6,Brian De Palma,http://ia.media-imdb.com/images/M/MV5BNjA1OTExNTM1Nl5BMl5BanBnXkFtZTgwOTMzNjIzMTE@._V1_SX300.jpg,N/A,100 min,tt0092226,"George Gallo, Norman Steinberg","4,203","8,475,466",R,USA,Wise Guys,N/A,"Danny DeVito, Joe Piscopo, Harvey Keitel, Ray Sharkey",18 Apr 1986,English,"Comedy, Crime"
56fb9e7b71a0651ba00657bd,movie,True,6.8,Jonathan Demme,http://ia.media-imdb.com/images/M/MV5BMjE1MjI2MDc0NV5BMl5BanBnXkFtZTgwNjgzNDIxMDE@._V1_SX300.jpg,73,114 min,tt0091983,E. Max Frye,"11,520","8,362,969",R,USA,Something Wild,Nominated for 3 Golden Globes. Another 2 wins & 3 nominations.,"Jeff Daniels, Melanie Griffith, George 'Red' Schwartz, Leib Lensky",07 Nov 1986,English,"Comedy, Crime, Romance"
56fb9e7b71a0651ba00657be,movie,True,6.8,David Seltzer,http://ia.media-imdb.com/images/M/MV5BMTY4NTM1ODEzOF5BMl5BanBnXkFtZTYwNDk0NDk5._V1_SX300.jpg,N/A,100 min,tt0091445,David Seltzer,"11,058","8,200,000",PG-13,USA,Lucas,3 nominations.,"Corey Haim, Kerri Green, Charlie Sheen, Courtney Thorne-Smith",28 Mar 1986,English,"Comedy, Drama, Romance"
56fb9e7b71a0651ba00657bf,movie,True,5.5,Gene Wilder,http://ia.media-imdb.com/images/M/MV5BMTM2NTM2MDM2NV5BMl5BanBnXkFtZTYwNTc2Nzg4._V1_SX300.jpg,N/A,82 min,tt0091178,"Gene Wilder, Terence Marsh","4,597","8,033,397",PG,USA,Haunted Honeymoon,1 win.,"Gene Wilder, Gilda Radner, Dom DeLuise, Jonathan Pryce",25 Jul 1986,English,"Horror, Comedy, Musical"
56fb9e7b71a0651ba00657c0,movie,True,5.5,Tobe Hooper,http://ia.media-imdb.com/images/M/MV5BMzc3NjEwNTM1MF5BMl5BanBnXkFtZTcwNDU2NzI5NA@@._V1_SX300.jpg,N/A,101 min,tt0092076,"L.M. Kit Carson, Tobe Hooper (film \","18,532","8,025,872",X,USA,The Texas Chainsaw Massacre 2,1 win & 1 nomination.,"Dennis Hopper, Caroline Williams, Jim Siedow, Bill Moseley",22 Aug 1986,English,"Comedy, Horror"
56fb9e7b71a0651ba00657c1,movie,True,5.9,Roger Spottiswoode,http://ia.media-imdb.com/images/M/MV5BMTI1NTc2NjA5OV5BMl5BanBnXkFtZTcwNjY3MjUxMQ@@._V1_SX300.jpg,N/A,104 min,tt0090713,Ron Shelton,"5,061","7,790,931",PG-13,USA,The Best of Times,N/A,"Robin Williams, Kurt Russell, Pamela Reed, Holly Palance",31 Jan 1986,English,"Comedy, Drama, Sport"
56fb9e7b71a0651ba00657c2,movie,True,5.5,Thomas Michael Donnelly,http://ia.media-imdb.com/images/M/MV5BMTIwNDgzOTk1OF5BMl5BanBnXkFtZTcwMzg4NjQyMQ@@._V1_SX300.jpg,N/A,105 min,tt0091814,Thomas Michael Donnelly,"3,356","7,634,909",PG,USA,Quicksilver,N/A,"Kevin Bacon, Jami Gertz, Paul Rodriguez, Rudy Ramos",14 Feb 1986,English,"Crime, Drama, Thriller"
56fb9e7b71a0651ba00657c3,movie,True,5.4,Stephen King,http://ia.media-imdb.com/images/M/MV5BNTAxNTUxODk3Ml5BMl5BanBnXkFtZTcwODQ5ODYyMQ@@._V1_SX300.jpg,N/A,97 min,tt0091499,"Stephen King (film by, Stephen King (written for the screen by)","22,542","7,433,663",R,USA,Maximum Overdrive,3 nominations.,"Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith",25 Jul 1986,English,"Action, Comedy, Horror"
56fb9e7b71a0651ba00657c4,movie,True,5.7,Kevin Tenney,http://ia.media-imdb.com/images/M/MV5BMTA3NDg3MTI2NTdeQTJeQWpwZ15BbWU3MDkzMTEzODQ@._V1_SX300.jpg,N/A,98 min,tt0090327,Kevin Tenney,"4,072","7,369,373",R,"UK, USA",Witchboard,N/A,"Todd Allen, Tawny Kitaen, Stephen Nichols, Kathleen Wilhoite",13 Mar 1987,English,"Horror, Mystery, Thriller"
56fb9e7b71a0651ba00657c5,movie,True,6.4,Nick Castle,http://ia.media-imdb.com/images/M/MV5BMTU1MTMxMDgzNF5BMl5BanBnXkFtZTcwNDcxMDAwMQ@@._V1_SX300.jpg,N/A,114 min,tt0090768,Nick Castle,"4,251","7,177,431",PG,USA,The Boy Who Could Fly,3 wins & 5 nominations.,"Lucy Deakins, Jay Underwood, Bonnie Bedelia, Fred Savage",26 Sep 1986,English,"Drama, Fantasy"
56fb9e7b71a0651ba00657c6,movie,True,7.8,Jean-Jacques Annaud,http://ia.media-imdb.com/images/M/MV5BNzQ5NjUzNDgzOF5BMl5BanBnXkFtZTcwMTY1NTYyMQ@@._V1_SX300.jpg,N/A,130 min,tt0091605,"Umberto Eco (novel, Andrew Birkin (screenplay, Gérard Brach (screenplay, Howard Franklin (screenplay, Alain Godard (screenplay)","79,712","7,200,000",R,"Italy, West Germany, France",The Name of the Rose,Won 2 BAFTA Film Awards. Another 15 wins & 5 nominations.,"Sean Connery, Christian Slater, Helmut Qualtinger, Elya Baskin",24 Sep 1986,"English, Latin","Crime, Mystery, Thriller"
56fb9e7b71a0651ba00657c7,movie,True,6.5,Spike Lee,http://ia.media-imdb.com/images/M/MV5BMTc4Mzg3NTcwMl5BMl5BanBnXkFtZTcwMjcxNjM0MQ@@._V1_SX300.jpg,N/A,84 min,tt0091939,Spike Lee,"4,609","7,137,502",R,USA,She's Gotta Have It,3 wins & 1 nomination.,"Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee",08 Aug 1986,English,"Comedy, Romance"
56fb9e7b71a0651ba00657c8,movie,True,4.4,Michelle Manning,http://ia.media-imdb.com/images/M/MV5BMjA3NDU4NDY4Nl5BMl5BanBnXkFtZTcwNjkyODAyMQ@@._V1_SX300.jpg,N/A,83 min,tt0090753,"Ross Macdonald (novel, Lukas Heller (screenplay, Walter Hill (screenplay)",725,"6,947,787",R,USA,Blue City,5 nominations.,"Judd Nelson, Ally Sheedy, David Caruso, Paul Winfield",02 May 1986,English,"Action, Crime, Drama"
56fb9e7b71a0651ba00657c9,movie,True,5.7,Charles Martin Smith,http://ia.media-imdb.com/images/M/MV5BMTkwMjYzNDg4Ml5BMl5BanBnXkFtZTcwMzEzMTkzMQ@@._V1_SX300.jpg,N/A,98 min,tt0092112,"Rhet Topham (story, Michael S. Murphey (screenplay, Joel Soisson (screenplay, Rhet Topham (screenplay)","4,094","6,797,218",R,USA,Trick or Treat,N/A,"Marc Price, Tony Fields, Lisa Orgolini, Doug Savant",24 Oct 1986,English,"Comedy, Horror, Music"
56fb9e7b71a0651ba00657ca,movie,True,5.4,Harley Cokeliss,http://ia.media-imdb.com/images/M/MV5BMjEyODQ4MDg4MV5BMl5BanBnXkFtZTcwMzg4MDYyMQ@@._V1_SX300.jpg,N/A,100 min,tt0090735,"John Carpenter (story, John Carpenter (screenplay, Desmond Nakano (screenplay, William Gray (screenplay)","3,615","6,637,565",R,USA,Black Moon Rising,1 nomination.,"Tommy Lee Jones, Linda Hamilton, Robert Vaughn, Richard Jaeckel",10 Jan 1986,English,"Action, Sci-Fi, Thriller"
56fb9e7b71a0651ba00657cb,movie,True,5.9,Allan Burns,http://ia.media-imdb.com/images/M/MV5BMTMzNjE0MjA0NF5BMl5BanBnXkFtZTcwMTYzNzA2NA@@._V1_SX300.jpg,N/A,110 min,tt0091310,Allan Burns,554,"6,408,791",PG-13,USA,Just Between Friends,N/A,"Mary Tyler Moore, Julie Payne, Beverly Sanders, Salome Jens",21 Mar 1986,English,Drama
56fb9e7b71a0651ba00657cc,movie,True,4.4,Blake Edwards,http://ia.media-imdb.com/images/M/MV5BMjcwNTQ4NTE1NF5BMl5BanBnXkFtZTcwNDI1MTAzMQ@@._V1_SX300.jpg,N/A,90 min,tt0091051,Blake Edwards,"1,096","6,029,824",PG,USA,A Fine Mess,N/A,"Ted Danson, Howie Mandel, Richard Mulligan, Stuart Margolin",08 Aug 1986,English,"Action, Comedy, Crime"
56fb9e7b71a0651ba00657cd,movie,True,5.9,Mike Joens,http://ia.media-imdb.com/images/M/MV5BMTI1NDU0MzAwN15BMl5BanBnXkFtZTcwMDE5MTkzMQ@@._V1_SX300.jpg,N/A,86 min,tt0091584,George Arthur Bloom,"1,978","5,958,456",G,USA,My Little Pony: The Movie,N/A,"Danny DeVito, Madeline Kahn, Cloris Leachman, Rhea Perlman",06 Jun 1986,English,"Animation, Family, Fantasy"
56fb9e7b71a0651ba00657ce,movie,True,7.2,Russell Mulcahy,http://ia.media-imdb.com/images/M/MV5BMTYxMzc0NDk1NV5BMl5BanBnXkFtZTgwNTcyMDEyODE@._V1_SX300.jpg,24,116 min,tt0091203,"Gregory Widen (story, Gregory Widen (screenplay, Peter Bellwood (screenplay, Larry Ferguson (screenplay)","96,001","5,900,000",R,UK,Highlander,N/A,"Christopher Lambert, Roxanne Hart, Clancy Brown, Sean Connery",07 Mar 1986,English,"Action, Adventure, Fantasy"
56fb9e7b71a0651ba00657cf,movie,True,7.3,Nelson Shin,http://ia.media-imdb.com/images/M/MV5BMTM2MzQ1NDA3OV5BMl5BanBnXkFtZTcwNjM2OTczMQ@@._V1_SX300.jpg,N/A,84 min,tt0092106,Ron Friedman,"31,357","5,849,647",PG,"USA, Japan",The Transformers: The Movie,2 nominations.,"Norman Alden, Jack Angel, Michael Bell, Gregg Berger",08 Aug 1986,"English, Japanese","Animation, Action, Adventure"
56fb9e7b71a0651ba00657d0,movie,True,7.3,Robert Harmon,http://ia.media-imdb.com/images/M/MV5BMTc3NjU0MzU3Nl5BMl5BanBnXkFtZTcwNDEzMTEyMQ@@._V1_SX300.jpg,N/A,97 min,tt0091209,Eric Red,"33,369","5,844,868",R,USA,The Hitcher,3 wins.,"Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh, Jeffrey DeMunn",21 Feb 1986,English,Thriller
56fb9e7b71a0651ba00657d1,movie,True,7.4,Neil Jordan,http://ia.media-imdb.com/images/M/MV5BODQyNTczZmEtYWIyMC00NGFjLTgwNTktM2JlNjZmZTVmNGFiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,N/A,104 min,tt0091538,"Neil Jordan (screenplay, David Leland (screenplay)","9,850","5,794,184",R,UK,Mona Lisa,Nominated for 1 Oscar. Another 13 wins & 13 nominations.,"Bob Hoskins, Cathy Tyson, Michael Caine, Robbie Coltrane",13 Jun 1986,English,"Crime, Drama, Romance"
56fb9e7b71a0651ba00657d2,movie,True,4.3,John Carl Buechler,http://ia.media-imdb.com/images/M/MV5BNzAyMDY0NTMwNV5BMl5BanBnXkFtZTcwMDgxMTM4NA@@._V1_SX300.jpg,N/A,82 min,tt0092115,Ed Naha,"6,812","5,450,815",PG-13,"USA, Italy",Troll,1 nomination.,"Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck",17 Jan 1986,English,"Fantasy, Horror"
56fb9e7b71a0651ba00657d3,movie,True,6.4,John Frankenheimer,http://ia.media-imdb.com/images/M/MV5BMTIwODMzODc2OF5BMl5BanBnXkFtZTcwNTU3MTc0MQ@@._V1_SX300.jpg,N/A,110 min,tt0090567,"Elmore Leonard (novel, Elmore Leonard (screenplay, John Steppling (screenplay)","3,229",,R,USA,52 Pick-Up,1 nomination.,"Roy Scheider, Ann-Margret, Vanity, John Glover",07 Nov 1986,English,"Crime, Thriller"
56fb9e7b71a0651ba00657d4,movie,True,5.3,Richard Tuggle,http://ia.media-imdb.com/images/M/MV5BMTUyNTAwNjkxMl5BMl5BanBnXkFtZTcwMjI3NDMyMQ@@._V1_SX300.jpg,N/A,93 min,tt0091706,Tony Kayden,926,"5,099,316",R,USA,Out of Bounds,N/A,"Anthony Michael Hall, Jenny Wright, Jeff Kober, Glynn Turman",25 Jul 1986,English,"Action, Crime, Thriller"
56fb9e7b71a0651ba00657d5,movie,True,5.8,Richard Wenk,http://ia.media-imdb.com/images/M/MV5BMTgzMzU2MzUyNV5BMl5BanBnXkFtZTcwMTkzNjIyMQ@@._V1_SX300.jpg,N/A,93 min,tt0092147,"Donald P. Borchers (story, Richard Wenk (story, Richard Wenk (screenplay)","3,446","4,941,117",R,USA,Vamp,2 nominations.,"Chris Makepeace, Sandy Baron, Robert Rusler, Dedee Pfeiffer",18 Jul 1986,English,"Comedy, Horror"
56fb9e7b71a0651ba00657d6,movie,True,5.5,Tobe Hooper,http://ia.media-imdb.com/images/M/MV5BMTg0OTQ2Njc1NF5BMl5BanBnXkFtZTYwODYxODI5._V1_SX300.jpg,N/A,100 min,tt0091276,"Richard Blake (based on a screenplay by, Dan O'Bannon (screenplay, Don Jakoby (screenplay)","5,027","4,884,663",PG,USA,Invaders from Mars,2 nominations.,"Karen Black, Hunter Carson, Timothy Bottoms, Laraine Newman",06 Jun 1986,English,"Horror, Sci-Fi"
56fb9e7b71a0651ba00657d7,movie,True,6.3,Paul Michael Glaser,http://ia.media-imdb.com/images/M/MV5BMTY0MTQzNTcyOF5BMl5BanBnXkFtZTcwNDEwNjAyMQ@@._V1_SX300.jpg,N/A,109 min,tt0090693,"Leo Garen, Jack Baran","2,022","4,865,912",R,USA,Band of the Hand,1 nomination.,"Stephen Lang, Michael Carmine, Lauren Holly, John Cameron Mitchell",11 Apr 1986,English,"Action, Crime, Drama"
56fb9e7b71a0651ba00657d8,movie,True,3.9,Albert Magnoli,http://ia.media-imdb.com/images/M/MV5BMTk0NzcxMjYxNV5BMl5BanBnXkFtZTcwNjQzMzcyMQ@@._V1_SX300.jpg,N/A,102 min,tt0090631,"Evan Archerd, Jeff Benjamin, Susan Williams","1,176","4,845,724",PG-13,USA,American Anthem,1 nomination.,"Mitchell Gaylord, Tiny Wells, Janet Jones, Michael Pataki",27 Jun 1986,English,"Drama, Sport"
56fb9e7b71a0651ba00657d9,movie,True,4.9,Michael Dinner,http://ia.media-imdb.com/images/M/MV5BMjA1NzIwNzM3M15BMl5BanBnXkFtZTYwMjM3Mjg5._V1_SX300.jpg,N/A,92 min,tt0091668,"Dezsö Magyar (story, Mark Medoff (screenplay)",697,"4,842,778",PG,USA,Off Beat,N/A,"Judge Reinhold, Meg Tilly, Cleavant Derricks, Joe Mantegna",11 Apr 1986,English,"Comedy, Crime, Romance"
56fb9e7b71a0651ba00657da,movie,True,5.6,David Beaird,http://ia.media-imdb.com/images/M/MV5BMjA2OTg1NTQ4NV5BMl5BanBnXkFtZTcwNzI0NzMzMQ@@._V1_SX300.jpg,N/A,97 min,tt0091579,David Beaird,"1,290","3,883,652",R,USA,My Chauffeur,N/A,"Deborah Foreman, Sam J. Jones, Sean McClory, Howard Hesseman",24 Jan 1986,English,Comedy
56fb9e7b71a0651ba00657db,movie,True,5.7,Jack Fisk,http://ia.media-imdb.com/images/M/MV5BMTg3MDE0ODc5MV5BMl5BanBnXkFtZTcwNTIzODEyMQ@@._V1_SX300.jpg,N/A,88 min,tt0092173,Naomi Foner,537,"4,743,287",PG-13,USA,Violets Are Blue...,N/A,"Sissy Spacek, Kevin Kline, Bonnie Bedelia, John Kellogg",25 Apr 1986,English,"Drama, Romance"
56fb9e7b71a0651ba00657dc,movie,True,3.7,John Guillermin,http://ia.media-imdb.com/images/M/MV5BMTc4NTExODQxMl5BMl5BanBnXkFtZTcwOTA5ODYyMQ@@._V1_SX300.jpg,N/A,105 min,tt0091344,"Merian C. Cooper (character, Steven Pressfield (screenplay, Steven Pressfield (story, Ronald Shusett (screenplay, Ronald Shusett (story, Edgar Wallace (character)","3,760","4,711,220",PG-13,USA,King Kong Lives,2 nominations.,"Peter Elliott, George Antoni, Brian Kerwin, Linda Hamilton",19 Dec 1986,English,"Action, Adventure, Horror"
56fb9e7b71a0651ba00657dd,movie,True,5.8,Sam Firstenberg,http://ia.media-imdb.com/images/M/MV5BMjEyODY5MjkyOF5BMl5BanBnXkFtZTgwODc1MzkwMzE@._V1_SX300.jpg,N/A,104 min,tt0090678,James Booth,"1,563","4,679,650",R,USA,Avenging Force,N/A,"Michael Dudikoff, Steve James, James Booth, William Wallace",12 Sep 1986,English,"Action, Drama, Thriller"
56fb9e7b71a0651ba00657de,movie,True,5.6,Corey Yuen,http://ia.media-imdb.com/images/M/MV5BMTkwMDYyMDU4MV5BMl5BanBnXkFtZTcwOTUwNTYyMQ@@._V1_SX300.jpg,N/A,85 min,tt0089695,"See-Yuen Ng (original story, Corey Yuen (original story, Keith W. Strandberg (screenplay)","11,235","4,662,137",PG,"USA, Hong Kong","No Retreat, No Surrender",N/A,"Kurt McKinney, Jean-Claude Van Damme, J.W. Fails, Kathie Sileno",02 May 1986,English,"Action, Crime, Drama"
56fb9e7b71a0651ba00657df,movie,True,6.6,Duncan Gibbins,http://ia.media-imdb.com/images/M/MV5BMTI4NTIwNjYxOV5BMl5BanBnXkFtZTcwMjYwMjgxMQ@@._V1_SX300.jpg,N/A,103 min,tt0091053,"Bill Phillips (screenplay, Warren Skaaren (screenplay, Paul Boorstin (screenplay, Sharon Boorstin (screenplay)","1,164","4,636,169",PG-13,USA,Fire with Fire,N/A,"Craig Sheffer, Virginia Madsen, Jon Polito, J.J. Cohen",09 May 1986,English,"Drama, Romance"
56fb9e7b71a0651ba00657e0,movie,True,4.3,Peter Manoogian,http://ia.media-imdb.com/images/M/MV5BMTM4ODE0OTIzNV5BMl5BanBnXkFtZTcwMDYzMzI5MQ@@._V1_SX300.jpg,N/A,96 min,tt0091003,"Paul De Meo, Danny Bilson","1,257","4,601,256",PG,"USA, Spain",Eliminators,N/A,"Andrew Prine, Denise Crosby, Patrick Reynolds, Conan Lee",31 Jan 1986,English,"Action, Adventure, Fantasy"
56fb9e7b71a0651ba00657e1,movie,True,6.1,Blake Edwards,http://ia.media-imdb.com/images/M/MV5BMTM0Nzg4Nzg3Ml5BMl5BanBnXkFtZTYwNTI1NDA5._V1_SX300.jpg,N/A,102 min,tt0092079,"Milton Wexler, Blake Edwards",938,"4,079,895",PG-13,USA,That's Life!,Nominated for 1 Oscar. Another 4 nominations.,"Jack Lemmon, Julie Andrews, Sally Kellerman, Robert Loggia",10 Oct 1986,English,"Comedy, Drama"
56fb9e7b71a0651ba00657e2,movie,True,5.5,Daryl Duke,http://ia.media-imdb.com/images/M/MV5BMjE4Mjc5NDczNF5BMl5BanBnXkFtZTcwNzgyOTUyMQ@@._V1_SX300.jpg,N/A,127 min,tt0092042,"John Briley (screenplay, James Clavell (novel, Stanley Mann (screenplay)","1,230","4,007,250",R,USA,Tai-Pan,2 nominations.,"Bryan Brown, Joan Chen, John Stanton, Tim Guinee",07 Nov 1986,English,Adventure
