_id,imdbRating,imdbID,Released,Awards,Rated,Director,Genre,imdbVotes,Runtime,Box_office,Poster,Response,Language,Type,Title,Metascore,Writer,Country,Actors
56fba52871a0651b4c77447e,4.9,tt0096340,22 Apr 1988,N/A,R,Camilo Vila,Horror,964,102 min,"6,337,299",http://ia.media-imdb.com/images/M/MV5BMTgyNjkyMDg3MF5BMl5BanBnXkFtZTYwNjc3Mjg5._V1_SX300.jpg,True,English,movie,The Unholy,N/A,"Philip Yordan, Fernando Fonseca",USA,"Ruben Rabasa, Nicole Fortier, Peter Frechette, Phil Becker"
56fba52871a0651b4c77447f,5.5,tt0095736,26 Feb 1988,1 nomination.,R,William Richert,"Comedy, Drama, Romance","1,963",90 min,"6,264,058",http://ia.media-imdb.com/images/M/MV5BMTUwMzQ0NDYxN15BMl5BanBnXkFtZTcwNTE1OTMyMQ@@._V1_SX300.jpg,True,English,movie,A Night in the Life of Jimmy Reardon,N/A,William Richert (novel),USA,"River Phoenix, Ann Magnuson, Meredith Salenger, Ione Skye"
56fba52871a0651b4c774480,4.6,tt0094792,22 Jan 1988,1 nomination.,R,Aaron Norris,"Action, War","4,179",101 min,"6,193,901",http://ia.media-imdb.com/images/M/MV5BMTMxODI3NjYxMl5BMl5BanBnXkFtZTcwNTc0MjEyMQ@@._V1_SX300.jpg,True,English,movie,Braddock: Missing in Action III,N/A,"Steve Bing (characters, James Bruner, Larry Levinson (characters, Chuck Norris, Arthur Silver (characters)",USA,"Chuck Norris, Aki Aleong, Roland Harrah III, Miki Kim"
56fba52871a0651b4c774481,5.8,tt0094594,18 Nov 1988,1 nomination.,R,Ernest Thompson,"Drama, War","2,925",95 min,"5,979,011",http://ia.media-imdb.com/images/M/MV5BMTg4OTU0NDk4OF5BMl5BanBnXkFtZTcwMjAxNTYyMQ@@._V1_SX300.jpg,True,English,movie,1969,N/A,Ernest Thompson,USA,"Robert Downey Jr., Kiefer Sutherland, Bruce Dern, Mariette Hartley"
56fba52871a0651b4c774482,5.3,tt0095981,05 Aug 1988,1 nomination.,PG,Ferdinand Fairfax,"Action, Adventure, Drama",795,97 min,"5,855,392",http://ia.media-imdb.com/images/M/MV5BMTUyMTIwODg1OV5BMl5BanBnXkFtZTcwOTkwMDkwMw@@._V1_SX300.jpg,True,English,movie,The Rescue,N/A,"Jim Thomas, John Thomas",USA,"Edward Albert, Ellen Barber, Timothy Carhart, James Cromwell"
56fba52871a0651b4c774483,7.3,tt0095082,02 Sep 1988,2 nominations.,PG,John Sayles,"Drama, History, Sport","14,786",119 min,"5,680,515",http://ia.media-imdb.com/images/M/MV5BMTUxMTIzNTY4N15BMl5BanBnXkFtZTcwMDQ4NjYzNA@@._V1_SX300.jpg,True,English,movie,Eight Men Out,N/A,"Eliot Asinof (book, John Sayles (screenplay)",USA,"John Cusack, Clifton James, Michael Lerner, Christopher Lloyd"
56fba52871a0651b4c774484,6.4,tt0095088,30 Sep 1988,4 nominations.,PG-13,James Signorelli,"Comedy, Horror","8,689",96 min,"5,596,267",http://ia.media-imdb.com/images/M/MV5BMzgzODA5MTAyMF5BMl5BanBnXkFtZTcwNDQ3MzMyMQ@@._V1_SX300.jpg,True,English,movie,Elvira: Mistress of the Dark,N/A,"Sam Egan, John Paragon, Cassandra Peterson",USA,"Phil Rubenstein, Larry Flash Jenkins, Cassandra Peterson, Damita Jo Freeman"
56fba52871a0651b4c774485,5.7,tt0095288,30 Sep 1988,2 nominations.,PG-13,Chris Columbus,"Comedy, Musical, Romance",919,97 min,"5,509,417",http://ia.media-imdb.com/images/M/MV5BMTQ2MjQ5NDY0N15BMl5BanBnXkFtZTcwNTA4MTcxMQ@@._V1_SX300.jpg,True,English,movie,Heartbreak Hotel,N/A,Chris Columbus,USA,"David Keith, Tuesday Weld, Charlie Schlatter, Angela Goethals"
56fba52871a0651b4c774486,6.2,tt0095652,29 Jul 1988,7 wins & 1 nomination.,R,George A. Romero,"Drama, Horror, Sci-Fi","7,635",113 min,"5,344,577",http://ia.media-imdb.com/images/M/MV5BMTkxOTk4NDM1Nl5BMl5BanBnXkFtZTcwNzI0ODI1NA@@._V1_SX300.jpg,True,English,movie,Monkey Shines,N/A,"Michael Stewart (novel, George A. Romero (screenplay)",USA,"Jason Beghe, John Pankow, Kate McNeil, Joyce Van Patten"
56fba52871a0651b4c774487,5.1,tt0095296,26 Aug 1988,N/A,N/A,William Tannen,"Action, Crime, Drama","2,213",96 min,"5,301,200",http://ia.media-imdb.com/images/M/MV5BMTM4MDkwNDI2Ml5BMl5BanBnXkFtZTcwNjk3ODcxMQ@@._V1_SX300.jpg,True,English,movie,Hero and the Terror,N/A,"Michael Blodgett (novel, Dennis Shryack (screenplay, Michael Blodgett (screenplay)",USA,"Chuck Norris, Brynn Thayer, Steve James, Jack O'Halloran"
56fba52871a0651b4c774488,6.3,tt0094882,07 Oct 1988,Nominated for 1 Golden Globe. Another 2 nominations.,PG-13,Robert Mulligan,Drama,"1,645",108 min,"5,194,491",http://ia.media-imdb.com/images/M/MV5BMTg5NTI1MjIwMl5BMl5BanBnXkFtZTYwMTY5MTk5._V1_SX300.jpg,True,English,movie,Clara's Heart,N/A,"Joseph Olshan (novel, Mark Medoff (screenplay)",USA,"Whoopi Goldberg, Michael Ontkean, Kathleen Quinlan, Neil Patrick Harris"
56fba52871a0651b4c774489,7.7,tt0096289,14 Dec 1988,1 win & 3 nominations.,R,Paul Bogart,"Comedy, Drama, Romance","5,392",120 min,"4,865,997",http://ia.media-imdb.com/images/M/MV5BMTI2MzY5MTU2Ml5BMl5BanBnXkFtZTcwNTg0NjUyMQ@@._V1_SX300.jpg,True,"English, Hebrew",movie,Torch Song Trilogy,N/A,"Harvey Fierstein (play, Harvey Fierstein (screenplay)",USA,"Anne Bancroft, Matthew Broderick, Harvey Fierstein, Brian Kerwin"
56fba52871a0651b4c77448a,5.9,tt0095238,04 Nov 1988,N/A,R,Leonard Nimoy,"Drama, Romance","1,269",103 min,"4,764,606",http://ia.media-imdb.com/images/M/MV5BMTQyMDQ5MjM1MV5BMl5BanBnXkFtZTcwMzU5NTUyMQ@@._V1_SX300.jpg,True,English,movie,The Good Mother,N/A,"Michael Bortman (screenplay, Sue Miller (based upon the novel by)",USA,"Diane Keaton, Liam Neeson, Jason Robards, Ralph Bellamy"
56fba52871a0651b4c77448b,5.7,tt0096193,29 Apr 1988,Nominated for 1 Oscar. Another 1 win & 1 nomination.,R,Blake Edwards,"Crime, Mystery, Thriller","3,063",102 min,"4,594,452",http://ia.media-imdb.com/images/M/MV5BMzM5MzE0MTQyOV5BMl5BanBnXkFtZTcwMDAwNDYxMQ@@._V1_SX300.jpg,True,"English, Spanish",movie,Sunset,N/A,"Rod Amateau (story, Blake Edwards (screenplay)","USA, Italy","Bruce Willis, James Garner, Malcolm McDowell, Mariel Hemingway"
56fba52871a0651b4c77448c,6.4,tt0094712,21 Oct 1988,1 nomination.,R,Peter Markle,"Drama, War","6,019",105 min,"3,966,256",http://ia.media-imdb.com/images/M/MV5BMTYzODM4MTgzMl5BMl5BanBnXkFtZTYwMDQ5Mjk5._V1_SX300.jpg,True,English,movie,Bat*21,N/A,"William C. Anderson (book, William C. Anderson (screenplay, George Gordon (screenplay)",USA,"Gene Hackman, Danny Glover, Jerry Reed, David Marshall Grant"
56fba52871a0651b4c77448d,5.6,tt0095613,07 Oct 1988,N/A,PG-13,Henry Winkler,"Comedy, Drama",693,105 min,"3,965,604",http://ia.media-imdb.com/images/M/MV5BMTc1MjA3OTI2MV5BMl5BanBnXkFtZTcwNjU2NzAyMQ@@._V1_SX300.jpg,True,English,movie,Memories of Me,N/A,"Eric Roth, Billy Crystal",USA,"Billy Crystal, Alan King, JoBeth Williams, Janet Carroll"
56fba52871a0651b4c77448e,5.3,tt0095145,28 Oct 1988,N/A,PG-13,Daniel Goldberg,"Comedy, Crime","2,354",90 min,"3,838,793",http://ia.media-imdb.com/images/M/MV5BMTIwMjM5NzM5MV5BMl5BanBnXkFtZTYwMDE1NTg5._V1_SX300.jpg,True,English,movie,Feds,N/A,"Len Blum, Daniel Goldberg",USA,"Rebecca De Mornay, Mary Gross, Ken Marshall, Fred Dalton Thompson"
56fba52871a0651b4c77448f,5.7,tt0096200,23 Sep 1988,N/A,R,Robert Greenwald,"Comedy, Drama, Romance",636,101 min,"3,790,493",http://ia.media-imdb.com/images/M/MV5BMTI1MTgxMDMxM15BMl5BanBnXkFtZTcwODc2NzgxMQ@@._V1_SX300.jpg,True,English,movie,Sweet Hearts Dance,N/A,Ernest Thompson,USA,"Don Johnson, Susan Sarandon, Jeff Daniels, Elizabeth Perkins"
56fba52871a0651b4c774490,7.9,tt0095360,07 Oct 1988,N/A,R,Andrew Solt,"Documentary, Biography, Music","3,489",100 min,"3,753,977",http://ia.media-imdb.com/images/M/MV5BMTkyMDc4MzA3Nl5BMl5BanBnXkFtZTcwMDkzMjcxMQ@@._V1_SX300.jpg,True,English,movie,Imagine: John Lennon,N/A,"Sam Egan, Andrew Solt",USA,"John Lennon, Yoko Ono, Paul McCartney, George Harrison"
56fba52871a0651b4c774491,6.0,tt0094961,29 Jun 1988,1 nomination.,R,Mark Goldblatt,"Action, Comedy, Horror","4,627",86 min,"3,588,626",http://ia.media-imdb.com/images/M/MV5BNTYxMDA5MDIzNl5BMl5BanBnXkFtZTcwMjgzNTQyMQ@@._V1_SX300.jpg,True,English,movie,Dead Heat,N/A,Terry Black,USA,"Treat Williams, Joe Piscopo, Lindsay Frost, Darren McGavin"
56fba52871a0651b4c774492,4.7,tt0096291,16 Sep 1988,N/A,R,Rick Rubin,"Crime, Drama, Music",254,87 min,"3,582,760",http://ia.media-imdb.com/images/M/MV5BMTc1Mzk2OTI3Nl5BMl5BanBnXkFtZTYwMTAwMTk5._V1_SX300.jpg,True,English,movie,Tougher Than Leather,N/A,"Ric Menello, Rick Rubin",USA,"Darryl McDaniels, Daniel Simmons, Jason Mizell, Joseph Simmons"
56fba52871a0651b4c774493,5.9,tt0093744,29 Jul 1988,3 nominations.,G,Ken Annakin,"Family, Adventure, Fantasy","3,187",100 min,"3,569,939",http://ia.media-imdb.com/images/M/MV5BMTQyNzk0MDI1NV5BMl5BanBnXkFtZTcwMDAyNTAzMQ@@._V1_SX300.jpg,True,English,movie,The New Adventures of Pippi Longstocking,N/A,"Astrid Lindgren (books, Ken Annakin","Sweden, USA","Tami Erin, David Seaman, Cory Crow, Eileen Brennan"
56fba52871a0651b4c774494,6.6,tt0095564,14 Oct 1988,Won 1 Golden Globe. Another 1 win & 6 nominations.,PG-13,John Schlesinger,"Drama, Music","1,065",122 min,"3,548,238",http://ia.media-imdb.com/images/M/MV5BMTQ0MDk5MzM4MF5BMl5BanBnXkFtZTcwNDU0NDUxMQ@@._V1_SX300.jpg,True,English,movie,Madame Sousatzka,N/A,"Bernice Rubens (from the novel by, Ruth Prawer Jhabvala (screenplay, John Schlesinger (screenplay, Peter Morgan (additional material written by, Mark Wadlow (additional material written by)","UK, Canada","Shirley MacLaine, Peggy Ashcroft, Twiggy, Shabana Azmi"
56fba52871a0651b4c774495,7.0,tt0096259,21 Oct 1988,2 wins & 2 nominations.,PG,David Mamet,"Comedy, Crime, Drama","2,472",100 min,"3,527,886",http://ia.media-imdb.com/images/M/MV5BMTU0NTEwMjMxMF5BMl5BanBnXkFtZTcwMjA2ODkxMQ@@._V1_SX300.jpg,True,"English, Italian",movie,Things Change,N/A,"David Mamet, Shel Silverstein",USA,"Don Ameche, Joe Mantegna, Robert Prosky, J.J. Johnston"
56fba52871a0651b4c774496,7.6,tt0095250,19 Aug 1988,3 wins & 6 nominations.,PG-13,Luc Besson,"Action, Adventure, Drama","36,858",168 min,"3,500,000",http://ia.media-imdb.com/images/M/MV5BMjM3NDgzNDQzMF5BMl5BanBnXkFtZTgwOTg0NjE0MDE@._V1_SX300.jpg,True,"English, French, Italian",movie,The Big Blue,35,"Luc Besson (story, Luc Besson (screenplay, Robert Garland (screenplay, Marilyn Goldin (screenplay, Jacques Mayol (screenplay, Marc Perrier (screenplay)","France, USA, Italy","Rosanna Arquette, Jean-Marc Barr, Jean Reno, Paul Shenar"
56fba52871a0651b4c774497,7.3,tt0096219,13 Jan 1989,3 wins & 5 nominations.,R,Oliver Stone,Drama,"9,837",110 min,"3,468,572",http://ia.media-imdb.com/images/M/MV5BNTM0NzEwOTc2MF5BMl5BanBnXkFtZTcwMDkxNjQyMQ@@._V1_SX300.jpg,True,English,movie,Talk Radio,N/A,"Stephen Singular (book, Eric Bogosian (play, Tad Savinar (play, Eric Bogosian (play, Eric Bogosian (screenplay, Oliver Stone (screenplay)","USA, Canada","Eric Bogosian, Ellen Greene, Leslie Hope, John C. McGinley"
56fba52871a0651b4c774498,6.2,tt0095925,13 Jan 1989,3 nominations.,R,Stan Winston,"Fantasy, Horror","13,449",86 min,"4,385,516",http://ia.media-imdb.com/images/M/MV5BODUyNjMwMTcwOV5BMl5BanBnXkFtZTcwNTMwMTU2NA@@._V1_SX300.jpg,True,English,movie,Pumpkinhead,N/A,"Ed Justin (poem, Mark Patrick Carducci (story, Stan Winston (story, Richard Weinman (story, Mark Patrick Carducci (screenplay, Gary Gerani (screenplay)",USA,"Lance Henriksen, Jeff East, John D'Aquino, Kimberly Ross"
56fba52871a0651b4c774499,7.0,tt0095050,13 Oct 1988,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,PG-13,Robert M. Young,Drama,"2,271",111 min,"3,076,031",http://ia.media-imdb.com/images/M/MV5BMzZmNjA5MDgtMzhmNS00ODcxLWIxZTQtZDMwMzA4MmM3ZTA1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,True,"English, Italian",movie,Dominick and Eugene,N/A,"Corey Blechman, Danny Porfirio (story, Alvin Sargent",USA,"Ray Liotta, Tom Hulce, Jamie Lee Curtis, Robert Levine"
56fba52871a0651b4c77449a,5.5,tt0095626,21 Oct 1988,N/A,R,J. Lee Thompson,"Action, Crime, Thriller","1,519",91 min,"3,074,681",http://ia.media-imdb.com/images/M/MV5BMTU5NTIwODY3MV5BMl5BanBnXkFtZTcwNzc2NjUyMQ@@._V1_SX300.jpg,True,English,movie,Messenger of Death,N/A,"Rex Burns (novel, Paul Jarrico (screenplay)",USA,"Charles Bronson, Trish Van Devere, Laurence Luckinbill, Daniel Benzali"
56fba52871a0651b4c77449b,7.7,tt0096018,09 Sep 1988,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,PG-13,Sidney Lumet,"Crime, Drama, Music","9,899",116 min,"2,835,116",http://ia.media-imdb.com/images/M/MV5BMTkxMDY4NDkyOV5BMl5BanBnXkFtZTcwMzMyNDkxMQ@@._V1_SX300.jpg,True,English,movie,Running on Empty,N/A,Naomi Foner,USA,"Christine Lahti, River Phoenix, Judd Hirsch, Jonas Abry"
56fba52871a0651b4c77449c,5.6,tt0094593,08 Apr 1988,N/A,PG,Paul Flaherty,"Comedy, Fantasy, Romance","3,256",93 min,"2,567,099",http://ia.media-imdb.com/images/M/MV5BMTQ5Mzk0NjE3M15BMl5BanBnXkFtZTcwNDc2MDkxMQ@@._V1_SX300.jpg,True,English,movie,18 Again!,N/A,"Josh Goldstein, Jonathan Prince",USA,"George Burns, Charlie Schlatter, Tony Roberts, Anita Morris"
56fba52871a0651b4c77449d,5.5,tt0095428,23 Sep 1988,N/A,R,David Stevens,"Crime, Drama, Romance",711,108 min,"2,432,536",http://ia.media-imdb.com/images/M/MV5BMTgxODM3NDAwNl5BMl5BanBnXkFtZTcwMjQ5MjgzMQ@@._V1_SX300.jpg,True,English,movie,Kansas,N/A,Spencer Eastman,USA,"Matt Dillon, Andrew McCarthy, Leslie Hope, Alan Toy"
56fba52871a0651b4c77449e,7.2,tt0096464,17 Jun 1988,Won 1 BAFTA Film Award. Another 6 wins & 11 nominations.,PG,Chris Menges,Drama,"1,114",113 min,"2,326,900",http://ia.media-imdb.com/images/M/MV5BMTQ5OTU1NTQwNV5BMl5BanBnXkFtZTcwOTUxODAzMQ@@._V1_SX300.jpg,True,English,movie,A World Apart,N/A,Shawn Slovo,"UK, Zimbabwe","Jodhi May, Jeroen Krabbé, Barbara Hershey, Nadine Chalmers"
56fba52871a0651b4c77449f,7.2,tt0094747,30 Sep 1988,Won 1 Oscar. Another 8 wins & 9 nominations.,R,Clint Eastwood,"Biography, Drama, Music","8,813",161 min,"2,181,286",http://ia.media-imdb.com/images/M/MV5BMTkzNDYwOTg1OF5BMl5BanBnXkFtZTcwMTE1NzYyMQ@@._V1_SX300.jpg,True,English,movie,Bird,78,Joel Oliansky,USA,"Forest Whitaker, Diane Venora, Michael Zelniker, Samuel E. Wright"
56fba52871a0651b4c7744a0,8.1,tt0096028,07 Oct 1988,Nominated for 1 Oscar. Another 12 wins & 7 nominations.,N/A,Mira Nair,"Crime, Drama","6,474",113 min,"2,080,046",http://ia.media-imdb.com/images/M/MV5BMjEyMTEzNjk3M15BMl5BanBnXkFtZTcwOTY4MzA3NA@@._V1_SX300.jpg,True,"Hindi, English",movie,Salaam Bombay!,78,"Hriday Lani (dialogue, Mira Nair (story, Sooni Taraporevala (screenplay, Sooni Taraporevala (story)","UK, India, France","Shafiq Syed, Hansa Vithal, Chanda Sharma, Raghuvir Yadav"
56fba52871a0651b4c7744a1,6.7,tt0095649,01 May 1988,2 wins & 5 nominations.,R,Alan Rudolph,"Comedy, Drama, Romance","1,311",126 min,"2,011,497",http://ia.media-imdb.com/images/M/MV5BMjA4NDI2NTg4MV5BMl5BanBnXkFtZTcwNTIxMzMyMQ@@._V1_SX300.jpg,True,"English, French",movie,The Moderns,N/A,"Alan Rudolph, John Bradshaw",USA,"Keith Carradine, Linda Fiorentino, Wallace Shawn, Geneviève Bujold"
56fba52871a0651b4c7744a2,6.4,tt0095853,22 Apr 1988,N/A,PG-13,Marisa Silver,"Drama, Music, Romance","1,399",91 min,"1,893,139",http://ia.media-imdb.com/images/M/MV5BODIxMTYyMDA5Nl5BMl5BanBnXkFtZTcwOTk0NzQyMQ@@._V1_SX300.jpg,True,English,movie,Permanent Record,N/A,"Jarre Fees, Alice Liddle, Larry Ketron",USA,"Pamela Gidley, Alan Boyce, Michael Elgart, Jennifer Rubin"
56fba52871a0651b4c7744a3,5.5,tt0096378,05 Aug 1988,N/A,PG,Ken Kwapis,"Adventure, Comedy, Romance","2,661",99 min,"1,883,811",http://ia.media-imdb.com/images/M/MV5BMjE0NDU1OTc0OF5BMl5BanBnXkFtZTYwMDkyMTk5._V1_SX300.jpg,True,English,movie,Vibes,N/A,"Deborah Blum (story, Lowell Ganz (story, Babaloo Mandel (story, Lowell Ganz (screenplay, Babaloo Mandel (screenplay)",USA,"Ramon Bieri, Michael Lerner, Hercules Vilchez, Jerry Vichi"
56fba52871a0651b4c7744a4,5.5,tt0095454,14 Oct 1988,6 nominations.,R,Pen Densham,"Drama, Fantasy, Horror","1,128",101 min,"1,869,148",http://ia.media-imdb.com/images/M/MV5BMTIxMzgzMjAzMV5BMl5BanBnXkFtZTcwODE4MTUyMQ@@._V1_SX300.jpg,True,English,movie,The Kiss,N/A,"Tom Ropelewski, Stephen Volk (screenplay, Stephen Volk (story)","Canada, USA","Joanna Pacula, Meredith Salenger, Mimi Kuzyk, Nicholas Kilbertus"
56fba52871a0651b4c7744a5,6.3,tt0096180,01 May 1988,1 win & 2 nominations.,R,Mike Figgis,"Crime, Drama, Music","2,635",93 min,"1,791,328",http://ia.media-imdb.com/images/M/MV5BMzg1MDYxODM1N15BMl5BanBnXkFtZTcwMDI1MTUxMQ@@._V1_SX300.jpg,True,"English, Polish",movie,Stormy Monday,N/A,Mike Figgis,"UK, USA","Melanie Griffith, Tommy Lee Jones, Sting, Sean Bean"
56fba52871a0651b4c7744a6,6.0,tt0095532,18 Mar 1988,N/A,PG,Richard Benjamin,"Drama, Thriller","3,711",98 min,"1,733,070",http://ia.media-imdb.com/images/M/MV5BMjEwNjEzNTg5NF5BMl5BanBnXkFtZTcwMjkzMzgxMQ@@._V1_SX300.jpg,True,English,movie,Little Nikita,N/A,"John Hill (screenplay, Bo Goldman (screenplay, Tom Musca (story, Terry Schwartz (story)",USA,"Sidney Poitier, River Phoenix, Richard Jenkins, Caroline Kava"
56fba52871a0651b4c7744a7,6.7,tt0095484,22 Apr 1988,1 win & 4 nominations.,R,Frank LaLoggia,"Fantasy, Horror, Mystery","4,558",112 min,"1,705,139",http://ia.media-imdb.com/images/M/MV5BMTg4MTA1NjIyNF5BMl5BanBnXkFtZTcwODI5ODg0NA@@._V1_SX300.jpg,True,"English, Italian, Spanish, German",movie,Lady in White,N/A,Frank LaLoggia,USA,"Lukas Haas, Len Cariou, Alex Rocco, Katherine Helmond"
56fba52871a0651b4c7744a8,7.5,tt0094663,18 Nov 1988,1 win & 3 nominations.,PG,Woody Allen,Drama,"9,570",81 min,"1,562,749",http://ia.media-imdb.com/images/M/MV5BNzYxMTYyMDA4NF5BMl5BanBnXkFtZTcwMjgxNzUyMQ@@._V1_SX300.jpg,True,English,movie,Another Woman,N/A,Woody Allen,USA,"Gena Rowlands, Mia Farrow, Ian Holm, Blythe Danner"
56fba52871a0651b4c7744a9,6.8,tt0095274,24 Jun 1988,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,PG,Charles Sturridge,"Drama, Romance","1,403",118 min,"1,560,700",http://ia.media-imdb.com/images/M/MV5BNjkwMjQ1MDY0NF5BMl5BanBnXkFtZTcwNjU4MzcyMQ@@._V1_SX300.jpg,True,English,movie,A Handful of Dust,N/A,"Derek Granger, Charles Sturridge, Tim Sullivan, Evelyn Waugh (novel)",UK,"James Wilby, Kristin Scott Thomas, Richard Beale, Jackson Kyle"
56fba52871a0651b4c7744aa,4.9,tt0096324,29 Apr 1988,1 win.,R,Zalman King,"Drama, Romance","3,868",104 min,"1,547,397",http://ia.media-imdb.com/images/M/MV5BMTYxOTQzNTc2OF5BMl5BanBnXkFtZTcwODI4ODQyMQ@@._V1_SX300.jpg,True,English,movie,Two Moon Junction,N/A,"Zalman King (story, MacGregor Douglas (story, Zalman King (screenplay)",USA,"Sherilyn Fenn, Richard Tyson, Louise Fletcher, Burl Ives"
56fba52871a0651b4c7744ab,6.9,tt0095827,01 Aug 1988,1 nomination.,PG-13,James Dearden,Drama,732,104 min,"1,500,000",http://ia.media-imdb.com/images/M/MV5BMTY1Mjg2MTI2MF5BMl5BanBnXkFtZTcwMTY5MDAxMw@@._V1_SX300.jpg,True,English,movie,Pascali's Island,N/A,"James Dearden (screenplay, Barry Unsworth (novel)",UK,"Ben Kingsley, Charles Dance, Kevork Malikyan, George Murcell"
56fba52871a0651b4c7744ac,5.3,tt0095877,01 Oct 1988,N/A,R,Aaron Norris,"War, Drama","1,061",97 min,"1,348,771",http://ia.media-imdb.com/images/M/MV5BMTk5NzgwOTg3MF5BMl5BanBnXkFtZTcwMTAzNTIyMQ@@._V1_SX300.jpg,True,English,movie,Platoon Leader,N/A,"Andrew Deutsch (screenplay, Rick Marx (screenplay, James R. McDonough (book, Harry Alan Towers (adaptation, David L. Walker (screenplay)",USA,"Michael Dudikoff, Robert F. Lyons, Michael DeLorenzo, Jesse Dabson"
56fba52871a0651b4c7744ad,4.7,tt0095629,24 Mar 1989,N/A,R,Roger Holzberg,"Mystery, Thriller",394,104 min,"1,328,001",http://ia.media-imdb.com/images/M/MV5BMTU1NzI3NTY3Ml5BMl5BanBnXkFtZTcwMjA2NTYyMQ@@._V1_SX300.jpg,True,English,movie,Midnight Crossing,N/A,"Roger Holzberg (screenplay, Douglas Weiser (screenplay, Roger Holzberg (story)",USA,"Faye Dunaway, Daniel J. Travanti, Kim Cattrall, John Laughlin"
56fba52871a0651b4c7744ae,6.2,tt0095836,23 Sep 1988,2 nominations.,R,Paul Schrader,"Biography, Drama",952,108 min,"1,223,326",http://ia.media-imdb.com/images/M/MV5BODA4OTk2Mzg1Ml5BMl5BanBnXkFtZTcwMzE5OTQ2NA@@._V1_SX300.jpg,True,English,movie,Patty Hearst,N/A,"Patricia Hearst (book, Alvin Moscow (book, Nicholas Kazan (screenplay)","UK, USA","Natasha Richardson, William Forsythe, Ving Rhames, Frances Fisher"
56fba52871a0651b4c7744af,5.9,tt0095665,22 Jul 1988,N/A,PG,Danny Huston,"Comedy, Drama","1,038",93 min,"1,221,366",http://ia.media-imdb.com/images/M/MV5BMTM5NDc5MzY4Nl5BMl5BanBnXkFtZTYwNjkxNDg5._V1_SX300.jpg,True,English,movie,Mr. North,N/A,"Thornton Wilder (novel, Janet Roach (screenplay, John Huston (screenplay, James Costigan (screenplay)",USA,"Anthony Edwards, Robert Mitchum, Lauren Bacall, Harry Dean Stanton"
56fba52871a0651b4c7744b0,4.8,tt0096271,22 Apr 1988,N/A,PG-13,Gregory Nava,"Drama, War",278,118 min,"1,212,487",http://ia.media-imdb.com/images/M/MV5BYzNkZWJkZjktMzBiNy00M2M3LWJjMzctMjBkZWM2ZmU4YmVhXkEyXkFqcGdeQXVyNDc4MjI1MjE@._V1_SX300.jpg,True,"English, Basque",movie,A Time of Destiny,N/A,"Gregory Nava, Anna Thomas","USA, Yugoslavia","William Hurt, Timothy Hutton, Melissa Leo, Francisco Rabal"
56fba52871a0651b4c7744b1,8.1,tt0096257,25 Aug 1988,12 wins & 5 nominations.,NOT RATED,Errol Morris,"Documentary, Crime, Drama","14,412",103 min,"1,209,846",http://ia.media-imdb.com/images/M/MV5BMTQyMzg4OTkxMF5BMl5BanBnXkFtZTgwOTEwNjkwMzE@._V1_SX300.jpg,True,English,movie,The Thin Blue Line,79,Errol Morris,USA,"Randall Adams, David Harris, Gus Rose, Jackie Johnson"
56fba52871a0651b4c7744b2,5.8,tt0095488,21 Oct 1988,1 win & 3 nominations.,R,Ken Russell,"Comedy, Horror","7,124",93 min,"1,189,315",http://ia.media-imdb.com/images/M/MV5BMTUyNDU3MDI5OV5BMl5BanBnXkFtZTYwNDQwNDk4._V1_SX300.jpg,True,English,movie,The Lair of the White Worm,N/A,"Ken Russell (screenplay, Bram Stoker (novel)",UK,"Amanda Donohoe, Hugh Grant, Catherine Oxenberg, Peter Capaldi"
56fba52871a0651b4c7744b3,5.0,tt0096466,13 May 1988,N/A,PG,Danny Bilson,Comedy,580,86 min,"1,200,000",http://ia.media-imdb.com/images/M/MV5BMTM4NDg2NjI5Nl5BMl5BanBnXkFtZTcwMjY1MzMyMQ@@._V1_SX300.jpg,True,English,movie,The Wrong Guys,N/A,"Paul De Meo, Danny Bilson",USA,"Louie Anderson, Richard Lewis, Richard Belzer, Franklyn Ajaye"
56fba52871a0651b4c7744b4,6.1,tt0094669,27 Apr 1988,N/A,PG,Michael Winner,"Crime, Drama, Mystery","2,132",102 min,"960,040",http://ia.media-imdb.com/images/M/MV5BMTk1NzgzNDk4Nl5BMl5BanBnXkFtZTcwNzYxODA4MQ@@._V1_SX300.jpg,True,English,movie,Appointment with Death,N/A,"Agatha Christie (based on the novel by, Anthony Shaffer (screenplay, Peter Buckman (screenplay, Michael Winner (screenplay)",USA,"Peter Ustinov, Lauren Bacall, Carrie Fisher, John Gielgud"
56fba52871a0651b4c7744b5,5.2,tt0096425,02 Dec 1988,2 nominations.,R,Jon Hess,"Action, Horror, Sci-Fi","3,003",91 min,"940,173",http://ia.media-imdb.com/images/M/MV5BNzExMDQxMTM4NF5BMl5BanBnXkFtZTYwNzc3Mjg5._V1_SX300.jpg,True,English,movie,Watchers,N/A,"Dean R. Koontz (based on the novel by, Bill Freed (screenplay, Damian Lee (screenplay)",Canada,"Michael Ironside, Christopher Cary, Graeme Campbell, Dan O'Dowd"
