_id,imdbID,Awards,Runtime,Genre,Director,Language,imdbRating,Actors,Released,Metascore,Rated,Box_office,Title,imdbVotes,Poster,Type,Response,Country,Writer
56fbbe7571a0651cf0539362,tt0102598,N/A,104 min,"Comedy, Romance",Chris Columbus,"English, Irish, Greek",6.3,"John Candy, Maureen O'Hara, Ally Sheedy, Kevin Dunn",24 May 1991,N/A,PG-13,"21,830,957",Only the Lonely,"7,612",http://ia.media-imdb.com/images/M/MV5BMTk2ODU5Mzg1OF5BMl5BanBnXkFtZTcwODEzMTkyMQ@@._V1_SX300.jpg,movie,True,USA,Chris Columbus
56fbbe7571a0651cf0539363,tt0102789,N/A,102 min,"Action, Crime, Drama",Russell Mulcahy,English,6.1,"Denzel Washington, John Lithgow, Ice-T, Kevin Pollak",04 Oct 1991,N/A,R,"21,760,000",Ricochet,"12,390",http://ia.media-imdb.com/images/M/MV5BMzI2ODMwOTA2Ml5BMl5BanBnXkFtZTcwNDEzMjYxMQ@@._V1_SX300.jpg,movie,True,USA,"Fred Dekker (story, Menno Meyjes (story, Steven E. de Souza (screenplay)"
56fbbe7571a0651cf0539364,tt0102460,2 nominations.,104 min,"Crime, Drama",Michael Karbelnikoff,English,5.9,"Christian Slater, Rodney Eastman, Costas Mandylor, Richard Grieco",26 Jul 1991,N/A,R,"20,246,790",Mobsters,"6,592",http://ia.media-imdb.com/images/M/MV5BMTU5OTEwODQwOF5BMl5BanBnXkFtZTcwODMwMDU1MQ@@._V1_SX300.jpg,movie,True,USA,"Michael Mahern (story, Michael Mahern (screenplay, Nicholas Kazan (screenplay)"
56fbbe7571a0651cf0539365,tt0102065,N/A,94 min,"Comedy, Drama, Music","George Jackson, Doug McHenry",English,5.0,"Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou",23 Oct 1991,N/A,R,"19,281,235",House Party 2,"3,460",http://ia.media-imdb.com/images/M/MV5BMTUzOTIxOTY5MV5BMl5BanBnXkFtZTcwNzYzODYyMQ@@._V1_SX300.jpg,movie,True,USA,"Reginald Hudlin (characters, Rusty Cundieff (story, Rusty Cundieff (screenplay, Daryl G. Nickens (screenplay)"
56fbbe7571a0651cf0539366,tt0102469,1 win & 1 nomination.,102 min,"Mystery, Thriller",Alan Rudolph,English,5.7,"Demi Moore, Glenne Headly, Bruce Willis, John Pankow",19 Apr 1991,N/A,R,"19,018,321",Mortal Thoughts,"6,721",http://ia.media-imdb.com/images/M/MV5BMTgxOTQ5ODkwOF5BMl5BanBnXkFtZTcwOTcwNDAyMQ@@._V1_SX300.jpg,movie,True,USA,"William Reilly, Claude Kerven"
56fbbe7571a0651cf0539367,tt0101902,Nominated for 1 Oscar. Another 1 win & 2 nominations.,138 min,"Comedy, Drama, Music",Mark Rydell,English,6.2,"Bette Midler, James Caan, George Segal, Patrick O'Neal",27 Nov 1991,N/A,R,"17,860,280",For the Boys,"4,050",http://ia.media-imdb.com/images/M/MV5BMTM4NTMwOTY2Nl5BMl5BanBnXkFtZTYwOTkxNDc5._V1_SX300.jpg,movie,True,USA,"Neal Jimenez (story, Lindy Laub (story, Marshall Brickman (screenplay, Neal Jimenez (screenplay, Lindy Laub (screenplay)"
56fbbe7571a0651cf0539368,tt0102070,3 wins & 5 nominations.,100 min,"Action, Adventure, Comedy",Michael Lehmann,"English, Italian",5.7,"Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn",24 May 1991,17,R,"17,218,080",Hudson Hawk,"42,398",http://ia.media-imdb.com/images/M/MV5BMTQwMjY3OTM3MF5BMl5BanBnXkFtZTcwMjE0NDYyMQ@@._V1_SX300.jpg,movie,True,USA,"Bruce Willis (story, Robert Kraft (story, Steven E. de Souza (screenplay, Daniel Waters (screenplay)"
56fbbe7571a0651cf0539369,tt0101698,4 nominations.,112 min,"Comedy, Drama, Fantasy",Albert Brooks,"English, Japanese",7.3,"Albert Brooks, Michael Durrell, James Eckhouse, Gary Beach",05 Apr 1991,N/A,PG,"16,371,128",Defending Your Life,"12,989",http://ia.media-imdb.com/images/M/MV5BMjEzNDQ4MDE5Nl5BMl5BanBnXkFtZTYwOTcyMDc5._V1_SX300.jpg,movie,True,USA,Albert Brooks
56fbbe7571a0651cf053936a,tt0101453,Nominated for 1 Golden Globe. Another 2 nominations.,106 min,"Action, Crime, Drama",Robert Benton,English,5.9,"Dustin Hoffman, Nicole Kidman, Loren Dean, Bruce Willis",01 Nov 1991,N/A,R,"15,965,919",Billy Bathgate,"9,449",http://ia.media-imdb.com/images/M/MV5BMTQ4MjUxNjcwMF5BMl5BanBnXkFtZTcwNTU3OTMyMQ@@._V1_SX300.jpg,movie,True,USA,"E.L. Doctorow (book, Tom Stoppard (screenplay)"
56fbbe7571a0651cf053936b,tt0103016,Nominated for 1 Golden Globe. Another 2 nominations.,103 min,"Comedy, Fantasy",Blake Edwards,English,5.7,"Ellen Barkin, Jimmy Smits, JoBeth Williams, Lorraine Bracco",10 May 1991,N/A,R,"15,545,943",Switch,"6,478",http://ia.media-imdb.com/images/M/MV5BMTg0NzkxMDU4Ml5BMl5BanBnXkFtZTcwOTIyNzMyMQ@@._V1_SX300.jpg,movie,True,USA,Blake Edwards
56fbbe7571a0651cf053936c,tt0102220,2 wins.,94 min,"Crime, Mystery, Thriller",James Dearden,English,5.7,"James Bonfanti, Sarah Keller, Sean Young, Martha Gehman",26 Apr 1991,N/A,R,"15,429,177",A Kiss Before Dying,"3,765",http://ia.media-imdb.com/images/M/MV5BMTk5ODg2NjMxNV5BMl5BanBnXkFtZTcwMjEzMzcyMQ@@._V1_SX300.jpg,movie,True,"UK, USA","Ira Levin (novel, James Dearden (screenplay)"
56fbbe7571a0651cf053936d,tt0103112,1 nomination.,111 min,"Action, Drama, Thriller",Daniel Petrie Jr.,"English, Spanish, Italian",6.5,"Sean Astin, Wil Wheaton, Keith Coogan, Andrew Divoff",26 Apr 1991,N/A,R,"15,073,942",Toy Soldiers,"15,828",http://ia.media-imdb.com/images/M/MV5BMjA5MTE2NzQ3MF5BMl5BanBnXkFtZTcwMjU3MzUxMQ@@._V1_SX300.jpg,movie,True,USA,"William P. Kennedy (novel, Daniel Petrie Jr. (screenplay, David Koepp (screenplay)"
56fbbe7571a0651cf053936e,tt0102370,3 nominations.,120 min,"Documentary, Music",Alek Keshishian,English,6.1,"Madonna, Donna DeLory, Niki Harris, Luis Camacho",24 May 1991,N/A,R,"15,012,935",Madonna: Truth or Dare,"7,039",http://ia.media-imdb.com/images/M/MV5BMjA0NTI4Mjc1MF5BMl5BanBnXkFtZTcwMDMwOTAwMQ@@._V1_SX300.jpg,movie,True,USA,N/A
56fbbe7571a0651cf053936f,tt0103956,1 win & 3 nominations.,90 min,"Fantasy, Horror, Thriller",Jack Bender,English,4.9,"Justin Whalin, Perrey Reeves, Jeremy Sylvers, Travis Fine",30 Aug 1991,N/A,R,"14,960,255",Child's Play 3,"23,968",http://ia.media-imdb.com/images/M/MV5BMTg5MDM1NTUxMl5BMl5BanBnXkFtZTYwNjE4Mjg5._V1_SX300.jpg,movie,True,"UK, USA","Don Mancini (characters, Don Mancini"
56fbbe7571a0651cf0539370,tt0101605,Nominated for 1 Oscar. Another 10 wins & 8 nominations.,118 min,"Comedy, Drama, Music",Alan Parker,"English, Irish",7.6,"Robert Arkins, Michael Aherne, Angeline Ball, Maria Doyle Kennedy",13 Sep 1991,N/A,R,"14,919,570",The Commitments,"24,497",http://ia.media-imdb.com/images/M/MV5BMTc5NzE2OTcyMV5BMl5BanBnXkFtZTcwNTc3MTUyMQ@@._V1_SX300.jpg,movie,True,"Ireland, UK, USA","Roddy Doyle (novel, Dick Clement (screenplay, Ian La Frenais (screenplay, Roddy Doyle (screenplay)"
56fbbe7571a0651cf0539371,tt0102590,1 nomination.,115 min,"Comedy, Drama, Romance",Lasse Hallström,English,6.5,"Richard Dreyfuss, Holly Hunter, Danny Aiello, Laura San Giacomo",01 Feb 1991,N/A,R,"14,851,083",Once Around,"3,401",http://ia.media-imdb.com/images/M/MV5BMTkxNDIzMzk1NF5BMl5BanBnXkFtZTcwMTcyMzcyMQ@@._V1_SX300.jpg,movie,True,USA,Malia Scotch Marmo
56fbbe7571a0651cf0539372,tt0101301,3 nominations.,92 min,"Comedy, Family, Romance",Robert Lieberman,English,6.0,"Harley Jane Kozak, Jamey Sheridan, Ethan Embry, Kevin Nealon",08 Nov 1991,N/A,G,"14,812,000",All I Want for Christmas,"3,124",http://ia.media-imdb.com/images/M/MV5BMjA0OTc0NzM1OF5BMl5BanBnXkFtZTYwMzg0NzY4._V1_SX300.jpg,movie,True,USA,"Thom Eberhardt, Richard Kramer"
56fbbe7571a0651cf0539373,tt0102555,2 wins & 1 nomination.,116 min,"Drama, Thriller",Brian Gilbert,"English, Persian",6.2,"Sally Field, Alfred Molina, Sheila Rosenthal, Roshan Seth",11 Jan 1991,N/A,PG-13,"14,789,113",Not Without My Daughter,"9,389",http://ia.media-imdb.com/images/M/MV5BMjE4MTQwNjMzNF5BMl5BanBnXkFtZTcwNjAyOTM2NA@@._V1_SX300.jpg,movie,True,USA,"Betty Mahmoody (book, William Hoffer (book, David W. Rintels (screenplay)"
56fbbe7571a0651cf0539374,tt0099587,N/A,115 min,"Action, Drama, Thriller",John Milius,English,5.7,"Danny Glover, Willem Dafoe, Brad Johnson, Rosanna Arquette",18 Jan 1991,N/A,PG-13,"14,587,732",Flight of the Intruder,"4,643",http://ia.media-imdb.com/images/M/MV5BMTczMTY5OTQ2M15BMl5BanBnXkFtZTcwMzkyNjIyMQ@@._V1_SX300.jpg,movie,True,USA,"Stephen Coonts (novel, Robert Dillon (screenplay, David Shaber (screenplay)"
56fbbe7571a0651cf0539375,tt0101821,N/A,91 min,"Comedy, Family, Fantasy",John R. Cherry III,English,5.7,"Jim Varney, Eartha Kitt, Austin Nagler, Shay Astar",11 Oct 1991,N/A,PG,"14,143,280",Ernest Scared Stupid,"8,323",http://ia.media-imdb.com/images/M/MV5BMTQ1NTk3MDM2N15BMl5BanBnXkFtZTcwODMwMzgxMQ@@._V1_SX300.jpg,movie,True,USA,"John R. Cherry III (story, Coke Sams (story, Charles Gale (screenplay, Coke Sams (screenplay)"
56fbbe7571a0651cf0539376,tt0102655,N/A,83 min,"Action, Crime, Drama",Mark DiSalle,"English, Korean",6.0,"Jeff Speakman, John Dye, Mako, James Hong",15 Mar 1991,N/A,R,"14,061,361",The Perfect Weapon,"2,509",http://ia.media-imdb.com/images/M/MV5BMTQ2ODMxNTc3NV5BMl5BanBnXkFtZTcwODU2MTQyMQ@@._V1_SX300.jpg,movie,True,USA,David C. Wilson
56fbbe7571a0651cf0539377,tt0101775,N/A,103 min,"Comedy, Drama, Fantasy",Ate de Jong,English,5.8,"Phoebe Cates, Rik Mayall, Marsha Mason, Tim Matheson",24 May 1991,N/A,PG-13,"13,878,334",Drop Dead Fred,"21,264",http://ia.media-imdb.com/images/M/MV5BMTM0NDYxMTM5OV5BMl5BanBnXkFtZTcwNzk3MzAwMQ@@._V1_SX300.jpg,movie,True,"USA, UK","Elizabeth Livingston (story, Carlos Davis, Anthony Fingleton"
56fbbe7571a0651cf0539378,tt0102411,1 nomination.,115 min,"Comedy, Music, Romance",Jerry Rees,English,5.7,"Kim Basinger, Alec Baldwin, Robert Loggia, Elisabeth Shue",05 Apr 1991,N/A,R,"12,454,768",The Marrying Man,"4,037",http://ia.media-imdb.com/images/M/MV5BNjQxMDI0NDIyOF5BMl5BanBnXkFtZTYwMTYzNjk5._V1_SX300.jpg,movie,True,USA,Neil Simon
56fbbe7571a0651cf0539379,tt0102900,1 nomination.,98 min,"Crime, Mystery, Thriller",Wolfgang Petersen,English,6.5,"Tom Berenger, Bob Hoskins, Greta Scacchi, Joanne Whalley",11 Oct 1991,N/A,R,"11,511,031",Shattered,"6,090",http://ia.media-imdb.com/images/M/MV5BMjA2NDA0ODQ1M15BMl5BanBnXkFtZTcwNDc0MTgyMQ@@._V1_SX300.jpg,movie,True,USA,"Richard Neely (novel, Wolfgang Petersen (screenplay)"
56fbbe7571a0651cf053937a,tt0101545,N/A,83 min,"Comedy, Romance",Bryan Gordon,English,5.8,"Frank Whaley, Jennifer Connelly, Dermot Mulroney, Kieran Mulroney",29 Mar 1991,N/A,PG-13,"11,336,986",Career Opportunities,"6,818",http://ia.media-imdb.com/images/M/MV5BMTc4NTk4OTYxOV5BMl5BanBnXkFtZTcwNjMwMTEyMQ@@._V1_SX300.jpg,movie,True,USA,John Hughes
56fbbe7571a0651cf053937b,tt0102593,1 nomination.,114 min,"Action, Crime, Drama",Heywood Gould,English,5.8,"Michael Keaton, Rene Russo, Anthony LaPaglia, Kevin Conway",03 May 1991,N/A,R,"11,276,846",One Good Cop,"2,955",http://ia.media-imdb.com/images/M/MV5BMTMwMzIzNzExMF5BMl5BanBnXkFtZTcwODg4NjUyMQ@@._V1_SX300.jpg,movie,True,USA,Heywood Gould
56fbbe7571a0651cf053937c,tt0103184,1 nomination.,89 min,"Action, Comedy, Crime",Jeff Kanew,English,4.8,"Kathleen Turner, Jay O. Sanders, Charles Durning, Angela Goethals",26 Jul 1991,N/A,R,"11,128,309",V.I. Warshawski,"3,863",http://ia.media-imdb.com/images/M/MV5BNTMxMDUzNDY5MF5BMl5BanBnXkFtZTgwNzg2MzUzMzE@._V1_SX300.jpg,movie,True,USA,"Sara Paretsky ('V.I. Warshawski' novels, Edward Taylor (screen story, Edward Taylor (screenplay, David Aaron Cohen (screenplay, Nick Thiel (screenplay)"
56fbbe7571a0651cf053937d,tt0103007,1 nomination.,95 min,Comedy,Rod Daniel,"English, Spanish",5.4,"Joe Pesci, Vincent Gardenia, Madolyn Smith Osborne, Rubén Blades",04 Oct 1991,N/A,R,"11,000,863",The Super,"4,067",http://ia.media-imdb.com/images/M/MV5BMTM1NjQ1MTI0OV5BMl5BanBnXkFtZTcwMzMzOTUyMQ@@._V1_SX300.jpg,movie,True,"USA, Japan",Sam Simon
56fbbe7571a0651cf053937e,tt0102749,1 nomination.,115 min,"Comedy, Crime",Bill Duke,English,5.9,"Forest Whitaker, Gregory Hines, Robin Givens, Zakes Mokae",03 May 1991,N/A,R,"10,438,504",A Rage in Harlem,"1,390",http://ia.media-imdb.com/images/M/MV5BMTc5NDQ2NDg3OV5BMl5BanBnXkFtZTcwNjgzOTQxMQ@@._V1_SX300.jpg,movie,True,"UK, USA","Chester Himes (novel, John Toles-Bey (screenplay, Bobby Crawford (screenplay)"
56fbbe7571a0651cf053937f,tt0102011,N/A,115 min,"Comedy, Drama, Romance","Ken Kwapis, Marisa Silver",English,5.6,"Kevin Bacon, Elizabeth Perkins, Nathan Lane, Anthony LaPaglia",22 Feb 1991,N/A,PG-13,"9,804,775","He Said, She Said","4,930",http://ia.media-imdb.com/images/M/MV5BMTI1MjMxMTc5MV5BMl5BanBnXkFtZTcwNTU5ODIyMQ@@._V1_SX300.jpg,movie,True,USA,Brian Hohlfeld
56fbbe7571a0651cf0539380,tt0101523,1 nomination.,107 min,"Comedy, Fantasy",Terry Hughes,English,5.3,"Demi Moore, Jeff Daniels, George Dzundza, Mary Steenburgen",25 Oct 1991,N/A,PG-13,"9,689,816",The Butcher's Wife,"5,337",http://ia.media-imdb.com/images/M/MV5BMTM1NjY1MTU0MF5BMl5BanBnXkFtZTcwODQ1ODQyMQ@@._V1_SX300.jpg,movie,True,USA,"Ezra Litwak, Marjorie Schwartz"
56fbbe7571a0651cf0539381,tt0102849,N/A,89 min,Comedy,Paul Mazursky,English,5.3,"Bette Midler, Woody Allen, Bill Irwin, Daren Firestone",22 Feb 1991,N/A,R,"9,563,393",Scenes from a Mall,"3,890",http://ia.media-imdb.com/images/M/MV5BMTMwNjcyNzYyM15BMl5BanBnXkFtZTcwNTE0MjIyMQ@@._V1_SX300.jpg,movie,True,USA,"Roger L. Simon, Paul Mazursky"
56fbbe7571a0651cf0539382,tt0101984,2 wins & 2 nominations.,105 min,Drama,Irwin Winkler,English,6.5,"Robert De Niro, Annette Bening, George Wendt, Patricia Wettig",15 Mar 1991,N/A,PG-13,"9,480,198",Guilty by Suspicion,"5,950",http://ia.media-imdb.com/images/M/MV5BMTU0ODQ5NTY2NV5BMl5BanBnXkFtZTcwMTIwNTMyMQ@@._V1_SX300.jpg,movie,True,USA,Irwin Winkler
56fbbe7571a0651cf0539383,tt0101492,2 wins & 4 nominations.,88 min,"Horror, Thriller",Eric Red,English,5.5,"Jeff Fahey, Lindsay Duncan, Kim Delaney, Zakes Mokae",02 Aug 1991,N/A,R,"9,188,150",Body Parts,"2,886",http://ia.media-imdb.com/images/M/MV5BMTYyNjA1OTMxNl5BMl5BanBnXkFtZTcwMzcxNjYyMQ@@._V1_SX300.jpg,movie,True,USA,"Pierre Boileau (novel, Thomas Narcejac (novel, Patricia Herskovic (screen story, Joyce Taylor (screen story, Eric Red (screenplay, Norman Snider (screenplay)"
56fbbe7571a0651cf0539384,tt0102984,1 nomination.,92 min,"Action, Crime, Drama",Craig R. Baxley,English,5.9,"Brian Bosworth, Lance Henriksen, William Forsythe, Arabella Holzbog",17 May 1991,N/A,R,"9,286,314",Stone Cold,"4,785",http://ia.media-imdb.com/images/M/MV5BMTY4OTA5NzMxN15BMl5BanBnXkFtZTcwODQ4MjM3NA@@._V1_SX300.jpg,movie,True,USA,Walter Doniger
56fbbe7571a0651cf0539385,tt0102279,N/A,99 min,"Drama, Sci-Fi",W.D. Richter,English,6.5,"Peter Berg, Brian Wimmer, Marcia Gay Harden, Cassy Friel",20 Sep 1991,N/A,PG,"8,906,823",Late for Dinner,"1,407",http://ia.media-imdb.com/images/M/MV5BMTMzNjQyODIwMl5BMl5BanBnXkFtZTcwNTYzNzA2NA@@._V1_SX300.jpg,movie,True,USA,Mark Andrus
56fbbe7571a0651cf0539386,tt0101891,1 win.,121 min,"Drama, Music",Robert Townsend,English,7.6,"Robert Townsend, Michael Wright, Leon, Harry Lennix",29 Mar 1991,N/A,R,"8,750,400",The Five Heartbeats,"2,521",http://ia.media-imdb.com/images/M/MV5BMTYxNTg4Nzg4Ml5BMl5BanBnXkFtZTcwNTM4NTgzMQ@@._V1_SX300.jpg,movie,True,USA,"Robert Townsend, Keenen Ivory Wayans"
56fbbe7571a0651cf0539387,tt0101455,2 nominations.,89 min,"Adventure, Comedy, Family",Matthew Robbins,"English, French",4.6,"Cindy Williams, David Rasche, Robert J. Steinmiller Jr., David French",09 Aug 1991,N/A,PG,"8,667,684",Bingo,"2,167",http://ia.media-imdb.com/images/M/MV5BMTg1ODE0MzM5OF5BMl5BanBnXkFtZTcwMzA5NjQyMQ@@._V1_SX300.jpg,movie,True,USA,Jim Strain
56fbbe7571a0651cf0539388,tt0102558,2 wins & 6 nominations.,94 min,Comedy,Dan Aykroyd,English,4.8,"Chevy Chase, Dan Aykroyd, John Candy, Demi Moore",15 Feb 1991,N/A,PG-13,"8,479,793",Nothing But Trouble,"17,127",http://ia.media-imdb.com/images/M/MV5BMTgzNDg5NTc2NV5BMl5BanBnXkFtZTcwODA2MjkxMQ@@._V1_SX300.jpg,movie,True,USA,"Peter Aykroyd (story, Dan Aykroyd (screenplay)"
56fbbe7571a0651cf0539389,tt0101465,10 wins & 13 nominations.,101 min,"Adventure, Drama, History",Bruce Beresford,"Cree, English, Mohawk, Algonquin, Latin",7.1,"Lothaire Bluteau, Aden Young, Sandrine Holt, August Schellenberg",04 Oct 1991,N/A,R,"8,211,952",Black Robe,"5,252",http://ia.media-imdb.com/images/M/MV5BODA5NDQ4NzQ0NF5BMl5BanBnXkFtZTYwMjU3MDM5._V1_SX300.jpg,movie,True,"Canada, Australia, USA","Brian Moore (screenplay, Brian Moore (novel)"
56fbbe7571a0651cf053938a,tt0102095,3 nominations.,88 min,"Action, Comedy",William Dear,English,5.7,"Richard Grieco, Roger Rees, Linda Hunt, Robin Bartlett",15 Mar 1991,N/A,PG-13,"7,788,597",If Looks Could Kill,"5,073",http://ia.media-imdb.com/images/M/MV5BMTcyNzYzNzkzN15BMl5BanBnXkFtZTYwMDI3Njg5._V1_SX300.jpg,movie,True,"USA, Canada","Fred Dekker (story, Darren Star (screenplay)"
56fbbe7571a0651cf053938b,tt0102996,N/A,83 min,"Comedy, Romance","Kevin Hooks, Rolando Hudson",English,5.4,"Tommy Davidson, Joseph C. Phillips, Anne-Marie Johnson, David Marshall Grant",08 Nov 1991,N/A,PG-13,"7,683,267",Strictly Business,"1,298",http://ia.media-imdb.com/images/M/MV5BMTIwNDg3MDI5NV5BMl5BanBnXkFtZTYwMjE1MDk5._V1_SX300.jpg,movie,True,USA,"Pam Gibson, Nelson George"
56fbbe7571a0651cf053938c,tt0102005,1 nomination.,98 min,"Action, Crime, Drama",Simon Wincer,English,6.0,"Mickey Rourke, Don Johnson, Chelsea Field, Daniel Baldwin",23 Aug 1991,N/A,R,"7,434,726",Harley Davidson and the Marlboro Man,"13,974",http://ia.media-imdb.com/images/M/MV5BMjE4MzE3ODc3OV5BMl5BanBnXkFtZTcwNjA0ODQyMQ@@._V1_SX300.jpg,movie,True,USA,Don Michael Paul
56fbbe7571a0651cf053938d,tt0103262,N/A,88 min,"Drama, Family, Romance",Steve Miner,English,7.2,"Gabrielle Anwar, Michael Schoeffling, Cliff Robertson, Dylan Kussman",24 May 1991,N/A,G,"7,300,000",Wild Hearts Can't Be Broken,"3,744",http://ia.media-imdb.com/images/M/MV5BMTYzMjg3ODAwNl5BMl5BanBnXkFtZTcwNzgxODMzMQ@@._V1_SX300.jpg,movie,True,USA,"Matt Williams, Oley Sassone"
56fbbe7571a0651cf053938e,tt0102820,Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.,120 min,"Action, Crime, Drama",Lili Fini Zanuck,English,6.7,"Jason Patric, Jennifer Jason Leigh, Sam Elliott, Max Perlich",17 Jan 1992,N/A,R,"7,241,350",Rush,"6,050",http://ia.media-imdb.com/images/M/MV5BMjE4NzQ5NzIxM15BMl5BanBnXkFtZTcwMjI0NzI5NA@@._V1_SX300.jpg,movie,True,USA,"Kim Wozencraft (book, Peter Dexter (screenplay)"
56fbbe7571a0651cf053938f,tt0103003,N/A,90 min,"Action, Comedy, Sci-Fi",Burt Kennedy,English,4.3,"Hulk Hogan, Christopher Lloyd, Shelley Duvall, Larry Miller",04 Oct 1991,N/A,PG,"6,948,859",Suburban Commando,"7,433",http://ia.media-imdb.com/images/M/MV5BMjAxNTQ1OTA1OV5BMl5BanBnXkFtZTcwMTg3MTYyMQ@@._V1_SX300.jpg,movie,True,USA,Frank A. Cappello
56fbbe7571a0651cf0539390,tt0099397,N/A,104 min,"Mystery, Thriller",Martin Campbell,English,5.8,"Barbara Hershey, Sam Shepard, Mary Beth Hurt, J.T. Walsh",23 Aug 1991,N/A,R,"6,413,375",Defenseless,560,http://ia.media-imdb.com/images/M/MV5BMTcwMDA3MTIwNF5BMl5BanBnXkFtZTcwNTEzMTkzMQ@@._V1_SX300.jpg,movie,True,USA,"James Hicks (story, Jeff Burkhart (story, James Hicks (screenplay)"
56fbbe7571a0651cf0539391,tt0102494,9 wins & 8 nominations.,104 min,Drama,Gus Van Sant,"English, Italian",7.1,"River Phoenix, Keanu Reeves, James Russo, William Richert",29 Sep 1991,77,R,"6,401,336",My Own Private Idaho,"35,914",http://ia.media-imdb.com/images/M/MV5BNTgyODU3MjE1M15BMl5BanBnXkFtZTcwNzQzOTcyMQ@@._V1_SX300.jpg,movie,True,USA,"William Shakespeare (play, Gus Van Sant"
56fbbe7571a0651cf0539392,tt0102753,Nominated for 2 Oscars. Another 5 wins & 12 nominations.,112 min,Drama,Martha Coolidge,English,6.7,"Laura Dern, Robert Duvall, Diane Ladd, Lukas Haas",20 Sep 1991,N/A,R,"6,266,621",Rambling Rose,"3,835",http://ia.media-imdb.com/images/M/MV5BMTA1ODU0OTgwNTReQTJeQWpwZ15BbWU3MDI0NjE2MjE@._V1_SX300.jpg,movie,True,USA,"Calder Willingham (book, Calder Willingham (screenplay)"
56fbbe7571a0651cf0539393,tt0102500,N/A,97 min,"Comedy, Crime, Romance",Jonathan Wacks,English,6.0,"Ethan Hawke, Teri Polo, Brian McNamara, Fisher Stevens",16 Aug 1991,N/A,PG-13,"6,166,819",Mystery Date,"1,946",http://ia.media-imdb.com/images/M/MV5BMjE5MTI0MDc4Nl5BMl5BanBnXkFtZTYwMzY3OTc5._V1_SX300.jpg,movie,True,USA,"Parker Bennett, Terry Runte"
56fbbe7571a0651cf0539394,tt0101410,Nominated for 3 Oscars. Another 13 wins & 12 nominations.,116 min,"Comedy, Drama, Mystery","Joel Coen, Ethan Coen",English,7.7,"John Turturro, John Goodman, Judy Davis, Michael Lerner",21 Aug 1991,69,R,"6,153,939",Barton Fink,"86,050",http://ia.media-imdb.com/images/M/MV5BMTI2NTkxNDc1OV5BMl5BanBnXkFtZTYwMjA2NTk5._V1_SX300.jpg,movie,True,"USA, UK","Joel Coen, Ethan Coen"
56fbbe7571a0651cf0539395,tt0102322,N/A,96 min,"Comedy, Drama",Michael Schultz,English,5.1,"Terrence 'T.C.' Carson, Lisa Arrindell Anderson, Blanche Baker, Nathaniel Hall",20 Sep 1991,N/A,R,"5,467,959",Livin' Large!,353,http://ia.media-imdb.com/images/M/MV5BMTM4OTE4OTk2MF5BMl5BanBnXkFtZTcwNDUzNzA2NA@@._V1_SX300.jpg,movie,True,USA,William Mosley-Payne
56fbbe7571a0651cf0539396,tt0101831,N/A,99 min,"Action, Sci-Fi, Thriller",Duncan Gibbins,English,4.8,"Gregory Hines, Renée Soutendijk, Michael Greene, Kurt Fuller",18 Jan 1991,N/A,R,"5,451,119",Eve of Destruction,"1,509",http://ia.media-imdb.com/images/M/MV5BMjg4OTc2NTI0OF5BMl5BanBnXkFtZTcwMjk3MjMyMQ@@._V1_SX300.jpg,movie,True,USA,"Duncan Gibbins, Yale Udoff"
56fbbe7571a0651cf0539397,tt0102573,N/A,103 min,"Crime, Comedy, Drama",Michael Lindsay-Hogg,English,5.7,"John Malkovich, Andie MacDowell, Lolita Davidovich, Rudi Davies",12 Apr 1991,N/A,R,"5,186,392",The Object of Beauty,"1,598",http://ia.media-imdb.com/images/M/MV5BMTI2MzQ4ODQ3MV5BMl5BanBnXkFtZTcwODQyMzgyMQ@@._V1_SX300.jpg,movie,True,"UK, USA",Michael Lindsay-Hogg
56fbbe7571a0651cf0539398,tt0103128,N/A,93 min,Comedy,Charles Lane,English,5.1,"Lenny Henry, Frank Langella, Charles Lane, J.T. Walsh",23 Aug 1991,N/A,R,"4,693,236",True Identity,947,http://ia.media-imdb.com/images/M/MV5BMTI4OTIyMzc0OV5BMl5BanBnXkFtZTcwNDcyNTUyMQ@@._V1_SX300.jpg,movie,True,USA,Andy Breckman
56fbbe7571a0651cf0539399,tt0102045,N/A,95 min,"Action, Crime, Thriller",Aaron Norris,English,5.3,"Chuck Norris, Michael Parks, Al Waxman, Alberta Watson",25 Oct 1991,N/A,R,"4,654,288",The Hitman,"2,505",http://ia.media-imdb.com/images/M/MV5BMjAyNjEzNzE1MF5BMl5BanBnXkFtZTcwMDU0MTEzMQ@@._V1_SX300.jpg,movie,True,"USA, Canada","Robert Geoffrion, Don Carmody"
56fbbe7571a0651cf053939a,tt0101786,1 win & 1 nomination.,107 min,"Comedy, Drama",Peter Faiman,English,6.4,"Ed O'Neill, Ethan Embry, JoBeth Williams, Christopher McDonald",19 Jul 1991,N/A,PG-13,"4,603,929",Dutch,"9,116",http://ia.media-imdb.com/images/M/MV5BMTU3NDgzNTI1M15BMl5BanBnXkFtZTcwMzcwMjgyMQ@@._V1_SX300.jpg,movie,True,USA,John Hughes
