_id,imdbID,Rated,Runtime,imdbVotes,Response,Type,Country,Genre,Awards,Box_office,Writer,Title,Metascore,Actors,imdbRating,Released,Director,Poster,Language
56fbd87371a065035853a375,tt0134273,R,123 min,"102,839",True,movie,"Germany, USA","Crime, Drama, Mystery",2 wins & 1 nomination.,,Andrew Kevin Walker,8MM,19,"Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare",6.5,26 Feb 1999,Joel Schumacher,http://ia.media-imdb.com/images/M/MV5BMTIyMjE0MzEzOF5BMl5BanBnXkFtZTYwMTQ4MDg4._V1_SX300.jpg,English
56fbd87371a065035853a376,tt0126916,PG-13,137 min,"25,445",True,movie,USA,"Drama, Romance, Sport",6 nominations.,"35,168,395","Michael Shaara (novel, Dana Stevens (screenplay)",For Love of the Game,43,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone",6.5,17 Sep 1999,Sam Raimi,http://ia.media-imdb.com/images/M/MV5BMTcyMDk1ODM5N15BMl5BanBnXkFtZTYwNjYzNzQ5._V1_SX300.jpg,English
56fbd87371a065035853a377,tt0125664,R,118 min,"98,993",True,movie,"UK, Germany, Japan, USA","Biography, Comedy, Drama",Won 1 Golden Globe. Another 4 wins & 22 nominations.,,"Scott Alexander, Larry Karaszewski",Man on the Moon,58,"Jim Carrey, Gerry Becker, Greyson Erik Pendry, Brittany Colonna",7.4,22 Dec 1999,Milos Forman,http://ia.media-imdb.com/images/M/MV5BMjA0ODEwMzEzNl5BMl5BanBnXkFtZTYwMTcyODQ5._V1_SX300.jpg,English
56fbd87371a065035853a378,tt0128278,R,126 min,"26,775",True,movie,USA,"Drama, Thriller",1 win & 1 nomination.,,"Gerald Di Pego (screenplay, Gerald Di Pego (screen story, Daniel Quinn (novel)",Instinct,43,"Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland, Maura Tierney",6.5,04 Jun 1999,Jon Turteltaub,http://ia.media-imdb.com/images/M/MV5BMTM4MDc3MjExNl5BMl5BanBnXkFtZTcwMjg3OTMyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a379,tt0168501,R,120 min,"6,242",True,movie,USA,"Comedy, Drama",7 wins & 11 nominations.,,Malcolm D. Lee,The Best Man,61,"Taye Diggs, Nia Long, Morris Chestnut, Harold Perrineau",6.7,22 Oct 1999,Malcolm D. Lee,http://ia.media-imdb.com/images/M/MV5BMTU3MjI5NzA1OV5BMl5BanBnXkFtZTcwMzM4MzAyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a37a,tt0130121,PG-13,102 min,"29,443",True,movie,"UK, USA","Comedy, Crime, Romance",N/A,,"Adam Scheinman, Robert Kuhn",Mickey Blue Eyes,49,"Hugh Grant, James Caan, Jeanne Tripplehorn, Burt Young",5.8,20 Aug 1999,Kelly Makin,http://ia.media-imdb.com/images/M/MV5BMTU5MTU0MjExMV5BMl5BanBnXkFtZTcwNDYwOTIyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a37b,tt0120657,R,102 min,"99,736",True,movie,USA,"Action, Adventure, History",2 wins & 2 nominations.,,"Michael Crichton (novel, William Wisher Jr. (screenplay, Warren Lewis (screenplay)",The 13th Warrior,42,"Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich",6.6,27 Aug 1999,"John McTiernan, Michael Crichton",http://ia.media-imdb.com/images/M/MV5BMTcxNTUxODYyN15BMl5BanBnXkFtZTYwMjgwMjY5._V1_SX300.jpg,"English, Latin, Swedish, Norse,  Old, Danish"
56fbd87371a065035853a37c,tt0132477,PG,108 min,"62,503",True,movie,USA,"Biography, Drama, Family",3 wins & 12 nominations.,"32,481,825","Homer H. Hickam Jr. (book, Lewis Colick (screenplay)",October Sky,71,"Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen",7.8,19 Feb 1999,Joe Johnston,http://ia.media-imdb.com/images/M/MV5BMTc1NjgxOTk5N15BMl5BanBnXkFtZTgwODk0MzkyMTE@._V1_SX300.jpg,English
56fbd87371a065035853a37d,tt0139414,R,82 min,"41,526",True,movie,USA,"Comedy, Horror, Sci-Fi",N/A,,David E. Kelley,Lake Placid,34,"Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson",5.6,16 Jul 1999,Steve Miner,http://ia.media-imdb.com/images/M/MV5BODY0OTUzNzUzMF5BMl5BanBnXkFtZTYwMDg4Njg4._V1_SX300.jpg,English
56fbd87371a065035853a37e,tt0156934,R,133 min,"16,785",True,movie,USA,"Drama, Mystery, Romance",N/A,,"Warren Adler (novel, Darryl Ponicsan (adaptation, Kurt Luedtke (screenplay)",Random Hearts,38,"Harrison Ford, Kristin Scott Thomas, Charles S. Dutton, Bonnie Hunt",5.0,08 Oct 1999,Sydney Pollack,http://ia.media-imdb.com/images/M/MV5BMTQzNjMzOTU5NV5BMl5BanBnXkFtZTYwODkyNzE5._V1_SX300.jpg,English
56fbd87371a065035853a37f,tt0120655,R,130 min,"177,938",True,movie,USA,"Adventure, Comedy, Fantasy",7 nominations.,"30,651,422",Kevin Smith,Dogma,62,"Bud Cort, Barret Hackney, Jared Pfennigwerth, Kitao Sakurai",7.4,12 Nov 1999,Kevin Smith,http://ia.media-imdb.com/images/M/MV5BMTYwMzkzNDQ1MV5BMl5BanBnXkFtZTcwMjAxNTEzMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a380,tt0167427,PG-13,81 min,"14,692",True,movie,USA,"Comedy, Romance",2 nominations.,"30,628,981","Molly Shannon (character, Steve Koren",Superstar,42,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams",5.0,08 Oct 1999,Bruce McCulloch,http://ia.media-imdb.com/images/M/MV5BMjAwNDI4MjAxNF5BMl5BanBnXkFtZTcwOTE1MTMyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a381,tt0132347,PG-13,121 min,"53,038",True,movie,USA,"Action, Comedy, Fantasy",3 nominations.,,"Neil Cuthbert, Bob Burden (creator: comic book series)",Mystery Men,65,"Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo",6.0,06 Aug 1999,Kinka Usher,http://ia.media-imdb.com/images/M/MV5BMTM2NjM0NTIzN15BMl5BanBnXkFtZTcwNTg4MjEyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a382,tt0140352,R,157 min,"130,592",True,movie,USA,"Biography, Drama, Thriller",Nominated for 7 Oscars. Another 23 wins & 49 nominations.,"28,965,197","Marie Brenner (article, Eric Roth, Michael Mann",The Insider,84,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora",7.9,05 Nov 1999,Michael Mann,http://ia.media-imdb.com/images/M/MV5BMjI2NjA5Mzc4Ml5BMl5BanBnXkFtZTgwODUxNjcxMTE@._V1_SX300.jpg,"English, Japanese, Arabic, Persian"
56fbd87371a065035853a383,tt0172493,R,127 min,"121,275",True,movie,"USA, Germany","Biography, Drama",Won 1 Oscar. Another 6 wins & 10 nominations.,"28,871,190","Susanna Kaysen (book, James Mangold (screenplay, Lisa Loomer (screenplay, Anna Hamilton Phelan (screenplay)","Girl, Interrupted",51,"Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy",7.3,14 Jan 2000,James Mangold,http://ia.media-imdb.com/images/M/MV5BMTk2MjIwNzkwMl5BMl5BanBnXkFtZTYwOTYwMzg2._V1_SX300.jpg,English
56fbd87371a065035853a384,tt0129280,PG-13,90 min,"10,208",True,movie,USA,Comedy,1 win.,,"Neil Simon (based upon the screenplay by, Marc Lawrence (screenplay)",The Out-of-Towners,33,"Steve Martin, Goldie Hawn, John Cleese, Mark McKinney",5.3,02 Apr 1999,Sam Weisman,http://ia.media-imdb.com/images/M/MV5BMjAxODIyMzAxN15BMl5BanBnXkFtZTcwODE5MjkyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a385,tt0123209,PG-13,129 min,"10,157",True,movie,USA,"Comedy, Drama, Romance",2 nominations.,"27,797,271","Alexandra Rose (story, Blair Richwood (story, Garry Marshall (story, Bob Brunner (story, Garry Marshall (screenplay, Bob Brunner (screenplay)",The Other Sister,28,"Juliette Lewis, Diane Keaton, Tom Skerritt, Giovanni Ribisi",6.4,26 Feb 1999,Garry Marshall,http://ia.media-imdb.com/images/M/MV5BMTc3MDQ5Nzg4NV5BMl5BanBnXkFtZTcwMzg1NTMyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a386,tt0118665,PG,97 min,"18,655",True,movie,USA,"Comedy, Crime, Family",N/A,,"Steven Paul (story, Francisca Matos (story, Robert Grasmere (story, Bob Clark (screenplay, Greg Michael (screenplay)",Baby Geniuses,6,"Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol",2.5,12 Mar 1999,Bob Clark,http://ia.media-imdb.com/images/M/MV5BMTgxODAxNzE4NV5BMl5BanBnXkFtZTcwNDMyODYxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a387,tt0160916,R,95 min,"18,113",True,movie,USA,"Comedy, Drama, Romance",1 win & 3 nominations.,,"Alan Zweibel, Jessie Nelson",The Story of Us,37,"Bruce Willis, Michelle Pfeiffer, Colleen Rennison, Jake Sandvig",5.9,15 Oct 1999,Rob Reiner,http://ia.media-imdb.com/images/M/MV5BMTIwODk3ODgzOF5BMl5BanBnXkFtZTcwNDU3NjAyMQ@@._V1_SX300.jpg,"English, Italian"
56fbd87371a065035853a388,tt0124298,PG-13,112 min,"47,413",True,movie,USA,"Comedy, Drama, Romance",1 nomination.,"26,494,611","Bill Kelly (story, Bill Kelly (screenplay, Hugh Wilson (screenplay)",Blast from the Past,48,"Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek",6.6,12 Feb 1999,Hugh Wilson,http://ia.media-imdb.com/images/M/MV5BMjE5Mzg5NzMwM15BMl5BanBnXkFtZTYwMDQyOTc5._V1_SX300.jpg,"English, French, German, Latin"
56fbd87371a065035853a389,tt0161100,R,106 min,"6,327",True,movie,USA,"Comedy, Drama, Romance",1 win & 7 nominations.,"25,047,631","Rick Famuyiwa (story, Todd Boyd (story, Rick Famuyiwa (screenplay)",The Wood,52,"Elayn J. Taylor, Omar Epps, Richard T. Jones, Sean Nelson",6.9,16 Jul 1999,Rick Famuyiwa,http://ia.media-imdb.com/images/M/MV5BMjE2MDYxMzI0MV5BMl5BanBnXkFtZTcwOTU3NzYyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a38a,tt0137363,R,117 min,"68,795",True,movie,USA,"Crime, Drama, Thriller",5 nominations.,"24,362,501",Ehren Kruger,Arlington Road,65,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis",7.2,09 Jul 1999,Mark Pellington,http://ia.media-imdb.com/images/M/MV5BMTkzNTIyOTA3MV5BMl5BanBnXkFtZTYwNTU3NzY5._V1_SX300.jpg,English
56fbd87371a065035853a38b,tt0129167,PG,86 min,"123,948",True,movie,USA,"Animation, Action, Adventure",20 wins & 17 nominations.,,"Tim McCanlies (screenplay, Brad Bird (screen story by, Ted Hughes (based on the book \",The Iron Giant,85,"Jennifer Aniston, Harry Connick Jr., Vin Diesel, James Gammon",8.0,06 Aug 1999,Brad Bird,http://ia.media-imdb.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_SX300.jpg,English
56fbd87371a065035853a38c,tt0120601,R,112 min,"248,423",True,movie,USA,"Comedy, Drama, Fantasy",Nominated for 3 Oscars. Another 48 wins & 74 nominations.,,Charlie Kaufman,Being John Malkovich,90,"John Cusack, Cameron Diaz, Ned Bellamy, Eric Weinstein",7.8,03 Dec 1999,Spike Jonze,http://ia.media-imdb.com/images/M/MV5BMTUyMjI4OTE3MV5BMl5BanBnXkFtZTcwNzMxMTUxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a38d,tt0175880,R,188 min,"236,428",True,movie,USA,Drama,Nominated for 3 Oscars. Another 28 wins & 49 nominations.,"22,450,975",Paul Thomas Anderson,Magnolia,77,"Pat Healy, Genevieve Zweig, Mark Flannagan, Neil Flynn",8.0,07 Jan 2000,Paul Thomas Anderson,http://ia.media-imdb.com/images/M/MV5BNzMzMDgyNTIzOF5BMl5BanBnXkFtZTcwOTk0MDg2OQ@@._V1_SX300.jpg,"English, German, French"
56fbd87371a065035853a38e,tt0131369,PG-13,122 min,"35,013",True,movie,USA,"Comedy, Drama",1 win & 1 nomination.,,"Émile Gaudreault (screenplay, Sylvie Bouchard (screenplay, Lowell Ganz (screenplay, Babaloo Mandel (screenplay)",Edtv,48,"Matthew McConaughey, Jenna Elfman, Woody Harrelson, Sally Kirkland",6.1,26 Mar 1999,Ron Howard,http://ia.media-imdb.com/images/M/MV5BMTIxMzU2MDkzOF5BMl5BanBnXkFtZTcwNjM0NTMyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a38f,tt0132512,PG-13,128 min,"11,013",True,movie,USA,"Drama, Romance",N/A,,"Oliver Sacks (story, Steve Levitt (screenplay)",At First Sight,40,"Val Kilmer, Mira Sorvino, Kelly McGillis, Steven Weber",5.9,15 Jan 1999,Irwin Winkler,http://ia.media-imdb.com/images/M/MV5BMTI3NjIzMzk0MF5BMl5BanBnXkFtZTcwMjc2NjAyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a390,tt0120596,PG-13,101 min,"14,347",True,movie,USA,Comedy,N/A,,"Roi Cooper Megrue (play, Jean C. Havez, Clyde Bruckman, Joseph A. Mitchell, Steve Cohen (screenplay)",The Bachelor,31,"Chris O'Donnell, Renée Zellweger, Artie Lange, Edward Asner",5.0,05 Nov 1999,Gary Sinyor,http://ia.media-imdb.com/images/M/MV5BMTgwNjU1ODg2OV5BMl5BanBnXkFtZTcwMzIzNDYxMQ@@._V1_SX300.jpg,"English, Spanish"
56fbd87371a065035853a391,tt0164181,R,99 min,"61,284",True,movie,USA,"Horror, Mystery, Thriller",3 wins & 1 nomination.,,"Richard Matheson (novel, David Koepp (screenplay)",Stir of Echoes,67,"Zachary David Cope, Kevin Bacon, Kathryn Erbe, Illeana Douglas",7.0,10 Sep 1999,David Koepp,http://ia.media-imdb.com/images/M/MV5BMTU0OTAyMDQzNV5BMl5BanBnXkFtZTcwNTg1NjYyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a392,tt0162677,R,142 min,"30,747",True,movie,USA,"Crime, Drama, Romance",4 nominations.,,"Spike Lee, Victor Colicchio (screenplay, Michael Imperioli (screenplay, Spike Lee (screenplay)",Summer of Sam,67,"John Leguizamo, Adrien Brody, Mira Sorvino, Jennifer Esposito",6.6,02 Jul 1999,Spike Lee,http://ia.media-imdb.com/images/M/MV5BMTc1MDk5MTY1Ml5BMl5BanBnXkFtZTcwMjYyMzkxMQ@@._V1_SX300.jpg,"English, Italian"
56fbd87371a065035853a393,tt0149691,PG-13,114 min,"14,454",True,movie,USA,"Comedy, Drama",Nominated for 1 Golden Globe. Another 3 nominations.,"18,653,615","Mona Simpson (book, Alvin Sargent (screenplay)",Anywhere But Here,59,"Susan Sarandon, Natalie Portman, Hart Bochner, Eileen Ryan",6.1,12 Nov 1999,Wayne Wang,http://ia.media-imdb.com/images/M/MV5BMjE3NDY0OTIwNl5BMl5BanBnXkFtZTcwMTY4MTU1MQ@@._V1_SX300.jpg,English
56fbd87371a065035853a394,tt0122541,PG-13,97 min,"12,707",True,movie,"UK, USA","Comedy, Romance",Nominated for 2 Golden Globes. Another 4 wins & 15 nominations.,"18,535,191","Oscar Wilde (play, Oliver Parker (screenplay)",An Ideal Husband,67,"Peter Vaughan, Rupert Everett, Minnie Driver, Cate Blanchett",6.9,30 Jun 1999,Oliver Parker,http://ia.media-imdb.com/images/M/MV5BMTU3MTkyNTQxM15BMl5BanBnXkFtZTcwNDA2NTAyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a395,tt0164114,PG-13,91 min,"14,399",True,movie,USA,"Comedy, Drama, Romance",1 win.,,"Todd Strasser (novel, Rob Thomas (screenplay)",Drive Me Crazy,42,"Melissa Joan Hart, Adrian Grenier, Stephen Collins, Mark Metcalf",5.7,01 Oct 1999,John Schultz,http://ia.media-imdb.com/images/M/MV5BMTY4NDc4ODU2M15BMl5BanBnXkFtZTcwMzYzNjAyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a396,tt0144814,R,104 min,"12,825",True,movie,USA,"Horror, Sci-Fi, Thriller",2 nominations.,,"Stephen King (characters, Rafael Moreu",The Rage: Carrie 2,42,"Emily Bergl, Jason London, Dylan Bruno, J. Smith-Cameron",4.6,12 Mar 1999,Katt Shea,http://ia.media-imdb.com/images/M/MV5BMTMwNzMwNjUyNV5BMl5BanBnXkFtZTcwMzk3MTE3NA@@._V1_SX300.jpg,English
56fbd87371a065035853a397,tt0139239,R,102 min,"58,671",True,movie,USA,"Comedy, Crime",5 wins & 7 nominations.,,John August,Go,72,"Katie Holmes, Sarah Polley, Suzanne Krull, Desmond Askew",7.3,09 Apr 1999,Doug Liman,http://ia.media-imdb.com/images/M/MV5BMjAxODU5NDc3Ml5BMl5BanBnXkFtZTYwMjYzNTg4._V1_SX300.jpg,English
56fbd87371a065035853a398,tt0163988,R,121 min,"52,223",True,movie,USA,"Drama, Thriller",2 wins & 4 nominations.,,"Joe Connelly (novel, Paul Schrader (screenplay)",Bringing Out the Dead,70,"Nicolas Cage, Patricia Arquette, John Goodman, Ving Rhames",6.8,22 Oct 1999,Martin Scorsese,http://ia.media-imdb.com/images/M/MV5BMTQ4MjgzMDc1Nl5BMl5BanBnXkFtZTYwOTc5ODk4._V1_SX300.jpg,English
56fbd87371a065035853a399,tt0139668,R,127 min,"24,790",True,movie,USA,"Crime, Drama, Mystery",4 nominations.,,"Andrew Klavan (novel, Larry Gross (screenplay, Paul Brickman (screenplay, Stephen Schiff (screenplay)",True Crime,65,"Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods",6.6,19 Mar 1999,Clint Eastwood,http://ia.media-imdb.com/images/M/MV5BNjgwMjkxNzY4OV5BMl5BanBnXkFtZTcwNzIyNTY1Mw@@._V1_SX300.jpg,English
56fbd87371a065035853a39a,tt0158811,G,87 min,"14,294",True,movie,USA,"Adventure, Comedy, Family",1 nomination.,,"Jerry Juhl, Joey Mazzarino, Ken Kaufman",Muppets from Space,N/A,"Dave Goelz, Steve Whitmire, Bill Barretta, Jerry Nelson",6.2,14 Jul 1999,Tim Hill,http://ia.media-imdb.com/images/M/MV5BMTgwNDE0NDM1M15BMl5BanBnXkFtZTcwNDg4MzkxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a39b,tt0140379,PG-13,116 min,"20,928",True,movie,"Italy, UK, USA","Comedy, Fantasy, Romance",1 win & 1 nomination.,,"William Shakespeare (play, Michael Hoffman (screenplay)",A Midsummer Night's Dream,61,"Kevin Kline, Michelle Pfeiffer, Rupert Everett, Stanley Tucci",6.5,14 May 1999,Michael Hoffman,http://ia.media-imdb.com/images/M/MV5BMTIyMTU2NTc1N15BMl5BanBnXkFtZTcwNDY1MjgxMQ@@._V1_SX300.jpg,"English, Italian"
56fbd87371a065035853a39c,tt0142192,R,110 min,"15,143",True,movie,USA,"Action, Crime, Drama",1 nomination.,,Robert Pucci,The Corruptor,56,"Yun-Fat Chow, Mark Wahlberg, Ric Young, Paul Ben-Victor",6.0,12 Mar 1999,James Foley,http://ia.media-imdb.com/images/M/MV5BMTIwNDg5MDc0MF5BMl5BanBnXkFtZTcwOTM1NTIyMQ@@._V1_SX300.jpg,"English, Cantonese"
56fbd87371a065035853a39d,tt0126886,R,103 min,"71,977",True,movie,USA,"Comedy, Drama",Nominated for 1 Oscar. Another 16 wins & 33 nominations.,,"Tom Perrotta (novel, Alexander Payne (screenplay, Jim Taylor (screenplay)",Election,83,"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell",7.3,07 May 1999,Alexander Payne,http://ia.media-imdb.com/images/M/MV5BMzQxMDcyNzM4M15BMl5BanBnXkFtZTcwNzc1NjIyMQ@@._V1_SX300.jpg,"English, Spanish"
56fbd87371a065035853a39e,tt0166943,PG,124 min,"9,645",True,movie,USA,"Drama, Music",Nominated for 2 Oscars. Another 5 wins & 9 nominations.,"14,849,583",Pamela Gray,Music of the Heart,54,"Meryl Streep, Cloris Leachman, Henry Dinhofer, Michael Angarano",6.7,29 Oct 1999,Wes Craven,http://ia.media-imdb.com/images/M/MV5BMTg2NDQ4MDk3Nl5BMl5BanBnXkFtZTcwNDkwMTkyMQ@@._V1_SX300.jpg,"English, Spanish"
56fbd87371a065035853a39f,tt0120834,PG-13,127 min,"12,233",True,movie,USA,"Drama, Mystery, Romance",Nominated for 1 Oscar. Another 5 wins & 9 nominations.,,"David Guterson (novel, Ronald Bass (screenplay, Scott Hicks (screenplay)",Snow Falling on Cedars,44,"Ethan Hawke, Yûki Kudô, Reeve Carney, Anne Suzuki",6.8,07 Jan 2000,Scott Hicks,http://ia.media-imdb.com/images/M/MV5BMTgzNzQyODU1NV5BMl5BanBnXkFtZTcwNTU5NDAzMQ@@._V1_SX300.jpg,"English, Japanese, German"
56fbd87371a065035853a3a0,tt0120857,PG,117 min,"9,151",True,movie,"Italy, UK","Drama, Comedy, War",Won 1 BAFTA Film Award. Another 3 wins & 2 nominations.,"14,348,123","John Mortimer, Franco Zeffirelli (autobiography)",Tea with Mussolini,53,"Cher, Judi Dench, Joan Plowright, Maggie Smith",6.9,14 May 1999,Franco Zeffirelli,http://ia.media-imdb.com/images/M/MV5BMTcyNDQxODUyOF5BMl5BanBnXkFtZTcwNTczMTM3NA@@._V1_SX300.jpg,"English, Italian"
56fbd87371a065035853a3a1,tt0151137,R,148 min,"55,018",True,movie,France,"Adventure, Biography, Drama",5 wins & 11 nominations.,,"Andrew Birkin, Luc Besson",The Messenger: The Story of Joan of Arc,54,"Rab Affleck, Stéphane Algoud, Edwin Apps, David Bailie",6.4,12 Nov 1999,Luc Besson,http://ia.media-imdb.com/images/M/MV5BMjAyMDMwMjg4Nl5BMl5BanBnXkFtZTcwMzM2NDU2MQ@@._V1_SX300.jpg,"English, Latin"
56fbd87371a065035853a3a2,tt0120458,R,99 min,"21,563",True,movie,"USA, UK, Germany, Japan, France","Action, Horror, Thriller",N/A,,Chuck Pfarrer (creator: Dark Horse Comic Book series: \,Virus,19,"Jamie Lee Curtis, William Baldwin, Donald Sutherland, Joanna Pacula",4.8,15 Jan 1999,John Bruno,http://ia.media-imdb.com/images/M/MV5BMTIwMDgwMjY0MV5BMl5BanBnXkFtZTcwMjIzODQyMQ@@._V1_SX300.jpg,"English, Russian"
56fbd87371a065035853a3a3,tt0160401,R,95 min,"4,448",True,movie,USA,"Crime, Thriller, Drama",2 wins.,,"Michael Henry Brown, Paul Aaron",In Too Deep,53,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci",6.1,25 Aug 1999,Michael Rymer,http://ia.media-imdb.com/images/M/MV5BMTI4NTc1NDg4NV5BMl5BanBnXkFtZTcwMjU4OTQyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3a4,tt0120646,PG-13,106 min,"10,169",True,movie,USA,Drama,3 wins & 2 nominations.,"13,376,506","Jacquelyn Mitchard (book, Stephen Schiff (screenplay)",The Deep End of the Ocean,45,"Michelle Pfeiffer, Treat Williams, Whoopi Goldberg, Jonathan Jackson",6.3,12 Mar 1999,Ulu Grosbard,http://ia.media-imdb.com/images/M/MV5BMTA1Mzc5NjQzOTdeQTJeQWpwZ15BbWU2MDYyMzk4OA@@._V1_SX300.jpg,English
56fbd87371a065035853a3a5,tt0120757,R,92 min,"7,634",True,movie,USA,"Action, Crime, Thriller",3 nominations.,"13,260,050","Buddy Ruskin (characters, Stephen Kay, Scott Silver, Kate Lanier",The Mod Squad,16,"Claire Danes, Giovanni Ribisi, Omar Epps, Dennis Farina",4.2,26 Mar 1999,Scott Silver,http://ia.media-imdb.com/images/M/MV5BMTQyMzgyNTc5Ml5BMl5BanBnXkFtZTcwNzE0ODI1NA@@._V1_SX300.jpg,English
56fbd87371a065035853a3a6,tt0145653,R,145 min,"16,694",True,movie,"USA, Ireland",Drama,Nominated for 1 Oscar. Another 5 wins & 11 nominations.,"13,038,660","Frank McCourt (book, Laura Jones (screenplay, Alan Parker (screenplay)",Angela's Ashes,54,"Emily Watson, Robert Carlyle, Joe Breen, Ciaran Owens",7.3,21 Jan 2000,Alan Parker,http://ia.media-imdb.com/images/M/MV5BMTg3NDg0NjU5OF5BMl5BanBnXkFtZTcwMjAwMjIyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3a7,tt0203408,PG-13,100 min,"4,645",True,movie,USA,"Action, Adventure, Fantasy",N/A,"12,610,552","Stephan Blinn (screenplay, Hollis Barton (screenplay)",The Omega Code,14,"Casper Van Dien, Michael York, Catherine Oxenberg, Michael Ironside",3.5,27 Aug 1999,Robert Marcarelli,http://ia.media-imdb.com/images/M/MV5BMjA1NjQ5NTI0M15BMl5BanBnXkFtZTcwMzMzNzUxMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3a8,tt0120710,R,100 min,"10,873",True,movie,USA,"Drama, Fantasy, Thriller",1 win.,,"Bari Wood (novel, Bruce Robinson (screenplay, Neil Jordan (screenplay)",In Dreams,N/A,"Annette Bening, Katie Sagona, Aidan Quinn, Robert Downey Jr.",5.5,15 Jan 1999,Neil Jordan,http://ia.media-imdb.com/images/M/MV5BMTIzNjU3NjkyOV5BMl5BanBnXkFtZTcwNzA4MTAzMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3a9,tt0139809,R,100 min,"50,332",True,movie,"Germany, USA","Mystery, Sci-Fi, Thriller",1 nomination.,,"Daniel F. Galouye (book, Josef Rusnak (screenplay, Ravel Centeno-Rodriguez (screenplay)",The Thirteenth Floor,36,"Craig Bierko, Armin Mueller-Stahl, Gretchen Mol, Vincent D'Onofrio",7.0,28 May 1999,Josef Rusnak,http://ia.media-imdb.com/images/M/MV5BMTQ1NzEwNjM0OF5BMl5BanBnXkFtZTYwNTI4MDk5._V1_SX300.jpg,English
56fbd87371a065035853a3aa,tt0159421,G,73 min,"1,987",True,movie,USA,"Adventure, Comedy, Family",1 win & 1 nomination.,,"Mitchell Kriegman (story, Mitchell Kriegman (screenplay, Joey Mazzarino (screenplay)",The Adventures of Elmo in Grouchland,59,"Kevin Clash, Mandy Patinkin, Vanessa Williams, Sonia Manzano",5.8,01 Oct 1999,Gary Halvorson,http://ia.media-imdb.com/images/M/MV5BMTI1MzE5ODYxNl5BMl5BanBnXkFtZTYwNjMyNTA5._V1_SX300.jpg,English
56fbd87371a065035853a3ab,tt0164108,PG-13,97 min,"9,133",True,movie,USA,Comedy,N/A,,"Albert Brooks, Monica Mcgowan Johnson",The Muse,56,"Albert Brooks, Sharon Stone, Andie MacDowell, Jeff Bridges",5.6,27 Aug 1999,Albert Brooks,http://ia.media-imdb.com/images/M/MV5BMTUzNTczNjQ5OV5BMl5BanBnXkFtZTcwNzkxOTMyMQ@@._V1_SX300.jpg,English
56fbd87371a065035853a3ac,tt0131646,PG-13,100 min,"14,503",True,movie,"USA, Luxembourg","Action, Adventure, Sci-Fi",N/A,"11,576,087","Chris Roberts (characters, Chris Roberts (story, Kevin Droney (screen story, Kevin Droney (screenplay)",Wing Commander,21,"Freddie Prinze Jr., Saffron Burrows, Matthew Lillard, Tchéky Karyo",4.1,12 Mar 1999,Chris Roberts,http://ia.media-imdb.com/images/M/MV5BMTc1MDI1MDMyN15BMl5BanBnXkFtZTcwMzgzMTIyMQ@@._V1_SX300.jpg,English
