_id,Actors,Released,Poster,Language,imdbID,Box_office,imdbVotes,Country,Writer,imdbRating,Genre,Awards,Rated,Runtime,Title,Metascore,Director,Type,Response
5706098371a0651ac0e51437,"Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon, Virginie Ledoyen",11 Feb 2000,http://ia.media-imdb.com/images/M/MV5BMTM3MDE0MzQwMF5BMl5BanBnXkFtZTYwNjk4Mjk5._V1_SX300.jpg,"English, French, Swedish, Thai, Serbian",tt0163978,"39,778,599","170,862","USA, UK","John Hodge (screenplay, Alex Garland (novel)",6.6,"Adventure, Drama, Thriller",7 nominations.,R,119 min,The Beach,43,Danny Boyle,movie,True
5706098371a0651ac0e51438,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans",10 Nov 2000,http://ia.media-imdb.com/images/M/MV5BMTQ4MTk3Mzk5NV5BMl5BanBnXkFtZTYwMTQ3NzI3._V1_SX300.jpg,English,tt0185431,,"78,928",USA,"Tim Herlihy, Adam Sandler, Steven Brill",5.3,"Comedy, Fantasy",7 nominations.,PG-13,90 min,Little Nicky,38,Steven Brill,movie,True
5706098371a0651ac0e51439,"Vin Diesel, Radha Mitchell, Cole Hauser, Keith David",18 Feb 2000,http://ia.media-imdb.com/images/M/MV5BMjE4MDY1NzM4OF5BMl5BanBnXkFtZTcwNDU1NDUyMQ@@._V1_SX300.jpg,"English, Arabic",tt0134847,,"189,445",USA,"Jim Wheat (story, Ken Wheat (story, Jim Wheat (screenplay, Ken Wheat (screenplay, David Twohy (screenplay)",7.1,"Action, Horror, Sci-Fi",2 wins & 4 nominations.,R,109 min,Pitch Black,49,David Twohy,movie,True
5706098371a0651ac0e5143a,"Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac",18 Aug 2000,http://ia.media-imdb.com/images/M/MV5BMTI5NDY1NDU1M15BMl5BanBnXkFtZTcwODcyNTMyMQ@@._V1_SX300.jpg,English,tt0236388,"38,168,022","4,637",USA,"Cedric the Entertainer, Steve Harvey, D.L. Hughley, Bernie Mac",6.6,"Comedy, Documentary",3 nominations.,R,115 min,The Original Kings of Comedy,76,Spike Lee,movie,True
5706098371a0651ac0e5143b,"Richard Gere, Winona Ryder, Anthony LaPaglia, Elaine Stritch",11 Aug 2000,http://ia.media-imdb.com/images/M/MV5BMTU2MzAwNTI1NF5BMl5BanBnXkFtZTYwMzAwNTE5._V1_SX300.jpg,English,tt0174480,,"19,812",USA,Allison Burnett,5.5,"Drama, Romance",1 win & 2 nominations.,PG-13,103 min,Autumn in New York,24,Joan Chen,movie,True
5706098371a0651ac0e5143c,"Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins",14 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMTYwMDA1NjAxMF5BMl5BanBnXkFtZTYwODc3MTU3._V1_SX300.jpg,English,tt0191754,"305,645","33,830",USA,Susannah Grant,6.0,"Comedy, Drama",1 win.,PG-13,103 min,28 Days,46,Betty Thomas,movie,True
5706098371a0651ac0e5143d,"Ben Stiller, Edward Norton, Jenna Elfman, Anne Bancroft",14 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_SX300.jpg,"English, Hebrew, Spanish",tt0171433,,"44,266",USA,Stuart Blumberg,6.4,"Comedy, Drama, Romance",2 wins & 5 nominations.,PG-13,128 min,Keeping the Faith,60,Edward Norton,movie,True
5706098371a0651ac0e5143e,"Ben Affleck, Gwyneth Paltrow, Natasha Henstridge, Edward Edwards",17 Nov 2000,http://ia.media-imdb.com/images/M/MV5BMTg5NjY1Mjc0N15BMl5BanBnXkFtZTcwMzM5MjMyMQ@@._V1_SX300.jpg,English,tt0186894,,"17,180",USA,Don Roos,5.7,"Drama, Romance",2 wins & 2 nominations.,PG-13,106 min,Bounce,52,Don Roos,movie,True
5706098371a0651ac0e5143f,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau",18 Feb 2000,http://ia.media-imdb.com/images/M/MV5BMTQ0NDMwODA1NF5BMl5BanBnXkFtZTYwNzMwNDQ3._V1_SX300.jpg,English,tt0162983,"36,037,909","9,941","Germany, USA","Delia Ephron (book, Delia Ephron (screenplay, Nora Ephron (screenplay)",4.7,"Comedy, Drama",2 wins.,PG-13,94 min,Hanging Up,33,Diane Keaton,movie,True
5706098371a0651ac0e51440,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski",28 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMTU4NjQ5MDk0MV5BMl5BanBnXkFtZTcwNTE0MDYyMQ@@._V1_SX300.jpg,English,tt0158622,,"14,933",USA,"William Hanna (animated series, Joseph Barbera (animated series, Deborah Kaplan, Harry Elfont, Jim Cash, Jack Epps Jr.",3.6,"Comedy, Family, Romance",5 nominations.,PG,90 min,The Flintstones in Viva Rock Vegas,27,Brian Levant,movie,True
5706098371a0651ac0e51441,"Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb",31 Mar 2000,http://ia.media-imdb.com/images/M/MV5BODAzNDc5NDM0OF5BMl5BanBnXkFtZTcwMDA3MzgxMQ@@._V1_SX300.jpg,English,tt0192614,,"26,415","USA, Canada",John Pogue,5.6,"Action, Crime, Drama",1 nomination.,PG-13,106 min,The Skulls,24,Rob Cohen,movie,True
5706098371a0651ac0e51442,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker",17 Nov 2000,http://ia.media-imdb.com/images/M/MV5BMTk1OTU5OTU2MV5BMl5BanBnXkFtZTYwMjMxMDk2._V1_SX300.jpg,English,tt0216216,,"98,044",USA,"Cormac Wibberley, Marianne Wibberley",5.9,"Action, Mystery, Sci-Fi",8 nominations.,PG-13,123 min,The 6th Day,49,Roger Spottiswoode,movie,True
5706098371a0651ac0e51443,"Shawn Driscoll, Kevin Costner, Drake Cook, Lucinda Jenney",12 Jan 2001,http://ia.media-imdb.com/images/M/MV5BMTkwMTkxNTYyM15BMl5BanBnXkFtZTYwOTc5NTk2._V1_SX300.jpg,"English, Russian, Spanish, Romanian",tt0146309,,"44,503",USA,"David Self, Ernest R. May (book, Philip D. Zelikow (book)",7.3,"Drama, History, Thriller",3 wins & 7 nominations.,PG-13,145 min,Thirteen Days,67,Roger Donaldson,movie,True
5706098371a0651ac0e51444,"Frankie Muniz, Diane Lane, Luke Wilson, Kevin Bacon",03 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTc1NDgxMjg5MV5BMl5BanBnXkFtZTYwNTUxODc5._V1_SX300.jpg,"English, German",tt0156812,,"16,337",USA,"Willie Morris (book, Gail Gilchriest (screenplay)",7.0,"Drama, Family, Sport",7 wins & 4 nominations.,PG,95 min,My Dog Skip,61,Jay Russell,movie,True
5706098371a0651ac0e51445,"Natalie Portman, Ashley Judd, Stockard Channing, Joan Cusack",28 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMTg4NTIzNjIwNl5BMl5BanBnXkFtZTcwODY2MTU1MQ@@._V1_SX300.jpg,English,tt0198021,"33,771,174","26,501",USA,"Lowell Ganz (screenplay, Babaloo Mandel (screenplay, Billie Letts (novel)",6.8,"Comedy, Drama, Romance",1 win & 2 nominations.,PG-13,120 min,Where the Heart Is,30,Matt Williams,movie,True
5706098371a0651ac0e51446,"Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr",20 Oct 2000,http://ia.media-imdb.com/images/M/MV5BNjI3ODI5NDEwMl5BMl5BanBnXkFtZTYwNDYyMjU3._V1_SX300.jpg,English,tt0223897,,"93,624",USA,"Catherine Ryan Hyde (book, Leslie Dixon (screenplay)",7.2,Drama,1 win & 4 nominations.,PG-13,123 min,Pay It Forward,40,Mimi Leder,movie,True
5706098371a0651ac0e51447,"Gerard Butler, Christopher Plummer, Jonny Lee Miller, Justine Waddell",22 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMjAxODgyMTQ1OF5BMl5BanBnXkFtZTcwNDI1NjMyMQ@@._V1_SX300.jpg,English,tt0219653,,"26,913",USA,"Joel Soisson (story, Patrick Lussier (story, Joel Soisson (screenplay)",4.9,"Action, Fantasy, Horror",1 nomination.,R,99 min,Dracula 2000,26,Patrick Lussier,movie,True
5706098371a0651ac0e51448,"David Duchovny, Minnie Driver, Carroll O'Connor, Robert Loggia",07 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMjIwNDEzODU3Nl5BMl5BanBnXkFtZTcwMjI0NzU2NA@@._V1_SX300.jpg,"English, Italian",tt0122459,,"16,185",USA,"Bonnie Hunt (story, Don Lake (story, Andrew Stern (story, Samantha Goodman (story, Bonnie Hunt (screenplay, Don Lake (screenplay)",6.9,"Comedy, Drama, Romance",1 win & 2 nominations.,PG,115 min,Return to Me,54,Bonnie Hunt,movie,True
5706098371a0651ac0e51449,"Meg Ryan, Russell Crowe, David Morse, Pamela Reed",08 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMTMyODkwNzM3OV5BMl5BanBnXkFtZTYwMTc5Nzc5._V1_SX300.jpg,"English, Spanish, Russian, Italian, French",tt0228750,,"48,483",USA,"Tony Gilroy, William Prochnau (article, Thomas Hargrove (book)",6.2,"Action, Drama, Thriller",5 nominations.,R,135 min,Proof of Life,45,Taylor Hackford,movie,True
5706098371a0651ac0e5144a,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee",22 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTI0MDc0MzIyM15BMl5BanBnXkFtZTYwMzc4NzA5._V1_SX300.jpg,"English, French",tt0181875,,"201,257",USA,Cameron Crowe,7.9,"Adventure, Comedy, Drama",Won 1 Oscar. Another 51 wins & 102 nominations.,R,122 min,Almost Famous,90,Cameron Crowe,movie,True
5706098371a0651ac0e5144b,"Will Smith, Matt Damon, Charlize Theron, Bruce McGill",03 Nov 2000,http://ia.media-imdb.com/images/M/MV5BMTIwMTA5MTMzN15BMl5BanBnXkFtZTcwODU0MzkyMQ@@._V1_SX300.jpg,English,tt0146984,,"44,302",USA,"Steven Pressfield (novel, Jeremy Leven (screenplay)",6.7,"Drama, Fantasy, Sport",2 wins & 10 nominations.,PG-13,126 min,The Legend of Bagger Vance,47,Robert Redford,movie,True
5706098371a0651ac0e5144c,"Benicio Del Toro, Dennis Farina, Vinnie Jones, Brad Pitt",19 Jan 2001,http://ia.media-imdb.com/images/M/MV5BMTk5NzE0MDQyNl5BMl5BanBnXkFtZTcwNzk4Mjk3OA@@._V1_SX300.jpg,"English, Russian",tt0208092,"30,093,107","579,526","UK, USA",Guy Ritchie,8.3,"Comedy, Crime",4 wins & 6 nominations.,R,102 min,Snatch.,55,Guy Ritchie,movie,True
5706098371a0651ac0e5144d,"Wesley Snipes, Anne Archer, Maury Chaykin, Marie Matiko",25 Aug 2000,http://ia.media-imdb.com/images/M/MV5BNzAyMjE2MDI3M15BMl5BanBnXkFtZTYwNTIwMzg2._V1_SX300.jpg,English,tt0160009,,"25,065","USA, Canada","Wayne Beach (story, Wayne Beach (screenplay, Simon Barry (screenplay)",5.7,"Action, Adventure, Crime",2 wins & 9 nominations.,R,117 min,The Art of War,30,Christian Duguay,movie,True
5706098371a0651ac0e5144e,"Kim Basinger, Jimmy Smits, Holliston Coleman, Rufus Sewell",11 Aug 2000,http://ia.media-imdb.com/images/M/MV5BMjA2NDIxNzkzNl5BMl5BanBnXkFtZTcwMjEwMDMyMQ@@._V1_SX300.jpg,English,tt0163983,,"11,905","USA, Germany","Cathy Cash Spellman (novel, Thomas Rickman (screenplay, Clifford Green (screenplay, Ellen Green (screenplay)",5.1,"Crime, Drama, Horror",1 win & 4 nominations.,R,107 min,Bless the Child,17,Chuck Russell,movie,True
5706098371a0651ac0e5144f,"James Spader, Marisa Tomei, Keanu Reeves, Ernie Hudson",08 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTM3NTM5NDYwMl5BMl5BanBnXkFtZTYwNzA0MTk5._V1_SX300.jpg,"English, Vietnamese",tt0204626,,"21,890",USA,"Darcy Meyers (story, David Elliot (story, David Elliot (screenplay, Clay Ayers (screenplay)",5.3,"Crime, Horror, Mystery",1 nomination.,R,97 min,The Watcher,22,Joe Charbanic,movie,True
5706098371a0651ac0e51450,"Glenndon Chatman, Jess Willard, Chris Warren, Kyla Pratt",21 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMTU4NjY4NTI5MF5BMl5BanBnXkFtZTYwNjQ4OTc3._V1_SX300.jpg,"English, Spanish",tt0199725,,"13,808",USA,Gina Prince-Bythewood,7.2,"Drama, Romance, Sport",12 wins & 15 nominations.,PG-13,124 min,Love & Basketball,70,Gina Prince-Bythewood,movie,True
5706098371a0651ac0e51451,"John Cusack, Iben Hjejle, Todd Louiso, Jack Black",31 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTgxMTI1ODYyOV5BMl5BanBnXkFtZTYwNjQyOTI3._V1_SX300.jpg,"English, Danish",tt0146882,,"139,710","UK, USA","Nick Hornby (book, D.V. DeVincentis (screenplay, Steve Pink (screenplay, John Cusack (screenplay, Scott Rosenberg (screenplay)",7.6,"Comedy, Drama, Music",Nominated for 1 Golden Globe. Another 3 wins & 21 nominations.,R,113 min,High Fidelity,79,Stephen Frears,movie,True
5706098371a0651ac0e51452,"Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan",27 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMjEwMDQzMzIxM15BMl5BanBnXkFtZTcwMzA0NDkyMQ@@._V1_SX300.jpg,"English, German",tt0229260,"26,421,314","28,341",USA,"Daniel Myrick (characters, Eduardo Sánchez (characters, Dick Beebe, Joe Berlinger",4.0,"Adventure, Fantasy, Horror",2 wins & 5 nominations.,R,90 min,Book of Shadows: Blair Witch 2,15,Joe Berlinger,movie,True
5706098371a0651ac0e51453,"Rene Russo, Jason Alexander, Piper Perabo, Randy Quaid",30 Jun 2000,http://ia.media-imdb.com/images/M/MV5BMzI0Mzk2NzcwNV5BMl5BanBnXkFtZTcwNjYyNTkxMQ@@._V1_SX300.jpg,English,tt0131704,,"16,366","USA, Germany","Jay Ward (characters, Kenneth Lonergan",4.1,"Animation, Adventure, Comedy",2 wins & 4 nominations.,PG,92 min,The Adventures of Rocky & Bullwinkle,36,Des McAnuff,movie,True
5706098371a0651ac0e51454,"Morgan Freeman, Renée Zellweger, Chris Rock, Greg Kinnear",08 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMjE2NTY4ODA3N15BMl5BanBnXkFtZTcwMDM3MDQyMQ@@._V1_SX300.jpg,"English, Spanish",tt0171580,"25,167,270","29,844","Germany, USA","John C. Richards (story, John C. Richards (screenplay, James Flamberg (screenplay)",6.3,"Comedy, Crime, Drama",Won 1 Golden Globe. Another 4 wins & 14 nominations.,R,110 min,Nurse Betty,69,Neil LaBute,movie,True
5706098371a0651ac0e51455,"Ben Affleck, James Frain, Dana Stubblefield, Mark Acheson",25 Feb 2000,http://ia.media-imdb.com/images/M/MV5BODA3NjUzMzk3MF5BMl5BanBnXkFtZTcwNjczMTIyMQ@@._V1_SX300.jpg,English,tt0184858,,"30,460",USA,Ehren Kruger,5.7,"Action, Crime, Drama",3 nominations.,R,104 min,Reindeer Games,37,John Frankenheimer,movie,True
5706098371a0651ac0e51456,"Matt Damon, Bill Pullman, John Leguizamo, Nathan Lane",16 Jun 2000,http://ia.media-imdb.com/images/M/MV5BMjE0NTU0ODg4NV5BMl5BanBnXkFtZTcwNzY3MTQyMQ@@._V1_SX300.jpg,"English, Mandarin",tt0120913,,"51,476",USA,"Hans Bauer (story, Randall McCormick (story, Ben Edlund (screenplay, John August (screenplay, Joss Whedon (screenplay)",6.6,"Animation, Action, Adventure",1 win & 7 nominations.,PG,94 min,Titan A.E.,48,"Don Bluth, Gary Goldman, Art Vitello",movie,True
5706098371a0651ac0e51457,"Jamie Bell, Jean Heywood, Jamie Draven, Gary Lewis",10 Nov 2000,http://ia.media-imdb.com/images/M/MV5BMTU0NTg3MzUxOF5BMl5BanBnXkFtZTgwMjcxNjcxMTE@._V1_SX300.jpg,English,tt0249462,,"95,500","UK, France",Lee Hall,7.7,"Drama, Music",Nominated for 3 Oscars. Another 54 wins & 63 nominations.,R,110 min,Billy Elliot,74,Stephen Daldry,movie,True
5706098371a0651ac0e51458,"Brendon Ryan Barrett, Gay Thomas Wilson, Raquel Beaudene, Claire Forlani",16 Jun 2000,http://ia.media-imdb.com/images/M/MV5BMTgyNjIzNTI4Ml5BMl5BanBnXkFtZTcwNzAzMjk0MQ@@._V1_SX300.jpg,English,tt0204175,"20,627,372","13,364",USA,"Andrew Lowery, Andrew Miller",5.3,"Comedy, Drama, Romance",N/A,PG-13,94 min,Boys and Girls,29,Robert Iscove,movie,True
5706098371a0651ac0e51459,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates",12 May 2000,http://ia.media-imdb.com/images/M/MV5BMTg0Njk2OTM3OF5BMl5BanBnXkFtZTYwNTAyMzc3._V1_SX300.jpg,English,tt0185183,,"64,289",USA,"Corey Mandell (screenplay, J.D. Shapiro (screenplay, L. Ron Hubbard (novel)",2.4,"Action, Adventure, Sci-Fi",10 wins & 2 nominations.,PG-13,118 min,Battlefield Earth,9,Roger Christian,movie,True
5706098371a0651ac0e5145a,"Jennifer Morrison, Matthew Davis, Hart Bochner, Loretta Devine",22 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTU3NDYwNzcxM15BMl5BanBnXkFtZTYwMTE2MDI3._V1_SX300.jpg,English,tt0192731,,"12,798","USA, France","Silvio Horta (characters, Paul Harris Boardman, Scott Derrickson",4.1,"Horror, Mystery, Thriller",1 win & 1 nomination.,R,97 min,Urban Legends: Final Cut,16,John Ottman,movie,True
5706098371a0651ac0e5145b,"Freddie Prinze Jr., Julia Stiles, Selma Blair, Shawn Hatosy",21 Jan 2000,http://ia.media-imdb.com/images/M/MV5BMTI3NDIxMTIwMF5BMl5BanBnXkFtZTcwNTQ3MTIyMQ@@._V1_SX300.jpg,"English, French",tt0186975,,"12,094",USA,Kris Isacsson,4.9,"Comedy, Drama, Romance",1 win & 3 nominations.,PG-13,91 min,Down to You,13,Kris Isacsson,movie,True
5706098371a0651ac0e5145c,"Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr.",25 Feb 2000,http://ia.media-imdb.com/images/M/MV5BMjE3NDM1NDgyN15BMl5BanBnXkFtZTcwMzg4MDQyMQ@@._V1_SX300.jpg,English,tt0185014,,"54,013","USA, Germany, UK, Japan","Michael Chabon (novel, Steve Kloves (screenplay)",7.4,"Comedy, Drama",Won 1 Oscar. Another 19 wins & 46 nominations.,R,107 min,Wonder Boys,73,Curtis Hanson,movie,True
5706098371a0651ac0e5145d,"Jay Brazeau, Parker Posey, Michael Hitchcock, Catherine O'Hara",20 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_SX300.jpg,English,tt0218839,,"44,769",USA,"Christopher Guest, Eugene Levy",7.5,Comedy,Nominated for 1 Golden Globe. Another 11 wins & 13 nominations.,PG-13,90 min,Best in Show,78,Christopher Guest,movie,True
5706098371a0651ac0e5145e,"Gary Oldman, Joan Allen, Jeff Bridges, Christian Slater",13 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTMzNDE0MDQ3N15BMl5BanBnXkFtZTYwOTU3MTg4._V1_SX300.jpg,English,tt0208874,,"20,190","USA, Germany, UK",Rod Lurie,7.0,"Drama, Thriller",Nominated for 2 Oscars. Another 1 win & 20 nominations.,R,126 min,The Contender,59,Rod Lurie,movie,True
5706098371a0651ac0e5145f,"Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt",10 Nov 2000,http://ia.media-imdb.com/images/M/MV5BMTY2MzE0MjAwOF5BMl5BanBnXkFtZTYwNDM4Mzg2._V1_SX300.jpg,English,tt0199753,,"46,777","USA, Australia","Chuck Pfarrer (story, Chuck Pfarrer (screenplay, Jonathan Lemkin (screenplay)",5.7,"Action, Sci-Fi, Thriller",1 nomination.,PG-13,106 min,Red Planet,34,Antony Hoffman,movie,True
5706098371a0651ac0e51460,"Woody Allen, Carolyn Saxon, Tracey Ullman, Michael Rapaport",19 May 2000,http://ia.media-imdb.com/images/M/MV5BMTU0MjU1OTA4NF5BMl5BanBnXkFtZTcwMDUzNTIyMQ@@._V1_SX300.jpg,English,tt0196216,,"30,518",USA,Woody Allen,6.7,"Comedy, Crime",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,PG,94 min,Small Time Crooks,69,Woody Allen,movie,True
5706098371a0651ac0e51461,"Amanda Schull, Christine Dunham, Stephen Stout, Maryann Plunkett",12 May 2000,http://ia.media-imdb.com/images/M/MV5BODk2MjYwNDQ4MV5BMl5BanBnXkFtZTYwNzc1NDY2._V1_SX300.jpg,English,tt0210616,,"15,512",USA,Carol Heikkinen,6.7,"Drama, Music, Romance",1 win.,PG-13,115 min,Center Stage,52,Nicholas Hytner,movie,True
5706098371a0651ac0e51462,"Giovanni Ribisi, Vin Diesel, Nia Long, Nicky Katt",18 Feb 2000,http://ia.media-imdb.com/images/M/MV5BMTIxNzc3NDA4N15BMl5BanBnXkFtZTYwMzU2OTk2._V1_SX300.jpg,"English, Russian",tt0181984,"16,938,179","40,345",USA,Ben Younger,7.0,"Crime, Drama, Thriller",1 win & 9 nominations.,R,120 min,Boiler Room,63,Ben Younger,movie,True
5706098371a0651ac0e51463,"Winona Ryder, Ben Chaplin, Sarah Wynter, Philip Baker Hall",13 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMjE4NTMxMzY0M15BMl5BanBnXkFtZTcwMTU0MTYyMQ@@._V1_SX300.jpg,English,tt0160484,,"9,251",USA,"Pierce Gardner (story, Betsy Stahl (story, Pierce Gardner (screenplay)",4.8,"Drama, Horror, Thriller",1 nomination.,R,97 min,Lost Souls,16,Janusz Kaminski,movie,True
5706098371a0651ac0e51464,"Alec Baldwin, Cody McMains, Russell Means, Peter Fonda",26 Jul 2000,http://ia.media-imdb.com/images/M/MV5BMTk3MTUyODI0MF5BMl5BanBnXkFtZTcwODU0OTIyMQ@@._V1_SX300.jpg,English,tt0205461,"15,911,333","2,768","UK, USA, Canada","Britt Allcroft, Rev. W. Awdry (books)",3.6,"Adventure, Comedy, Drama",2 nominations.,G,85 min,Thomas and the Magic Railroad,19,Britt Allcroft,movie,True
5706098371a0651ac0e51465,"Jason Biggs, Mena Suvari, Zak Orth, Thomas Sadoski",21 Jul 2000,http://ia.media-imdb.com/images/M/MV5BMTY1MDE5MTc5Nl5BMl5BanBnXkFtZTYwNzIzMzE3._V1_SX300.jpg,English,tt0217630,,"22,705",USA,Amy Heckerling,5.3,"Comedy, Romance",1 nomination.,PG-13,98 min,Loser,35,Amy Heckerling,movie,True
5706098371a0651ac0e51466,"Matt Damon, Henry Thomas, Penélope Cruz, Angelina Torres",25 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMTMzMTMxNTAyMF5BMl5BanBnXkFtZTcwODkwMDAzMQ@@._V1_SX300.jpg,"English, Spanish",tt0149624,,"11,164",USA,"Cormac McCarthy (novel, Ted Tally (screenplay)",5.8,"Drama, Romance, Western",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,PG-13,116 min,All the Pretty Horses,55,Billy Bob Thornton,movie,True
5706098371a0651ac0e51467,"Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis",03 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTIzMzI5NzY5NF5BMl5BanBnXkFtZTYwMTE2Mzg4._V1_SX300.jpg,English,tt0186045,"15,427,192","11,628",USA,Peter Steinfeld,5.6,"Crime, Mystery, Comedy",1 nomination.,PG-13,96 min,Drowning Mona,25,Nick Gomez,movie,True
5706098371a0651ac0e51468,"Jamie Foxx, David Morse, Robert Pastorelli, Doug Hutchison",15 Sep 2000,http://ia.media-imdb.com/images/M/MV5BMTc2NzM2MjY1OV5BMl5BanBnXkFtZTYwMTkyNjc3._V1_SX300.jpg,English,tt0211938,,"8,827","Canada, Australia, USA","Andrew Scheinman, Adam Scheinman, Tony Gilroy",5.8,"Action, Crime, Thriller",N/A,R,119 min,Bait,39,Antoine Fuqua,movie,True
5706098371a0651ac0e51469,"Jeremy Irons, Bruce Payne, Justin Whalin, Marlon Wayans",08 Dec 2000,http://ia.media-imdb.com/images/M/MV5BMTUxMDc3OTQyOV5BMl5BanBnXkFtZTYwMzk5OTc3._V1_SX300.jpg,English,tt0190374,,"27,210","USA, Czech Republic, Canada","Topper Lilien, Carroll Cartwright",3.7,"Action, Adventure, Comedy",2 nominations.,PG-13,107 min,Dungeons & Dragons,14,Courtney Solomon,movie,True
5706098371a0651ac0e5146a,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage",14 Apr 2000,http://ia.media-imdb.com/images/M/MV5BMjIyMTYwMTI0N15BMl5BanBnXkFtZTgwNTU2NTYxMTE@._V1_SX300.jpg,"English, Spanish, Cantonese",tt0144084,,"343,688",USA,"Bret Easton Ellis (novel, Mary Harron (screenplay, Guinevere Turner (screenplay)",7.6,Drama,5 wins & 8 nominations.,R,102 min,American Psycho,64,Mary Harron,movie,True
5706098371a0651ac0e5146b,"Madonna, Rupert Everett, Benjamin Bratt, Illeana Douglas",03 Mar 2000,http://ia.media-imdb.com/images/M/MV5BMTQ4MjE5NDQ0OF5BMl5BanBnXkFtZTcwMzA1OTMyMQ@@._V1_SX300.jpg,"English, French",tt0156841,,"9,199",USA,Tom Ropelewski,4.7,"Comedy, Drama, Romance",1 win & 8 nominations.,PG-13,108 min,The Next Best Thing,25,John Schlesinger,movie,True
5706098371a0651ac0e5146c,"Sylvester Stallone, Miranda Richardson, Rachael Leigh Cook, Rhona Mitra",06 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTkzMDk3Njg3NF5BMl5BanBnXkFtZTYwNTIzMzU3._V1_SX300.jpg,English,tt0208988,"14,967,182","26,641",USA,"Ted Lewis (novel, David McKenna (screenplay)",5.1,"Action, Crime, Drama",3 nominations.,R,102 min,Get Carter,24,Stephen Kay,movie,True
5706098371a0651ac0e5146d,"James Spader, Angela Bassett, Robert Forster, Lou Diamond Phillips",14 Jan 2000,http://ia.media-imdb.com/images/M/MV5BMTgwMjI4OTU4MF5BMl5BanBnXkFtZTcwOTk3MTE3NA@@._V1_SX300.jpg,English,tt0134983,,"14,380","USA, Switzerland","William Malone (story, Daniel Chuba (story, David C. Wilson (screenplay)",4.8,"Horror, Sci-Fi, Thriller",N/A,PG-13,90 min,Supernova,19,"Walter Hill, Francis Ford Coppola, Jack Sholder",movie,True
5706098371a0651ac0e5146e,"Tim Meadows, Karyn Parsons, Billy Dee Williams, John Witherspoon",13 Oct 2000,http://ia.media-imdb.com/images/M/MV5BMTc4NDE5MzY0N15BMl5BanBnXkFtZTcwMzIzNTEyMQ@@._V1_SX300.jpg,English,tt0213790,"13,592,872","10,633",USA,"Tim Meadows, Dennis McNicholas, Andrew Steele",5.1,Comedy,1 nomination.,R,84 min,The Ladies Man,22,Reginald Hudlin,movie,True
5706098371a0651ac0e5146f,"Jonathan Lipnicki, Richard E. Grant, Jim Carter, Alice Krige",27 Oct 2000,http://ia.media-imdb.com/images/M/MV5BOTU4NDQ3NzY1NV5BMl5BanBnXkFtZTYwMTQ3NTk2._V1_SX300.jpg,English,tt0192255,,"7,072","Germany, Netherlands, USA","Angela Sommer-Bodenburg (novel, Karey Kirkpatrick (screenplay, Larry Wilson (screenplay)",5.7,"Adventure, Comedy, Family",1 win & 3 nominations.,PG,95 min,The Little Vampire,45,Uli Edel,movie,True
