_id,Type,Genre,Runtime,Response,Metascore,Released,Rated,Title,imdbVotes,Country,Awards,imdbRating,Box_office,Poster,Language,Actors,Director,Writer,imdbID
57070b7471a06507080fa4ae,movie,"Comedy, Drama",118 min,True,63,01 Apr 2005,R,The Upside of Anger,"18,760","USA, Germany, UK",5 wins & 11 nominations.,6.9,"18,761,993",http://ia.media-imdb.com/images/M/MV5BMTIyODM2MzUzM15BMl5BanBnXkFtZTcwMDQ4MzgyMQ@@._V1_SX300.jpg,English,"Joan Allen, Kevin Costner, Erika Christensen, Keri Russell",Mike Binder,Mike Binder,tt0365885
57070b7471a06507080fa4af,movie,Drama,126 min,True,68,21 Oct 2005,R,North Country,"32,075",USA,Nominated for 2 Oscars. Another 6 wins & 17 nominations.,7.3,"502,980",http://ia.media-imdb.com/images/M/MV5BNTM3OTEwODYzNl5BMl5BanBnXkFtZTcwNjM1NzUzMw@@._V1_SX300.jpg,English,"Charlize Theron, Thomas Curtis, Elle Peterson, Frances McDormand",Niki Caro,"Michael Seitzman (screenplay, Clara Bingham (book, Laura Leedy (book)",tt0395972
57070b7471a06507080fa4b0,movie,"Animation, Family, Fantasy",68 min,True,64,11 Feb 2005,G,Pooh's Heffalump Movie,"3,966",USA,1 nomination.,6.4,"1,390,452",http://ia.media-imdb.com/images/M/MV5BMTUyOTk5MDM4N15BMl5BanBnXkFtZTcwMTM0NDcyMQ@@._V1_SX300.jpg,English,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie",Frank Nissen,"Brian Hohlfeld (screenplay, Evan Spiliotopoulos (screenplay, A.A. Milne (characters)",tt0407121
57070b7471a06507080fa4b1,movie,"Comedy, Drama, Music",112 min,True,59,23 Sep 2005,PG-13,Roll Bounce,"5,490",USA,2 wins & 6 nominations.,6.0,"17,378,977",http://ia.media-imdb.com/images/M/MV5BMTI2NTA4NjIwNl5BMl5BanBnXkFtZTYwNDQ3MzI3._V1_SX300.jpg,English,"Shad Moss, Chi McBride, Meagan Good, Wesley Jonathan",Malcolm D. Lee,Norman Vance Jr.,tt0403455
57070b7471a06507080fa4b2,movie,"Crime, Horror",107 min,True,53,22 Jul 2005,R,The Devil's Rejects,"74,865","USA, Germany",10 wins & 5 nominations.,6.9,"16,901,126",http://ia.media-imdb.com/images/M/MV5BMjIwMjM1MjM4NV5BMl5BanBnXkFtZTcwNTgyMzUzMw@@._V1_SX300.jpg,"English, Spanish","Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe",Rob Zombie,"Rob Zombie, Rob Zombie (characters)",tt0395584
57070b7471a06507080fa4b3,movie,"Adventure, Comedy, Family",94 min,True,20,18 Feb 2005,PG,Son of the Mask,"39,236","USA, Germany",7 wins & 12 nominations.,2.1,"480,380",http://ia.media-imdb.com/images/M/MV5BMTI3Mjg5NjI3OV5BMl5BanBnXkFtZTcwNDkwODcyMQ@@._V1_SX300.jpg,English,"Jamie Kennedy, Alan Cumming, Liam Falconer, Ryan Falconer",Lawrence Guterman,Lance Khazei,tt0362165
57070b7471a06507080fa4b4,movie,"Comedy, Family, Sport",86 min,True,36,01 Jul 2005,PG,Rebound,"10,298",USA,2 nominations.,5.1,"16,808,336",http://ia.media-imdb.com/images/M/MV5BMTgzMTU0ODM4MV5BMl5BanBnXkFtZTYwODY2ODM3._V1_SX300.jpg,English,"Martin Lawrence, Wendy Raquel Robinson, Breckin Meyer, Horatio Sanz",Steve Carr,"William Wolff (story, Ed Decter (story, John J. Strauss (story, Jon Lucas (screenplay, Scott Moore (screenplay)",tt0376108
57070b7471a06507080fa4b5,movie,"Comedy, Family, Romance",100 min,True,27,17 Jun 2005,PG,The Perfect Man,"22,826",USA,2 wins & 3 nominations.,5.5,"966,967",http://ia.media-imdb.com/images/M/MV5BMTQwNDExMzIyOV5BMl5BanBnXkFtZTcwOTI3ODkyMQ@@._V1_SX300.jpg,English,"Hilary Duff, Heather Locklear, Chris Noth, Mike O'Malley",Mark Rosman,"Michael McQuown (story, Heather Robinson (story, Katherine Torpey (story, Gina Wendkos (screenplay)",tt0380623
57070b7471a06507080fa4b6,movie,Horror,99 min,True,54,25 Dec 2005,R,Wolf Creek,"54,289",Australia,3 wins & 24 nominations.,6.3,"78,573",http://ia.media-imdb.com/images/M/MV5BMTIzMjYwNTU4N15BMl5BanBnXkFtZTcwMjk0OTgzMQ@@._V1_SX300.jpg,"English, Swedish","John Jarratt, Cassandra Magrath, Kestie Morassi, Nathan Phillips",Greg McLean,Greg McLean,tt0416315
57070b7471a06507080fa4b7,movie,Comedy,94 min,True,30,07 Oct 2005,R,Waiting...,"74,788",USA,N/A,6.8,"47,273",http://ia.media-imdb.com/images/M/MV5BMTU3NjMyNDA5MV5BMl5BanBnXkFtZTcwODgxMzEzMQ@@._V1_SX300.jpg,"English, German","Ryan Reynolds, Anna Faris, Justin Long, David Koechner",Rob McKittrick,Rob McKittrick,tt0348333
57070b7471a06507080fa4b8,movie,"Drama, Music",105 min,True,46,07 Oct 2005,PG,The Gospel,"1,823",USA,4 nominations.,4.3,"15,778,152",http://ia.media-imdb.com/images/M/MV5BNzM2NjA1MjM1OF5BMl5BanBnXkFtZTcwMjEzOTYzMQ@@._V1_SX300.jpg,English,"Boris Kodjoe, Idris Elba, Nona Gaye, Clifton Powell",Rob Hardy,Rob Hardy,tt0451069
57070b7471a06507080fa4b9,movie,"Drama, History, Sport",120 min,True,55,30 Sep 2005,PG,The Greatest Game Ever Played,"21,736","USA, Canada",3 nominations.,7.5,"15,331,289",http://ia.media-imdb.com/images/M/MV5BMTQ4NDk3MDk0NV5BMl5BanBnXkFtZTcwMzk4OTgyMQ@@._V1_SX300.jpg,English,"James Paxton, Tom Rack, Armand Laroche, Peter Hurley",Bill Paxton,"Mark Frost (book, Mark Frost (screenplay)",tt0388980
57070b7471a06507080fa4ba,movie,"Adventure, Horror, Thriller",97 min,True,30,26 Aug 2005,PG-13,The Cave,"27,972","USA, Germany, Romania",N/A,5.1,"149,658",http://ia.media-imdb.com/images/M/MV5BMTI4MTQ1NjQ2Ml5BMl5BanBnXkFtZTcwNTkzMTMzMQ@@._V1_SX300.jpg,"English, Romanian","Cole Hauser, Eddie Cibrian, Morris Chestnut, Lena Headey",Bruce Hunt,"Michael Steinberg, Tegan West",tt0402901
57070b7471a06507080fa4bb,movie,"Comedy, Drama, Mystery",106 min,True,79,26 Aug 2005,R,Broken Flowers,"79,887","USA, France",4 wins & 11 nominations.,7.2,"146,250",http://ia.media-imdb.com/images/M/MV5BMTQ4OTk1MTYxM15BMl5BanBnXkFtZTcwMTYwNjAzMQ@@._V1_SX300.jpg,English,"Bill Murray, Julie Delpy, Heather Simms, Brea Frazier",Jim Jarmusch,"Jim Jarmusch, Bill Raden (inspired by an idea from, Sara Driver (inspired by an idea from)",tt0412019
57070b7471a06507080fa4bc,movie,"Comedy, Drama, Family",90 min,True,31,10 Jun 2005,PG-13,The Honeymooners,"6,426","USA, Germany",1 win & 3 nominations.,3.1,"32,801",http://ia.media-imdb.com/images/M/MV5BMTg4NTcyMjYyM15BMl5BanBnXkFtZTcwNjIwODgyMQ@@._V1_SX300.jpg,English,"Cedric the Entertainer, Mike Epps, Gabrielle Union, Regina Hall",John Schultz,"Danny Jacobson, David Sheffield, Barry W. Blaustein, Don Rhymer",tt0373908
57070b7471a06507080fa4bd,movie,"Biography, Drama, History",135 min,True,69,20 Jan 2006,PG-13,The New World,"69,391","USA, UK",Nominated for 1 Oscar. Another 4 wins & 25 nominations.,6.7,"59,656",http://ia.media-imdb.com/images/M/MV5BMTk1MzE0NzA1MV5BMl5BanBnXkFtZTcwMDI4ODcyMQ@@._V1_SX300.jpg,"English, Algonquin","Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale",Terrence Malick,Terrence Malick,tt0402399
57070b7471a06507080fa4be,movie,"Comedy, Crime, Drama",96 min,True,65,27 Jan 2006,R,The Matador,"40,100","USA, Germany, Ireland",Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,6.8,"12,570,442",http://ia.media-imdb.com/images/M/MV5BMTIwNjE3MzgwM15BMl5BanBnXkFtZTcwMzk5OTQzMQ@@._V1_SX300.jpg,"English, Spanish","Pierce Brosnan, Arlin Miller, Azucena Medina, Jonah Meyerson",Richard Shepard,Richard Shepard,tt0365485
57070b7471a06507080fa4bf,movie,"Comedy, Drama",102 min,True,61,28 Oct 2005,R,The Weather Man,"68,287","USA, Germany",N/A,6.6,,http://ia.media-imdb.com/images/M/MV5BMTQ4NzAxMTE3Ml5BMl5BanBnXkFtZTYwMDAwMjY3._V1_SX300.jpg,English,"Nicolas Cage, Michael Caine, Hope Davis, Gemmenne de la Peña",Gore Verbinski,Steve Conrad,tt0384680
57070b7471a06507080fa4c0,movie,"Adventure, Comedy, Drama",112 min,True,57,06 Jan 2006,R,Casanova,"43,371",USA,3 wins & 3 nominations.,6.5,"29,735",http://ia.media-imdb.com/images/M/MV5BMTM2ODM0OTcxM15BMl5BanBnXkFtZTcwMjk3MDgzMQ@@._V1_SX300.jpg,English,"Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt",Lasse Hallström,"Jeffrey Hatcher (screenplay, Kimberly Simi (screenplay, Kimberly Simi (story, Michael Cristofer (story)",tt0402894
57070b7471a06507080fa4c1,movie,"Biography, Drama, Sport",107 min,True,56,03 Jun 2005,PG-13,Lords of Dogtown,"42,933","USA, Germany",1 win & 7 nominations.,7.1,"122,532",http://ia.media-imdb.com/images/M/MV5BMTYyNzQ1NTEwM15BMl5BanBnXkFtZTcwNjIzNjgyMQ@@._V1_SX300.jpg,"English, Spanish","John Robinson, Emile Hirsch, Rebecca De Mornay, William Mapother",Catherine Hardwicke,Stacy Peralta,tt0355702
57070b7471a06507080fa4c2,movie,"Comedy, Drama, Music",103 min,True,71,17 Feb 2006,R,Mrs Henderson Presents,"13,366","UK, USA",Nominated for 2 Oscars. Another 6 wins & 31 nominations.,7.1,"846,112",http://ia.media-imdb.com/images/M/MV5BMTM0MDMwNzU1MV5BMl5BanBnXkFtZTcwMzE3NzczMQ@@._V1_SX300.jpg,English,"Judi Dench, Bob Hoskins, Will Young, Christopher Guest",Stephen Frears,"David Rose (idea, Kathy Rose (idea, Martin Sherman, Sheila van Damm (book)",tt0413015
57070b7471a06507080fa4c3,movie,"Drama, Romance",106 min,True,62,04 Nov 2005,R,Shopgirl,"20,994",USA,1 win & 7 nominations.,6.4,"10,281,585",http://ia.media-imdb.com/images/M/MV5BMjE2MTM5NjIyOV5BMl5BanBnXkFtZTcwOTg3NDAzMQ@@._V1_SX300.jpg,"English, Japanese","Steve Martin, Claire Danes, Jason Schwartzman, Bridgette Wilson-Sampras",Anand Tucker,"Steve Martin (novel, Steve Martin (screenplay)",tt0338427
57070b7471a06507080fa4c4,movie,"Comedy, Crime, Drama",95 min,True,31,23 Nov 2005,PG-13,In the Mix,"7,434",USA,1 nomination.,2.6,"10,105,281",http://ia.media-imdb.com/images/M/MV5BMjA0NTIxNTQ2OV5BMl5BanBnXkFtZTcwNTc2ODUzMQ@@._V1_SX300.jpg,English,"Usher Raymond, Chazz Palminteri, Emmanuelle Chriqui, Robert Costanzo",Ron Underwood,"Jacqueline Zambrano (screenplay, Chanel Capra (story, Cara Dellaverson (story, Brian Rubenstein (story)",tt0426615
57070b7471a06507080fa4c5,movie,"Action, Biography, Crime",127 min,True,36,14 Oct 2005,R,Domino,"57,301","France, USA, UK",2 wins.,6.0,"1,063,044",http://ia.media-imdb.com/images/M/MV5BMTkwOTA5Njc4Ml5BMl5BanBnXkFtZTcwNzg0MzEzMQ@@._V1_SX300.jpg,English,"Keira Knightley, Mickey Rourke, Edgar Ramirez, Delroy Lindo",Tony Scott,"Richard Kelly (screenplay, Richard Kelly (story, Steve Barancik (story)",tt0421054
57070b7471a06507080fa4c6,movie,"Action, Drama, War",132 min,True,48,12 Aug 2005,R,The Great Raid,"17,836","USA, Australia",1 nomination.,6.7,"10,166,502",http://ia.media-imdb.com/images/M/MV5BMjExMTEzODI3Nl5BMl5BanBnXkFtZTcwNjA1NzAzMQ@@._V1_SX300.jpg,"Filipino, English, Tagalog, Japanese","Benjamin Bratt, James Franco, Robert Mammone, Max Martini",John Dahl,"William B. Breuer (book, Hampton Sides (book, Carlo Bernard (screenplay, Doug Miro (screenplay)",tt0326905
57070b7471a06507080fa4c7,movie,"Documentary, Short",N/A,True,N/A,20 Dec 2005,N/A,Enter the Sinister Set of 'Cry Wolf': A Tour with Actor Julian Morris,13,USA,N/A,7.5,,N/A,English,"Julian Morris, Rhonda Bareford, Bob Foster, David Halsey",Julian Morris,N/A,tt0497614
57070b7471a06507080fa4c8,movie,"Comedy, Crime, Drama",92 min,True,62,23 Nov 2005,R,The Ice Harvest,"20,632",USA,2 nominations.,6.3,"8,819,059",http://ia.media-imdb.com/images/M/MV5BMTcwNzk2MjQyNl5BMl5BanBnXkFtZTcwMjA0MjEzMQ@@._V1_SX300.jpg,English,"John Cusack, Billy Bob Thornton, Lara Phillips, Bill Noble",Harold Ramis,"Richard Russo (screenplay, Robert Benton (screenplay, Scott Phillips (novel)",tt0400525
57070b7471a06507080fa4c9,movie,"Adventure, Comedy, Drama",103 min,True,66,03 Mar 2006,R,Transamerica,"35,738",USA,Nominated for 2 Oscars. Another 30 wins & 21 nominations.,7.5,"79,247",http://ia.media-imdb.com/images/M/MV5BMTQwMjExNzkzMV5BMl5BanBnXkFtZTcwMjczNjEzMQ@@._V1_SX300.jpg,"English, Spanish","Andrea James, Felicity Huffman, Danny Burstein, Maurice Orozco",Duncan Tucker,Duncan Tucker,tt0407265
57070b7471a06507080fa4ca,movie,Drama,108 min,True,49,16 Sep 2005,PG-13,An Unfinished Life,"23,331","USA, Germany",2 wins.,7.0,"551,809",http://ia.media-imdb.com/images/M/MV5BMjc3MzEzMTQ3OF5BMl5BanBnXkFtZTcwNDEwMzYzMQ@@._V1_SX300.jpg,English,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas",Lasse Hallström,"Mark Spragg, Virginia Korus Spragg",tt0350261
57070b7471a06507080fa4cb,movie,"Action, Comedy, Crime",83 min,True,33,09 Sep 2005,PG-13,The Man,"21,620","Germany, USA",1 win & 1 nomination.,5.5,"132,547",http://ia.media-imdb.com/images/M/MV5BMTQ2NjgzMjgyMV5BMl5BanBnXkFtZTcwODkxOTAzMQ@@._V1_SX300.jpg,English,"Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss",Les Mayfield,"Jim Piddock (screenplay, Margaret Oberman (screenplay, Stephen Carpenter (screenplay, Jim Piddock (story, Margaret Oberman (story)",tt0399327
57070b7471a06507080fa4cc,movie,"Documentary, Family, Music",105 min,True,71,01 Jul 2005,PG,Mad Hot Ballroom,"3,133",USA,8 wins & 9 nominations.,7.6,,http://ia.media-imdb.com/images/M/MV5BMTgzMTUyMzIxNF5BMl5BanBnXkFtZTcwMzEzMjk3OA@@._V1_SX300.jpg,"English, Spanish","Heather Berman, Emma Therese Biegacki, Eva Carrozza, Evangelina Carrozzo",Marilyn Agrelo,Amy Sewell,tt0438205
57070b7471a06507080fa4cd,movie,"Drama, Mystery",100 min,True,64,07 Oct 2005,PG-13,Proof,"35,627",USA,Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,6.8,"197,971",http://ia.media-imdb.com/images/M/MV5BMTMxMjM0MTY4Nl5BMl5BanBnXkFtZTcwMDU4MjEzMQ@@._V1_SX300.jpg,English,"Gwyneth Paltrow, Anthony Hopkins, Jake Gyllenhaal, Danny McCarthy",John Madden,"David Auburn (play, David Auburn (screenplay, Rebecca Miller (screenplay)",tt0377107
57070b7471a06507080fa4ce,movie,"Comedy, Drama",81 min,True,82,16 Dec 2005,R,The Squid and the Whale,"59,064",USA,Nominated for 1 Oscar. Another 22 wins & 47 nominations.,7.4,,http://ia.media-imdb.com/images/M/MV5BMTg1NTE4NTc3NV5BMl5BanBnXkFtZTgwNDA1NDI1MDE@._V1_SX300.jpg,English,"Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg",Noah Baumbach,Noah Baumbach,tt0367089
57070b7471a06507080fa4cf,movie,Documentary,90 min,True,N/A,05 Nov 2005,N/A,Millions of Cardinals Memories: Busch Stadium 1966-2005,10,USA,N/A,7.5,,N/A,English,"Joe Buck, Wayne Hagin",N/A,N/A,tt0808376
57070b7471a06507080fa4d0,movie,"Documentary, Comedy",89 min,True,72,02 Sep 2005,UNRATED,The Aristocrats,"14,920",USA,6 nominations.,6.4,"6,377,277",http://ia.media-imdb.com/images/M/MV5BMTIwMzM4ODgxMV5BMl5BanBnXkFtZTcwNTU5OTkyMQ@@._V1_SX300.jpg,English,"Chris Albrecht, Jason Alexander, Hank Azaria, Shelley Berman",Paul Provenza,N/A,tt0436078
57070b7471a06507080fa4d1,movie,"Drama, Horror, Mystery",103 min,True,44,04 Mar 2005,R,The Jacket,"90,672","USA, Germany",1 win & 2 nominations.,7.1,"25,207",http://ia.media-imdb.com/images/M/MV5BMTUyMjEwNjE4M15BMl5BanBnXkFtZTcwNzQ5MDgyMQ@@._V1_SX300.jpg,English,"Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh",John Maybury,"Tom Bleecker (story, Marc Rocco (story, Massy Tadjedin (screenplay)",tt0366627
57070b7471a06507080fa4d2,movie,"Action, Comedy, Crime",95 min,True,19,02 Sep 2005,PG-13,Underclassman,"4,811",USA,N/A,4.0,"109,022",http://ia.media-imdb.com/images/M/MV5BMTAyMTk0Mjg4ODheQTJeQWpwZ15BbWU3MDk0NzEyMzE@._V1_SX300.jpg,English,"Nick Cannon, Adrian Young, Art Bonilla, Bart McCarthy",Marcos Siega,"Brent Goldberg (story, David Wagner (story, Nick Cannon (story, David Wagner (screenplay, Brent Goldberg (screenplay)",tt0373416
57070b7471a06507080fa4d3,movie,Drama,90 min,True,N/A,14 Jun 2005,UNRATED,Downfall,N/A,USA,N/A,N/A,,N/A,English,"Lorinda Roslund, Brandon White, Duke White, Hudson White",Hudson White,Duke White,tt1557561
57070b7471a06507080fa4d4,movie,"Horror, Sci-Fi",96 min,True,9,28 Jan 2005,R,Alone in the Dark,"37,145","Canada, Germany, USA",4 wins & 4 nominations.,2.3,"5,132,655",http://ia.media-imdb.com/images/M/MV5BMTIxNDI5ODY2MF5BMl5BanBnXkFtZTcwNzQ1NzcyMQ@@._V1_SX300.jpg,English,"Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner",Uwe Boll,"Elan Mastai, Michael Roesch, Peter Scheerer",tt0369226
57070b7471a06507080fa4d5,movie,"Biography, Drama, Sport",127 min,True,68,24 Mar 2006,PG-13,The World's Fastest Indian,"43,408","New Zealand, USA, Switzerland, Japan",10 wins & 6 nominations.,7.9,"5,128,124",http://ia.media-imdb.com/images/M/MV5BMjE1MjA0MDA3MV5BMl5BanBnXkFtZTcwOTU0MjMzMQ@@._V1_SX300.jpg,English,"Anthony Hopkins, Iain Rea, Tessa Mitchell, Aaron Murphy",Roger Donaldson,Roger Donaldson,tt0412080
57070b7471a06507080fa4d6,movie,"Adventure, Crime, Drama",121 min,True,77,24 Feb 2006,R,The Three Burials of Melquiades Estrada,"33,634","France, USA",4 wins & 8 nominations.,7.5,"5,023,275",http://ia.media-imdb.com/images/M/MV5BMjExNjIxMTgxMV5BMl5BanBnXkFtZTcwNzgyNzEzMQ@@._V1_SX300.jpg,"English, Spanish","Tommy Lee Jones, Barry Pepper, Julio Cedillo, Dwight Yoakam",Tommy Lee Jones,Guillermo Arriaga,tt0419294
57070b7471a06507080fa4d7,movie,"Short, Drama",N/A,True,N/A,18 Sep 2005,R,The Libertine,49,Australia,N/A,7.4,,N/A,French,"Arthur Dignam, Wendy Strehlow",Morgan Christie,Morgan Christie,tt0488888
57070b7471a06507080fa4d8,movie,Short,5 min,True,N/A,20 Sep 2005,N/A,Mindhunters: Stunt Sequence,N/A,USA,N/A,N/A,,N/A,English,"Willem de Beukelaer, Renny Harlin, Val Kilmer",N/A,N/A,tt5449004
57070b7471a06507080fa4d9,movie,"Comedy, Crime, Mystery",103 min,True,72,18 Nov 2005,R,Kiss Kiss Bang Bang,"169,499",USA,5 wins & 15 nominations.,7.6,"4,235,837",http://ia.media-imdb.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_SX300.jpg,English,"Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen",Shane Black,"Brett Halliday (novel, Shane Black (screen story, Shane Black (screenplay)",tt0373469
57070b7471a06507080fa4da,movie,Documentary,110 min,True,N/A,20 May 2005,NOT RATED,Enron: The Smartest Guys in the Room,"11,747",USA,Nominated for 1 Oscar. Another 3 wins & 10 nominations.,7.7,,http://ia.media-imdb.com/images/M/MV5BNjI0ODAxMDUwNl5BMl5BanBnXkFtZTcwMDU3MjE1MQ@@._V1_SX300.jpg,English,"John Beard, Tim Belden, Barbara Boxer, George W. Bush",Alex Gibney,"Alex Gibney, Bethany McLean (book, Peter Elkind (book)",tt1016268
57070b7471a06507080fa4db,movie,"Comedy, Crime",95 min,True,11,22 Apr 2005,PG-13,King's Ransom,"3,201","USA, Canada",1 nomination.,4.2,"41,684",http://ia.media-imdb.com/images/M/MV5BMTQ5ODk3NzI1MF5BMl5BanBnXkFtZTcwODk2NTgyMQ@@._V1_SX300.jpg,English,"Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker",Jeffrey W. Byrd,Wayne Conley,tt0388183
57070b7471a06507080fa4dc,movie,"Comedy, Drama",91 min,True,76,05 Aug 2005,R,Me and You and Everyone We Know,"30,725","USA, UK",21 wins & 15 nominations.,7.4,"3,885,134",http://ia.media-imdb.com/images/M/MV5BMjE2OTM0MjE2MF5BMl5BanBnXkFtZTcwNzI3OTkyMQ@@._V1_SX300.jpg,English,"John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff",Miranda July,Miranda July,tt0415978
57070b7471a06507080fa4dd,movie,"Drama, Mystery, Thriller",99 min,True,41,21 Oct 2005,R,Stay,"58,457",USA,1 nomination.,6.9,"165,388",http://ia.media-imdb.com/images/M/MV5BMTIzODM1NjE4N15BMl5BanBnXkFtZTcwNzY4NDE5MQ@@._V1_SX300.jpg,English,"Ewan McGregor, Ryan Gosling, Kate Burton, Naomi Watts",Marc Forster,David Benioff,tt0371257
57070b7471a06507080fa4de,movie,"Documentary, Music",86 min,True,74,24 Jun 2005,PG-13,Rize,"2,846","USA, UK",1 win & 3 nominations.,7.1,"3,278,611",http://ia.media-imdb.com/images/M/MV5BMTIyODcxNTA4OF5BMl5BanBnXkFtZTcwOTE1OTEzMQ@@._V1_SX300.jpg,English,"Larry Berry, Tommy the Clown, Dragon, La Niña",David LaChapelle,N/A,tt0436724
57070b7471a06507080fa4df,movie,"Documentary, Biography",103 min,True,87,02 Sep 2005,R,Grizzly Man,"39,607",USA,21 wins & 14 nominations.,7.8,"15,795",http://ia.media-imdb.com/images/M/MV5BODc3NTAxMTY1MV5BMl5BanBnXkFtZTcwOTE4NjUzMw@@._V1_SX300.jpg,English,"Werner Herzog, Carol Dexter, Val Dexter, Sam Egli",Werner Herzog,Werner Herzog,tt0427312
57070b7471a06507080fa4e0,movie,"Action, Drama, Romance",80 min,True,26,17 Aug 2005,PG-13,Supercross,"3,867",USA,N/A,4.0,"3,101,301",http://ia.media-imdb.com/images/M/MV5BNzE4OTAwNDczMF5BMl5BanBnXkFtZTcwODQ5OTYzMQ@@._V1_SX300.jpg,English,"Steve Howey, Mike Vogel, Cameron Richardson, Sophia Bush",Steve Boyum,"Ken Solarz (screenplay, Bart Baker (screenplay, Bart Baker (story, Keith Alan Bernstein (story)",tt0403016
57070b7471a06507080fa4e1,movie,"Comedy, Drama",106 min,True,80,16 Sep 2005,R,Junebug,"18,700",USA,Nominated for 1 Oscar. Another 21 wins & 25 nominations.,7.0,"2,678,010",http://ia.media-imdb.com/images/M/MV5BMTUxNjIyMTEwN15BMl5BanBnXkFtZTcwMjE1NzAzMQ@@._V1_SX300.jpg,English,"Embeth Davidtz, David Kuhn, Alessandro Nivola, Alicia Van Couvering",Phil Morrison,Angus MacLachlan,tt0418773
57070b7471a06507080fa4e2,movie,"Crime, Drama",130 min,True,65,30 Sep 2005,PG-13,Oliver Twist,"24,905","UK, Czech Republic, France, Italy",2 wins & 4 nominations.,6.9,"312,096",http://ia.media-imdb.com/images/M/MV5BMTU5OTMwNDg3Ml5BMl5BanBnXkFtZTcwMzEyMDEzMQ@@._V1_SX300.jpg,English,"Barney Clark, Jeremy Swift, Ian McNeice, Richard Durden",Roman Polanski,"Charles Dickens (novel, Ronald Harwood (screenplay)",tt0380599
57070b7471a06507080fa4e3,movie,"Drama, Western",100 min,True,N/A,21 Oct 2005,PG-13,The Work and the Glory II: American Zion,546,USA,N/A,6.6,"2,024,854",http://ia.media-imdb.com/images/M/MV5BMTMwNjg5NTE1Nl5BMl5BanBnXkFtZTcwMjExMjEzMQ@@._V1_SX300.jpg,English,"Sam Hennings, Brenda Strong, Eric Johnson, Alexander Carroll",Sterling Van Wagenen,"Gerald N. Lund (novel, Matt Whitaker (screenplay)",tt0457530
57070b7471a06507080fa4e4,movie,"Action, Adventure, Horror",101 min,True,24,02 Sep 2005,PG-13,A Sound of Thunder,"16,204","UK, USA, Germany, Czech Republic",4 nominations.,4.2,"105,052",http://ia.media-imdb.com/images/M/MV5BMjEwOTU0NTg1OF5BMl5BanBnXkFtZTcwNTgyNTUzMQ@@._V1_SX300.jpg,"English, Mandarin","Armin Rohde, Heike Makatsch, Jemima Rooper, David Oyelowo",Peter Hyams,"Ray Bradbury (short story, Thomas Dean Donnelly (screen story, Joshua Oppenheimer (screen story, Thomas Dean Donnelly (screenplay, Joshua Oppenheimer (screenplay, Gregory Poirier (screenplay)",tt0318081
57070b7471a06507080fa4e5,movie,Short,25 min,True,N/A,05 Oct 2005,N/A,Now Look at Me,37,Denmark,1 win.,7.1,,N/A,Danish,"Lykke Sand Michelsen, Merete Voldstedlund, Emily Marie Yatman, Oliver Bootz",Birgitte Stærmose,"Mai Brostrøm, Ida Jessen (short story \",tt0286054
57070b7471a06507080fa4e6,movie,"Comedy, Drama",108 min,True,67,15 May 2008,NOT RATED,Mrs. Palfrey at the Claremont,"2,493","UK, USA",2 wins & 2 nominations.,7.6,"1,054,535",http://ia.media-imdb.com/images/M/MV5BMTIzMDkyOTA0NV5BMl5BanBnXkFtZTcwOTg4NTE0MQ@@._V1_SX300.jpg,English,"Joan Plowright, Rupert Friend, Zoë Tapper, Robert Lang",Dan Ireland,"Martin Donovan (additional dialogue, Dan Ireland (additional dialogue, Ruth Sacks, Elizabeth Taylor (novel)",tt0421229
57070b7471a06507080fa4e7,movie,"Comedy, Drama",106 min,True,58,14 Oct 2005,PG-13,Everything Is Illuminated,"49,995",USA,7 wins & 4 nominations.,7.5,"1,705,595",http://ia.media-imdb.com/images/M/MV5BMjExNTU2MTczNl5BMl5BanBnXkFtZTYwODYxMjY3._V1_SX300.jpg,"English, Russian, Ukrainian","Eugene Hutz, Elijah Wood, Jonathan Safran Foer, Jana Hrabetova",Liev Schreiber,"Jonathan Safran Foer (novel, Liev Schreiber (screenplay)",tt0404030
57070b7471a06507080fa4e8,movie,"Musical, Action, Crime",94 min,True,33,13 Apr 2005,R,State Property 2,"1,177",USA,1 win.,4.4,"1,677,733",http://ia.media-imdb.com/images/M/MV5BMTQ5NjIzNDgyN15BMl5BanBnXkFtZTcwMTUxNzgyMQ@@._V1_SX300.jpg,English,"Beanie Sigel, Noreaga, Damon Dash, Michael Bentt",Damon Dash,"Adam Moreno (story, Damon Dash (story, Adam Moreno (screenplay)",tt0403537
