_id,Released,Writer,Type,imdbVotes,Response,Genre,Metascore,imdbID,imdbRating,Title,Rated,Language,Country,Box_office,Runtime,Actors,Director,Awards,Poster
5707203271a0650af414df24,16 Mar 2007,Bill Kelly,movie,"61,387",True,"Drama, Mystery, Thriller",29,tt0477071,5.9,Premonition,PG-13,English,USA,"47,852,604",96 min,"Sandra Bullock, Julian McMahon, Shyann McClure, Courtney Taylor Burness",Mennan Yapo,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY1MDU1MzAwOV5BMl5BanBnXkFtZTYwMDkzNzY3._V1_SX300.jpg
5707203271a0650af414df25,26 Oct 2007,"Pierce Gardner, Peter Hedges",movie,"85,109",True,"Comedy, Drama, Romance",65,tt0480242,6.8,Dan in Real Life,PG-13,English,USA,"47,636,541",98 min,"Steve Carell, Juliette Binoche, Dane Cook, Alison Pill",Peter Hedges,4 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA2Nzc1NzQ1OV5BMl5BanBnXkFtZTcwOTE0MDE1MQ@@._V1_SX300.jpg
5707203271a0650af414df26,28 Sep 2007,Matthew Michael Carnahan,movie,"99,780",True,"Action, Drama, Thriller",56,tt0431197,7.1,The Kingdom,R,"English, Arabic","USA, Germany","47,456,450",110 min,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman",Peter Berg,5 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA1MDIzOTYwMV5BMl5BanBnXkFtZTcwMTM5OTA1MQ@@._V1_SX300.jpg
5707203271a0650af414df27,23 Mar 2007,"Jonathan Lemkin (screenplay, Stephen Hunter (novel)",movie,"248,547",True,"Action, Crime, Drama",53,tt0822854,7.2,Shooter,R,English,USA,"46,975,183",124 min,"Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara",Antoine Fuqua,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjA1NTU0Mzk4OF5BMl5BanBnXkFtZTcwNTc4MTY0MQ@@._V1_SX300.jpg
5707203271a0650af414df28,03 Jul 2007,"Kim Barker (screenplay, Tim Rasmussen (screenplay, Vince Di Meglio (screenplay, Kim Barker (story, Wayne Lloyd (story)",movie,"31,592",True,"Comedy, Romance",25,tt0762114,5.2,License to Wed,PG-13,English,"USA, Australia","43,792,641",91 min,"Robin Williams, Mandy Moore, John Krasinski, Eric Christian Olsen",Ken Kwapis,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTI5MTM2MjQ5NV5BMl5BanBnXkFtZTcwOTc3MDc0MQ@@._V1_SX300.jpg
5707203271a0650af414df29,03 Aug 2007,"Adam Rifkin (screenplay, Joe Piscatella (screenplay, Craig A. Williams (screenplay, Joe Piscatella (story, Craig A. Williams (story, Adam Rifkin (story, W. Watts Biggers (television series)",movie,"15,189",True,"Action, Adventure, Comedy",37,tt0467110,4.8,Underdog,PG,English,USA,,84 min,"Jason Lee, Peter Dinklage, James Belushi, Patrick Warburton",Frederik Du Chau,3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTk5NjkyNzEwOV5BMl5BanBnXkFtZTcwODc5NDI1MQ@@._V1_SX300.jpg
5707203271a0650af414df2a,27 Jul 2007,"Carol Fuchs (screenplay, Sandra Nettelbeck (screenplay)",movie,"57,885",True,"Comedy, Drama, Romance",50,tt0481141,6.3,No Reservations,PG,English,"USA, Australia","43,097,652",104 min,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson",Scott Hicks,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTI1NzQ5MzU1OV5BMl5BanBnXkFtZTcwNzExODU0MQ@@._V1_SX300.jpg
5707203271a0650af414df2b,02 Feb 2007,"Karen Leigh Hopkins, Jessie Nelson",movie,"31,763",True,"Comedy, Romance",26,tt0490084,5.6,Because I Said So,PG-13,"English, Mandarin, Italian",USA,"42,640,890",102 min,"Diane Keaton, Mandy Moore, Gabriel Macht, Tom Everett Scott",Michael Lehmann,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjAyNjU4NTMzNl5BMl5BanBnXkFtZTcwNzk3NzI0MQ@@._V1_SX300.jpg
5707203271a0650af414df2c,12 Dec 2007,N/A,movie,11,True,Adventure,N/A,tt1153702,6.6,Starz Special: The Water Horse: Legend of the Deep,N/A,English,USA,,N/A,N/A,Antonia King,N/A,N/A
5707203271a0650af414df2d,25 Jan 2008,"Paul Thomas Anderson (screenplay, Upton Sinclair (novel)",movie,"358,135",True,Drama,92,tt0469494,8.1,There Will Be Blood,R,"English, American Sign Language",USA,"40,218,903",158 min,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer",Paul Thomas Anderson,Won 2 Oscars. Another 105 wins & 130 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_SX300.jpg
5707203271a0650af414df2e,26 Jan 2007,"Jason Friedberg, Aaron Seltzer",movie,"88,091",True,"Adventure, Comedy",17,tt0799949,2.3,Epic Movie,PG-13,English,USA,"39,737,645",86 min,"Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays","Jason Friedberg, Aaron Seltzer",2 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTA3NDM5ODU3NzleQTJeQWpwZ15BbWU3MDgyMjgyNDE@._V1_SX300.jpg
5707203271a0650af414df2f,21 Nov 2007,Skip Woods,movie,"137,420",True,"Action, Crime, Drama",35,tt0465494,6.3,Hitman,R,"English, Russian, Serbo-Croatian","France, USA","39,687,528",100 min,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper",Xavier Gens,2 wins.,http://ia.media-imdb.com/images/M/MV5BMDlmMmZhZjQtZDhlMi00MzU0LWIwYjMtNDRhOGE5YzczYjBmXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg
5707203271a0650af414df30,19 Oct 2007,"Steve Niles (screenplay, Stuart Beattie (screenplay, Brian Nelson (screenplay, Steve Niles (comic, Ben Templesmith (comic)",movie,"134,919",True,"Horror, Thriller",53,tt0389722,6.6,30 Days of Night,R,English,"USA, New Zealand",,113 min,"Josh Hartnett, Melissa George, Danny Huston, Ben Foster",David Slade,12 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE2MDE5ODIxMF5BMl5BanBnXkFtZTcwMjMyMTU1MQ@@._V1_SX300.jpg
5707203271a0650af414df31,20 Apr 2007,"Daniel Pyne (screenplay, Glenn Gers (screenplay, Daniel Pyne (story)",movie,"135,565",True,"Crime, Drama, Mystery",68,tt0488120,7.2,Fracture,R,English,"USA, Germany","39,004,700",113 min,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike",Gregory Hoblit,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMzIzNjQyMzkwM15BMl5BanBnXkFtZTcwOTg5ODQ0MQ@@._V1_SX300.jpg
5707203271a0650af414df32,10 Aug 2007,"Jane Goldman (screenplay, Matthew Vaughn (screenplay, Neil Gaiman (novel)",movie,"207,096",True,"Adventure, Family, Fantasy",66,tt0486655,7.7,Stardust,PG-13,English,"UK, USA, Iceland",,127 min,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly",Matthew Vaughn,5 wins & 6 nominations.,http://ia.media-imdb.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg
5707203271a0650af414df33,14 Sep 2007,"Roderick Taylor (screenplay, Bruce A. Taylor (screenplay, Cynthia Mort (screenplay, Roderick Taylor (story, Bruce A. Taylor (story)",movie,"50,428",True,"Crime, Drama, Thriller",56,tt0476964,6.8,The Brave One,R,English,"USA, Australia","36,789,772",122 min,"Jodie Foster, Terrence Howard, Nicky Katt, Naveen Andrews",Neil Jordan,Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,http://ia.media-imdb.com/images/M/MV5BMTA4OTA4Njk4MDdeQTJeQWpwZ15BbWU3MDc0NDY1MzM@._V1_SX300.jpg
5707203271a0650af414df34,05 Oct 2007,"Scot Armstrong (screenplay, Leslie Dixon (screenplay, Bobby Farrelly (screenplay, Peter Farrelly (screenplay, Kevin Barnett (screenplay, Bruce Jay Friedman (short story \",movie,"70,322",True,"Comedy, Romance",46,tt0408839,5.8,The Heartbreak Kid,R,"English, Spanish",USA,"36,771,343",116 min,"Ben Stiller, Malin Akerman, Michelle Monaghan, Jerry Stiller","Bobby Farrelly, Peter Farrelly",1 win.,http://ia.media-imdb.com/images/M/MV5BMjExNTM2NTE2NF5BMl5BanBnXkFtZTcwOTI5MDUzMw@@._V1_SX300.jpg
5707203271a0650af414df35,05 Jan 2007,"Richard LaGravenese (screenplay, Freedom Writers (book, Erin Gruwell (book)",movie,"50,998",True,"Biography, Crime, Drama",64,tt0463998,7.5,Freedom Writers,PG-13,English,"Germany, USA","36,581,633",123 min,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton",Richard LaGravenese,2 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTIxMzExNTgxMV5BMl5BanBnXkFtZTcwNDUxODM0MQ@@._V1_SX300.jpg
5707203271a0650af414df36,17 Apr 2007,N/A,movie,44,True,Short,N/A,tt1148297,7.0,Smokin' Aces: The Big Gun,N/A,English,USA,,12 min,Joe Carnahan,N/A,N/A,N/A
5707203271a0650af414df37,02 Feb 2007,"Mark Wheaton (screenplay, Todd Farmer (story)",movie,"32,974",True,"Drama, Horror, Thriller",34,tt0425430,5.4,The Messengers,PG-13,English,USA,,90 min,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett","Danny Pang, Oxide Chun Pang",1 win & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTMxMjMzMTMwOF5BMl5BanBnXkFtZTcwNDA4MDIzMw@@._V1_SX300.jpg
5707203271a0650af414df38,23 Feb 2007,Fernley Phillips,movie,"161,080",True,"Drama, Mystery, Thriller",N/A,tt0481369,6.4,The Number 23,R,"English, Chinese","USA, Germany","35,063,732",101 min,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston",Joel Schumacher,5 nominations.,http://ia.media-imdb.com/images/M/MV5BMjcwNzczNDQ0MV5BMl5BanBnXkFtZTcwMTE0NzA0MQ@@._V1_SX300.jpg
5707203271a0650af414df39,21 Sep 2007,"Josh Stolberg (screenplay, Steve Glenn (short story)",movie,"73,475",True,"Comedy, Romance",19,tt0452625,5.6,Good Luck Chuck,R,English,"USA, Canada",,96 min,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse",Mark Helfrich,1 win & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIwMTI1MTQzM15BMl5BanBnXkFtZTcwOTgwNjM1MQ@@._V1_SX300.jpg
5707203271a0650af414df3a,24 Aug 2007,"Rowan Atkinson (character, Richard Curtis (character, Simon McBurney (story, Hamish McColl (screenplay, Robin Driscoll (screenplay)",movie,"85,802",True,"Comedy, Family",56,tt0453451,6.3,Mr. Bean's Holiday,PG,"English, French, Spanish, Russian","UK, France, Germany","32,553,210",90 min,"Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman",Steve Bendelack,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTM2NzQ1Mzc4M15BMl5BanBnXkFtZTcwNTk3NjA1MQ@@._V1_SX300.jpg
5707203271a0650af414df3b,16 Feb 2007,"Adam Mazer (screenplay, William Rotko (screenplay, Billy Ray (screenplay, Adam Mazer (story, William Rotko (story)",movie,"51,558",True,"Biography, Crime, Drama",74,tt0401997,7.0,Breach,PG-13,"English, Russian, Arabic, Latin",USA,,110 min,"Chris Cooper, Ryan Phillippe, Laura Linney, Caroline Dhavernas",Billy Ray,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMzY1NjgxMjk0Ml5BMl5BanBnXkFtZTcwOTc4NzI0MQ@@._V1_SX300.jpg
5707203271a0650af414df3c,02 Mar 2007,"James Vanderbilt (screenplay, Robert Graysmith (book)",movie,"287,698",True,"Crime, Drama, History",78,tt0443706,7.7,Zodiac,R,English,USA,,157 min,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.",David Fincher,2 wins & 64 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQxNjc2NzAwNF5BMl5BanBnXkFtZTcwMDg3NzMzMw@@._V1_SX300.jpg
5707203271a0650af414df3d,29 Aug 2007,"Thomas Lennon, Robert Ben Garant",movie,"34,716",True,"Comedy, Crime, Sport",38,tt0424823,5.3,Balls of Fury,PG-13,"English, Mandarin",USA,,90 min,"Dan Fogler, Christopher Walken, George Lopez, Maggie Q",Robert Ben Garant,N/A,http://ia.media-imdb.com/images/M/MV5BMjA3MDQ1Mzc4N15BMl5BanBnXkFtZTcwODI0NTc0MQ@@._V1_SX300.jpg
5707203271a0650af414df3e,16 Nov 2007,Zach Helm,movie,"34,290",True,"Comedy, Family, Fantasy",48,tt0457419,6.2,Mr. Magorium's Wonder Emporium,G,English,"USA, Canada","32,059,442",93 min,"Ted Ludzik, Natalie Portman, Zach Mills, Dustin Hoffman",Zach Helm,3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI4MzY1OTY3NF5BMl5BanBnXkFtZTYwNzU1Nzc4._V1_SX300.jpg
5707203271a0650af414df3f,21 Nov 2007,"Nick Castle (screenplay, James V. Hart (screenplay, Paul Castro (story, Nick Castle (story)",movie,"85,485",True,"Drama, Music",38,tt0426931,7.5,August Rush,PG,English,USA,"31,655,091",114 min,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",Kirsten Sheridan,Nominated for 1 Oscar. Another 4 wins & 10 nominations.,http://ia.media-imdb.com/images/M/MV5BNDIwNjE3NjU2NV5BMl5BanBnXkFtZTcwNTQ2NjQzMw@@._V1_SX300.jpg
5707203271a0650af414df40,25 Dec 2007,"Robert Eisele (screenplay, Robert Eisele (story, Jeffrey Porro (story, Tony Scherman (inspired by the American Legacy article)",movie,"46,706",True,"Biography, Drama",65,tt0427309,7.6,The Great Debaters,PG-13,English,USA,"30,226,144",126 min,"Denzel Washington, Nate Parker, Jurnee Smollett-Bell, Denzel Whitaker",Denzel Washington,Nominated for 1 Golden Globe. Another 11 wins & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQxMDc1NzkwMF5BMl5BanBnXkFtZTcwMDI5MjU1MQ@@._V1_SX300.jpg
5707203271a0650af414df41,11 May 2007,"Rowan Joffe (screenplay, Juan Carlos Fresnadillo (screenplay, Enrique López Lavigne (screenplay, Jesús Olmo (screenplay)",movie,"206,291",True,"Horror, Sci-Fi",78,tt0463854,7.0,28 Weeks Later,R,English,"UK, Spain","28,637,507",100 min,"Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau",Juan Carlos Fresnadillo,2 wins & 12 nominations.,http://ia.media-imdb.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_SX300.jpg
5707203271a0650af414df42,12 Oct 2007,James Gray,movie,"71,676",True,"Crime, Drama, Thriller",59,tt0498399,6.9,We Own the Night,R,"English, Russian",USA,,117 min,"Joaquin Phoenix, Eva Mendes, Danny Hoch, Alex Veadov",James Gray,5 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY0MTQ5OTcyNF5BMl5BanBnXkFtZTcwMDE0NzUzMw@@._V1_SX300.jpg
5707203271a0650af414df43,01 Jun 2007,"Bruce A. Evans, Raynold Gideon",movie,"120,566",True,"Crime, Drama, Thriller",45,tt0780571,7.4,Mr. Brooks,R,English,USA,,120 min,"Kevin Costner, Demi Moore, Dane Cook, William Hurt",Bruce A. Evans,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQyNTk5MTMxN15BMl5BanBnXkFtZTcwNTc0ODI1NA@@._V1_SX300.jpg
5707203271a0650af414df44,09 Feb 2007,"Thomas Harris (screenplay, Thomas Harris (novel)",movie,"84,107",True,"Crime, Drama, Thriller",35,tt0367959,6.2,Hannibal Rising,R,"English, German, Russian","UK, Czech Republic, France, Italy","27,667,947",121 min,"Aaran Thomas, Gaspard Ulliel, Li Gong, Helena-Lia Tachovská",Peter Webber,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIzMTA0NTM4NF5BMl5BanBnXkFtZTcwNjY3ODM0MQ@@._V1_SX300.jpg
5707203271a0650af414df45,24 Aug 2007,"Emma McLaughlin (novel, Nicola Kraus (novel, Shari Springer Berman (screenplay, Robert Pulcini (screenplay)",movie,"46,990",True,"Comedy, Drama, Romance",46,tt0489237,6.2,The Nanny Diaries,PG-13,"English, French",USA,"25,925,170",105 min,"Scarlett Johansson, Donna Murphy, John Henry Cox, Alicia Keys","Shari Springer Berman, Robert Pulcini",2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTkxMjU5MTY0Ml5BMl5BanBnXkFtZTcwNzU4NjU0MQ@@._V1_SX300.jpg
5707203271a0650af414df46,14 Sep 2007,"Michael Carnes, Josh Gilbert",movie,"30,636",True,"Comedy, Romance, Sport",41,tt0419984,5.1,Mr. Woodcock,PG-13,English,USA,"25,769,067",87 min,"Billy Bob Thornton, Seann William Scott, Susan Sarandon, Amy Poehler","Craig Gillespie, David Dobkin",N/A,http://ia.media-imdb.com/images/M/MV5BMTc2NTcwNDM5MV5BMl5BanBnXkFtZTcwODMzMzM1MQ@@._V1_SX300.jpg
5707203271a0650af414df47,15 Jun 2007,"Andrew Fleming (screenplay, Tiffany Paulsen (screenplay, Tiffany Paulsen (story, Mildred Wirt Benson (characters)",movie,"15,524",True,"Comedy, Crime, Family",53,tt0479500,5.9,Nancy Drew,PG,English,USA,,99 min,"Emma Roberts, Craig Gellis, Rich Cooper, Max Thieriot",Andrew Fleming,7 nominations.,http://ia.media-imdb.com/images/M/MV5BMTk5OTkwOTA5OV5BMl5BanBnXkFtZTcwMTQwMTM0MQ@@._V1_SX300.jpg
5707203271a0650af414df48,21 Nov 2007,"Frank Darabont (screenplay, Stephen King (novel)",movie,"213,265",True,"Horror, Sci-Fi, Thriller",58,tt0884328,7.2,The Mist,R,English,USA,,126 min,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher",Frank Darabont,6 wins & 10 nominations.,http://ia.media-imdb.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg
5707203271a0650af414df49,05 Apr 2007,"Carey Hayes (screenplay, Chad Hayes (screenplay, Brian Rousso (story)",movie,"36,873",True,"Horror, Thriller",36,tt0444682,5.7,The Reaping,R,"English, Spanish",USA,"25,117,498",99 min,"Hilary Swank, David Morrissey, Idris Elba, AnnaSophia Robb",Stephen Hopkins,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTkwODE2NTYzMV5BMl5BanBnXkFtZTcwOTIxMjI0MQ@@._V1_SX300.jpg
5707203271a0650af414df4a,06 Apr 2007,"Robert Rodriguez, Rob Zombie, Edgar Wright, Jeff Rendell, Eli Roth, Quentin Tarantino, Rob Cotterill (story, Jason Eisener (story, John Davies (fake trailer segment \",movie,"152,661",True,"Action, Horror, Thriller",77,tt0462322,7.6,Grindhouse,R,"English, Spanish",USA,"25,031,037",191 min,"Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito","Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie",7 wins & 15 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA0MzExNzc3MV5BMl5BanBnXkFtZTcwODAxMzM0MQ@@._V1_SX300.jpg
5707203271a0650af414df4b,03 Jul 2007,Michael Moore,movie,"65,452",True,"Documentary, Drama",74,tt0386032,8.1,Sicko,PG-13,"English, French, Spanish, Russian",USA,,123 min,"Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush",Michael Moore,Nominated for 1 Oscar. Another 14 wins & 14 nominations.,http://ia.media-imdb.com/images/M/MV5BMjM2Mjc4MDkyOF5BMl5BanBnXkFtZTcwNjM2MDk0MQ@@._V1_SX300.jpg
5707203271a0650af414df4c,12 Oct 2007,"Dick Clement (screenplay, Ian La Frenais (screenplay, Julie Taymor (story, Dick Clement (story, Ian La Frenais (story)",movie,"90,207",True,"Drama, Fantasy, Musical",56,tt0445922,7.4,Across the Universe,PG-13,English,"USA, UK","24,343,673",133 min,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",Julie Taymor,Nominated for 1 Oscar. Another 2 wins & 16 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIyMTUwNzg3Nl5BMl5BanBnXkFtZTcwMjM1MDI1MQ@@._V1_SX300.jpg
5707203271a0650af414df4d,13 Apr 2007,"Todd Komarnicki (screenplay, Jon Bokenkamp (story)",movie,"37,092",True,"Crime, Mystery, Thriller",31,tt0457433,5.7,Perfect Stranger,R,English,USA,"23,705,592",109 min,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow",James Foley,1 win.,http://ia.media-imdb.com/images/M/MV5BMTMxNDA5MzY0MV5BMl5BanBnXkFtZTcwOTAxMzM0MQ@@._V1_SX300.jpg
5707203271a0650af414df4e,20 Apr 2007,"Edgar Wright, Simon Pegg",movie,"340,342",True,"Action, Comedy",81,tt0425112,7.9,Hot Fuzz,R,English,"UK, France, USA","23,618,786",121 min,"Simon Pegg, Martin Freeman, Bill Nighy, Robert Popper",Edgar Wright,2 wins & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIxODg2NDU1MF5BMl5BanBnXkFtZTcwOTc3MDM0MQ@@._V1_SX300.jpg
5707203271a0650af414df4f,24 Aug 2007,"Lee Anthony Smith, Gregory J. Bradley",movie,"71,050",True,"Action, Crime, Thriller",36,tt0499556,6.3,War,R,"English, Mandarin, Japanese, Cantonese","USA, Canada",,103 min,"Jet Li, Jason Statham, John Lone, Devon Aoki",Philip G. Atwell,N/A,http://ia.media-imdb.com/images/M/MV5BMTgzNTA4MTc3OF5BMl5BanBnXkFtZTcwOTA0ODk0MQ@@._V1_SX300.jpg
5707203271a0650af414df50,23 Mar 2007,"Bruce Joel Rubin (screenplay, Toby Emmerich (screenplay, James V. Hart (screen story, Carol Skilken (screen story, Henry Kuttner (short story \",movie,"18,403",True,"Family, Sci-Fi",59,tt0768212,6.3,The Last Mimzy,PG,"English, Spanish",USA,"21,460,590",90 min,"Chris O'Neil, Rhiannon Leigh Wryn, Joely Richardson, Timothy Hutton",Robert Shaye,6 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIwMTkzMDI1N15BMl5BanBnXkFtZTcwMzc1NzI0MQ@@._V1_SX300.jpg
5707203271a0650af414df51,02 Apr 2007,N/A,movie,11,True,Music,N/A,tt1013506,7.8,Amazing Grace,N/A,English,UK,,N/A,"Rick Wakeman, Jemma Wakeman, The English Chamber Choir",Robert Garofalo,N/A,N/A
5707203271a0650af414df52,14 Sep 2007,N/A,movie,16,True,"Documentary, Short",N/A,tt1182281,6.9,The Hills Have Eyes 2: Mutant Attacks,N/A,English,USA,,10 min,"Michael McMillian, Jessica Stroup, Derek Mears, Jonathan Craven",N/A,N/A,N/A
5707203271a0650af414df53,27 Apr 2007,"Mick Davis (screenplay, Christine Roum (screenplay, Mats Wahl (novel)",movie,"30,638",True,"Crime, Drama, Fantasy",36,tt0435670,6.3,The Invisible,PG-13,English,"USA, Canada","20,568,319",102 min,"Justin Chatwin, Margarita Levieva, Marcia Gay Harden, Chris Marquette",David S. Goyer,1 nomination.,http://ia.media-imdb.com/images/M/MV5BNjQ3MjAwNTc1NV5BMl5BanBnXkFtZTcwMzQ3MjczMQ@@._V1_SX300.jpg
5707203271a0650af414df54,23 Feb 2007,"Robert Ben Garant, Thomas Lennon, Kerri Kenney, Robert Ben Garant (TV series, Thomas Lennon (TV series, Kerri Kenney (TV series)",movie,"23,606",True,"Comedy, Crime",47,tt0499554,5.9,Reno 911!: Miami,R,English,USA,,84 min,"Lennie Loftin, Danny DeVito, Robert Ben Garant, Niecy Nash",Robert Ben Garant,1 nomination.,http://ia.media-imdb.com/images/M/MV5BNjkwOTk3MTAyNV5BMl5BanBnXkFtZTcwNjY5NzkyMw@@._V1_SX300.jpg
5707203271a0650af414df55,19 Oct 2007,"Ben Affleck (screenplay, Aaron Stockard (screenplay, Dennis Lehane (novel)",movie,"186,733",True,"Crime, Drama, Mystery",72,tt0452623,7.7,Gone Baby Gone,R,English,USA,,114 min,"Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris",Ben Affleck,Nominated for 1 Oscar. Another 32 wins & 28 nominations.,http://ia.media-imdb.com/images/M/MV5BMTYzNjc3MTY1MV5BMl5BanBnXkFtZTcwMzA1MjE2MQ@@._V1_SX300.jpg
5707203271a0650af414df56,23 Mar 2007,Mike Binder,movie,"82,726",True,Drama,61,tt0490204,7.5,Reign Over Me,R,English,USA,"19,661,987",124 min,"Adam Sandler, Don Cheadle, Jada Pinkett Smith, Liv Tyler",Mike Binder,3 nominations.,http://ia.media-imdb.com/images/M/MV5BOTYyMTExNTgwNF5BMl5BanBnXkFtZTcwMDY4MTEzMw@@._V1_SX300.jpg
5707203271a0650af414df57,20 Apr 2007,Mark L. Smith,movie,"76,961",True,"Horror, Thriller",54,tt0452702,6.2,Vacancy,R,English,USA,,85 min,"Kate Beckinsale, Luke Wilson, Frank Whaley, Ethan Embry",Nimród Antal,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTQ3MDk2MDI5N15BMl5BanBnXkFtZTcwMDgyNzUzMw@@._V1_SX300.jpg
5707203271a0650af414df58,11 May 2007,Mark Andrus,movie,"20,130",True,"Comedy, Drama",25,tt0791304,5.9,Georgia Rule,R,English,USA,"18,882,880",113 min,"Jane Fonda, Lindsay Lohan, Felicity Huffman, Dermot Mulroney",Garry Marshall,3 wins & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BMTM2MDc3MTI0Nl5BMl5BanBnXkFtZTcwMzQ4ODU0MQ@@._V1_SX300.jpg
5707203271a0650af414df59,25 May 2007,Adrienne Shelly,movie,"36,985",True,"Comedy, Drama, Romance",75,tt0473308,7.1,Waitress,PG-13,English,USA,"19,067,631",108 min,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto",Adrienne Shelly,6 wins & 15 nominations.,http://ia.media-imdb.com/images/M/MV5BMTc4ODI2MjU2M15BMl5BanBnXkFtZTcwOTAzNzU0MQ@@._V1_SX300.jpg
5707203271a0650af414df5a,10 Aug 2007,"Jane Austen (letters, Kevin Hood, Sarah Williams",movie,"43,968",True,"Biography, Drama, Romance",55,tt0416508,7.1,Becoming Jane,PG,English,"UK, Ireland","18,663,911",120 min,"Anne Hathaway, James McAvoy, Julie Walters, James Cromwell",Julian Jarrold,3 wins & 6 nominations.,http://ia.media-imdb.com/images/M/MV5BMTIzMjQyMDMxM15BMl5BanBnXkFtZTcwMjAwOTM1MQ@@._V1_SX300.jpg
5707203271a0650af414df5b,19 Oct 2007,"Sean Penn (screenplay, Jon Krakauer (book)",movie,"411,003",True,"Adventure, Biography, Drama",73,tt0758758,8.2,Into the Wild,R,"English, Danish",USA,"18,352,454",148 min,"Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone",Sean Penn,Nominated for 2 Oscars. Another 23 wins & 99 nominations.,http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SX300.jpg
