_id,imdbVotes,Poster,Metascore,Country,Director,Box_office,Released,Writer,imdbRating,Awards,Rated,Runtime,Language,Actors,Type,imdbID,Response,Title,Genre
56fbb67271a065075ca839fa,"5,390",http://ia.media-imdb.com/images/M/MV5BMTk2MDc5OTE4M15BMl5BanBnXkFtZTcwNTIwNTEyMQ@@._V1_SX300.jpg,N/A,USA,Bruce Beresford,"18,699,037",03 Feb 1989,Charlie Peters,5.7,1 nomination.,PG,94 min,"English, Romanian, Spanish","Tom Selleck, Paulina Porizkova, William Daniels, James Farentino",movie,tt0097500,True,Her Alibi,"Comedy, Crime, Mystery"
56fbb67271a065075ca839fb,"32,386",http://ia.media-imdb.com/images/M/MV5BMTM0MTg0ODgzOV5BMl5BanBnXkFtZTcwNzk2NzIzMQ@@._V1_SX300.jpg,N/A,USA,Brian De Palma,"18,671,317",18 Aug 1989,"Daniel Lang (book, David Rabe (screenplay)",7.1,Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,R,113 min,"English, Vietnamese","Michael J. Fox, Sean Penn, Don Harvey, John C. Reilly",movie,tt0097027,True,Casualties of War,"Crime, Drama, War"
56fbb67271a065075ca839fc,"3,088",http://ia.media-imdb.com/images/M/MV5BMjEyOTgyNjk3N15BMl5BanBnXkFtZTcwMTMwOTc2NA@@._V1_SX300.jpg,N/A,"USA, Canada",John D. Hancock,"18,587,135",17 Nov 1989,Greg Taylor,6.3,2 nominations.,G,103 min,English,"Sam Elliott, Cloris Leachman, Rutanya Alda, Abe Vigoda",movie,tt0098115,True,Prancer,"Drama, Family, Fantasy"
56fbb67271a065075ca839fd,"17,244",http://ia.media-imdb.com/images/M/MV5BMTI5NzI5NjM0MF5BMl5BanBnXkFtZTcwMDE3MzE0MQ@@._V1_SX300.jpg,N/A,USA,Steve Kloves,"16,823,529",13 Oct 1989,Steve Kloves,6.8,Nominated for 4 Oscars. Another 14 wins & 11 nominations.,R,114 min,English,"Jeff Bridges, Michelle Pfeiffer, Beau Bridges, Ellie Raab",movie,tt0097322,True,The Fabulous Baker Boys,"Drama, Music, Romance"
56fbb67271a065075ca839fe,"41,773",http://ia.media-imdb.com/images/M/MV5BMTgxMDE3NDMwOV5BMl5BanBnXkFtZTcwMDQwODQ2NA@@._V1_SX300.jpg,77,USA,Woody Allen,"18,254,702",03 Nov 1989,Woody Allen,8.0,Nominated for 3 Oscars. Another 13 wins & 19 nominations.,PG-13,104 min,"English, Hebrew","Bill Bernstein, Martin Landau, Claire Bloom, Stephanie Roth Haberle",movie,tt0097123,True,Crimes and Misdemeanors,"Comedy, Drama"
56fbb67271a065075ca839ff,"11,065",http://ia.media-imdb.com/images/M/MV5BMjA0MzAyNTEwM15BMl5BanBnXkFtZTgwOTQyNDkwMzE@._V1_SX300.jpg,N/A,USA,Wes Craven,"16,554,699",27 Oct 1989,Wes Craven,5.4,1 nomination.,R,109 min,English,"Mitch Pileggi, John Tesh, Heather Langenkamp, Peter Berg",movie,tt0098320,True,Shocker,"Comedy, Horror, Thriller"
56fbb67271a065075ca83a00,"8,320",http://ia.media-imdb.com/images/M/MV5BMTA2MDEzNDQxOTZeQTJeQWpwZ15BbWU4MDYxMDIxMjAx._V1_SX300.jpg,N/A,USA,Emile Ardolino,"16,278,590",10 Mar 1989,"Perry Howze, Randy Howze",6.4,Nominated for 1 Oscar. Another 1 win & 1 nomination.,PG,108 min,English,"Cybill Shepherd, Robert Downey Jr., Ryan O'Neal, Mary Stuart Masterson",movie,tt0097044,True,Chances Are,"Comedy, Fantasy, Romance"
56fbb67271a065075ca83a01,"4,568",http://ia.media-imdb.com/images/M/MV5BMTg5MDc4ODUyMF5BMl5BanBnXkFtZTgwNDM2ODk1MDE@._V1_SX300.jpg,N/A,USA,Thomas J. Wright,"16,093,651",02 Jun 1989,Dennis Hackin,4.2,N/A,PG-13,93 min,English,"Hulk Hogan, Joan Severance, Kurt Fuller, Tommy 'Tiny' Lister",movie,tt0097987,True,No Holds Barred,Action
56fbb67271a065075ca83a02,"6,776",http://ia.media-imdb.com/images/M/MV5BMTA0NTU4NTY3NDNeQTJeQWpwZ15BbWU3MDQ1Mzg3MTE@._V1_SX300.jpg,N/A,USA,John Irvin,"15,942,628",20 Oct 1989,Michael Jenning,5.7,1 nomination.,R,108 min,English,"Patrick Swayze, Liam Neeson, Adam Baldwin, Helen Hunt",movie,tt0097967,True,Next of Kin,"Action, Crime, Thriller"
56fbb67271a065075ca83a03,"12,521",http://ia.media-imdb.com/images/M/MV5BMjAyNzMwMTI1Nl5BMl5BanBnXkFtZTcwNTkzNzA2NA@@._V1_SX300.jpg,N/A,"USA, Italy",George P. Cosmatos,"15,704,614",17 Mar 1989,"David Webb Peoples (story, David Webb Peoples (screenplay, Jeb Stuart (screenplay)",5.7,1 win.,R,98 min,English,"Peter Weller, Richard Crenna, Amanda Pays, Daniel Stern",movie,tt0097737,True,Leviathan,"Adventure, Horror, Mystery"
56fbb67271a065075ca83a04,"12,302",http://ia.media-imdb.com/images/M/MV5BOTExMjA3MTk4OV5BMl5BanBnXkFtZTcwMTgxMTE3NA@@._V1_SX300.jpg,N/A,USA,Susan Seidelman,"15,351,421",08 Dec 1989,"Fay Weldon (novel, Barry Strugatz (screenplay, Mark R. Burns (screenplay)",5.4,N/A,PG-13,99 min,"English, French","Meryl Streep, Roseanne Barr, Ed Begley Jr., Linda Hunt",movie,tt0098309,True,She-Devil,Comedy
56fbb67271a065075ca83a05,"48,312",http://ia.media-imdb.com/images/M/MV5BMTY5MTU1ODY4OV5BMl5BanBnXkFtZTgwMzkyMDUxMDE@._V1_SX300.jpg,N/A,"Ireland, UK",Jim Sheridan,"14,743,391",30 Mar 1990,"Shane Connaughton (screenplay, Jim Sheridan (screenplay, Christy Brown (book)",7.9,Won 2 Oscars. Another 20 wins & 19 nominations.,R,103 min,English,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan, Kirsten Sheridan",movie,tt0097937,True,My Left Foot,"Biography, Drama"
56fbb67271a065075ca83a06,"34,783",http://ia.media-imdb.com/images/M/MV5BMTc2MDQ2MTI3NF5BMl5BanBnXkFtZTcwMTczMTYyMQ@@._V1_SX300.jpg,33,USA,"Mark DiSalle, David Worth","14,697,005",08 Sep 1989,"Mark DiSalle (story, Glenn A. Bruce (screenplay, Jean-Claude Van Damme (story)",6.3,N/A,R,97 min,English,"Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi",movie,tt0097659,True,Kickboxer,"Action, Sport"
56fbb67271a065075ca83a07,"22,166",http://ia.media-imdb.com/images/M/MV5BMTcyMDQzOTgzMV5BMl5BanBnXkFtZTYwNDkwNjY5._V1_SX300.jpg,N/A,"USA, Canada",Rob Hedden,"14,343,976",28 Jul 1989,"Rob Hedden, Victor Miller (characters)",4.5,2 nominations.,R,100 min,English,"Todd Caldecott, Tiffany Paulsen, Tim Mirkovich, Kane Hodder",movie,tt0097388,True,Friday the 13th Part VIII: Jason Takes Manhattan,Horror
56fbb67271a065075ca83a08,"10,305",http://ia.media-imdb.com/images/M/MV5BMTQzOTAyMjM2Nl5BMl5BanBnXkFtZTcwMzY4MzMzMQ@@._V1_SX300.jpg,N/A,USA,Todd Holland,"14,278,900",15 Dec 1989,David Chisholm,6.0,4 nominations.,PG,100 min,English,"Luke Edwards, Vince Trankina, Wendy Phillips, Dea McAllister",movie,tt0098663,True,The Wizard,"Adventure, Comedy, Drama"
56fbb67271a065075ca83a09,"12,402",http://ia.media-imdb.com/images/M/MV5BMTQ4NDU3MzIxMV5BMl5BanBnXkFtZTcwMDU3NDYyMQ@@._V1_SX300.jpg,N/A,USA,Jim McBride,"13,741,060",30 Jun 1989,"Myra Lewis (book, Murray Silver Jr. (book, Jack Baran (screenplay, Jim McBride (screenplay)",6.2,1 win & 1 nomination.,PG-13,108 min,English,"Dennis Quaid, Winona Ryder, John Doe, Stephen Tobolowsky",movie,tt0097457,True,Great Balls of Fire!,"Biography, Drama, Music"
56fbb67271a065075ca83a0a,"9,235",http://ia.media-imdb.com/images/M/MV5BMTgyODc4MjE3MF5BMl5BanBnXkFtZTcwMTMzMDIyMQ@@._V1_SX300.jpg,N/A,USA,Sidney Lumet,"12,195,695",15 Dec 1989,"Vincent Patrick (novel, Vincent Patrick (screenplay)",5.6,N/A,R,110 min,English,"Sean Connery, Dustin Hoffman, Matthew Broderick, Rosanna DeSoto",movie,tt0097328,True,Family Business,"Comedy, Crime, Drama"
56fbb67271a065075ca83a0b,"8,550",http://ia.media-imdb.com/images/M/MV5BMTU0NzQ2NjAzNV5BMl5BanBnXkFtZTcwNDY3MTAwMQ@@._V1_SX300.jpg,N/A,USA,Buddy Van Horn,"12,143,484",26 May 1989,John Eskow,5.2,N/A,PG-13,122 min,English,"Clint Eastwood, Bernadette Peters, Timothy Carhart, Tiffany Gail Robinson",movie,tt0098097,True,Pink Cadillac,"Action, Comedy, Crime"
56fbb67271a065075ca83a0c,"3,014",http://ia.media-imdb.com/images/M/MV5BMzk4ODM4NDIzNV5BMl5BanBnXkFtZTcwNjQ0MTUyMQ@@._V1_SX300.jpg,N/A,USA,Stan Dragoti,"12,065,892",14 Apr 1989,"Seth Winston, Michael J. Nathanson",5.3,1 win & 1 nomination.,PG,90 min,English,"Tony Danza, Catherine Hicks, Wallace Shawn, Dick O'Neill",movie,tt0098308,True,She's Out of Control,Comedy
56fbb67271a065075ca83a0d,"22,112",http://ia.media-imdb.com/images/M/MV5BNzYwMjIzMjYzOF5BMl5BanBnXkFtZTYwNTkxMDg4._V1_SX300.jpg,31,USA,Dominique Othenin-Girard,"11,642,254",13 Oct 1989,"John Carpenter (characters, Debra Hill (characters, Michael Jacobs, Dominique Othenin-Girard, Shem Bitterman",5.2,N/A,X,96 min,English,"Donald Pleasence, Danielle Harris, Ellie Cornell, Beau Starr",movie,tt0097474,True,Halloween 5,"Horror, Thriller"
56fbb67271a065075ca83a0e,"3,022",http://ia.media-imdb.com/images/M/MV5BMTMwNDIyMTgwNl5BMl5BanBnXkFtZTcwMDYzNjUyMQ@@._V1_SX300.jpg,N/A,USA,Thom Eberhardt,"11,604,598",20 Oct 1989,"Mark Spragg (story, Howard Rosenman (story, Alan Jay Glueckman (story, Stanley Isaacs (story, Ron Nyswaner (screenplay, Mark Spragg (screenplay)",6.1,N/A,PG-13,109 min,English,"Matthew Modine, Daphne Zuniga, Christine Lahti, Todd Field",movie,tt0097458,True,Gross Anatomy,Drama
56fbb67271a065075ca83a0f,"21,108",http://ia.media-imdb.com/images/M/MV5BMTcyMzA1ODg0Nl5BMl5BanBnXkFtZTYwODY0MTI5._V1_SX300.jpg,N/A,USA,Peter Bonerz,"11,567,217",10 Mar 1989,"Neal Israel (characters, Pat Proft (characters, Stephen Curwick",4.1,N/A,PG,84 min,English,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook",movie,tt0098105,True,Police Academy 6: City Under Siege,"Comedy, Crime"
56fbb67271a065075ca83a10,"12,278",http://ia.media-imdb.com/images/M/MV5BODcwMTYzMzQ5Ml5BMl5BanBnXkFtZTcwNjI5MTkxMQ@@._V1_SX300.jpg,N/A,"USA, Canada",Paul Flaherty,"10,982,364",03 Feb 1989,"Robert Conte, Peter Wortmann",5.8,N/A,PG-13,94 min,English,"John Candy, Jeffrey Jones, Annie Potts, Tim Thomerson",movie,tt0098645,True,Who's Harry Crumb?,"Comedy, Crime, Mystery"
56fbb67271a065075ca83a11,"13,357",http://ia.media-imdb.com/images/M/MV5BMTcxMjYwMzQ1Ml5BMl5BanBnXkFtZTYwNDEyNjk5._V1_SX300.jpg,N/A,USA,"Woody Allen, Francis Ford Coppola, Martin Scorsese","10,763,469",10 Mar 1989,"Richard Price, Woody Allen, Francis Ford Coppola, Sofia Coppola",6.4,1 win.,PG,124 min,English,"Woody Allen, Marvin Chatinover, Mae Questel, Mia Farrow",movie,tt0097965,True,New York Stories,"Comedy, Drama, Romance"
56fbb67271a065075ca83a12,"6,211",http://ia.media-imdb.com/images/M/MV5BODM2ODg5MDg0M15BMl5BanBnXkFtZTcwNjQwOTc2NA@@._V1_SX300.jpg,N/A,USA,Andrew Davis,"10,647,219",25 Aug 1989,John Bishop,6.4,N/A,R,108 min,English,"Gene Hackman, Joanna Cassidy, Tommy Lee Jones, John Heard",movie,tt0098051,True,The Package,"Action, Crime, Drama"
56fbb67271a065075ca83a13,"16,899",http://ia.media-imdb.com/images/M/MV5BMjEwMjk3NjIxMl5BMl5BanBnXkFtZTcwOTU0MjAwMQ@@._V1_SX300.jpg,N/A,USA,Neil Jordan,"10,555,348",15 Dec 1989,"David Mamet, Ranald MacDougall (earlier screenplay, Albert Husson (play, Sam Spewack (play, Bella Spewack (play)",6.0,N/A,PG-13,106 min,"English, French, Latin","Robert De Niro, Sean Penn, Demi Moore, Hoyt Axton",movie,tt0098625,True,We're No Angels,"Comedy, Crime"
56fbb67271a065075ca83a14,"23,031",http://ia.media-imdb.com/images/M/MV5BMTc5NjQ5Mzk5NV5BMl5BanBnXkFtZTcwNzczOTYyMQ@@._V1_SX300.jpg,N/A,USA,Albert Pyun,"10,166,459",07 Apr 1989,Albert Pyun,5.0,N/A,R,86 min,English,"Jean-Claude Van Damme, Deborah Richter, Vincent Klyn, Alex Daniels",movie,tt0097138,True,Cyborg,"Action, Sci-Fi, Thriller"
56fbb67271a065075ca83a15,"22,881",http://ia.media-imdb.com/images/M/MV5BMTI1ODg1Mjk5NF5BMl5BanBnXkFtZTcwNzQyNjUxMQ@@._V1_SX300.jpg,83,UK,Kenneth Branagh,"10,161,099",08 Nov 1989,"William Shakespeare (by, Kenneth Branagh (adapted for the screen by)",7.7,Won 1 Oscar. Another 9 wins & 13 nominations.,PG-13,137 min,"English, French","Derek Jacobi, Kenneth Branagh, Simon Shepherd, James Larkin",movie,tt0097499,True,Henry V,"Action, Biography, Drama"
56fbb67271a065075ca83a16,"1,085",http://ia.media-imdb.com/images/M/MV5BNDEyNzc0NDAwMl5BMl5BanBnXkFtZTcwOTQwMDUzMQ@@._V1_SX300.jpg,N/A,USA,Nick Castle,"9,114,702",10 Feb 1989,Nick Castle,6.5,N/A,PG-13,111 min,English,"Gregory Hines, Sammy Davis Jr., Suzzanne Douglas, Savion Glover",movie,tt0098442,True,Tap,"Comedy, Drama, Music"
56fbb67271a065075ca83a17,"2,317",http://ia.media-imdb.com/images/M/MV5BMjE5MTczNjQ0NF5BMl5BanBnXkFtZTcwOTkzMjAwMQ@@._V1_SX300.jpg,N/A,USA,Jack Sholder,"9,015,164",02 Jun 1989,David Rich,5.3,1 win & 1 nomination.,R,106 min,English,"Kiefer Sutherland, Lou Diamond Phillips, Jami Gertz, Robert Knepper",movie,tt0098188,True,Renegades,"Action, Crime, Drama"
56fbb67271a065075ca83a18,"3,669",http://ia.media-imdb.com/images/M/MV5BMTMxMTE4MTM0Nl5BMl5BanBnXkFtZTcwNjUzNzAyMQ@@._V1_SX300.jpg,N/A,UK,Michael Caton-Jones,"8,800,000",28 Apr 1989,Michael Thomas,6.5,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,R,106 min,English,"John Hurt, Joanne Whalley, Bridget Fonda, Ian McKellen",movie,tt0098260,True,Scandal,"Drama, History"
56fbb67271a065075ca83a19,"3,264",http://ia.media-imdb.com/images/M/MV5BMjA4OTk3MTQyMl5BMl5BanBnXkFtZTcwODc4MTAyMQ@@._V1_SX300.jpg,N/A,USA,Joseph Ruben,"8,742,750",17 Feb 1989,Wesley Strick,6.7,1 win & 1 nomination.,R,108 min,English,"James Woods, Robert Downey Jr., Margaret Colin, Yuji Okumoto",movie,tt0098524,True,True Believer,"Drama, Crime"
56fbb67271a065075ca83a1a,"7,158",http://ia.media-imdb.com/images/M/MV5BMTYyMjAzNTg0NF5BMl5BanBnXkFtZTcwNjU1MTAzMQ@@._V1_SX300.jpg,N/A,USA,Jeff Kanew,"8,508,843",24 Mar 1989,"Ava Ostern Fries (story, Pamela Norris (screenplay, Margaret Oberman (screenplay)",5.4,N/A,PG,105 min,English,"Shelley Long, Craig T. Nelson, Betty Thomas, Mary Gross",movie,tt0098519,True,Troop Beverly Hills,"Adventure, Comedy"
56fbb67271a065075ca83a1b,629,http://ia.media-imdb.com/images/M/MV5BMTY5NTAxMjcxNV5BMl5BanBnXkFtZTcwMjk5MDYyMQ@@._V1_SX300.jpg,N/A,USA,Jeff Blyth,"8,153,677",18 Aug 1989,"Alan Caillou (book, John Cotter (screen story, Erik Tarloff (screenplay, John Cotter (screenplay, Griff Du Rhone (screenplay)",6.1,1 nomination.,G,83 min,English,"Keith Coogan, Lucy Deakins, Colin Mothupi, Timothy Landfield",movie,tt0097053,True,Cheetah,"Adventure, Family"
56fbb67271a065075ca83a1c,"6,804",http://ia.media-imdb.com/images/M/MV5BMjA2NzI5NDg4OF5BMl5BanBnXkFtZTcwMDAwNDI4OA@@._V1_SX300.jpg,N/A,USA,Sean S. Cunningham,"8,143,225",13 Jan 1989,"Lewis Abernathy (story, Lewis Abernathy, Geof Miller",5.2,N/A,R,99 min,English,"Taurean Blacque, Nancy Everhard, Greg Evigan, Miguel Ferrer",movie,tt0097179,True,DeepStar Six,"Action, Horror, Sci-Fi"
56fbb67271a065075ca83a1d,"2,432",http://ia.media-imdb.com/images/M/MV5BMTkwODI2NDczMl5BMl5BanBnXkFtZTcwMjI2OTAzMQ@@._V1_SX300.jpg,N/A,USA,John Frankenheimer,"8,125,592",24 Mar 1989,"Robert Foster (screenplay, Jerry Beck (story)",6.1,N/A,R,102 min,English,"Don Johnson, Penelope Ann Miller, William Forsythe, Bob Balaban",movie,tt0097166,True,Dead Bang,"Action, Crime, Drama"
56fbb67271a065075ca83a1e,"28,785",http://ia.media-imdb.com/images/M/MV5BMTAyNzk5MzYyNjBeQTJeQWpwZ15BbWU3MDIwODg0NDI@._V1_SX300.jpg,N/A,Australia,Phillip Noyce,"7,825,009",07 Apr 1989,"Terry Hayes (screenplay, Charles Williams (novel)",6.8,5 wins & 6 nominations.,R,96 min,English,"Nicole Kidman, Sam Neill, Billy Zane, Rod Mullinar",movie,tt0097162,True,Dead Calm,Thriller
56fbb67271a065075ca83a1f,"1,616",http://ia.media-imdb.com/images/M/MV5BMTk5NzE2MDEzMF5BMl5BanBnXkFtZTcwOTM4NDIyMQ@@._V1_SX300.jpg,N/A,"USA, Canada",Paul Mazursky,"7,754,571",13 Dec 1989,"Isaac Bashevis Singer (novel, Roger L. Simon (screenplay, Paul Mazursky (screenplay)",6.8,Nominated for 3 Oscars. Another 4 wins & 6 nominations.,R,119 min,English,"Ron Silver, Anjelica Huston, Lena Olin, Malgorzata Zajaczkowska",movie,tt0097276,True,Enemies: A Love Story,"Comedy, Drama, Romance"
56fbb67271a065075ca83a20,"1,703",http://ia.media-imdb.com/images/M/MV5BMTQwODA3Njk2Nl5BMl5BanBnXkFtZTcwMTQxNzUyMQ@@._V1_SX300.jpg,N/A,USA,Jim Kouf,"7,723,506",14 Apr 1989,Jim Kouf,6.3,N/A,R,98 min,English,"Hoyt Axton, Corbin Bernsen, Rubén Blades, Fred Gwynne",movie,tt0097211,True,Disorganized Crime,"Action, Comedy, Crime"
56fbb67271a065075ca83a21,"6,661",http://ia.media-imdb.com/images/M/MV5BMTQzMjk2MjU5NV5BMl5BanBnXkFtZTcwMjY1MTQyMQ@@._V1_SX300.jpg,N/A,USA,Walter Hill,"7,237,794",29 Sep 1989,"John Godey (novel, Ken Friedman (screenplay)",6.1,3 nominations.,R,94 min,English,"Mickey Rourke, Ellen Barkin, Elizabeth McGovern, Morgan Freeman",movie,tt0097626,True,Johnny Handsome,"Crime, Drama, Thriller"
56fbb67271a065075ca83a22,958,http://ia.media-imdb.com/images/M/MV5BNjYwNjcxNDY3NF5BMl5BanBnXkFtZTcwNjcwODYyMQ@@._V1_SX300.jpg,N/A,USA,William Lustig,"6,985,999",30 Aug 1989,Phil Alden Robinson,5.9,N/A,R,92 min,English,"Judd Nelson, Robert Loggia, Leo Rossi, Meg Foster",movie,tt0098184,True,Relentless,"Crime, Thriller"
56fbb67271a065075ca83a23,"4,967",http://ia.media-imdb.com/images/M/MV5BNTg0MTQ4MDA2NF5BMl5BanBnXkFtZTcwNjQ2MzIyMQ@@._V1_SX300.jpg,N/A,USA,Costa-Gavras,"6,263,883",19 Jan 1990,Joe Eszterhas,7.3,Nominated for 1 Oscar. Another 1 win & 2 nominations.,PG-13,124 min,"English, Hungarian","Jessica Lange, Armin Mueller-Stahl, Frederic Forrest, Donald Moffat",movie,tt0100211,True,Music Box,"Crime, Drama, Thriller"
56fbb67271a065075ca83a24,"21,042",http://ia.media-imdb.com/images/M/MV5BMTAzMjE2NDg5NjZeQTJeQWpwZ15BbWU3MDAzNzI4NzQ@._V1_SX300.jpg,32,USA,Jay Levey,"6,157,157",21 Jul 1989,"'Weird Al' Yankovic, Jay Levey",7.0,N/A,PG-13,97 min,English,"'Weird Al' Yankovic, Victoria Jackson, Kevin McCarthy, Michael Richards",movie,tt0098546,True,UHF,"Comedy, Drama"
56fbb67271a065075ca83a25,"5,208",http://ia.media-imdb.com/images/M/MV5BMTgzNTc1NjMwM15BMl5BanBnXkFtZTcwMzQ3NjI0MQ@@._V1_SX300.jpg,N/A,"UK, USA",Lewis Gilbert,"6,353,913",30 Aug 1989,"Willy Russell (play, Willy Russell (screenplay)",7.2,Nominated for 2 Oscars. Another 4 wins & 7 nominations.,R,108 min,English,"Pauline Collins, Tom Conti, Julia McKenzie, Alison Steadman",movie,tt0098319,True,Shirley Valentine,"Comedy, Drama, Romance"
56fbb67271a065075ca83a26,"1,124",http://ia.media-imdb.com/images/M/MV5BMTM2MzgyMzc5Nl5BMl5BanBnXkFtZTcwODc4NjQyMQ@@._V1_SX300.jpg,N/A,"USA, Canada",Jonathan Kaplan,"5,932,613",27 Oct 1989,Barbara Benedek,6.1,1 win & 2 nominations.,PG-13,95 min,English,"Glenn Close, James Woods, Mary Stuart Masterson, Kevin Dillon",movie,tt0097567,True,Immediate Family,Drama
56fbb67271a065075ca83a27,"4,480",http://ia.media-imdb.com/images/M/MV5BMTIwNTUwNDM3MV5BMl5BanBnXkFtZTYwNzU5NDA5._V1_SX300.jpg,N/A,"USA, Canada",Michael Anderson,"5,777,099",25 Aug 1989,John Varley (short story \,5.7,1 win & 5 nominations.,PG-13,108 min,English,"Kris Kristofferson, Cheryl Ladd, Daniel J. Travanti, Robert Joy",movie,tt0097883,True,Millennium,"Drama, Mystery, Sci-Fi"
56fbb67271a065075ca83a28,"4,699",http://ia.media-imdb.com/images/M/MV5BMTc1OTk0MTY5OF5BMl5BanBnXkFtZTcwMjU4MzQyMQ@@._V1_SX300.jpg,N/A,USA,Marc Rocco,"5,552,441",03 Mar 1989,"Daniel Jay Franklin (story, Daniel Jay Franklin (screenplay, Marc Rocco (screenplay, D.E. Eisenberg (screenplay)",5.9,N/A,PG-13,114 min,English,"Jason Robards, Corey Feldman, Piper Laurie, Meredith Salenger",movie,tt0097236,True,Dream a Little Dream,"Comedy, Drama, Romance"
56fbb67271a065075ca83a29,907,http://ia.media-imdb.com/images/M/MV5BMTMzNzU4MjY4MF5BMl5BanBnXkFtZTcwNDE5MDgyMQ@@._V1_SX300.jpg,N/A,USA,Joel Zwick,"5,368,865",03 Nov 1989,"Tom Schulman, Patricia Resnick",4.3,N/A,PG,83 min,English,"John Larroquette, Bronson Pinchot, Bess Armstrong, Stuart Pankin",movie,tt0098276,True,Second Sight,"Comedy, Mystery, Sci-Fi"
56fbb67271a065075ca83a2a,"3,986",http://ia.media-imdb.com/images/M/MV5BMTc0NDEzNDIzOF5BMl5BanBnXkFtZTcwMjAzMjUyMQ@@._V1_SX300.jpg,33,USA,Joe Pytka,"4,973,285",18 Aug 1989,"Jay Cronley (book, Nancy Dowd (screenplay)",6.9,N/A,PG-13,90 min,English,"Richard Dreyfuss, David Johansen, Teri Garr, Jennifer Tilly",movie,tt0097731,True,Let It Ride,"Comedy, Action"
56fbb67271a065075ca83a2b,696,http://ia.media-imdb.com/images/M/MV5BMjA5OTgyNzI1M15BMl5BanBnXkFtZTcwNzAwNjIyMQ@@._V1_SX300.jpg,N/A,USA,Alan J. Pakula,"4,795,009",21 Apr 1989,Alan J. Pakula,5.8,N/A,PG-13,119 min,English,"Jeff Bridges, Alice Krige, Farrah Fawcett, Drew Barrymore",movie,tt0098283,True,See You in the Morning,"Drama, Romance"
56fbb67271a065075ca83a2c,"24,660",http://ia.media-imdb.com/images/M/MV5BMTQyNjA0MTYzNV5BMl5BanBnXkFtZTcwMDQ5NjU0MQ@@._V1_SX300.jpg,82,USA,Gus Van Sant,"4,729,352",20 Oct 1989,"James Fogle (novel, Gus Van Sant (screenplay, Daniel Yost (screenplay)",7.4,11 wins & 7 nominations.,R,102 min,English,"Matt Dillon, Kelly Lynch, James Le Gros, Heather Graham",movie,tt0097240,True,Drugstore Cowboy,"Crime, Drama"
56fbb67271a065075ca83a2d,"5,006",http://ia.media-imdb.com/images/M/MV5BMTk3NzUwNTYzM15BMl5BanBnXkFtZTcwNDYxODg0NA@@._V1_SX300.jpg,N/A,USA,Pat O'Connor,"4,611,062",13 Jan 1989,John Patrick Shanley,5.5,N/A,R,97 min,English,"Kevin Kline, Susan Sarandon, Mary Elizabeth Mastrantonio, Harvey Keitel",movie,tt0097613,True,The January Man,"Action, Crime, Mystery"
56fbb67271a065075ca83a2e,"3,327",http://ia.media-imdb.com/images/M/MV5BMjEyOTgwMzk1MV5BMl5BanBnXkFtZTcwNjUzNzA2NA@@._V1_SX300.jpg,N/A,USA,Carl Schenkel,"4,557,214",17 Feb 1989,"A.H.Z. Carr (novel, Hampton Fancher (screenplay)",6.1,1 win.,R,98 min,English,"Denzel Washington, James Fox, Mimi Rogers, M. Emmet Walsh",movie,tt0097880,True,The Mighty Quinn,"Action, Crime, Drama"
56fbb67271a065075ca83a2f,561,http://ia.media-imdb.com/images/M/MV5BMTM2MjQzOTg3Nl5BMl5BanBnXkFtZTcwNjk4NzgyMQ@@._V1_SX300.jpg,N/A,USA,Lee Grant,"4,348,025",10 Nov 1989,Monte Merrick,6.2,1 win & 1 nomination.,R,91 min,English,"Sean Astin, Stockard Channing, Melinda Dillon, Jim Haynie",movie,tt0098383,True,Staying Together,"Comedy, Drama"
56fbb67271a065075ca83a30,803,http://ia.media-imdb.com/images/M/MV5BMTM5ODkwNzMwNF5BMl5BanBnXkFtZTcwNzE0ODIyMQ@@._V1_SX300.jpg,N/A,USA,Douglas Day Stewart,"4,299,023",05 May 1989,Douglas Day Stewart,5.3,1 win & 2 nominations.,PG-13,107 min,English,"Kirk Cameron, Jami Gertz, Roy Scheider, Amanda Peterson",movie,tt0097756,True,Listen to Me,"Drama, Romance"
56fbb67271a065075ca83a31,"5,213",http://ia.media-imdb.com/images/M/MV5BMzkxMzcxNzE3M15BMl5BanBnXkFtZTcwMDM4MjUyMQ@@._V1_SX300.jpg,N/A,USA,Joan Micklin Silver,"3,960,327",28 Apr 1989,"Robin Schiff (story, Robin Schiff (screenplay, Tom Ropelewski (screenplay, Leslie Dixon (screenplay)",5.9,N/A,PG-13,98 min,English,"Patrick Dempsey, Kate Jackson, Robert Ginty, Nancy Valen",movie,tt0097790,True,Loverboy,Comedy
