_id,Director,Awards,imdbID,Language,Released,Genre,Type,Runtime,Title,Poster,Box_office,Rated,Country,Writer,Actors,Response,imdbVotes,Metascore,imdbRating
56fbc70971a06513e44230ed,Mark Rydell,2 wins.,tt0110146,English,21 Jan 1994,"Drama, Romance",movie,98 min,Intersection,http://ia.media-imdb.com/images/M/MV5BMjEyMDc1MDAwOF5BMl5BanBnXkFtZTcwMTM1MjIyMQ@@._V1_SX300.jpg,,R,USA,"David Rayfiel (screenplay, Marshall Brickman (screenplay, Paul Guimard (novel, Paul Guimard (earlier screenplay, Jean-Loup Dabadie (earlier screenplay, Claude Sautet (earlier screenplay)","Richard Gere, Sharon Stone, Lolita Davidovich, Martin Landau",True,"5,909",N/A,5.2
56fbc70971a06513e44230ee,Paul Michael Glaser,N/A,tt0109067,English,07 Jan 1994,"Comedy, Family, Sport",movie,107 min,The Air Up There,http://ia.media-imdb.com/images/M/MV5BMTg2NzE0MDI0MF5BMl5BanBnXkFtZTcwOTUyNTUyMQ@@._V1_SX300.jpg,"21,011,500",PG,USA,Max Apple,"Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez, Winston Ntshona",True,"7,260",N/A,5.5
56fbc70971a06513e44230ef,Charles Haid,N/A,tt0110157,English,14 Jan 1994,Adventure,movie,108 min,Iron Will,http://ia.media-imdb.com/images/M/MV5BMTIxNTE5Njc1M15BMl5BanBnXkFtZTcwNjQ1MDcyMQ@@._V1_SX300.jpg,"21,006,361",PG,USA,"John Michael Hayes, Djordje Milicevic, Jeff Arch","Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg",True,"5,633",N/A,6.5
56fbc70971a06513e44230f0,Ben Stiller,1 win & 1 nomination.,tt0110950,English,18 Feb 1994,"Comedy, Drama, Romance",movie,99 min,Reality Bites,http://ia.media-imdb.com/images/M/MV5BMTU3ODgzNDk4N15BMl5BanBnXkFtZTYwOTMxMTE5._V1_SX300.jpg,"20,982,557",PG-13,USA,Helen Childress,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn",True,"35,089",N/A,6.6
56fbc70971a06513e44230f1,Doug McHenry,1 nomination.,tt0110186,English,28 Sep 1994,"Crime, Drama",movie,119 min,Jason's Lyric,http://ia.media-imdb.com/images/M/MV5BMTgzMjQ1MjIwM15BMl5BanBnXkFtZTcwODIzOTkyMQ@@._V1_SX300.jpg,"20,851,521",R,USA,Bobby Smith Jr.,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine, Anthony 'Treach' Criss",True,"2,466",N/A,6.6
56fbc70971a06513e44230f2,Ron Underwood,N/A,tt0111256,English,16 Dec 1994,"Comedy, Romance",movie,99 min,Speechless,http://ia.media-imdb.com/images/M/MV5BMjA1NTIzMDY1Ml5BMl5BanBnXkFtZTcwMTUxOTQyMQ@@._V1_SX300.jpg,"20,664,501",PG-13,USA,Robert King,"Michael Keaton, Geena Davis, Christopher Reeve, Bonnie Bedelia",True,"4,011",N/A,5.7
56fbc70971a06513e44230f3,Gregg Champion,N/A,tt0109493,English,03 Jun 1994,"Action, Comedy, Crime",movie,102 min,The Cowboy Way,http://ia.media-imdb.com/images/M/MV5BMTY1OTQ2OTY5OV5BMl5BanBnXkFtZTYwMzg3MTk5._V1_SX300.jpg,"20,277,185",PG-13,USA,"Robert C. Thompson (story, William D. Wittliff (story, William D. Wittliff (screenplay)","Woody Harrelson, Kiefer Sutherland, Dylan McDermott, Ernie Hudson",True,"6,078",N/A,5.7
56fbc70971a06513e44230f4,Jessie Nelson,2 nominations.,tt0109484,English,26 Aug 1994,"Comedy, Drama, Romance",movie,115 min,"Corrina, Corrina",http://ia.media-imdb.com/images/M/MV5BMTI2MTM0MjE1Nl5BMl5BanBnXkFtZTcwOTcwMzEyMQ@@._V1_SX300.jpg,"20,160,000",PG,USA,Jessie Nelson,"Noreen Hennessey, Lucy Webb, Erica Yohn, Tina Majorino",True,"9,774",N/A,6.5
56fbc70971a06513e44230f5,Norman Jewison,N/A,tt0110737,"English, Italian",07 Oct 1994,"Comedy, Romance",movie,115 min,Only You,http://ia.media-imdb.com/images/M/MV5BMTk5MDQwODk2MV5BMl5BanBnXkFtZTgwMDY0NTcxMTE@._V1_SX300.jpg,,PG,"USA, Italy",Diane Drake,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida",True,"15,013",N/A,6.5
56fbc70971a06513e44230f6,Alek Keshishian,Nominated for 1 Golden Globe. Another 2 nominations.,tt0111732,English,29 Apr 1994,"Comedy, Drama",movie,103 min,With Honors,http://ia.media-imdb.com/images/M/MV5BMTkzMjA3NTk4MF5BMl5BanBnXkFtZTcwNDg3MzIyMQ@@._V1_SX300.jpg,"20,043,254",PG-13,USA,William Mastrosimone,"Joe Pesci, Brendan Fraser, Moira Kelly, Patrick Dempsey",True,"10,761",N/A,6.6
56fbc70971a06513e44230f7,Richard Rush,Nominated for 1 Golden Globe. Another 2 wins & 9 nominations.,tt0109456,English,19 Aug 1994,"Drama, Mystery, Romance",movie,121 min,Color of Night,http://ia.media-imdb.com/images/M/MV5BMTg2ODc2ODQwNV5BMl5BanBnXkFtZTcwMDg1NjIyMQ@@._V1_SX300.jpg,"19,721,814",R,USA,"Billy Ray (story, Matthew Chapman (screenplay, Billy Ray (screenplay)","Bruce Willis, Jane March, Rubén Blades, Lesley Ann Warren",True,"18,525",N/A,5.1
56fbc70971a06513e44230f8,John G. Avildsen,N/A,tt0109021,English,25 Feb 1994,"Biography, Drama, Sport",movie,105 min,8 Seconds,http://ia.media-imdb.com/images/M/MV5BMzE4MjczOTc2MF5BMl5BanBnXkFtZTcwNDMxNTYyMQ@@._V1_SX300.jpg,"19,604,000",PG-13,USA,Monte Merrick,"James Rebhorn, Cameron Finley, Carrie Snodgress, Dustin Mayfield",True,"3,742",N/A,6.5
56fbc70971a06513e44230f9,Luc Besson,3 wins & 8 nominations.,tt0110413,"English, Italian, French",18 Nov 1994,"Crime, Drama, Thriller",movie,110 min,Léon: The Professional,http://ia.media-imdb.com/images/M/MV5BMTgzMzg4MDkwNF5BMl5BanBnXkFtZTcwODAwNDg3OA@@._V1_SX300.jpg,,R,France,Luc Besson,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello",True,"693,994",64,8.6
56fbc70971a06513e44230fa,Duwayne Dunham,N/A,tt0110364,English,14 Oct 1994,"Comedy, Family, Sport",movie,107 min,Little Giants,http://ia.media-imdb.com/images/M/MV5BMTg2OTUxODk4MV5BMl5BanBnXkFtZTcwMDYzNDAyMQ@@._V1_SX300.jpg,"19,288,821",PG,USA,"James Ferguson (story, Robert Shallcross (story, James Ferguson (screenplay, Robert Shallcross (screenplay, Tommy Swerdlow (screenplay, Michael Goldberg (screenplay)","Rick Moranis, Ed O'Neill, Shawna Waldron, Devon Sawa",True,"18,891",N/A,6.3
56fbc70971a06513e44230fb,Eric Meza,N/A,tt0110064,English,12 Jan 1994,"Comedy, Music, Romance",movie,100 min,House Party 3,http://ia.media-imdb.com/images/M/MV5BMTExMzk2MTc1NjleQTJeQWpwZ15BbWU3MDM3NDYwMDE@._V1_SX300.jpg,"19,300,000",R,USA,"Reginald Hudlin (characters, David Toney (story, Takashi Bufford (story, Takashi Bufford (screenplay)","Christopher Reid, Christopher Martin, David Edwards, Angela Means",True,"2,433",N/A,4.0
56fbc70971a06513e44230fc,Howard Deutch,2 nominations.,tt0109891,English,17 Jun 1994,"Comedy, Crime, Family",movie,109 min,Getting Even with Dad,http://ia.media-imdb.com/images/M/MV5BMjAyNzYyOTMxOV5BMl5BanBnXkFtZTcwODA1ODQyMQ@@._V1_SX300.jpg,"18,438,164",PG,USA,"Tom S. Parker, Jim Jennewein","Macaulay Culkin, Ted Danson, Glenne Headly, Saul Rubinek",True,"5,904",N/A,4.6
56fbc70971a06513e44230fd,Glenn Gordon Caron,2 nominations.,tt0110391,English,21 Oct 1994,"Comedy, Drama",movie,108 min,Love Affair,http://ia.media-imdb.com/images/M/MV5BMTI2MzY0NTE3MF5BMl5BanBnXkFtZTcwOTk1NTAyMQ@@._V1_SX300.jpg,"18,250,211",PG-13,USA,"Mildred Cram, Leo McCarey, Delmer Daves, Donald Ogden Stewart, Robert Towne (screenplay, Warren Beatty (screenplay)","Warren Beatty, Annette Bening, Katharine Hepburn, Garry Shandling",True,"3,670",N/A,5.9
56fbc70971a06513e44230fe,Richard Benjamin,1 nomination.,tt0110516,English,31 Aug 1994,"Comedy, Romance",movie,110 min,Milk Money,http://ia.media-imdb.com/images/M/MV5BMTQ1NDQ3NzU4NV5BMl5BanBnXkFtZTcwNTA1MTYyMQ@@._V1_SX300.jpg,"18,137,661",PG-13,USA,John Mattson,"Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell",True,"8,952",N/A,5.4
56fbc70971a06513e44230ff,Howard Zieff,1 win & 2 nominations.,tt0110613,English,11 Feb 1994,"Comedy, Drama, Family",movie,99 min,My Girl 2,http://ia.media-imdb.com/images/M/MV5BMjEwMDAzOTA2NF5BMl5BanBnXkFtZTcwODM4NjYxMQ@@._V1_SX300.jpg,"16,660,950",PG,USA,"Laurice Elehwany (characters, Janet Kovalcik","Dan Aykroyd, Jamie Lee Curtis, Anna Chlumsky, Austin O'Brien",True,"14,600",N/A,5.1
56fbc70971a06513e4423100,Jon Avnet,1 win & 3 nominations.,tt0111667,English,04 Nov 1994,Drama,movie,126 min,The War,http://ia.media-imdb.com/images/M/MV5BMTM1NTEyMjcxNF5BMl5BanBnXkFtZTcwNDUyODIyMQ@@._V1_SX300.jpg,"16,551,365",PG-13,USA,Kathy McWorter,"Elijah Wood, Kevin Costner, Mare Winningham, Lexi Randall",True,"10,094",N/A,6.7
56fbc70971a06513e4423101,Patrick Read Johnson,N/A,tt0109190,English,01 Jul 1994,"Adventure, Comedy, Crime",movie,99 min,Baby's Day Out,http://ia.media-imdb.com/images/M/MV5BMjE1NTU3OTAyM15BMl5BanBnXkFtZTcwNDg0NDMyMQ@@._V1_SX300.jpg,,PG,USA,John Hughes,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley",True,"31,755",N/A,5.9
56fbc70971a06513e4423102,Simon Wincer,N/A,tt0110353,English,11 Mar 1994,"Comedy, Western",movie,98 min,Lightning Jack,http://ia.media-imdb.com/images/M/MV5BMjA2NzcyNzg2Ml5BMl5BanBnXkFtZTcwNjMyNzAwMQ@@._V1_SX300.jpg,,PG-13,"USA, Australia",Paul Hogan,"Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo, Kamala Lopez",True,"5,089",N/A,5.4
56fbc70971a06513e4423103,George Miller,4 nominations.,tt0109120,English,17 Aug 1994,"Adventure, Drama, Family",movie,94 min,Andre,http://ia.media-imdb.com/images/M/MV5BMTg3MjU1MzYyMl5BMl5BanBnXkFtZTcwNzI4MjEyMQ@@._V1_SX300.jpg,,PG,USA,"Harry Goodridge (book, Lew Dietz (book, Dana Baratta (screenplay)","Tina Majorino, Chelsea Field, Shane Meier, Aidan Pendleton",True,"5,113",N/A,5.6
56fbc70971a06513e4423104,Michael Apted,2 nominations.,tt0109297,English,26 Jan 1994,"Crime, Drama, Mystery",movie,106 min,Blink,http://ia.media-imdb.com/images/M/MV5BMjA3ODMwMjk1OF5BMl5BanBnXkFtZTcwNzQ1MjkxMQ@@._V1_SX300.jpg,"16,696,219",R,USA,Dana Stevens,"Madeleine Stowe, Aidan Quinn, James Remar, Peter Friedman",True,"6,254",N/A,6.2
56fbc70971a06513e4423105,Deran Sarafian,N/A,tt0111400,English,23 Sep 1994,"Action, Comedy, Mystery",movie,102 min,Terminal Velocity,http://ia.media-imdb.com/images/M/MV5BMjE5MzUxMjIxMF5BMl5BanBnXkFtZTcwNDA3MzQyMQ@@._V1_SX300.jpg,"16,478,900",PG-13,"USA, Canada",David Twohy,"Charlie Sheen, Nastassja Kinski, James Gandolfini, Christopher McDonald",True,"10,359",N/A,5.4
56fbc70971a06513e4423106,Franco Amurri,N/A,tt0110557,English,18 Mar 1994,"Adventure, Comedy, Family",movie,96 min,Monkey Trouble,http://ia.media-imdb.com/images/M/MV5BMTIwNjcyMjYwM15BMl5BanBnXkFtZTcwNDk2MzAzMQ@@._V1_SX300.jpg,"16,344,520",PG,"Japan, USA","Franco Amurri, Stu Krieger","Finster, Thora Birch, Harvey Keitel, Mimi Rogers",True,"4,875",N/A,5.2
56fbc70971a06513e4423107,Jeff Pollack,1 nomination.,tt0109035,English,23 Mar 1994,"Crime, Drama, Sport",movie,96 min,Above the Rim,http://ia.media-imdb.com/images/M/MV5BMTYyMjc1MDAwNF5BMl5BanBnXkFtZTcwNjgzMDYyMQ@@._V1_SX300.jpg,"16,036,534",R,USA,"Jeff Pollack (story, Benny Medina (story, Barry Michael Cooper (screenplay, Jeff Pollack (screenplay)","Duane Martin, Leon, Tupac Shakur, David Bailey",True,"10,058",N/A,6.6
56fbc70971a06513e4423108,Martin Campbell,1 nomination.,tt0110678,English,29 Apr 1994,"Action, Drama, Sci-Fi",movie,118 min,No Escape,http://ia.media-imdb.com/images/M/MV5BNzQ3ODA1ODc4N15BMl5BanBnXkFtZTgwMDI4MzgxMTE@._V1_SX300.jpg,,R,USA,"Richard Herley (novel, Michael Gaylin (screenplay, Joel Gross (screenplay)","Ray Liotta, Lance Henriksen, Stuart Wilson, Kevin Dillon",True,"15,538",N/A,6.0
56fbc70971a06513e4423109,Jonathan Kaplan,N/A,tt0109198,"English, Spanish",22 Apr 1994,Western,movie,99 min,Bad Girls,http://ia.media-imdb.com/images/M/MV5BOTE4ODIwMzU0MF5BMl5BanBnXkFtZTcwNjgyOTcyMQ@@._V1_SX300.jpg,,R,USA,"Albert S. Ruddy (story, Charles Finch (story, Gray Frederickson (story, Ken Friedman (screenplay, Yolande Turner (screenplay)","Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell, Drew Barrymore",True,"9,332",N/A,5.0
56fbc70971a06513e442310a,Nicholas Hytner,Won 1 Oscar. Another 15 wins & 18 nominations.,tt0110428,English,28 Dec 1994,"Biography, Comedy, Drama",movie,104 min,The Madness of King George,http://ia.media-imdb.com/images/M/MV5BMjExMzk0ODQyNV5BMl5BanBnXkFtZTcwODk0ODE1NA@@._V1_SX300.jpg,"15,238,994",PG-13,UK,"Alan Bennett (play, Alan Bennett (screenplay)","Rupert Graves, Helen Mirren, Amanda Donohoe, Charlotte Curley",True,"11,789",N/A,7.3
56fbc70971a06513e442310b,Andrew Fleming,N/A,tt0111418,English,08 Apr 1994,"Comedy, Romance, Drama",movie,89 min,Threesome,http://ia.media-imdb.com/images/M/MV5BMTM1NzQ4NDI3Ml5BMl5BanBnXkFtZTcwMDM0NzMyMQ@@._V1_SX300.jpg,"14,815,000",R,USA,Andrew Fleming,"Lara Flynn Boyle, Stephen Baldwin, Josh Charles, Alexis Arquette",True,"10,849",N/A,6.2
56fbc70971a06513e442310c,"Pixote Hunt, Joe Johnston",5 nominations.,tt0110763,English,23 Nov 1994,"Animation, Adventure, Comedy",movie,80 min,The Pagemaster,http://ia.media-imdb.com/images/M/MV5BMTc2MjY4MjYwN15BMl5BanBnXkFtZTcwNDI3MjAyMQ@@._V1_SX300.jpg,"12,039,526",G,USA,"David Kirschner (story, David Casci (story, David Casci (screenplay, David Kirschner (screenplay, Ernie Contreras (screenplay)","Macaulay Culkin, Kanin Howell, Alexis Kirschner, Jessica Kirschner",True,"15,392",N/A,5.9
56fbc70971a06513e442310d,Spike Lee,3 nominations.,tt0109504,English,13 May 1994,"Comedy, Drama",movie,115 min,Crooklyn,http://ia.media-imdb.com/images/M/MV5BMTIxMzI2OTYzM15BMl5BanBnXkFtZTYwOTM4Mjg5._V1_SX300.jpg,"13,640,000",PG-13,USA,"Cinqué Lee, Joie Lee (screenplay, Joie Lee (story, Spike Lee","Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris",True,"5,826",65,6.9
56fbc70971a06513e442310e,Woody Allen,Won 1 Oscar. Another 18 wins & 15 nominations.,tt0109348,English,24 Feb 1995,"Comedy, Crime",movie,98 min,Bullets Over Broadway,http://ia.media-imdb.com/images/M/MV5BMTI2MDU5NTgyM15BMl5BanBnXkFtZTYwMTEwNjc5._V1_SX300.jpg,"13,383,737",R,USA,"Woody Allen, Douglas McGrath","John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri",True,"28,773",N/A,7.5
56fbc70971a06513e442310f,Jonathan Lynn,N/A,tt0109936,English,04 Mar 1994,Comedy,movie,113 min,Greedy,http://ia.media-imdb.com/images/M/MV5BMTk2NjM3NzYzMV5BMl5BanBnXkFtZTcwMjYzODYxMQ@@._V1_SX300.jpg,"13,145,977",PG-13,USA,"Lowell Ganz, Babaloo Mandel","Michael J. Fox, Kirk Douglas, Nancy Travis, Olivia d'Abo",True,"10,101",N/A,6.2
56fbc70971a06513e4423110,Andrew Scheinman,2 nominations.,tt0110363,English,29 Jun 1994,"Comedy, Family, Sport",movie,119 min,Little Big League,http://ia.media-imdb.com/images/M/MV5BMTcyMDE3MzU0OF5BMl5BanBnXkFtZTcwNDM0NTIyMQ@@._V1_SX300.jpg,"12,211,068",PG,USA,"Gregory K. Pincus (story, Gregory K. Pincus (screenplay, Adam Scheinman (screenplay)","Luke Edwards, Timothy Busfield, John Ashton, Ashley Crow",True,"7,660",N/A,6.0
56fbc70971a06513e4423111,Charles T. Kanganis,3 nominations.,tt0109015,English,06 May 1994,"Family, Comedy, Action",movie,93 min,3 Ninjas Kick Back,http://ia.media-imdb.com/images/M/MV5BNzk5Njg1OTYzNl5BMl5BanBnXkFtZTcwNDQwMzAzMQ@@._V1_SX300.jpg,"11,784,000",PG,"USA, Japan","Sang-ok Shin (earlier screenplay, Mark Saltzman (screenplay)","Victor Wong, Max Elliott Slade, Sean Fox, J. Evan Bonifant",True,"6,464",N/A,4.3
56fbc70971a06513e4423112,Ted Demme,1 win & 1 nomination.,tt0110955,English,11 Mar 1994,"Comedy, Crime, Drama",movie,93 min,The Ref,http://ia.media-imdb.com/images/M/MV5BMTgxNTgyMzk0NV5BMl5BanBnXkFtZTYwMjM5Mzg5._V1_SX300.jpg,"11,439,193",R,USA,"Marie Weiss (story, Richard LaGravenese (screenplay, Marie Weiss (screenplay)","Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr.",True,"18,927",N/A,6.9
56fbc70971a06513e4423113,Michael Ritchie,N/A,tt0109480,English,15 Apr 1994,"Comedy, Crime, Thriller",movie,93 min,Cops and Robbersons,http://ia.media-imdb.com/images/M/MV5BMTc5Njg0MjE5OF5BMl5BanBnXkFtZTcwOTE1MjUxMQ@@._V1_SX300.jpg,"11,384,038",PG,USA,Bernie Somers,"Chevy Chase, Jack Palance, Dianne Wiest, Robert Davi",True,"5,084",N/A,5.0
56fbc70971a06513e4423114,"Don Bluth, Gary Goldman",1 win.,tt0111419,English,30 Mar 1994,"Animation, Family, Fantasy",movie,86 min,Thumbelina,http://ia.media-imdb.com/images/M/MV5BMTc0NzM4NDc5N15BMl5BanBnXkFtZTcwMTU4MTU1MQ@@._V1_SX300.jpg,,G,"Ireland, USA","Hans Christian Andersen (original classic fairytale, Don Bluth (screenplay)","Gino Conforti, Barbara Cook, Jodi Benson, Will Ryan",True,"10,945",N/A,6.3
56fbc70971a06513e4423115,Robert Altman,Nominated for 2 Golden Globes. Another 2 wins & 1 nomination.,tt0110907,"English, French, Italian, Russian, Spanish",25 Dec 1994,"Comedy, Drama",movie,133 min,Ready to Wear,"http://ia.media-imdb.com/images/M/MV5BMTY1NjkxNzQ2OV5BMl5BanBnXkFtZTYwNDUyNjc5._V1._CR2,2,330,423_SY132_CR7,0,89,132_AL_.jpg_V1_SX300.jpg",,R,USA,"Robert Altman, Barbara Shulgasser","Marcello Mastroianni, Sophia Loren, Jean-Pierre Cassel, Kim Basinger",True,"12,314",48,5.0
56fbc70971a06513e4423116,Stephan Elliott,Won 1 Oscar. Another 9 wins & 16 nominations.,tt0109045,"English, Filipino",10 Aug 1994,"Comedy, Music",movie,104 min,"The Adventures of Priscilla, Queen of the Desert",http://ia.media-imdb.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@._V1_SX300.jpg,,R,Australia,Stephan Elliott,"Hugo Weaving, Guy Pearce, Terence Stamp, Rebel Penfold-Russell",True,"35,455",68,7.5
56fbc70971a06513e4423117,Jonathan Prince,N/A,tt0109369,English,26 Aug 1994,"Adventure, Comedy",movie,96 min,Camp Nowhere,http://ia.media-imdb.com/images/M/MV5BODk1NTE1NTY4MF5BMl5BanBnXkFtZTcwNzA4NjUyMQ@@._V1_SX300.jpg,"10,471,613",PG,USA,"Andrew Kurtzman, Eliot Wald","John Putch, Peter Scolari, Romy Windsor, Jonathan Jackson",True,"6,990",N/A,5.9
56fbc70971a06513e4423118,James L. Brooks,1 win & 2 nominations.,tt0110097,English,04 Feb 1994,"Comedy, Drama",movie,115 min,I'll Do Anything,http://ia.media-imdb.com/images/M/MV5BMjA1Njk4NDYxMl5BMl5BanBnXkFtZTcwNTk4NTMyMQ@@._V1_SX300.jpg,"10,209,111",PG-13,USA,James L. Brooks,"Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner",True,"2,027",N/A,5.6
56fbc70971a06513e4423119,Thomas Schlamme,N/A,tt0111804,English,27 Apr 1994,"Documentary, Comedy",movie,84 min,You So Crazy,http://ia.media-imdb.com/images/M/MV5BOTg5ODM5ODY0OF5BMl5BanBnXkFtZTcwNjA2NDAyMQ@@._V1_SX300.jpg,"10,184,701",UNRATED,USA,N/A,Martin Lawrence,True,760,N/A,6.7
56fbc70971a06513e442311a,Daniel Petrie,1 win & 1 nomination.,tt0110305,English,22 Jul 1994,"Family, Adventure",movie,94 min,Lassie,http://ia.media-imdb.com/images/M/MV5BMTYwNDg4NjMwMV5BMl5BanBnXkFtZTcwOTgzNTYxMQ@@._V1_SX300.jpg,"9,979,683",PG,USA,"Eric Knight (character of Lassie, Matthew Jacobs, Gary Ross, Elizabeth Anderson","Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd",True,"3,616",N/A,5.8
56fbc70971a06513e442311b,Bernard Rose,1 nomination.,tt0110116,English,27 Jan 1995,"Biography, Drama, Music",movie,121 min,Immortal Beloved,http://ia.media-imdb.com/images/M/MV5BNzE3NjQ4MTQyNV5BMl5BanBnXkFtZTYwOTU1MDg4._V1_SX300.jpg,"14,351,546",R,"UK, USA",Bernard Rose,"Gary Oldman, Jeroen Krabbé, Isabella Rossellini, Johanna ter Steege",True,"18,296",N/A,7.5
56fbc70971a06513e442311c,Richard Rich,Nominated for 1 Golden Globe. Another 1 win & 7 nominations.,tt0111333,English,18 Nov 1994,"Animation, Comedy, Family",movie,90 min,The Swan Princess,http://ia.media-imdb.com/images/M/MV5BMTM4NjUzNjQwM15BMl5BanBnXkFtZTcwNDQ4MTUyMQ@@._V1_SX300.jpg,"9,771,658",G,USA,"Richard Rich (story, Brian Nissen (story, Brian Nissen (screenplay)","Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway",True,"17,136",N/A,6.4
56fbc70971a06513e442311d,Martha Coolidge,1 nomination.,tt0109129,English,04 Mar 1994,"Comedy, Drama, Romance",movie,107 min,Angie,http://ia.media-imdb.com/images/M/MV5BMTcyNjYwNzM1N15BMl5BanBnXkFtZTcwNDIzNTQyMQ@@._V1_SX300.jpg,"9,398,308",R,USA,"Avra Wing (novel, Todd Graff (screenplay)","Geena Davis, Stephen Rea, James Gandolfini, Aida Turturro",True,"1,771",N/A,5.4
56fbc70971a06513e442311e,Christopher Cain,1 win.,tt0110657,English,09 Sep 1994,"Action, Drama, Family",movie,107 min,The Next Karate Kid,http://ia.media-imdb.com/images/M/MV5BMTYwODUyNTA4Nl5BMl5BanBnXkFtZTYwOTgyMjU5._V1_SX300.jpg,"8,751,228",PG,USA,"Robert Mark Kamen (characters, Mark Lee","Pat Morita, Hilary Swank, Michael Ironside, Constance Towers",True,"17,717",N/A,4.3
56fbc70971a06513e442311f,Matty Rich,N/A,tt0110137,English,22 Apr 1994,"Romance, Comedy, Drama",movie,110 min,The Inkwell,http://ia.media-imdb.com/images/M/MV5BMTIzNjkyMzYwNV5BMl5BanBnXkFtZTcwMzEwNTYxMQ@@._V1_SX300.jpg,"8,880,705",R,USA,"Trey Ellis, Paris Qualles","Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman",True,"1,080",N/A,6.5
56fbc70971a06513e4423120,Stuart Orme,1 nomination.,tt0111003,English,21 Oct 1994,"Horror, Sci-Fi, Thriller",movie,109 min,The Puppet Masters,http://ia.media-imdb.com/images/M/MV5BMTc0ODg0OTg0NF5BMl5BanBnXkFtZTcwNzY4ODUyMQ@@._V1_SX300.jpg,"8,638,072",R,USA,"Robert A. Heinlein (novel, Ted Elliott (screenplay, Terry Rossio (screenplay, David S. Goyer (screenplay)","Donald Sutherland, Eric Thal, Julie Warner, Keith David",True,"6,783",N/A,5.9
56fbc70971a06513e4423121,Boaz Yakin,4 wins & 3 nominations.,tt0109842,English,02 Sep 1994,"Crime, Drama, Thriller",movie,114 min,Fresh,http://ia.media-imdb.com/images/M/MV5BMTIyNzQ1NjMwOF5BMl5BanBnXkFtZTcwMjM1MDMyMQ@@._V1_SX300.jpg,"8,094,616",R,"USA, France",Boaz Yakin,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson, N'Bushe Wright",True,"9,350",N/A,7.7
56fbc70971a06513e4423122,Mike Binder,N/A,tt0109288,English,19 Aug 1994,"Comedy, Action, Crime",movie,92 min,Blankman,http://ia.media-imdb.com/images/M/MV5BMTQyNDc4OTA5OF5BMl5BanBnXkFtZTcwOTI1NzMyMQ@@._V1_SX300.jpg,"7,892,208",PG-13,USA,"Damon Wayans (screenplay, J.F. Lawton (screenplay, Damon Wayans (story)","Damon Wayans, David Alan Grier, Robin Givens, Christopher Lawford",True,"6,474",N/A,4.8
56fbc70971a06513e4423123,Adam Rifkin,N/A,tt0109402,English,04 Mar 1994,"Action, Adventure, Comedy",movie,94 min,The Chase,http://ia.media-imdb.com/images/M/MV5BMTYyMTU2MDk3MF5BMl5BanBnXkFtZTcwNjAxNTAzMQ@@._V1_SX300.jpg,"8,009,329",PG-13,USA,Adam Rifkin,"Charlie Sheen, Kristy Swanson, Henry Rollins, Josh Mostel",True,"14,104",N/A,5.8
56fbc70971a06513e4423124,Steve James,Nominated for 1 Oscar. Another 20 wins & 7 nominations.,tt0110057,English,14 Oct 1994,"Documentary, Drama, Sport",movie,170 min,Hoop Dreams,http://ia.media-imdb.com/images/M/MV5BMTk4ODE0MjQzOF5BMl5BanBnXkFtZTcwNDUzNjgyMQ@@._V1_SX300.jpg,"7,830,611",PG-13,USA,"Steve James, Frederick Marx","William Gates, Arthur Agee, Emma Gates, Curtis Gates",True,"18,233",98,8.3
56fbc70971a06513e4423125,John Waters,1 nomination.,tt0111127,English,13 Apr 1994,"Comedy, Crime, Thriller",movie,95 min,Serial Mom,http://ia.media-imdb.com/images/M/MV5BMTgxNjIxOTk5NF5BMl5BanBnXkFtZTcwNzc2MTI2MQ@@._V1_SX300.jpg,"7,881,335",R,USA,John Waters,"Kathleen Turner, Sam Waterston, Ricki Lake, Matthew Lillard",True,"20,529",N/A,6.7
56fbc70971a06513e4423126,N/A,N/A,tt0243572,English,N/A,N/A,game,N/A,Space Sirens,N/A,,N/A,USA,N/A,"Jessie James, Isis Nile",True,N/A,N/A,N/A
