_id,Director,Rated,imdbVotes,Country,imdbID,Metascore,imdbRating,Writer,Released,Poster,Runtime,Type,Language,Actors,Box_office,Genre,Response,Awards,Title
56fb91c071a0650358ae552a,William Friedkin,PG,"2,920",USA,tt0085412,N/A,4.5,"Paul Brickman, Bernard Edelman (book)",04 Nov 1983,http://ia.media-imdb.com/images/M/MV5BMjAwNDgyNjcwMl5BMl5BanBnXkFtZTcwOTMwNjIzMQ@@._V1_SX300.jpg,99 min,movie,English,"Chevy Chase, Sigourney Weaver, Gregory Hines, Vince Edwards",,"Comedy, Crime",True,N/A,Deal of the Century
56fb91c071a0650358ae552b,Carl Reiner,R,"18,946",USA,tt0085894,61,6.3,"George Gipe, Steve Martin, Carl Reiner",03 Jun 1983,http://ia.media-imdb.com/images/M/MV5BMTczNzE4NzI0MV5BMl5BanBnXkFtZTcwMzMwNzEzMQ@@._V1_SX300.jpg,93 min,movie,English,"Steve Martin, Kathleen Turner, David Warner, Paul Benedict","10,100,000","Comedy, Romance, Sci-Fi",True,N/A,The Man with Two Brains
56fb91c071a0650358ae552c,Douglas Trumbull,PG,"8,324",USA,tt0085271,N/A,6.5,"Bruce Joel Rubin (story, Robert Stitzel (screenplay, Philip Frank Messina (screenplay)",30 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMjEwNjg5NDUwNl5BMl5BanBnXkFtZTcwMTM4MTkxMQ@@._V1_SX300.jpg,106 min,movie,English,"Christopher Walken, Natalie Wood, Louise Fletcher, Cliff Robertson","8,900,000","Sci-Fi, Thriller",True,2 wins & 6 nominations.,Brainstorm
56fb91c071a0650358ae552d,Marshall Brickman,PG,614,USA,tt0085873,N/A,4.9,Marshall Brickman,18 Feb 1983,http://ia.media-imdb.com/images/M/MV5BMTg4MDk0OTQyOV5BMl5BanBnXkFtZTcwMTAxODcxMQ@@._V1_SX300.jpg,95 min,movie,English,"Dudley Moore, Elizabeth McGovern, Alec Guinness, Christine Baranski","10,100,000","Comedy, Fantasy, Romance",True,N/A,Lovesick
56fb91c071a0650358ae552e,Stanley R. Jaffe,PG,"1,364",USA,tt0086593,N/A,7.0,"Beth Gutcheon (screenplay, Beth Gutcheon (novel)",04 Feb 1983,http://ia.media-imdb.com/images/M/MV5BMTIwMTU5OTM5MF5BMl5BanBnXkFtZTcwNTA3MDgyMQ@@._V1_SX300.jpg,120 min,movie,English,"Kate Nelligan, Judd Hirsch, David Dukes, Stockard Channing",,"Drama, Mystery",True,N/A,Without a Trace
56fb91c071a0650358ae552f,"Rick Moranis, Dave Thomas",PG,"12,390","Canada, USA",tt0086373,N/A,6.8,"Rick Moranis, Dave Thomas, Steve De Jarnatt",26 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMjE0MTI4OTQzOF5BMl5BanBnXkFtZTcwOTg0MzMyMQ@@._V1_SX300.jpg,90 min,movie,English,"Dave Thomas, Rick Moranis, Max von Sydow, Paul Dooley",,Comedy,True,1 win.,Strange Brew
56fb91c071a0650358ae5530,Bruce Beresford,PG,"7,011",USA,tt0086423,N/A,7.5,Horton Foote,10 Jun 1983,http://ia.media-imdb.com/images/M/MV5BMTI1MDU4MjY5NF5BMl5BanBnXkFtZTcwMTU0MDczMQ@@._V1_SX300.jpg,92 min,movie,English,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley",,"Drama, Music",True,Won 2 Oscars. Another 7 wins & 13 nominations.,Tender Mercies
56fb91c071a0650358ae5531,Jack Clayton,PG,"6,195",USA,tt0086336,N/A,6.8,"Ray Bradbury (screenplay, Ray Bradbury (novel)",29 Apr 1983,http://ia.media-imdb.com/images/M/MV5BMTA0MjA3NTExOTheQTJeQWpwZ15BbWU3MDM1NzU2MjE@._V1_SX300.jpg,95 min,movie,English,"Jason Robards, Jonathan Pryce, Diane Ladd, Royal Dano",,"Fantasy, Mystery, Thriller",True,2 wins & 7 nominations.,Something Wicked This Way Comes
56fb91c071a0650358ae5532,J. Lee Thompson,R,"4,203",USA,tt0085121,N/A,6.3,William Roberts,11 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTc3NzY4NjQ5MV5BMl5BanBnXkFtZTcwNjQ3MzcyNA@@._V1_SX300.jpg,101 min,movie,English,"Charles Bronson, Lisa Eilbacher, Andrew Stevens, Gene Davis",,"Crime, Drama, Thriller",True,N/A,10 to Midnight
56fb91c071a0650358ae5533,Arthur Hiller,PG,556,USA,tt0086205,N/A,5.2,"Bernard Slade (play, Bernard Slade (screenplay)",07 Oct 1983,http://ia.media-imdb.com/images/M/MV5BOTE5ODIyMTM4OV5BMl5BanBnXkFtZTcwMDM0NzI5NA@@._V1_SX300.jpg,103 min,movie,English,"Dudley Moore, Mary Steenburgen, Frances Sternhagen, Janet Eilber","5,100,000",Comedy,True,N/A,Romantic Comedy
56fb91c071a0650358ae5534,Joseph Sargent,R,"1,861",USA,tt0086014,N/A,5.7,"Christopher Crowe, Jeffrey Bloom",09 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMTY2Nzg5MTMwOV5BMl5BanBnXkFtZTcwNTg1MDQyMQ@@._V1_SX300.jpg,99 min,movie,English,"Cristina Raines, Joe Lambie, Anthony James, Clare Nono",,"Horror, Sci-Fi",True,1 win & 1 nomination.,Nightmares
56fb91c071a0650358ae5535,Frank Zuniga,PG,246,USA,tt0085608,N/A,5.3,"James Vance Marshall (novel, John Groves",19 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMTkwMDY0MDgxOF5BMl5BanBnXkFtZTcwNTk4NzgyMQ@@._V1_SX300.jpg,94 min,movie,English,"Steve Railsback, Michael Beck, Penelope Milford, Torquil Campbell",,Adventure,True,2 nominations.,The Golden Seal
56fb91c071a0650358ae5536,Sam Peckinpah,R,"6,158",USA,tt0086058,N/A,5.9,"Robert Ludlum (novel, Ian Masters (adaptation, Alan Sharp (screenplay)",04 Nov 1983,http://ia.media-imdb.com/images/M/MV5BMTgyMzY1NzYxNl5BMl5BanBnXkFtZTcwOTQ4MjUyMQ@@._V1_SX300.jpg,103 min,movie,English,"Rutger Hauer, John Hurt, Craig T. Nelson, Dennis Hopper","6,500,000","Action, Drama, Thriller",True,2 wins.,The Osterman Weekend
56fb91c071a0650358ae5537,Bob Fosse,R,"4,174",USA,tt0086355,N/A,6.6,"Teresa Carpenter (article, Bob Fosse",03 Feb 1984,http://ia.media-imdb.com/images/M/MV5BMTM1MjUyODU0OF5BMl5BanBnXkFtZTcwNzA3NTkxMQ@@._V1_SX300.jpg,103 min,movie,English,"Mariel Hemingway, Eric Roberts, Cliff Robertson, Carroll Baker","6,500,000","Biography, Drama",True,Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,Star 80
56fb91c071a0650358ae5538,Jeremy Kagan,PG,"1,487",USA,tt0086370,N/A,5.0,David S. Ward,18 Feb 1983,http://ia.media-imdb.com/images/M/MV5BMTQ3NDcyMjczMV5BMl5BanBnXkFtZTcwNTYyMDYyMQ@@._V1_SX300.jpg,102 min,movie,"English, French","Jackie Gleason, Mac Davis, Teri Garr, Karl Malden","6,300,000","Comedy, Crime",True,N/A,The Sting II
56fb91c071a0650358ae5539,Richard Fleischer,PG,"4,089",USA,tt0085159,N/A,3.9,William Wales,18 Nov 1983,http://ia.media-imdb.com/images/M/MV5BMjAzNjYyNjU2OV5BMl5BanBnXkFtZTcwNzU2NzgyMQ@@._V1_SX300.jpg,105 min,movie,English,"Tony Roberts, Tess Harper, Robert Joy, Candy Clark",,Horror,True,1 nomination.,Amityville 3-D
56fb91c071a0650358ae553a,Paul Nicholas,R,"1,605","USA, West Germany",tt0085318,N/A,4.8,"Aaron Butler (screenplay, Paul Nicholas (screenplay)",27 May 1983,http://ia.media-imdb.com/images/M/MV5BMTM1NTA3NTk0Nl5BMl5BanBnXkFtZTYwMjg2NTU5._V1_SX300.jpg,95 min,movie,English,"Linda Blair, John Vernon, Sybil Danning, Tamara Dobson",,"Action, Crime, Drama",True,1 win & 1 nomination.,Chained Heat
56fb91c071a0650358ae553b,John Mackenzie,R,898,"UK, Mexico",tt0085236,N/A,5.7,"Graham Greene (novel, Christopher Hampton (screenplay)",30 Sep 1983,http://ia.media-imdb.com/images/M/MV5BNDYzMzUwNzYxNl5BMl5BanBnXkFtZTYwOTU2Mjg5._V1_SX300.jpg,104 min,movie,English,"Michael Caine, Richard Gere, Bob Hoskins, Elpidia Carrillo","4,800,000","Drama, Romance, Thriller",True,Nominated for 2 BAFTA Film Awards. Another 1 nomination.,Beyond the Limit
56fb91c071a0650358ae553c,Tony Scott,R,"16,845","UK, USA",tt0085701,N/A,6.6,"Ivan Davis (screenplay, Michael Thomas (screenplay, Whitley Strieber (novel)",29 Apr 1983,http://ia.media-imdb.com/images/M/MV5BMjExNjM1NDM3OF5BMl5BanBnXkFtZTcwNzU2OTY1Mw@@._V1_SX300.jpg,97 min,movie,English,"Catherine Deneuve, David Bowie, Susan Sarandon, Cliff De Young","4,800,000","Fantasy, Horror, Romance",True,2 nominations.,The Hunger
56fb91c071a0650358ae553d,Bill Forsyth,PG,"15,515",UK,tt0085859,N/A,7.5,Bill Forsyth,18 Feb 1983,http://ia.media-imdb.com/images/M/MV5BMjExMzE1NDg2NV5BMl5BanBnXkFtZTcwNjg2ODIyMQ@@._V1_SX300.jpg,111 min,movie,"English, Russian, Japanese","Burt Lancaster, Peter Riegert, Fulton Mackay, Denis Lawson",,"Comedy, Drama",True,Won 1 BAFTA Film Award. Another 3 wins & 6 nominations.,Local Hero
56fb91c071a0650358ae553e,Roger Spottiswoode,R,"5,097",USA,tt0086510,N/A,7.1,"Clayton Frohman (screenplay, Clayton Frohman (story, Ron Shelton",21 Oct 1983,http://ia.media-imdb.com/images/M/MV5BMTUxMDExNjU3OF5BMl5BanBnXkFtZTcwNTU3Mjg3NA@@._V1_SX300.jpg,128 min,movie,English,"Nick Nolte, Ed Harris, Gene Hackman, Joanna Cassidy","5,700,000","Drama, War",True,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,Under Fire
56fb91c071a0650358ae553f,Dick Lowry,PG,"6,147",USA,tt0086325,N/A,3.3,"Stuart Birnbaum, David Dashev",12 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMTg1NTIwODU3M15BMl5BanBnXkFtZTcwNzQ4MTUxMQ@@._V1_SX300.jpg,85 min,movie,"English, Spanish","Jackie Gleason, Jerry Reed, Paul Williams, Pat McCormick",,"Comedy, Crime",True,N/A,Smokey and the Bandit Part 3
56fb91c071a0650358ae5540,John G. Avildsen,R,813,USA,tt0086011,N/A,4.4,Joan Tewkesbury,18 Nov 1983,http://ia.media-imdb.com/images/M/MV5BMjExMDI5NTQ4N15BMl5BanBnXkFtZTcwMDMyMzAzMQ@@._V1_SX300.jpg,83 min,movie,English,"Christopher Atkins, Lesley Ann Warren, Robert Logan, Deborah Rush",,"Drama, Romance",True,1 win.,A Night in Heaven
56fb91c071a0650358ae5541,Peter Hyams,R,"4,660",USA,tt0086356,N/A,6.3,"Roderick Taylor (screenplay, Peter Hyams (screenplay, Roderick Taylor (story)",05 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMTIxNjI1NzM5N15BMl5BanBnXkFtZTcwOTk3MDgyMQ@@._V1_SX300.jpg,109 min,movie,English,"Michael Douglas, Hal Holbrook, Yaphet Kotto, Sharon Gless","5,600,000","Drama, Mystery, Thriller",True,N/A,The Star Chamber
56fb91c071a0650358ae5542,Peter Yates,PG,"3,540",UK,tt0085461,N/A,7.7,Ronald Harwood (screenplay),06 Dec 1983,http://ia.media-imdb.com/images/M/MV5BMTk3ODI4NzQzNF5BMl5BanBnXkFtZTcwMTEzNDYyMQ@@._V1_SX300.jpg,118 min,movie,English,"Albert Finney, Tom Courtenay, Edward Fox, Zena Walker",,Drama,True,Nominated for 5 Oscars. Another 5 wins & 12 nominations.,The Dresser
56fb91c071a0650358ae5543,Charles Band,PG,"1,162",USA,tt0085935,N/A,3.5,Alan J. Adler,19 Aug 1983,http://ia.media-imdb.com/images/M/MV5BNjc4MTE3NjUwN15BMl5BanBnXkFtZTYwNzg5Nzg5._V1_SX300.jpg,84 min,movie,English,"Jeffrey Byron, Michael Preston, Tim Thomerson, Kelly Preston",,"Adventure, Sci-Fi, Action",True,1 win.,Metalstorm: The Destruction of Jared-Syn
56fb91c071a0650358ae5544,William Lustig,R,"1,758",USA,tt0084867,N/A,6.7,Richard Vetere,04 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTc0ODIxMjIyMl5BMl5BanBnXkFtZTcwNjI2NjA0MQ@@._V1_SX300.jpg,90 min,movie,English,"Robert Forster, Fred Williamson, Richard Bright, Rutanya Alda",,"Action, Crime, Thriller",True,N/A,Vigilante
56fb91c071a0650358ae5545,Martin Davidson,PG,"5,214",USA,tt0085475,N/A,6.9,"Martin Davidson (screenplay, Arlene Davidson (screenplay, P.F. Kluge (novel)",23 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMTI0OTI0MDM4Nl5BMl5BanBnXkFtZTYwMjgxNTg5._V1_SX300.jpg,95 min,movie,English,"Tom Berenger, Michael Paré, Joe Pantoliano, Matthew Laurance",,"Drama, Mystery, Music",True,N/A,Eddie and the Cruisers
56fb91c071a0650358ae5546,Blake Edwards,PG,"4,214","UK, USA",tt0085384,N/A,4.3,"Blake Edwards, Geoffrey Edwards",12 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMjA4OTE5MjYyNF5BMl5BanBnXkFtZTcwNzY2MTMyNA@@._V1_SX300.jpg,109 min,movie,English,"David Niven, Robert Wagner, Herbert Lom, Joanna Lumley",,"Comedy, Crime, Mystery",True,N/A,Curse of the Pink Panther
56fb91c071a0650358ae5547,Howard Avedis,R,757,USA,tt0087746,N/A,5.0,"Howard Avedis, Marlene Schmidt",02 Sep 1983,http://ia.media-imdb.com/images/M/MV5BNzA5NzE2Mjk2NF5BMl5BanBnXkFtZTcwNTYyOTYzMQ@@._V1_SX300.jpg,91 min,movie,English,"Mary Beth McDonough, David Wallace, Bill Paxton, Lynda Day George",,Horror,True,N/A,Mortuary
56fb91c071a0650358ae5548,Michael Tuchner,PG,313,USA,tt0086476,N/A,5.3,"Jeffrey Price, Peter S. Seaman",11 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTA0Nzk4NjcwNzNeQTJeQWpwZ15BbWU2MDg3NjI4OQ@@._V1_SX300.jpg,91 min,movie,English,"Margot Kidder, Robert Hays, Gila von Weitershausen, Daniel Faraldo",,"Comedy, Mystery, Thriller",True,N/A,Trenchcoat
56fb91c071a0650358ae5549,Mel Damski,PG,"5,781",UK,tt0086618,N/A,6.1,"Graham Chapman, Peter Cook, Bernard McKenna",24 Jun 1983,http://ia.media-imdb.com/images/M/MV5BMTc0OTU5NTEzOV5BMl5BanBnXkFtZTcwMzQyOTIzMQ@@._V1_SX300.jpg,96 min,movie,English,"Graham Chapman, Peter Boyle, Cheech Marin, Tommy Chong",,"Action, Adventure, Comedy",True,N/A,Yellowbeard
56fb91c071a0650358ae554a,Michael Mann,R,"7,993","USA, UK",tt0085780,14,5.8,"F. Paul Wilson (novel, Michael Mann (screenplay)",16 Dec 1983,http://ia.media-imdb.com/images/M/MV5BMjAxMjU0ODUyN15BMl5BanBnXkFtZTYwODI1MTQ5._V1_SX300.jpg,96 min,movie,English,"Scott Glenn, Alberta Watson, Jürgen Prochnow, Robert Prosky",,Horror,True,1 nomination.,The Keep
56fb91c071a0650358ae554b,Greydon Clark,R,"1,030",USA,tt0085764,N/A,4.0,"Al Gomez, Mickey Epps, Curtis Burch",04 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTIyMDE1OTg4NV5BMl5BanBnXkFtZTcwMTY2NDkzMQ@@._V1_SX300.jpg,88 min,movie,English,"Joe Don Baker, Leif Green, Jim Greenleaf, Scott McGinnis",,Comedy,True,N/A,Joysticks
56fb91c071a0650358ae554c,Donald Shebib,PG,519,Canada,tt0086220,N/A,6.7,"Henry Bean, Shirl Hendryx",04 Nov 1983,http://ia.media-imdb.com/images/M/MV5BMTc4NDM0MjkxOV5BMl5BanBnXkFtZTYwOTY2OTg5._V1_SX300.jpg,106 min,movie,English,"Robby Benson, Pat Hingle, Claudia Cron, Jeff McCracken",,"Drama, Sport",True,1 nomination.,Running Brave
56fb91c071a0650358ae554d,Francis Ford Coppola,R,"23,637","USA, France",tt0086216,63,7.3,"S.E. Hinton (novel, S.E. Hinton (screenplay, Francis Ford Coppola (screenplay)",21 Oct 1983,http://ia.media-imdb.com/images/M/MV5BMjE4NTUwMzcwN15BMl5BanBnXkFtZTcwMzI0NjAyMQ@@._V1_SX300.jpg,94 min,movie,English,"Matt Dillon, Mickey Rourke, Diane Lane, Dennis Hopper","2,500,000",Drama,True,Nominated for 1 Golden Globe. Another 3 wins & 1 nomination.,Rumble Fish
56fb91c071a0650358ae554e,Robert Lieberman,PG,533,USA,tt0086405,N/A,6.3,David Seltzer,10 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTI5MzY0Mjk1Ml5BMl5BanBnXkFtZTcwODM5NDgyMQ@@._V1_SX300.jpg,122 min,movie,English,"Jon Voight, Richard Crenna, Marie-Christine Barrault, Millie Perkins","2,400,000","Drama, Romance",True,1 win & 1 nomination.,Table for Five
56fb91c071a0650358ae554f,Richard Fleischer,PG,595,USA,tt0086461,N/A,5.5,John Leone,25 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTYwNjE1MzY5OV5BMl5BanBnXkFtZTcwODk3NTQ4Mw@@._V1_SX300.jpg,106 min,movie,English,"Dennis Quaid, Carlene Watkins, Stan Shaw, Pam Grier",,"Action, Drama, Romance",True,N/A,Tough Enough
56fb91c071a0650358ae5550,Dick Richards,PG,268,USA,tt0085895,N/A,6.3,"Erich Segal (novel, Erich Segal (screenplay, David Zelag Goodman (screenplay)",01 Oct 1983,http://ia.media-imdb.com/images/M/MV5BMTc5OTU4MzczMF5BMl5BanBnXkFtZTcwMjE3MDYyMQ@@._V1_SX300.jpg,99 min,movie,English,"Martin Sheen, Blythe Danner, Craig T. Nelson, David Hemmings","2,300,000",Drama,True,1 win & 2 nominations.,"Man, Woman and Child"
56fb91c071a0650358ae5551,Nagisa Ôshima,R,"10,182","UK, Japan, New Zealand",tt0085933,N/A,7.3,"Laurens van der Post (novel, Nagisa Ôshima (screenplay, Paul Mayersberg (screenplay)",02 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMjIwODkyNjc4M15BMl5BanBnXkFtZTcwNTMxNDU4Mw@@._V1_SX300.jpg,123 min,movie,"English, Japanese","David Bowie, Tom Conti, Ryuichi Sakamoto, Takeshi Kitano",,"Drama, War",True,Won 1 BAFTA Film Award. Another 8 wins & 6 nominations.,Merry Christmas Mr. Lawrence
56fb91c071a0650358ae5552,David Cronenberg,R,"57,753",Canada,tt0086541,60,7.3,David Cronenberg,04 Feb 1983,http://ia.media-imdb.com/images/M/MV5BMTQyODQ0OTY4M15BMl5BanBnXkFtZTcwMTk2ODYyMQ@@._V1_SX300.jpg,87 min,movie,English,"James Woods, Sonja Smits, Debbie Harry, Peter Dvorsky",,"Horror, Sci-Fi",True,3 wins & 7 nominations.,Videodrome
56fb91c071a0650358ae5553,Rafal Zielinski,R,"1,850","Canada, USA",tt0086264,N/A,4.8,"Linda Shayne (screenplay, Jim Wynorski (screenplay)",01 Apr 1983,http://ia.media-imdb.com/images/M/MV5BMTMyMjI5NzAxMV5BMl5BanBnXkFtZTcwMDQxNTA3Mg@@._V1_SX300.jpg,80 min,movie,English,"Peter Keleghan, Kent Deuters, Linda Speciale, Alan Deveau",,Comedy,True,N/A,Screwballs
56fb91c071a0650358ae5554,Lynne Littman,PG,"4,402",USA,tt0086429,N/A,7.1,Carol Amen (based on the story \,05 Jan 1984,http://ia.media-imdb.com/images/M/MV5BMjM2MjQwNjQ4Nl5BMl5BanBnXkFtZTgwMDY2NjQzMTE@._V1_SX300.jpg,90 min,movie,English,"Jane Alexander, William Devane, Rossie Harris, Roxana Zal","1,500,000",Drama,True,Nominated for 1 Oscar. Another 2 wins & 5 nominations.,Testament
56fb91c071a0650358ae5555,Mike Hodges,NOT RATED,52,USA,tt0085945,N/A,6.0,"Karl Alexander (novel, Mike Hodges",14 May 1983,N/A,96 min,movie,English,"Elizabeth Montgomery, Ron Karabatsos, John Reilly, Louanne",,Mystery,True,N/A,Missing Pieces
56fb91c071a0650358ae5556,John Sayles,R,"1,385",USA,tt0085208,N/A,6.4,"Amy Robinson (story, John Sayles (screenplay)",04 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMTc1MTkzMjY4N15BMl5BanBnXkFtZTcwODUyNDgxMQ@@._V1_SX300.jpg,105 min,movie,English,"Rosanna Arquette, Vincent Spano, Joanna Merlin, Jack Davidson","1,900,000","Comedy, Drama, Romance",True,1 win.,Baby It's You
56fb91c071a0650358ae5557,James Ivory,R,"1,139",UK,tt0084058,N/A,6.7,"Ruth Prawer Jhabvala (novel, Ruth Prawer Jhabvala (screenplay)",01 Jan 1983,http://ia.media-imdb.com/images/M/MV5BMTI1MDg3MTc3Nl5BMl5BanBnXkFtZTcwNTc3MzAwMQ@@._V1_SX300.jpg,133 min,movie,English,"Christopher Cazenove, Greta Scacchi, Julian Glover, Susan Fleetwood",,"Drama, Romance",True,Won 1 BAFTA Film Award. Another 1 win & 8 nominations.,Heat and Dust
56fb91c071a0650358ae5558,Cirio H. Santiago,R,293,Philippines,tt0086381,N/A,4.2,"Howard R. Cohen (screenplay, Leonard Hermes (story)",02 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMTFjMWRkZjEtNzkzYi00YTIzLTgyYTQtZTAzMjI3NDdjM2IzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,86 min,movie,English,"Steve Sandor, Andrea Savio, William Ostrander, Julie Gray",,"Action, Sci-Fi",True,N/A,Stryker
56fb91c071a0650358ae5559,Allan Arkush,R,817,USA,tt0085551,N/A,7.1,"Danny Opatoshu, Henry Rosenbaum, David Taylor",05 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMTY2NTEyOTU3OF5BMl5BanBnXkFtZTgwOTI5MjMyMDE@._V1_SX300.jpg,92 min,movie,English,"Malcolm McDowell, Allen Garfield, Daniel Stern, Gail Edwards",,"Comedy, Music",True,N/A,Get Crazy
56fb91c071a0650358ae555a,John Sayles,R,"1,322",USA,tt0085838,N/A,6.9,John Sayles,18 Jan 1983,http://ia.media-imdb.com/images/M/MV5BNzYzNDE2MDYxNF5BMl5BanBnXkFtZTYwMTc2Mjg5._V1_SX300.jpg,110 min,movie,English,"Linda Griffiths, Jane Hallaren, Jon DeVries, Jo Henderson","1,500,000",Drama,True,N/A,Lianna
56fb91c071a0650358ae555b,Michael Laughlin,PG,"1,832",USA,tt0086374,N/A,5.5,"Bill Condon (screenplay, Michael Laughlin (screenplay, Bill Condon (story, Michael Laughlin (story, Walter Halsey Davis (story)",16 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMTk4ODIwNTAwNV5BMl5BanBnXkFtZTcwMDQ2NzI5NA@@._V1_SX300.jpg,92 min,movie,English,"Paul Le Mat, Nancy Allen, Diana Scarwid, Michael Lerner",,"Horror, Mystery, Sci-Fi",True,1 win & 6 nominations.,Strange Invaders
56fb91c071a0650358ae555c,Jeff Kanew,PG,704,USA,tt0085473,N/A,5.5,"James McLendon (novel, Jeff Kanew (screenplay)",25 Mar 1983,http://ia.media-imdb.com/images/M/MV5BMjA5NjMxMjkzM15BMl5BanBnXkFtZTYwMzY2Mjg5._V1_SX300.jpg,95 min,movie,English,"Kirk Douglas, John Schneider, Lee Purcell, Lisa Dunsheath","1,300,000","Action, Crime, Drama",True,N/A,Eddie Macon's Run
56fb91c071a0650358ae555d,Curtis Hanson,R,"3,024","Canada, USA",tt0085868,51,4.8,"Bill Norton (screenplay, Bill Norton (story, Bryan Gindoff (story)",22 Apr 1983,http://ia.media-imdb.com/images/M/MV5BMTU4MTUwNzcxOV5BMl5BanBnXkFtZTYwMDgyNDY5._V1_SX300.jpg,100 min,movie,English,"Tom Cruise, Jackie Earle Haley, John Stockwell, John P. Navin Jr.",,Comedy,True,N/A,Losin' It
56fb91c071a0650358ae555e,Peter Sasdy,R,726,USA,tt0085863,N/A,2.5,"Harold Robbins (novel, Ellen Shepard (adaptation, John Kershaw, Shawn Randall",30 Sep 1983,http://ia.media-imdb.com/images/M/MV5BMTQ0NjQ0NTc0NF5BMl5BanBnXkFtZTYwMjM1Nzg5._V1_SX300.jpg,92 min,movie,English,"Pia Zadora, Lloyd Bochner, Bibi Besch, Joseph Cali",,Drama,True,6 wins & 8 nominations.,The Lonely Lady
56fb91c071a0650358ae555f,George P. Cosmatos,R,"1,648","Canada, USA",tt0086036,N/A,6.2,"Chauncey G. Parker III (novel, Brian Taggert (screenplay)",24 Nov 1983,http://ia.media-imdb.com/images/M/MV5BMTMxMTU4ODM3MV5BMl5BanBnXkFtZTcwMzc1MTAwMQ@@._V1_SX300.jpg,88 min,movie,English,"Peter Weller, Jennifer Dale, Lawrence Dane, Kenneth Welsh",,Horror,True,2 wins.,Of Unknown Origin
56fb91c071a0650358ae5560,William Olsen,R,116,USA,tt0085588,N/A,4.2,William Olsen,01 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMjI5MDk2MzE2N15BMl5BanBnXkFtZTcwMDE5MTY0OQ@@._V1_SX300.jpg,96 min,movie,English,"Martin Yost, Heather Kennedy, Jeff Edmond, Kathy Brickmeier",,Comedy,True,N/A,Getting It On
56fb91c071a0650358ae5561,Ralph Bakshi,PG,"6,115",USA,tt0085542,N/A,6.7,"Ralph Bakshi (characters created by, Frank Frazetta (characters created by, Roy Thomas (screenplay, Gerry Conway (screenplay)",26 Aug 1983,http://ia.media-imdb.com/images/M/MV5BMTk2ODQzOTc4Nl5BMl5BanBnXkFtZTcwNzQ5OTM5Mg@@._V1_SX300.jpg,81 min,movie,English,"Randy Norton, Cynthia Leake, Steve Sandor, Sean Hannon",,"Animation, Fantasy, Adventure",True,N/A,Fire and Ice
56fb91c071a0650358ae5562,Michael Winner,R,784,UK,tt0086582,N/A,3.9,"Leslie Arliss (screenplay, Michael Winner (screenplay, Gordon Glennon (additional dialogue by, Aimée Stuart (additional dialogue by, Magdalen King-Hall (from the book \",28 Oct 1983,http://ia.media-imdb.com/images/M/MV5BMjAzNjIzNDQ3Nl5BMl5BanBnXkFtZTYwMjI1MTk5._V1_SX300.jpg,98 min,movie,English,"Faye Dunaway, Alan Bates, John Gielgud, Denholm Elliott",,"Adventure, Drama",True,1 nomination.,The Wicked Lady
56fb91c071a0650358ae5563,Wilford Leach,G,"2,469","UK, USA",tt0086112,N/A,7.2,"W.S. Gilbert (operetta, Wilford Leach (screenplay)",18 Feb 1983,http://ia.media-imdb.com/images/M/MV5BMTgzMzEwNDQxMV5BMl5BanBnXkFtZTgwMDk0NzEyMDE@._V1_SX300.jpg,112 min,movie,English,"Kevin Kline, Angela Lansbury, Linda Ronstadt, George Rose",,"Comedy, Musical, Romance",True,Nominated for 1 Golden Globe. Another 1 nomination.,The Pirates of Penzance
56fb91c071a0650358ae5564,Sidney Lumet,R,790,"UK, USA",tt0085398,N/A,6.6,"E.L. Doctorow (novel, E.L. Doctorow (screenplay)",07 Mar 1984,http://ia.media-imdb.com/images/M/MV5BMTI2OTY0OTY3OF5BMl5BanBnXkFtZTcwMTA0MjQyMQ@@._V1_SX300.jpg,130 min,movie,English,"Timothy Hutton, Mandy Patinkin, Lindsay Crouse, Edward Asner",,Drama,True,N/A,Daniel
