_id,Box_office,Response,Poster,Writer,Rated,Type,Genre,Awards,imdbRating,Metascore,Country,Released,Director,imdbVotes,Language,Title,imdbID,Runtime,Actors
56fba14d71a0651d6426797d,"17,355,263",True,http://ia.media-imdb.com/images/M/MV5BMjA0MTM0NDk4M15BMl5BanBnXkFtZTcwOTMzMDIyMQ@@._V1_SX300.jpg,Cheech Marin,R,movie,Comedy,4 wins.,5.9,N/A,USA,21 Aug 1987,Cheech Marin,"4,309",English,Born in East L.A.,tt0092690,85 min,"Cheech Marin, Paul Rodriguez, Daniel Stern, Kamala Lopez"
56fba14d71a0651d6426797e,"17,336,370",True,http://ia.media-imdb.com/images/M/MV5BMTMzMTc2MDc1M15BMl5BanBnXkFtZTcwMTM4ODAwMQ@@._V1_SX300.jpg,David Odell,PG,movie,"Action, Adventure, Fantasy",2 wins & 5 nominations.,5.3,N/A,USA,07 Aug 1987,Gary Goddard,"27,281",English,Masters of the Universe,tt0093507,106 min,"Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty"
56fba14d71a0651d6426797f,"17,185,632",True,http://ia.media-imdb.com/images/M/MV5BNzIwODgxNjMzOF5BMl5BanBnXkFtZTcwMzc2MzUyMQ@@._V1_SX300.jpg,"William Hjortsberg (novel, Alan Parker (screenplay)",X,movie,"Horror, Mystery, Thriller",2 wins & 3 nominations.,7.3,N/A,"UK, Canada, USA",06 Mar 1987,Alan Parker,"61,398","English, French",Angel Heart,tt0092563,113 min,"Mickey Rourke, Robert De Niro, Lisa Bonet, Charlotte Rampling"
56fba14d71a0651d64267980,"16,337,355",True,http://ia.media-imdb.com/images/M/MV5BMjEwMjM3Njk2NV5BMl5BanBnXkFtZTcwOTk5NjAwMQ@@._V1_SX300.jpg,"Lawrence Block (novels, Jeph Loeb (screenplay, Matthew Weisman (screenplay, Hugh Wilson (screenplay)",R,movie,"Comedy, Crime",N/A,5.0,N/A,"USA, Canada",20 Mar 1987,Hugh Wilson,"3,157",English,Burglar,tt0092710,103 min,"Whoopi Goldberg, Bobcat Goldthwait, G.W. Bailey, Lesley Ann Warren"
56fba14d71a0651d64267981,"16,057,580",True,http://ia.media-imdb.com/images/M/MV5BMjA0MDU0NDcwOV5BMl5BanBnXkFtZTcwMTM0NTY1Mg@@._V1_SX300.jpg,"Gary Conway (story, David Engelbach (story, Stirling Silliphant (screenplay, Sylvester Stallone (screenplay)",PG,movie,"Action, Drama, Sport",4 wins & 2 nominations.,5.6,N/A,USA,13 Feb 1987,Menahem Golan,"36,266",English,Over the Top,tt0093692,93 min,"Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt"
56fba14d71a0651d64267982,"15,681,020",True,http://ia.media-imdb.com/images/M/MV5BMTQyMjI0ODcyNV5BMl5BanBnXkFtZTcwNDQ1OTMyMQ@@._V1_SX300.jpg,"Joe Shuster (character created by: Superman, Jerry Siegel (character created by: Superman, Christopher Reeve (story, Lawrence Konner (story, Mark Rosenthal (story, Lawrence Konner (screenplay, Mark Rosenthal (screenplay)",PG,movie,"Action, Adventure, Family",2 wins & 5 nominations.,3.7,22,"UK, USA",24 Jul 1987,Sidney J. Furie,"32,403","English, Russian, French, Italian",Superman IV: The Quest for Peace,tt0094074,90 min,"Christopher Reeve, Gene Hackman, Jackie Cooper, Marc McClure"
56fba14d71a0651d64267983,"15,151,736",True,http://ia.media-imdb.com/images/M/MV5BMTY3NDA1NTc3MF5BMl5BanBnXkFtZTcwOTkwNzczNA@@._V1_SX300.jpg,"Virginia C. Andrews (novel, Jeffrey Bloom (screenplay)",PG-13,movie,"Drama, Mystery, Thriller",1 win & 1 nomination.,5.6,N/A,USA,20 Nov 1987,Jeffrey Bloom,"7,350",English,Flowers in the Attic,tt0093036,93 min,"Louise Fletcher, Victoria Tennant, Kristy Swanson, Jeb Stuart Adams"
56fba14d71a0651d64267984,"14,792,779",True,http://ia.media-imdb.com/images/M/MV5BMTYwNDg1NDYzOF5BMl5BanBnXkFtZTcwMDIwMzg4NA@@._V1_SX300.jpg,Woody Allen,PG,movie,Comedy,Nominated for 2 Oscars. Another 3 wins & 7 nominations.,7.6,N/A,USA,30 Jan 1987,Woody Allen,"23,386",English,Radio Days,tt0093818,88 min,"Mike Starr, Paul Herman, Don Pardo, Martin Rosenblatt"
56fba14d71a0651d64267985,"14,564,027",True,http://ia.media-imdb.com/images/M/MV5BMTkyNzc4NjkwNV5BMl5BanBnXkFtZTgwNzI2Mjc1MDE@._V1_SX300.jpg,Clive Barker,R,movie,"Fantasy, Horror",2 wins & 5 nominations.,7.0,N/A,UK,18 Sep 1987,Clive Barker,"73,877",English,Hellraiser,tt0093177,94 min,"Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman"
56fba14d71a0651d64267986,"14,375,181",True,http://ia.media-imdb.com/images/M/MV5BMTI3NzkwMzU4Ml5BMl5BanBnXkFtZTcwMzgzMzMzMQ@@._V1_SX300.jpg,Elaine May,PG-13,movie,"Action, Adventure, Comedy",1 win & 3 nominations.,4.2,52,USA,15 May 1987,Elaine May,"8,543",English,Ishtar,tt0093278,107 min,"Warren Beatty, Dustin Hoffman, Isabelle Adjani, Charles Grodin"
56fba14d71a0651d64267987,"14,182,492",True,http://ia.media-imdb.com/images/M/MV5BMTc3Njk1NDczMl5BMl5BanBnXkFtZTcwODM3MTgyMQ@@._V1_SX300.jpg,John Carpenter,R,movie,Horror,1 win & 1 nomination.,6.7,50,USA,23 Oct 1987,John Carpenter,"24,043","English, Latin",Prince of Darkness,tt0093777,102 min,"Donald Pleasence, Jameson Parker, Victor Wong, Lisa Blount"
56fba14d71a0651d64267988,"14,000,000",True,http://ia.media-imdb.com/images/M/MV5BNTIxNjM4ODA0NV5BMl5BanBnXkFtZTcwMDI3MTcyMQ@@._V1_SX300.jpg,"Stephen King (stories, George A. Romero (screenplay)",R,movie,"Comedy, Fantasy, Horror",1 nomination.,6.0,N/A,USA,01 May 1987,Michael Gornick,"15,340",English,Creepshow 2,tt0092796,92 min,"Domenick John, Tom Savini, George Kennedy, Philip Dore"
56fba14d71a0651d64267989,"13,839,404",True,http://ia.media-imdb.com/images/M/MV5BODYyOTIxOTg5Nl5BMl5BanBnXkFtZTcwNzMyMTYyMQ@@._V1_SX300.jpg,James Carabatsos,R,movie,"Drama, War, Action",N/A,6.7,N/A,USA,28 Aug 1987,John Irvin,"18,634","English, French",Hamburger Hill,tt0093137,110 min,"Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan"
56fba14d71a0651d6426798a,"13,539,458",True,http://ia.media-imdb.com/images/M/MV5BMTI1NDE2MzkwOF5BMl5BanBnXkFtZTcwMDIzMTkzMQ@@._V1_SX300.jpg,Michael Nankin,PG-13,movie,"Fantasy, Horror",2 wins & 2 nominations.,5.9,N/A,"Canada, USA",15 May 1987,Tibor Takács,"9,901",English,The Gate,tt0093075,85 min,"Stephen Dorff, Christa Denton, Louis Tripp, Kelly Rowan"
56fba14d71a0651d6426798b,"13,290,368",True,http://ia.media-imdb.com/images/M/MV5BMjE0NTA0Mjc5N15BMl5BanBnXkFtZTcwODA4OTQyMQ@@._V1_SX300.jpg,James Toback,PG-13,movie,"Comedy, Crime, Drama",N/A,5.2,N/A,USA,18 Sep 1987,James Toback,"4,760",English,The Pick-up Artist,tt0093737,81 min,"Molly Ringwald, Robert Downey Jr., Dennis Hopper, Danny Aiello"
56fba14d71a0651d6426798c,"13,110,903",True,http://ia.media-imdb.com/images/M/MV5BMTQ1NTU4MjM0MV5BMl5BanBnXkFtZTcwNzEyNDYyMQ@@._V1_SX300.jpg,"James Komack (story, Bill Norton (story, Bruce Kirschbaum (story, Peter Krikes (screenplay, Steve Meerson (screenplay, Chris Thompson (screenplay, Lou Rusoff (characters)",PG,movie,"Comedy, Musical",N/A,5.7,N/A,USA,07 Aug 1987,Lyndall Hobbs,"2,145",English,Back to the Beach,tt0092608,92 min,"Frankie Avalon, Annette Funicello, Lori Loughlin, Tommy Hinkley"
56fba14d71a0651d6426798d,"12,640,385",True,http://ia.media-imdb.com/images/M/MV5BMTUyODQ1MTQ0OF5BMl5BanBnXkFtZTcwNTcxODkzMQ@@._V1_SX300.jpg,"Anne Holden (novel, Curtis Hanson (screenplay)",R,movie,"Crime, Mystery, Thriller",N/A,6.4,N/A,USA,16 Jan 1987,Curtis Hanson,"3,239",English,The Bedroom Window,tt0092627,112 min,"Steve Guttenberg, Elizabeth McGovern, Isabelle Huppert, Paul Shenar"
56fba14d71a0651d6426798e,"12,423,831",True,http://ia.media-imdb.com/images/M/MV5BMTY2MDIyNzU1M15BMl5BanBnXkFtZTcwOTE0ODQyMQ@@._V1_SX300.jpg,"George Axelrod (screen story, Richard Burridge (additional material, Frederick Forsyth (screenplay, Frederick Forsyth (novel)",R,movie,Thriller,1 nomination.,6.5,N/A,UK,28 Aug 1987,John Mackenzie,"6,779",English,The Fourth Protocol,tt0093044,119 min,"Michael Caine, Pierce Brosnan, Ned Beatty, Joanna Cassidy"
56fba14d71a0651d6426798f,"12,396,383",True,http://ia.media-imdb.com/images/M/MV5BODk5NzQ1NDk1Nl5BMl5BanBnXkFtZTgwODI1NjcxMTE@._V1_SX300.jpg,"Bret Easton Ellis (novel, Harley Peyton (screenplay)",R,movie,"Crime, Drama",N/A,6.3,N/A,USA,06 Nov 1987,Marek Kanievska,"13,905","English, Spanish",Less Than Zero,tt0093407,98 min,"Andrew McCarthy, Jami Gertz, Robert Downey Jr., James Spader"
56fba14d71a0651d64267990,"12,046,526",True,http://ia.media-imdb.com/images/M/MV5BMTA0NTYyNzkwMDBeQTJeQWpwZ15BbWU3MDQwNzQzMjE@._V1_SX300.jpg,"Bill Svanoe (story, Hilary Henkin (screenplay, Dean Riesner (screenplay)",R,movie,"Action, Comedy, Crime",1 win.,5.3,N/A,"USA, Japan",30 Oct 1987,Tom Holland,"2,315",English,Fatal Beauty,tt0093011,104 min,"Whoopi Goldberg, Sam Elliott, Rubén Blades, Harris Yulin"
56fba14d71a0651d64267991,"11,307,844",True,http://ia.media-imdb.com/images/M/MV5BNDcwNTM2MTU3OF5BMl5BanBnXkFtZTYwNDgzMzc4._V1_SX300.jpg,"John Milius (story, Fred Rexer (story, Deric Washburn (screenplay, Harry Kleiner (screenplay)",R,movie,"Action, Crime, Drama",N/A,6.6,N/A,USA,24 Apr 1987,Walter Hill,"4,313","English, Spanish",Extreme Prejudice,tt0092997,104 min,"Nick Nolte, Powers Boothe, Michael Ironside, Maria Conchita Alonso"
56fba14d71a0651d64267992,"10,489,617",True,http://ia.media-imdb.com/images/M/MV5BNzUxNTM3MjYyNV5BMl5BanBnXkFtZTYwNzU3Mjg5._V1_SX300.jpg,Paul Schrader,PG-13,movie,"Drama, Music",1 nomination.,5.4,N/A,USA,06 Feb 1987,Paul Schrader,"1,895",English,Light of Day,tt0093415,107 min,"Michael J. Fox, Gena Rowlands, Joan Jett, Michael McKean"
56fba14d71a0651d64267993,"10,348,437",True,http://ia.media-imdb.com/images/M/MV5BMTMxMjU4MzI1N15BMl5BanBnXkFtZTcwODU0NDcyMQ@@._V1_SX300.jpg,"Mark Feldberg, Mitchell Klebanoff",PG,movie,Comedy,N/A,4.8,N/A,USA,14 Aug 1987,Michael Schultz,"1,568",English,Disorderlies,tt0092897,86 min,"Mark Morales, Darren Robinson, Damon Wimbley, Anthony Geary"
56fba14d71a0651d64267994,"10,278,549",True,http://ia.media-imdb.com/images/M/MV5BNTIwMTU0NDQwM15BMl5BanBnXkFtZTYwOTU3Mjg5._V1_SX300.jpg,Howard Franklin,R,movie,"Crime, Drama, Romance",2 nominations.,6.1,N/A,USA,09 Oct 1987,Ridley Scott,"7,078",English,Someone to Watch Over Me,tt0094008,106 min,"Tom Berenger, Mimi Rogers, Lorraine Bracco, Jerry Orbach"
56fba14d71a0651d64267995,"10,021,120",True,http://ia.media-imdb.com/images/M/MV5BMTIxMDk0MjYyNF5BMl5BanBnXkFtZTcwNzgyMTYyMQ@@._V1_SX300.jpg,John Boorman,PG-13,movie,"Comedy, Drama, Romance",Nominated for 5 Oscars. Another 16 wins & 24 nominations.,7.4,N/A,"UK, USA",19 Feb 1988,John Boorman,"9,578",English,Hope and Glory,tt0093209,113 min,"Sebastian Rice-Edwards, Geraldine Muir, Sarah Miles, David Hayman"
56fba14d71a0651d64267996,"9,868,521",True,http://ia.media-imdb.com/images/M/MV5BMTgxMTAwNzg2OV5BMl5BanBnXkFtZTcwMTM1NjYxMQ@@._V1_SX300.jpg,"Amy Holden Jones, Perry Howze, Randy Howze",PG,movie,"Fantasy, Comedy",N/A,5.4,N/A,USA,31 Jul 1987,Amy Holden Jones,"2,555","English, Spanish",Maid to Order,tt0093476,93 min,"Ally Sheedy, Beverly D'Angelo, Michael Ontkean, Valerie Perrine"
56fba14d71a0651d64267997,"9,747,988",True,http://ia.media-imdb.com/images/M/MV5BMzE4MjEzNTU0OF5BMl5BanBnXkFtZTcwMzU4ODYyMQ@@._V1_SX300.jpg,Jim Kouf,R,movie,"Action, Crime, Horror",4 wins & 6 nominations.,7.0,N/A,USA,30 Oct 1987,Jack Sholder,"12,300",English,The Hidden,tt0093185,96 min,"Kyle MacLachlan, Michael Nouri, Claudia Christian, Clarence Felder"
56fba14d71a0651d64267998,"9,518,342",True,http://ia.media-imdb.com/images/M/MV5BMTc4MzI5NDQxMF5BMl5BanBnXkFtZTcwODgzODQzMQ@@._V1_SX300.jpg,"Bob Clark, David E. Kelley (screenplay, David E. Kelley (story)",PG,movie,"Comedy, Drama",1 nomination.,6.2,N/A,USA,06 Feb 1987,Bob Clark,"1,693",English,From the Hip,tt0093051,111 min,"Judd Nelson, Elizabeth Perkins, John Hurt, Darren McGavin"
56fba14d71a0651d64267999,"7,888,703",True,http://ia.media-imdb.com/images/M/MV5BMTg0OTMzOTUxMF5BMl5BanBnXkFtZTcwMDA0MTM3NA@@._V1_SX300.jpg,"Jeph Loeb (characters, Matthew Weisman (characters, Jeph Loeb (story, Matthew Weisman (story, Tim Kring (screenplay)",PG,movie,"Comedy, Fantasy",N/A,3.1,8,USA,20 Nov 1987,Christopher Leitch,"8,296",English,Teen Wolf Too,tt0094118,95 min,"Jason Bateman, Kim Darby, John Astin, Paul Sand"
56fba14d71a0651d6426799a,"7,800,000",True,http://ia.media-imdb.com/images/M/MV5BMTcxOTg4NjQwMV5BMl5BanBnXkFtZTYwNTYzNzA5._V1_SX300.jpg,"Fred Dekker (inspired by an original story by, Ethan Wiley",PG-13,movie,"Comedy, Fantasy, Horror",1 nomination.,5.4,N/A,USA,28 Aug 1987,Ethan Wiley,"7,405",English,House II: The Second Story,tt0093220,88 min,"Arye Gross, Jonathan Stark, Royal Dano, Bill Maher"
56fba14d71a0651d6426799b,"7,555,000",True,http://ia.media-imdb.com/images/M/MV5BMTM3OTc0MDUxN15BMl5BanBnXkFtZTcwNDc1NjYyMQ@@._V1_SX300.jpg,"Michael Patrick Goodman, Gary Sherman, Brian Taggert",R,movie,"Action, Crime, Drama",N/A,5.9,N/A,USA,16 Jan 1987,Gary Sherman,"2,930",English,Wanted: Dead or Alive,tt0094293,106 min,"Rutger Hauer, Gene Simmons, Robert Guillaume, Mel Harris"
56fba14d71a0651d6426799c,"7,393,346",True,http://ia.media-imdb.com/images/M/MV5BMTU2NzAxNDgwN15BMl5BanBnXkFtZTcwMDUzMzMzMQ@@._V1_SX300.jpg,"William Kennedy (novel, William Kennedy (screenplay)",R,movie,Drama,Nominated for 2 Oscars. Another 2 wins & 2 nominations.,6.8,N/A,USA,12 Feb 1988,Hector Babenco,"6,051",English,Ironweed,tt0093277,143 min,"Jack Nicholson, Meryl Streep, Carroll Baker, Michael O'Keefe"
56fba14d71a0651d6426799d,"7,305,209",True,http://ia.media-imdb.com/images/M/MV5BMTcyMzU2MDY0M15BMl5BanBnXkFtZTcwNzQwNjIzMQ@@._V1_SX300.jpg,"Andrew Smith (story, Andrew Smith (screenplay, Ken Finkleman (screenplay)",PG,movie,"Comedy, Music, Romance",Nominated for 1 Golden Globe. Another 2 wins & 6 nominations.,4.6,N/A,USA,07 Aug 1987,James Foley,"7,369",English,Who's That Girl,tt0094321,92 min,"Madonna, Griffin Dunne, Haviland Morris, John McMartin"
56fba14d71a0651d6426799e,"7,019,441",True,http://ia.media-imdb.com/images/M/MV5BMTQxNjAwNTczNV5BMl5BanBnXkFtZTcwMTgwODcxMQ@@._V1_SX300.jpg,"Joe Menosky, Jeff Rothberg",PG-13,movie,"Comedy, Drama, Romance",1 win.,6.5,N/A,USA,06 Nov 1987,Bob Giraldi,"2,367",English,Hiding Out,tt0093186,98 min,"Jon Cryer, Keith Coogan, Annabeth Gish, Oliver Cotton"
56fba14d71a0651d6426799f,"6,880,310",True,http://ia.media-imdb.com/images/M/MV5BMTMyMzkyMDYxNF5BMl5BanBnXkFtZTcwMTM4NTQyMQ@@._V1_SX300.jpg,"Brian Garfield (characters, Gail Morgan Hickman",R,movie,"Action, Crime, Drama",N/A,5.3,N/A,USA,06 Nov 1987,J. Lee Thompson,"5,811",English,Death Wish 4: The Crackdown,tt0092857,99 min,"Charles Bronson, Kay Lenz, John P. Ryan, Perry Lopez"
56fba14d71a0651d642679a0,"6,804,312",True,http://ia.media-imdb.com/images/M/MV5BMTk4NjM5MzI1NV5BMl5BanBnXkFtZTcwNjc3NzIzMQ@@._V1_SX300.jpg,"Janice Karman, Ross Bagdasarian Jr.",G,movie,"Animation, Adventure, Comedy",1 nomination.,7.2,N/A,USA,22 May 1987,Janice Karman,"4,070",English,The Chipmunk Adventure,tt0092752,77 min,"Ross Bagdasarian Jr., Janice Karman, Dody Goodman, Susan Tyrrell"
56fba14d71a0651d642679a1,"6,075,793",True,http://ia.media-imdb.com/images/M/MV5BMTc5MTA3MzU4Nl5BMl5BanBnXkFtZTgwMTc4MzkwMzE@._V1_SX300.jpg,Richard Sale,PG-13,movie,"Action, Drama, Thriller",N/A,5.0,N/A,USA,09 Jan 1987,Peter R. Hunt,"1,952",English,Assassination,tt0092585,88 min,"Charles Bronson, Jill Ireland, Stephen Elliott, Jan Gan Boyd"
56fba14d71a0651d642679a2,"5,899,797",True,http://ia.media-imdb.com/images/M/MV5BMzc2NjI1NjExMF5BMl5BanBnXkFtZTgwODg1MjU3MDE@._V1_SX300.jpg,"John Briley (screenplay, Donald Woods (books)",PG,movie,"Biography, Drama, History",Nominated for 3 Oscars. Another 5 wins & 11 nominations.,7.5,N/A,UK,06 Nov 1987,Richard Attenborough,"9,666",English,Cry Freedom,tt0092804,157 min,"Josette Simon, Wabei Siyolwe, John Matshikiza, Juanita Waterman"
56fba14d71a0651d642679a3,"5,711,976",True,N/A,Jerry Belson,PG,movie,Comedy,N/A,5.4,N/A,USA,09 Oct 1987,Jerry Belson,605,English,Surrender,tt0094078,105 min,"Sally Field, Michael Caine, Steve Guttenberg, Peter Boyle"
56fba14d71a0651d642679a4,"5,669,831",True,http://ia.media-imdb.com/images/M/MV5BMzQyOTQwNTk4OF5BMl5BanBnXkFtZTcwNzcwMDAzMQ@@._V1_SX300.jpg,Robert Benton,PG,movie,"Comedy, Mystery, Romance",1 win & 1 nomination.,5.5,N/A,USA,07 Aug 1987,Robert Benton,"2,982",English,Nadine,tt0093596,83 min,"Jeff Bridges, Kim Basinger, Rip Torn, Gwen Verdon"
56fba14d71a0651d642679a5,"5,406,879",True,http://ia.media-imdb.com/images/M/MV5BMTY0MTM1NzQzMV5BMl5BanBnXkFtZTcwNzYzOTIyMQ@@._V1_SX300.jpg,"Mario Puzo (novel, Steve Shagan",R,movie,"Action, Crime, Drama",N/A,5.3,N/A,USA,23 Oct 1987,Michael Cimino,"3,448",English,The Sicilian,tt0093966,115 min,"Christopher Lambert, Terence Stamp, Joss Ackland, John Turturro"
56fba14d71a0651d642679a6,"5,262,047",True,http://ia.media-imdb.com/images/M/MV5BMTUwMTU3OTYxN15BMl5BanBnXkFtZTcwMzg3MzEyMQ@@._V1_SX300.jpg,"Nicholas Proffitt (novel, Ronald Bass (screenplay)",R,movie,"Drama, War, Romance",2 nominations.,6.4,N/A,USA,08 May 1987,Francis Ford Coppola,"3,916",English,Gardens of Stone,tt0093073,111 min,"James Caan, Anjelica Huston, James Earl Jones, D.B. Sweeney"
56fba14d71a0651d642679a7,"5,228,617",True,http://ia.media-imdb.com/images/M/MV5BMjE1NDQxNTcwNV5BMl5BanBnXkFtZTcwODc2NzE0NA@@._V1_SX300.jpg,"Robert Townsend, Keenen Ivory Wayans",R,movie,Comedy,4 wins & 1 nomination.,7.0,N/A,USA,20 Mar 1987,Robert Townsend,"2,690",English,Hollywood Shuffle,tt0093200,78 min,"Robert Townsend, Craigus R. Johnson, Helen Martin, Starletta DuPois"
56fba14d71a0651d642679a8,"4,916,871",True,http://ia.media-imdb.com/images/M/MV5BMTYzMDg1NTk2NF5BMl5BanBnXkFtZTcwNDQwNDgyMQ@@._V1_SX300.jpg,"Bill Cosby (story, Jonathan Reynolds",PG,movie,"Action, Comedy, Sci-Fi",3 wins & 4 nominations.,2.2,N/A,USA,18 Dec 1987,Paul Weiland,"6,910",English,Leonard Part 6,tt0093405,85 min,"Bill Cosby, Tom Courtenay, Joe Don Baker, Moses Gunn"
56fba14d71a0651d642679a9,"4,572,845",True,http://ia.media-imdb.com/images/M/MV5BMTk0MzA1MjE4N15BMl5BanBnXkFtZTgwNjc1ODAxMDE@._V1_SX300.jpg,"Bruce A. Evans, Raynold Gideon",PG,movie,"Comedy, Fantasy, Romance",1 win & 1 nomination.,6.5,N/A,USA,06 Nov 1987,Alan Rudolph,"2,504",English,Made in Heaven,tt0093467,103 min,"Timothy Hutton, Kelly McGillis, Maureen Stapleton, Ann Wedgeworth"
56fba14d71a0651d642679aa,"4,546,244",True,http://ia.media-imdb.com/images/M/MV5BMTI0NDYxODY2N15BMl5BanBnXkFtZTcwNTU4MzEyMQ@@._V1_SX300.jpg,John Gatliff,R,movie,"Action, Drama",N/A,4.8,N/A,USA,20 Feb 1987,Terry Leonard,600,English,Death Before Dishonor,tt0092854,91 min,"Fred Dryer, Joseph Gian, Sasha Mitchell, Peter Parros"
56fba14d71a0651d642679ab,"4,370,078",True,http://ia.media-imdb.com/images/M/MV5BMjEwMjkzNTA1MF5BMl5BanBnXkFtZTcwNzU2MDc5MQ@@._V1_SX300.jpg,"Tony Huston (screenplay, James Joyce (story)",PG,movie,Drama,Nominated for 2 Oscars. Another 9 wins & 14 nominations.,7.4,N/A,"UK, Ireland, USA",18 Dec 1987,John Huston,"5,390",English,The Dead,tt0092843,83 min,"Anjelica Huston, Donal McCann, Dan O'Herlihy, Donal Donnelly"
56fba14d71a0651d642679ac,"4,278,150",True,http://ia.media-imdb.com/images/M/MV5BMjE0NDAyMDMzNF5BMl5BanBnXkFtZTcwODM2NzAyMQ@@._V1_SX300.jpg,Larry Cohen,R,movie,"Action, Crime, Drama",2 nominations.,6.5,N/A,USA,25 Sep 1987,John Flynn,"3,316",English,Best Seller,tt0092641,95 min,"James Woods, Brian Dennehy, Victoria Tennant, Allison Balson"
56fba14d71a0651d642679ad,"4,215,859",True,http://ia.media-imdb.com/images/M/MV5BMTI2NzAzNjM1N15BMl5BanBnXkFtZTcwMjAwODYxMQ@@._V1_SX300.jpg,"Steven Lisberger (screenplay, Steven W. Carabatsos (screenplay, Steven Lisberger (story)",PG-13,movie,Comedy,N/A,5.8,N/A,"USA, Mexico",08 May 1987,Steven Lisberger,"2,527",English,Hot Pursuit,tt0093215,93 min,"John Cusack, Robert Loggia, Jerry Stiller, Wendy Gazelle"
56fba14d71a0651d642679ae,"4,000,000",True,http://ia.media-imdb.com/images/M/MV5BMjE4MjQ0MDM2OV5BMl5BanBnXkFtZTcwNjAwMTcyNA@@._V1_SX300.jpg,"Gary Conway (story, Gary Conway (screenplay, James Booth (screenplay, Gideon Amir (character, Avi Kleinberger (character)",R,movie,"Action, Drama",N/A,4.7,N/A,USA,01 May 1987,Sam Firstenberg,"5,766",English,American Ninja 2: The Confrontation,tt0092548,90 min,"Michael Dudikoff, Steve James, Larry Poindexter, Gary Conway"
56fba14d71a0651d642679af,"3,922,273",True,http://ia.media-imdb.com/images/M/MV5BMTAwNjU4Njk5MDZeQTJeQWpwZ15BbWU3MDM3NzI4Mjk@._V1_SX300.jpg,Leslie Ray,PG-13,movie,"Comedy, Fantasy, Horror",1 nomination.,4.6,N/A,USA,24 Apr 1987,Charlie Loventhal,855,English,My Demon Lover,tt0093589,90 min,"Scott Valentine, Michele Little, Robert Trebor, Gina Gallego"
56fba14d71a0651d642679b0,"3,832,228",True,http://ia.media-imdb.com/images/M/MV5BODY3MDQ0MzUwMF5BMl5BanBnXkFtZTcwMDU5ODEyMQ@@._V1_SX300.jpg,"William Phelps (story, Randal Kleiser (story, Tim McCanlies (screenplay, William Phelps (screenplay)",PG,movie,"Action, Drama, Romance",N/A,6.4,N/A,USA,14 Aug 1987,William Phelps,"1,736",English,North Shore,tt0093648,96 min,"Matt Adler, Gregory Harrison, Nia Peeples, John Philbin"
56fba14d71a0651d642679b1,"3,769,990",True,http://ia.media-imdb.com/images/M/MV5BMTI0MDUyMTEyOF5BMl5BanBnXkFtZTcwNzExNDg0MQ@@._V1_SX300.jpg,"Shane Black, Fred Dekker",PG-13,movie,"Action, Comedy, Fantasy",3 wins & 4 nominations.,7.2,N/A,USA,14 Aug 1987,Fred Dekker,"18,803","English, German",The Monster Squad,tt0093560,82 min,"Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr"
56fba14d71a0651d642679b2,"3,390,043",True,http://ia.media-imdb.com/images/M/MV5BMTIyMzgyMjY1OF5BMl5BanBnXkFtZTcwMDIxODAyMQ@@._V1_SX300.jpg,Joe Eszterhas,PG-13,movie,"Adventure, Comedy, Crime",1 win & 3 nominations.,5.6,N/A,USA,02 Oct 1987,Robert Mandel,601,English,Big Shots,tt0092655,94 min,"Ricky Busker, Darius McCrary, Robert Joy, Robert Prosky"
56fba14d71a0651d642679b3,"3,369,307",True,http://ia.media-imdb.com/images/M/MV5BMTMyNDE5NTY5M15BMl5BanBnXkFtZTcwOTU4MTU1MQ@@._V1_SX300.jpg,"Kathryn Bigelow, Eric Red",R,movie,"Action, Crime, Drama",1 win & 8 nominations.,7.0,N/A,USA,02 Oct 1987,Kathryn Bigelow,"24,848",English,Near Dark,tt0093605,94 min,"Adrian Pasdar, Jenny Wright, Lance Henriksen, Bill Paxton"
56fba14d71a0651d642679b4,"3,283,832",True,http://ia.media-imdb.com/images/M/MV5BMTQwMjAwOTc5Nl5BMl5BanBnXkFtZTgwMTEwMjk5MDE@._V1_SX300.jpg,David Leland,R,movie,"Comedy, Drama",Won 1 BAFTA Film Award. Another 4 wins & 2 nominations.,6.8,N/A,UK,24 Jul 1987,David Leland,"1,983",English,Wish You Were Here,tt0094331,88 min,"Trudi Cavanagh, Emily Lloyd, Clare Clifford, Barbara Durkin"
56fba14d71a0651d642679b5,"3,261,638",True,http://ia.media-imdb.com/images/M/MV5BOTM2OTg5MTI1OV5BMl5BanBnXkFtZTcwNTY2MTQyMQ@@._V1_SX300.jpg,"Robby London (screenplay, Barry O'Brien (screenplay, Dennis O'Flaherty (screenplay, Carlo Collodi (novel)",G,movie,"Animation, Adventure, Family",N/A,6.7,N/A,USA,25 Dec 1987,Hal Sutherland,371,English,Pinocchio and the Emperor of the Night,tt0093743,87 min,"Edward Asner, Tom Bosley, Lana Beeson, Linda Gary"
