_id,Response,Actors,Type,Director,Runtime,Country,imdbRating,Title,Genre,imdbID,Poster,Released,Rated,Writer,Metascore,Box_office,Awards,Language,imdbVotes
5707776b71a0650c681a28d1,True,"Luke Evans, Sarah Gadon, Dominic Cooper, Art Parkinson",movie,Gary Shore,92 min,"USA, Japan",6.3,Dracula Untold,"Action, Drama, Fantasy",tt0829150,http://ia.media-imdb.com/images/M/MV5BMTkzNzI1OTI4N15BMl5BanBnXkFtZTgwNTQ2NzEwMjE@._V1_SX300.jpg,10 Oct 2014,PG-13,"Matt Sazama (screenplay, Burk Sharpless (screenplay, Bram Stoker (characters)",40,"55,942,830",2 wins & 3 nominations.,"English, Turkish","130,900"
5707776b71a0650c681a28d2,True,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",movie,Sean Anders,108 min,USA,6.3,Horrible Bosses 2,"Comedy, Crime",tt2170439,http://ia.media-imdb.com/images/M/MV5BNzU4OTEzNzAwN15BMl5BanBnXkFtZTgwMTgwODAwMzE@._V1_SX300.jpg,26 Nov 2014,R,"Sean Anders (screenplay, John Morris (screenplay, Jonathan M. Goldstein (story, John Francis Daley (story, Sean Anders (story, John Morris (story, Michael Markowitz (characters)",40,"54,414,716",1 win & 2 nominations.,English,"107,568"
5707776b71a0650c681a28d3,True,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",movie,Lasse Hallström,122 min,"India, United Arab Emirates, USA",7.3,The Hundred-Foot Journey,"Comedy, Drama",tt2980648,http://ia.media-imdb.com/images/M/MV5BMTQ3Mjg2MTE4M15BMl5BanBnXkFtZTgwMzcyNDMwMjE@._V1_SX300.jpg,08 Aug 2014,PG,"Steven Knight (screenplay, Richard C. Morais (novel)",55,"54,235,441",Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.,"English, French, Hindi","49,559"
5707776b71a0650c681a28d4,True,"David Oyelowo, Carmen Ejogo, Jim France, Trinity Simone",movie,Ava DuVernay,128 min,"UK, USA",7.5,Selma,"Biography, Drama, History",tt1020072,http://ia.media-imdb.com/images/M/MV5BODMxNjAwODA2Ml5BMl5BanBnXkFtZTgwMzc0NjgzMzE@._V1_SX300.jpg,09 Jan 2015,PG-13,Paul Webb,89,"52,066,000",Won 1 Oscar. Another 55 wins & 83 nominations.,English,"56,835"
5707776b71a0650c681a28d5,True,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire",movie,James Bobin,107 min,USA,6.5,Muppets Most Wanted,"Adventure, Comedy, Crime",tt2281587,http://ia.media-imdb.com/images/M/MV5BMTA2OTc0MzAxMDVeQTJeQWpwZ15BbWU4MDUyOTgxNDIx._V1_SX300.jpg,21 Mar 2014,PG,"James Bobin, Nicholas Stoller, Jim Henson (based on)",61,"51,178,893",3 wins & 8 nominations.,"English, German","23,290"
5707776b71a0650c681a28d6,True,"Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos",movie,Stiles White,89 min,USA,4.4,Ouija,Horror,tt1204977,http://ia.media-imdb.com/images/M/MV5BMTQ1NzcwMTU5MF5BMl5BanBnXkFtZTgwOTE5MzEyMjE@._V1_SX300.jpg,24 Oct 2014,PG-13,"Juliet Snowden, Stiles White",38,"50,820,940",1 win.,English,"29,590"
5707776b71a0650c681a28d7,True,"Ben Kingsley, Jared Harris, Nick Frost, Richard Ayoade",movie,"Graham Annable, Anthony Stacchi",96 min,USA,6.8,The Boxtrolls,"Animation, Adventure, Comedy",tt0787474,http://ia.media-imdb.com/images/M/MV5BMTQxODA5MDkyNV5BMl5BanBnXkFtZTgwMDMyNjkzMjE@._V1_SX300.jpg,26 Sep 2014,PG,"Irena Brignull (screenplay, Adam Pava (screenplay, Alan Snow (novel, Anthony Stacchi (story, Phil Dale (story, Vera Brosgol (additional writing)",61,"50,807,639",Nominated for 1 Oscar. Another 8 wins & 55 nominations.,English,"38,750"
5707776b71a0650c681a28d8,True,"Chris Pine, Keira Knightley, Kevin Costner, Kenneth Branagh",movie,Kenneth Branagh,105 min,"USA, Russia",6.2,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller",tt1205537,http://ia.media-imdb.com/images/M/MV5BMTY2MDkxNzYwNl5BMl5BanBnXkFtZTgwOTM2MjE5MDE@._V1_SX300.jpg,17 Jan 2014,PG-13,"Adam Cozad, David Koepp, Tom Clancy (based on characters created by)",57,"50,549,107",2 nominations.,"English, Russian","95,838"
5707776b71a0650c681a28d9,True,"Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard",movie,R.J. Cutler,107 min,USA,6.8,If I Stay,"Drama, Fantasy, Music",tt1355630,http://ia.media-imdb.com/images/M/MV5BMjI4NjkxODMyMF5BMl5BanBnXkFtZTgwODYwODQ5MTE@._V1_SX300.jpg,22 Aug 2014,PG-13,"Shauna Cross (screenplay, Gayle Forman (novel)",46,"50,461,335",2 wins & 1 nomination.,English,"76,515"
5707776b71a0650c681a28da,True,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon",movie,Steven Quale,89 min,USA,5.8,Into the Storm,"Action, Thriller",tt2106361,http://ia.media-imdb.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_SX300.jpg,08 Aug 2014,PG-13,John Swetnam,44,"47,553,512",1 win & 1 nomination.,English,"52,299"
5707776b71a0650c681a28db,True,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",movie,David Dobkin,141 min,USA,7.4,The Judge,"Crime, Drama",tt1872194,http://ia.media-imdb.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg,10 Oct 2014,R,"Nick Schenk (screenplay, Bill Dubuque (screenplay, David Dobkin (story, Nick Schenk (story)",48,"47,105,085",Nominated for 1 Oscar. Another 3 wins & 7 nominations.,English,"129,853"
5707776b71a0650c681a28dc,True,"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken",movie,Clint Eastwood,134 min,USA,6.9,Jersey Boys,"Biography, Drama, Music",tt1742044,http://ia.media-imdb.com/images/M/MV5BMjIyMjA2OTM0NF5BMl5BanBnXkFtZTgwMzY2MTI2MTE@._V1_SX300.jpg,20 Jun 2014,R,"Marshall Brickman (screenplay, Rick Elice (screenplay, Marshall Brickman (musical book, Rick Elice (musical book)",54,"47,034,272",3 wins & 2 nominations.,English,"24,401"
5707776b71a0650c681a28dd,True,"Adam Sandler, Drew Barrymore, Kevin Nealon, Terry Crews",movie,Frank Coraci,117 min,USA,6.5,Blended,"Comedy, Romance",tt1086772,http://ia.media-imdb.com/images/M/MV5BNzc2ODI5NjAyMl5BMl5BanBnXkFtZTgwMzIyOTE4MDE@._V1_SX300.jpg,23 May 2014,PG-13,"Ivan Menchell, Clare Sera",31,"46,280,507",11 nominations.,English,"83,176"
5707776b71a0650c681a28de,True,"Jeff Bridges, Meryl Streep, Brenton Thwaites, Alexander Skarsgård",movie,Phillip Noyce,97 min,"USA, South Africa, Canada",6.5,The Giver,"Drama, Romance, Sci-Fi",tt0435651,http://ia.media-imdb.com/images/M/MV5BMTY1MTIxMjg2Ml5BMl5BanBnXkFtZTgwMjUyNzgwMjE@._V1_SX300.jpg,15 Aug 2014,PG-13,"Michael Mitnick (screenplay, Robert B. Weide (screenplay, Lois Lowry (book)",47,"45,089,048",1 win & 4 nominations.,English,"81,314"
5707776b71a0650c681a28df,True,"Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd",movie,Theodore Melfi,102 min,USA,7.3,St. Vincent,"Comedy, Drama",tt2170593,http://ia.media-imdb.com/images/M/MV5BMTk5NzI5OTA4MF5BMl5BanBnXkFtZTgwNjc4NTM3MjE@._V1_SX300.jpg,24 Oct 2014,PG-13,Theodore Melfi (screenplay),64,"44,134,898",Nominated for 2 Golden Globes. Another 6 wins & 17 nominations.,"English, Spanish","68,462"
5707776b71a0650c681a28e0,True,"Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi",movie,Scott Waugh,132 min,"USA, UK, France, Philippines",6.5,Need for Speed,"Action, Crime, Drama",tt2369135,http://ia.media-imdb.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg,14 Mar 2014,PG-13,"George Gatins (screenplay, George Gatins (story, John Gatins (story)",39,"43,568,507",1 win & 1 nomination.,English,"132,981"
5707776b71a0650c681a28e1,True,"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson",movie,Seth MacFarlane,116 min,USA,6.1,A Million Ways to Die in the West,"Comedy, Western",tt2557490,http://ia.media-imdb.com/images/M/MV5BMTQ0NDcyNjg0MV5BMl5BanBnXkFtZTgwMzk4NTA4MTE@._V1_SX300.jpg,30 May 2014,R,"Seth MacFarlane, Alec Sulkin, Wellesley Wild",44,"42,615,685",6 nominations.,"English, Navajo, Mandarin","131,603"
5707776b71a0650c681a28e2,True,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",movie,"Chad Stahelski, David Leitch",101 min,USA,7.2,John Wick,"Action, Thriller",tt2911666,http://ia.media-imdb.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_SX300.jpg,24 Oct 2014,R,Derek Kolstad,68,"42,996,986",4 wins & 6 nominations.,"English, Russian, Hungarian","230,206"
5707776b71a0650c681a28e3,True,N/A,movie,Guy Bolongaro,13 min,UK,5.4,Birdman,Documentary,tt5130912,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,52
5707776b71a0650c681a28e4,True,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson",movie,Charles Martin Smith,107 min,USA,6.4,Dolphin Tale 2,"Drama, Family",tt2978462,http://ia.media-imdb.com/images/M/MV5BMjA5NzE4ODQwMV5BMl5BanBnXkFtZTgwMTc4OTA5MTE@._V1_SX300.jpg,12 Sep 2014,PG,"Charles Martin Smith, Karen Janszen (characters, Noam Dromi (characters)",58,"42,019,483",N/A,English,"5,696"
5707776b71a0650c681a28e5,True,"Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger",movie,Patrick Hughes,126 min,"USA, France, Bulgaria",6.1,The Expendables 3,"Action, Adventure, Thriller",tt2333784,http://ia.media-imdb.com/images/M/MV5BODU5ODMyMzg2MV5BMl5BanBnXkFtZTgwMTA2MTcxMjE@._V1_SX300.jpg,15 Aug 2014,PG-13,"Sylvester Stallone (screenplay, Creighton Rothenberger (screenplay, Katrin Benedikt (screenplay, Sylvester Stallone (story, Dave Callaham (characters)",35,"39,292,022",1 win & 4 nominations.,"English, Spanish","121,793"
5707776b71a0650c681a28e6,True,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt",movie,Dave Green,91 min,USA,5.8,Earth to Echo,"Adventure, Family, Sci-Fi",tt2183034,http://ia.media-imdb.com/images/M/MV5BMjEwMzA5Nzk2Ml5BMl5BanBnXkFtZTgwMDM2NzE4MTE@._V1_SX300.jpg,02 Jul 2014,PG,"Henry Gayden (screenplay, Henry Gayden (story, Andrew Panay (story)",53,"38,916,903",2 wins & 2 nominations.,English,"15,105"
5707776b71a0650c681a28e7,True,"Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper",movie,Jake Kasdan,94 min,USA,5.1,Sex Tape,Comedy,tt2140383,http://ia.media-imdb.com/images/M/MV5BNDYzMzg5OTA0Ml5BMl5BanBnXkFtZTgwNjQzNzExMjE@._V1_SX300.jpg,18 Jul 2014,R,"Kate Angelo (screenplay, Jason Segel (screenplay, Nicholas Stoller (screenplay, Kate Angelo (story)",36,"38,543,473",2 wins & 3 nominations.,English,"80,669"
5707776b71a0650c681a28e8,True,"Jon Hamm, Pitobash, Suraj Sharma, Madhur Mittal",movie,Craig Gillespie,124 min,USA,7.1,Million Dollar Arm,"Biography, Drama, Sport",tt1647668,http://ia.media-imdb.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_SX300.jpg,16 May 2014,PG,Tom McCarthy (screenplay),56,"36,447,959",1 win & 2 nominations.,"English, Hindi","33,955"
5707776b71a0650c681a28e9,True,"Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry",movie,James Marsh,123 min,UK,7.7,The Theory of Everything,"Biography, Drama, Romance",tt2980516,http://ia.media-imdb.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_SX300.jpg,26 Nov 2014,PG-13,"Anthony McCarten (screenplay, Jane Hawking (book)",72,"35,887,263",Won 1 Oscar. Another 24 wins & 114 nominations.,"English, French, Latin, Italian","244,595"
5707776b71a0650c681a28ea,True,"Jason Bateman, Tina Fey, Jane Fonda, Adam Driver",movie,Shawn Levy,103 min,USA,6.6,This Is Where I Leave You,"Comedy, Drama",tt1371150,http://ia.media-imdb.com/images/M/MV5BMjkzNzQ2NDMyNl5BMl5BanBnXkFtZTgwMTY3MTcxMjE@._V1_SX300.jpg,19 Sep 2014,R,"Jonathan Tropper (screenplay, Jonathan Tropper (novel)",44,"34,290,142",1 nomination.,English,"51,218"
5707776b71a0650c681a28eb,True,"Mark Wahlberg, George Kennedy, Griffin Cleveland, Jessica Lange",movie,Rupert Wyatt,111 min,USA,6.0,The Gambler,"Crime, Drama, Thriller",tt2039393,http://ia.media-imdb.com/images/M/MV5BMjA5MjIzODE3N15BMl5BanBnXkFtZTgwNzUwNzYwMzE@._V1_SX300.jpg,25 Dec 2014,R,"William Monahan (screenplay, James Toback",55,"33,631,221",1 nomination.,English,"46,207"
5707776b71a0650c681a28ec,True,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor",movie,Christopher Landon,84 min,USA,5.0,Paranormal Activity: The Marked Ones,"Fantasy, Horror, Thriller",tt2473682,http://ia.media-imdb.com/images/M/MV5BMjAwNDAxMjc0N15BMl5BanBnXkFtZTgwNDcyNDU3MDE@._V1_SX300.jpg,03 Jan 2014,R,"Christopher Landon, Oren Peli (based on the film \",42,"32,453,345",2 nominations.,"English, Spanish","30,534"
5707776b71a0650c681a28ed,True,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton",movie,Dan Gilroy,117 min,USA,7.9,Nightcrawler,"Crime, Thriller",tt2872718,http://ia.media-imdb.com/images/M/MV5BMjM5NjkzMjE5MV5BMl5BanBnXkFtZTgwNTMzNTk4MjE@._V1_SX300.jpg,31 Oct 2014,R,Dan Gilroy,76,"32,279,955",Nominated for 1 Oscar. Another 42 wins & 112 nominations.,English,"273,041"
5707776b71a0650c681a28ee,True,"Jon Favreau, John Leguizamo, Bobby Cannavale, Emjay Anthony",movie,Jon Favreau,114 min,USA,7.3,Chef,"Comedy, Drama",tt2883512,http://ia.media-imdb.com/images/M/MV5BMTY5NTYzNTA1M15BMl5BanBnXkFtZTgwODIwODU1MTE@._V1_SX300.jpg,30 May 2014,R,Jon Favreau,68,"31,237,528",2 wins & 2 nominations.,"English, Spanish","132,012"
5707776b71a0650c681a28ef,True,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis",movie,Tate Taylor,139 min,"USA, UK",6.9,Get on Up,"Biography, Drama, Music",tt2473602,http://ia.media-imdb.com/images/M/MV5BMTY1NjAyMTUzMl5BMl5BanBnXkFtZTgwMTM4NzQ4MTE@._V1_SX300.jpg,01 Aug 2014,PG-13,"Jez Butterworth (screenplay, John-Henry Butterworth (screenplay, Steven Baigelman (story, Jez Butterworth (story, John-Henry Butterworth (story)",71,"30,513,940",6 wins & 15 nominations.,English,"15,016"
5707776b71a0650c681a28f0,True,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen",movie,McG,117 min,"USA, France",6.2,3 Days to Kill,"Action, Drama, Thriller",tt2172934,http://ia.media-imdb.com/images/M/MV5BMzM0MjE0Nzg1N15BMl5BanBnXkFtZTgwODA4ODE4MDE@._V1_SX300.jpg,21 Feb 2014,PG-13,"Adi Hasak (screenplay, Luc Besson (screenplay, Luc Besson (story)",40,"30,688,364",N/A,"English, French, German, Serbian","66,429"
5707776b71a0650c681a28f1,True,"Eric Bana, Edgar Ramirez, Olivia Munn, Chris Coy",movie,Scott Derrickson,118 min,USA,6.2,Deliver Us from Evil,"Horror, Mystery, Thriller",tt2377322,http://ia.media-imdb.com/images/M/MV5BMjE2MDMwNTY2MF5BMl5BanBnXkFtZTgwMjQ5MDE5MTE@._V1_SX300.jpg,02 Jul 2014,R,"Scott Derrickson (screenplay, Paul Harris Boardman (screenplay, Ralph Sarchie (book, Lisa Collier Cool (book)",40,"30,523,568",2 nominations.,"English, Spanish, Latin, Italian","51,729"
5707776b71a0650c681a28f2,True,"Jim Caviezel, Michael Chiklis, Alexander Ludwig, Clancy Brown",movie,Thomas Carter,115 min,USA,6.7,When the Game Stands Tall,"Drama, Sport",tt2247476,http://ia.media-imdb.com/images/M/MV5BMTQ5NDMzOTI3MV5BMl5BanBnXkFtZTgwMjU4MTMyMjE@._V1_SX300.jpg,22 Aug 2014,PG,"Scott Marshall Smith (screenplay, Scott Marshall Smith (story, David Zelon (story, Neil Hayes (book)",41,"30,127,963",N/A,English,"11,980"
5707776b71a0650c681a28f3,True,"Chris Berman, Dave Donaldson, Patrick St. Esprit, Chi McBride",movie,Ivan Reitman,110 min,USA,6.8,Draft Day,"Drama, Sport",tt2223990,http://ia.media-imdb.com/images/M/MV5BMjAyOTMxMjA3Nl5BMl5BanBnXkFtZTgwMTMwNjQ4MDE@._V1_SX300.jpg,11 Apr 2014,R,"Scott Rothman, Rajiv Joseph",54,"28,831,145",1 nomination.,English,"37,010"
5707776b71a0650c681a28f4,True,Charlie Hunnam,game,"Guillermo del Toro, Dale Carman",N/A,USA,7.9,Pacific Rim: Jaeger Pilot Oculus Rift Experience,Sci-Fi,tt4791712,N/A,23 Jul 2014,N/A,"Barnaby Legg, Guillermo del Toro",N/A,,N/A,English,13
5707776b71a0650c681a28f5,True,"Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato",movie,Michael Hoffman,118 min,USA,6.7,The Best of Me,"Drama, Romance",tt1972779,http://ia.media-imdb.com/images/M/MV5BMzQ5Njg3Njk5N15BMl5BanBnXkFtZTgwODIwODIxMjE@._V1_SX300.jpg,17 Oct 2014,PG-13,"J. Mills Goodloe (screenplay, Will Fetters (screenplay, Nicholas Sparks (novel)",29,"26,761,283",N/A,English,"39,027"
5707776b71a0650c681a28f6,True,"Liam Neeson, Maurice Compte, Patrick McDade, Luciano Acuna Jr.",movie,Scott Frank,114 min,USA,6.5,A Walk Among the Tombstones,"Crime, Drama, Mystery",tt0365907,http://ia.media-imdb.com/images/M/MV5BMTQ3NzY2MTg1M15BMl5BanBnXkFtZTgwODY2Njk4MTE@._V1_SX300.jpg,19 Sep 2014,R,"Scott Frank (screenplay, Lawrence Block (novel)",57,"25,977,365",N/A,"English, Spanish","82,900"
5707776b71a0650c681a28f7,True,"Zac Efron, Miles Teller, Michael B. Jordan, Imogen Poots",movie,Tom Gormican,94 min,USA,6.1,That Awkward Moment,"Comedy, Romance",tt1800246,http://ia.media-imdb.com/images/M/MV5BMjExODEyMjMwNV5BMl5BanBnXkFtZTgwMTAyODM1MDE@._V1_SX300.jpg,31 Jan 2014,R,Tom Gormican,36,"26,049,082",1 win & 2 nominations.,English,"72,589"
5707776b71a0650c681a28f8,True,"Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater",movie,Richard Linklater,165 min,USA,8.0,Boyhood,Drama,tt1065073,http://ia.media-imdb.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_SX300.jpg,15 Aug 2014,R,Richard Linklater,100,"25,359,200",Won 1 Oscar. Another 167 wins & 199 nominations.,"English, Spanish","253,937"
5707776b71a0650c681a28f9,True,"Chris Rock, Rosario Dawson, J.B. Smoove, Gabrielle Union",movie,Chris Rock,102 min,USA,6.5,Top Five,"Comedy, Romance",tt2784678,http://ia.media-imdb.com/images/M/MV5BMjIzNTg4ODM3OV5BMl5BanBnXkFtZTgwMTk0MjkxMzE@._V1_SX300.jpg,12 Dec 2014,R,Chris Rock,81,"25,277,561",7 wins & 19 nominations.,English,"20,673"
5707776b71a0650c681a28fa,True,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich",movie,Roger Donaldson,108 min,"USA, UK",6.3,The November Man,"Action, Crime, Thriller",tt2402157,http://ia.media-imdb.com/images/M/MV5BNTkzMDk5NjUxNV5BMl5BanBnXkFtZTgwMzMwOTMyMjE@._V1_SX300.jpg,27 Aug 2014,R,"Michael Finch (screenplay, Karl Gajdusek (screenplay, Bill Granger (book)",38,"24,984,868",N/A,"English, Russian","47,724"
5707776b71a0650c681a28fb,True,"Kit Harington, Carrie-Anne Moss, Emily Browning, Adewale Akinnuoye-Agbaje",movie,Paul W.S. Anderson,105 min,"Canada, Germany, USA",5.6,Pompeii,"Action, Adventure, Drama",tt1921064,http://ia.media-imdb.com/images/M/MV5BNDE2MTU3NzYwOF5BMl5BanBnXkFtZTgwOTY4NTk4MDE@._V1_SX300.jpg,21 Feb 2014,PG-13,"Janet Scott Batchler (screenplay, Lee Batchler (screenplay, Michael Robert Johnson (screenplay, B.L. Jurgens (unproduced Roman Polanski version)",39,"23,219,748",8 wins & 4 nominations.,English,"81,197"
5707776b71a0650c681a28fc,True,"Johnny Depp, Rebecca Hall, Paul Bettany, Cillian Murphy",movie,Wally Pfister,119 min,"UK, China, USA",6.3,Transcendence,"Drama, Mystery, Romance",tt2209764,http://ia.media-imdb.com/images/M/MV5BMTc1MjQ3ODAyOV5BMl5BanBnXkFtZTgwNjI1NDQ0MTE@._V1_SX300.jpg,18 Apr 2014,PG-13,Jack Paglen,42,"23,014,504",2 wins & 5 nominations.,English,"165,947"
5707776b71a0650c681a28fd,True,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil",movie,John Erick Dowdle,93 min,USA,6.1,"As Above, So Below","Horror, Mystery, Thriller",tt2870612,http://ia.media-imdb.com/images/M/MV5BMTQzNzg0NDI2MF5BMl5BanBnXkFtZTgwMzgxNzY2MTE@._V1_SX300.jpg,29 Aug 2014,R,"John Erick Dowdle (screenplay, Drew Dowdle (screenplay)",38,"21,197,315",2 nominations.,"English, French, Latin","45,818"
5707776b71a0650c681a28fe,True,"Paul Walker, David Belle, RZA, Gouchy Boy",movie,Camille Delamarre,90 min,"France, Canada",5.7,Brick Mansions,"Action, Crime, Drama",tt1430612,http://ia.media-imdb.com/images/M/MV5BOTI0ODQ2MzY5NF5BMl5BanBnXkFtZTgwNTcxNzQxMTE@._V1_SX300.jpg,25 Apr 2014,PG-13,"Luc Besson (screenplay, Luc Besson (screenplay, Bibi Naceri (screenplay)",40,"20,285,518",1 nomination.,"English, Chinese","30,521"
5707776b71a0650c681a28ff,True,"Aaron Eckhart, Yvonne Strahovski, Miranda Otto, Bill Nighy",movie,Stuart Beattie,92 min,"Australia, USA",5.2,"I, Frankenstein","Action, Fantasy, Sci-Fi",tt1418377,http://ia.media-imdb.com/images/M/MV5BMjM3Mzk2MDU3N15BMl5BanBnXkFtZTgwMzg1NTI4MDE@._V1_SX300.jpg,24 Jan 2014,PG-13,"Stuart Beattie (screenplay, Kevin Grevioux (screen story, Stuart Beattie (screen story, Kevin Grevioux (Darkstorm Studios graphic novel, Mary Shelley (characters)",30,"19,059,018",1 nomination.,English,"63,456"
5707776b71a0650c681a2900,True,"Kellan Lutz, Gaia Weiss, Scott Adkins, Roxanne McKee",movie,Renny Harlin,99 min,USA,4.2,The Legend of Hercules,"Action, Adventure, Fantasy",tt1043726,http://ia.media-imdb.com/images/M/MV5BMTQwMjEyODQxMV5BMl5BanBnXkFtZTgwMDQxMjE3MDE@._V1_SX300.jpg,10 Jan 2014,PG-13,"Sean Hood, Daniel Giat, Renny Harlin, Giulio Steve",22,"18,821,279",1 win & 7 nominations.,English,"43,630"
5707776b71a0650c681a2901,True,John C. Reilly,movie,"Alastair Fothergill, Keith Scholey, Adam Chapman",78 min,USA,7.4,Bears,Documentary,tt2458776,http://ia.media-imdb.com/images/M/MV5BMjE2NTg1NzgyNl5BMl5BanBnXkFtZTgwMTM3MDYwMDE@._V1_SX300.jpg,18 Apr 2014,G,"Alastair Fothergill, Adam Chapman, Pamela Ribon (narration consultant)",68,"17,769,442",2 nominations.,English,"4,819"
5707776b71a0650c681a2902,True,"Boris Kodjoe, Brandon Gonzales, Cameron Mills, Daniel O'Callaghan",movie,Bille Woodruff,106 min,USA,5.1,Addicted,"Drama, Thriller",tt2205401,http://ia.media-imdb.com/images/M/MV5BNjMzMTUyNzU3Nl5BMl5BanBnXkFtZTgwNjM5MjAwMjE@._V1_SX300.jpg,10 Oct 2014,R,"Christina Welsh (screenplay, Ernie Barbarash (screenplay, Zane (based on the novel by)",32,"17,382,982",N/A,"Spanish, English","5,544"
5707776b71a0650c681a2903,True,"Marlon Wayans, Jaime Pressly, Essence Atkins, Gabriel Iglesias",movie,Michael Tiddes,86 min,USA,4.7,A Haunted House 2,"Comedy, Horror",tt2828996,http://ia.media-imdb.com/images/M/MV5BMTQ4Njc2MTY4OF5BMl5BanBnXkFtZTgwNTQyNTg1MTE@._V1_SX300.jpg,18 Apr 2014,R,"Marlon Wayans, Rick Alvarez, Marlon Wayans (characters, Rick Alvarez (characters)",17,"17,314,483",N/A,English,"13,685"
5707776b71a0650c681a2904,True,"Grigoriy Dobrygin, Philip Seymour Hoffman, Homayoun Ershadi, Mehdi Dehbi",movie,Anton Corbijn,122 min,"UK, USA, Germany",6.8,A Most Wanted Man,"Crime, Drama, Thriller",tt1972571,http://ia.media-imdb.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg,01 Aug 2014,R,"Andrew Bovell (screenplay, John le Carré (novel, Stephen Cornwell (additional writing)",73,"17,237,244",2 wins & 5 nominations.,"English, Turkish","54,710"
5707776b71a0650c681a2905,True,"Allison Miller, Zach Gilford, Sam Anderson, Roger Payano",movie,"Matt Bettinelli-Olpin, Tyler Gillett",89 min,USA,4.0,Devil's Due,"Horror, Mystery",tt2752758,http://ia.media-imdb.com/images/M/MV5BMTc5MjE0OTY2M15BMl5BanBnXkFtZTgwNzExNTU1MDE@._V1_SX300.jpg,17 Jan 2014,R,Lindsay Devlin,34,"15,818,967",2 nominations.,"English, Spanish, Latin","13,517"
5707776b71a0650c681a2906,True,"Michael Douglas, Diane Keaton, Sterling Jerins, Annie Parisse",movie,Rob Reiner,94 min,USA,5.7,And So It Goes,"Comedy, Drama, Romance",tt2465146,http://ia.media-imdb.com/images/M/MV5BMTUwNDAwODY2MF5BMl5BanBnXkFtZTgwMDI2MTUxMjE@._V1_SX300.jpg,25 Jul 2014,PG-13,Mark Andrus,38,"15,155,772",1 nomination.,English,"8,450"
5707776b71a0650c681a2907,True,"Ryan Guzman, Briana Evigan, Adam G. Sevani, Misha Gabriel Hamilton",movie,Trish Sie,112 min,USA,6.0,Step Up All In,"Drama, Music, Romance",tt2626350,http://ia.media-imdb.com/images/M/MV5BMTUzMjUyODA1Nl5BMl5BanBnXkFtZTgwMjIwNTQ5MTE@._V1_SX300.jpg,08 Aug 2014,PG-13,"Duane Adler (based on characters created by, John Swetnam",45,"14,897,580",N/A,English,"24,095"
