_id,Actors,imdbID,imdbRating,Language,Awards,Poster,imdbVotes,Director,Writer,Released,Box_office,Runtime,Rated,Type,Response,Country,Genre,Title,Metascore
570731d771a0650e3c561d29,"Matt Dillon, Jean Reno, Laurence Fishburne, Amaury Nolasco",tt0913354,5.7,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTgyOTI4NzAyMF5BMl5BanBnXkFtZTcwOTk3Mjg3Mg@@._V1_SX300.jpg,"25,803",Nimród Antal,James V. Simpson,04 Dec 2009,"15,988,876",88 min,PG-13,movie,True,USA,"Action, Crime, Thriller",Armored,50
570731d771a0650e3c561d2a,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez",tt0971209,6.5,English,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjA3NzcxNzAwOV5BMl5BanBnXkFtZTcwNTgyNDU2Mg@@._V1_SX300.jpg,"55,062",David Twohy,David Twohy,07 Aug 2009,"15,483,540",98 min,R,movie,True,USA,"Adventure, Mystery, Thriller",A Perfect Getaway,63
570731d771a0650e3c561d2b,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner",tt1092633,5.8,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTMwNDI1OTk3MF5BMl5BanBnXkFtZTcwMzY5MDI2Mg@@._V1_SX300.jpg,"17,535",Neal Brennan,"Andy Stock, Rick Stempson",14 Aug 2009,"15,102,127",89 min,R,movie,True,USA,Comedy,"The Goods: Live Hard, Sell Hard",39
570731d771a0650e3c561d2c,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn",tt0362478,5.6,English,6 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI4MDA5NjIwM15BMl5BanBnXkFtZTcwNTA2MjY0Mg@@._V1_SX300.jpg,"75,128",Richard Kelly,"Richard Kelly (screenplay, Richard Matheson (short story \",06 Nov 2009,"15,045,676",115 min,PG-13,movie,True,USA,"Drama, Fantasy, Mystery",The Box,47
570731d771a0650e3c561d2d,"Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London",tt1032815,5.3,English,1 win & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTgyNTc2NDM3NF5BMl5BanBnXkFtZTcwNjU3Mzg0Mg@@._V1_SX300.jpg,"27,264",Chris Columbus,"Larry Doyle (screenplay, Larry Doyle (novel)",10 Jul 2009,"14,793,904",102 min,PG-13,movie,True,"Canada, USA","Comedy, Romance","I Love You, Beth Cooper",32
570731d771a0650e3c561d2e,"William Black, Jimmy Carter, Elijah Cummings, Baron Hill",tt1232207,7.4,"English, Russian, Spanish",4 wins & 12 nominations.,http://ia.media-imdb.com/images/M/MV5BMjExOTI1NDQ4Nl5BMl5BanBnXkFtZTcwOTcwOTIxMw@@._V1_SX300.jpg,"34,107",Michael Moore,Michael Moore,02 Oct 2009,"14,359,793",127 min,R,movie,True,USA,Documentary,Capitalism: A Love Story,61
570731d771a0650e3c561d2f,"Hilary Swank, Richard Gere, Ewan McGregor, Christopher Eccleston",tt1129445,5.8,English,3 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI5NTI3MjA4M15BMl5BanBnXkFtZTcwMTM3Mzc3Mg@@._V1_SX300.jpg,"9,749",Mira Nair,"Ronald Bass, Anna Hamilton Phelan, Susan Butler (book, Mary S. Lovell (book)",23 Oct 2009,"14,241,034",111 min,PG,movie,True,"USA, Canada","Adventure, Biography, Drama",Amelia,37
570731d771a0650e3c561d30,"John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson",tt0450405,6.0,English,1 win.,http://ia.media-imdb.com/images/M/MV5BMTI1NDA1MTMwNl5BMl5BanBnXkFtZTcwNTg0MDE4Mg@@._V1_SX300.jpg,"35,378",Paul Weitz,"Paul Weitz (screenplay, Brian Helgeland (screenplay, Darren Shan (series of books)",23 Oct 2009,"13,838,130",109 min,PG-13,movie,True,USA,"Action, Adventure, Fantasy",Cirque du Freak: The Vampire's Assistant,43
570731d771a0650e3c561d31,"Jason Statham, Amy Smart, Dwight Yoakam, Efren Ramirez",tt1121931,6.2,English,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQzNTU1ODkxNl5BMl5BanBnXkFtZTcwMDgyODEzMg@@._V1_SX300.jpg,"108,564","Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor",17 Apr 2009,"13,630,226",96 min,R,movie,True,USA,"Action, Crime, Sci-Fi",Crank: High Voltage,41
570731d771a0650e3c561d32,"Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",tt1172233,6.9,English,8 nominations.,http://ia.media-imdb.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_SX300.jpg,"54,456",Drew Barrymore,"Shauna Cross (screenplay, Shauna Cross (novel)",02 Oct 2009,,111 min,PG-13,movie,True,USA,"Drama, Sport",Whip It,68
570731d771a0650e3c561d33,"Carey Mulligan, Olivia Williams, Alfred Molina, Cara Seymour",tt1174732,7.3,"English, French",Nominated for 3 Oscars. Another 34 wins & 88 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX300.jpg,"109,839",Lone Scherfig,"Lynn Barber (memoir, Nick Hornby (screenplay)",05 Feb 2010,"12,574,715",100 min,PG-13,movie,True,"UK, USA",Drama,An Education,85
570731d771a0650e3c561d34,"John Cena, Aidan Gillen, Ashley Scott, Steve Harris",tt1160368,5.6,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTU1MzM1ODkxM15BMl5BanBnXkFtZTcwNDY1MTA0Mg@@._V1_SX300.jpg,"22,240",Renny Harlin,Daniel Kunka,27 Mar 2009,,108 min,PG-13,movie,True,USA,"Action, Crime, Thriller",12 Rounds,38
570731d771a0650e3c561d35,"Amy Adams, Emily Blunt, Marie FitzGerald, Dana Hooper",tt1517098,8.2,English,N/A,N/A,19,N/A,N/A,25 Aug 2009,,12 min,N/A,movie,True,USA,"Documentary, Short",Sunshine Cleaning: A Fresh Look at a Dirty Business,N/A
570731d771a0650e3c561d36,"Teri Andrez, Adam Barrie, Megan Wolfley, Robert Belushi",tt1232783,5.1,English,2 nominations.,http://ia.media-imdb.com/images/M/MV5BMjEyMTQ4ODc4M15BMl5BanBnXkFtZTcwMzI1NjE4Mg@@._V1_SX300.jpg,"23,551",Stewart Hendler,"Josh Stolberg (screenplay, Pete Goldfinger (screenplay, Mark Rosman (screenplay)",11 Sep 2009,"11,956,207",101 min,R,movie,True,USA,"Horror, Mystery",Sorority Row,24
570731d771a0650e3c561d37,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson",tt0962736,7.3,"English, German",Won 1 Oscar. Another 11 wins & 15 nominations.,http://ia.media-imdb.com/images/M/MV5BMTM4MjExMDk3NV5BMl5BanBnXkFtZTcwMTU3OTMwMw@@._V1_SX300.jpg,"43,316",Jean-Marc Vallée,Julian Fellowes,08 Jan 2010,"10,991,381",105 min,PG,movie,True,"UK, USA","Biography, Drama, History",The Young Victoria,64
570731d771a0650e3c561d38,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck",tt1225822,6.2,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTgzNzU3OTQ4NV5BMl5BanBnXkFtZTcwOTY3MzA4Mg@@._V1_SX300.jpg,"36,747",Mike Judge,Mike Judge,04 Sep 2009,"10,814,185",92 min,R,movie,True,USA,"Comedy, Crime, Romance",Extract,61
570731d771a0650e3c561d39,"Morris Chestnut, Taraji P. Henson, Maeve Quinlan, Kevin Hart",tt0795438,6.1,English,1 win & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTM3MDEzMTgyNV5BMl5BanBnXkFtZTcwNzUxOTQxMg@@._V1_SX300.jpg,"2,279",Bill Duke,"Brian Bird (screenplay, T.D. Jakes (novel)",09 Jan 2009,"10,572,742",99 min,PG-13,movie,True,USA,"Drama, Romance",Not Easily Broken,43
570731d771a0650e3c561d3a,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",tt1188729,6.8,"English, Vietnamese, German",N/A,http://ia.media-imdb.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_SX300.jpg,"118,067",Christian Alvart,"Travis Milloy (screenplay, Travis Milloy (story, Christian Alvart (story)",25 Sep 2009,"10,326,062",108 min,R,movie,True,"Germany, UK","Action, Horror, Mystery",Pandorum,28
570731d771a0650e3c561d3b,"Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short",tt0365929,5.5,"English, Russian",N/A,http://ia.media-imdb.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_SX300.jpg,"31,382",Dominic Sena,"Jon Hoeber (screenplay, Erich Hoeber (screenplay, Chad Hayes (screenplay, Carey Hayes (screenplay, Greg Rucka (graphic novel, Steve Lieber (graphic novel)",11 Sep 2009,"10,268,846",101 min,R,movie,True,"USA, Canada, France, Turkey","Action, Crime, Mystery",Whiteout,N/A
570731d771a0650e3c561d3c,"Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.",tt1300851,6.3,"English, Italian, Spanish",N/A,http://ia.media-imdb.com/images/M/MV5BMTY4MDMxNzM2M15BMl5BanBnXkFtZTcwNjk5MzU5Mg@@._V1_SX300.jpg,"52,135",Troy Duffy,"Troy Duffy (screenplay, Troy Duffy (story, Taylor Duffy (story)",11 Dec 2009,"10,269,307",118 min,R,movie,True,USA,"Action, Comedy, Crime",The Boondock Saints II: All Saints Day,24
570731d771a0650e3c561d3d,"Donald Faison, Mike Epps, Wood Harris, Omari Hardwick",tt1097013,5.9,"English, French",N/A,http://ia.media-imdb.com/images/M/MV5BMTA3MzE4Mjg0MDZeQTJeQWpwZ15BbWU3MDYzNDMzNDI@._V1_SX300.jpg,"8,146",Benny Boom,Blair Cobbs,08 May 2009,"10,017,041",84 min,R,movie,True,USA,"Action, Comedy, Crime",Next Day Air,46
570731d771a0650e3c561d3e,"John Krasinski, Maya Rudolph, Carmen Ejogo, Catherine O'Hara",tt1176740,7.1,English,3 wins & 10 nominations.,http://ia.media-imdb.com/images/M/MV5BMTYxNzE3NjAwMl5BMl5BanBnXkFtZTcwODkxOTI0Mg@@._V1_SX300.jpg,"45,418",Sam Mendes,"Dave Eggers, Vendela Vida",26 Jun 2009,,98 min,R,movie,True,"USA, UK","Comedy, Drama, Romance",Away We Go,58
570731d771a0650e3c561d3f,"Erin Fitzgerald, Kate Higgins, Yuri Lowenthal, Tara Platt",tt1394192,4.2,Japanese,N/A,http://ia.media-imdb.com/images/M/MV5BOTAyNTUxODgwNl5BMl5BanBnXkFtZTcwNDU3MDY0Mg@@._V1_SX300.jpg,63,N/A,N/A,08 Apr 2009,,N/A,N/A,game,True,Japan,"Action, Adventure, Drama",Dragonball Evolution,N/A
570731d771a0650e3c561d40,"Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick",tt1019452,7.0,"English, Yiddish, Hebrew",Nominated for 2 Oscars. Another 17 wins & 67 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAwODUxMjA0M15BMl5BanBnXkFtZTcwNjIyMzY3Mg@@._V1_SX300.jpg,"98,707","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",06 Nov 2009,"9,190,525",106 min,R,movie,True,"USA, UK, France","Comedy, Drama",A Serious Man,79
570731d771a0650e3c561d41,"Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell",tt0780511,7.2,English,Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BMTM1NzEwNzA5MV5BMl5BanBnXkFtZTcwNTE0NjAyMw@@._V1_SX300.jpg,"48,787",Kirk Jones,"Kirk Jones, Giuseppe Tornatore (original screenplay, Tonino Guerra (original screenplay, Massimo De Rita (original screenplay)",04 Dec 2009,"8,855,646",99 min,PG-13,movie,True,USA,"Adventure, Drama",Everybody's Fine,47
570731d771a0650e3c561d42,"Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode",tt1315981,7.6,"English, Spanish",Nominated for 1 Oscar. Another 33 wins & 50 nominations.,http://ia.media-imdb.com/images/M/MV5BMzU5MTk4MjQ2M15BMl5BanBnXkFtZTcwNDU0MzEwMw@@._V1_SX300.jpg,"80,864",Tom Ford,"Christopher Isherwood (novel, Tom Ford (written for the screen by, David Scearce (written for the screen by)",05 Feb 2010,"9,166,863",99 min,R,movie,True,USA,Drama,A Single Man,77
570731d771a0650e3c561d43,"Kristin Kreuk, Chris Klein, Neal McDonough, Robin Shou",tt0891592,3.7,"English, Hindi, Japanese",N/A,http://ia.media-imdb.com/images/M/MV5BMTQ2Mzc1MDc5MV5BMl5BanBnXkFtZTcwMDk1NTIzMg@@._V1_SX300.jpg,"19,508",Andrzej Bartkowiak,Justin Marks (screenplay),27 Feb 2009,"8,742,261",96 min,PG-13,movie,True,"Canada, India, USA, Japan","Action, Crime, Thriller",Street Fighter: The Legend of Chun-Li,17
570731d771a0650e3c561d44,"Nia Vardalos, Richard Dreyfuss, Alexis Georgoulis, Alistair McGowan",tt0865559,5.9,"English, Greek",1 nomination.,http://ia.media-imdb.com/images/M/MV5BOTE3MzQ2NzczNl5BMl5BanBnXkFtZTcwMjgyNDgzMg@@._V1_SX300.jpg,"14,268",Donald Petrie,Mike Reiss,05 Jun 2009,"8,662,318",95 min,PG-13,movie,True,"USA, Spain","Comedy, Romance",My Life in Ruins,34
570731d771a0650e3c561d45,"Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall, Guy Pearce",tt0898367,7.3,English,Nominated for 1 BAFTA Film Award. Another 5 wins & 30 nominations.,http://ia.media-imdb.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_SX300.jpg,"172,459",John Hillcoat,"Cormac McCarthy (novel, Joe Penhall (screenplay)",18 Dec 2009,"56,692",111 min,R,movie,True,USA,"Adventure, Drama",The Road,64
570731d771a0650e3c561d46,"Michael Hadley, Charlie Rowe, Lucy Fleming, Philip Seymour Hoffman",tt1131729,7.4,English,1 win & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_SX300.jpg,"89,453",Richard Curtis,Richard Curtis,13 Nov 2009,"7,994,115",117 min,R,movie,True,"UK, Germany, France","Comedy, Drama, Music",Pirate Radio,58
570731d771a0650e3c561d47,"William Prael, Diane Ayala Goldner, Juan Fernández, Josh Stewart",tt0844479,6.4,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTQ4NTU3OTE3OF5BMl5BanBnXkFtZTcwNTkxMjA3Mg@@._V1_SX300.jpg,"42,108",Marcus Dunstan,"Patrick Melton (screenplay, Marcus Dunstan (screenplay, Patrick Melton (earlier screenplay, Marcus Dunstan (earlier screenplay)",31 Jul 2009,,90 min,R,movie,True,USA,"Horror, Thriller",The Collector,29
570731d771a0650e3c561d48,"Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons",tt1054606,6.9,"English, Russian, French",Nominated for 2 Oscars. Another 4 wins & 20 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg,"124,005",Terry Gilliam,"Terry Gilliam, Charles McKeown",08 Jan 2010,"7,689,458",123 min,PG-13,movie,True,"UK, Canada, France","Adventure, Fantasy, Mystery",The Imaginarium of Doctor Parnassus,65
570731d771a0650e3c561d49,"Henry Goodman, Edward Hibbert, Imelda Staunton, Demetri Martin",tt1127896,6.7,English,8 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQ0MjA0MDE5Nl5BMl5BanBnXkFtZTcwNTk2NzY0Mg@@._V1_SX300.jpg,"24,221",Ang Lee,"James Schamus (screenplay, Elliot Tiber (book, Tom Monte (book)",28 Aug 2009,"7,443,007",120 min,R,movie,True,USA,"Comedy, Drama, Music",Taking Woodstock,55
570731d771a0650e3c561d4a,"Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor",tt1187043,8.4,"Hindi, English",25 wins & 13 nominations.,http://ia.media-imdb.com/images/M/MV5BMTMyOTg0ODQ1OF5BMl5BanBnXkFtZTcwNjc0NTMwNQ@@._V1_SX300.jpg,"194,062",Rajkumar Hirani,"Rajkumar Hirani, Abhijat Joshi, Vidhu Vinod Chopra (screenplay)",25 Dec 2009,"6,523,137",170 min,PG-13,movie,True,India,"Comedy, Drama",3 Idiots,67
570731d771a0650e3c561d4b,"Alexis Bledel, Zach Gilford, Michael Keaton, Jane Lynch",tt1142433,5.3,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTcxNzg0NDQ4NF5BMl5BanBnXkFtZTcwMzM2Njg0Mg@@._V1_SX300.jpg,"11,213",Vicky Jenson,Kelly Fremon,21 Aug 2009,"6,373,693",88 min,PG-13,movie,True,USA,"Comedy, Romance",Post Grad,35
570731d771a0650e3c561d4c,"Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola, Marie Gillain",tt1035736,6.7,"French, English",Nominated for 1 Oscar. Another 5 wins & 18 nominations.,http://ia.media-imdb.com/images/M/MV5BMTA0NjYzMzQxNzBeQTJeQWpwZ15BbWU3MDI2MDA0ODI@._V1_SX300.jpg,"31,051",Anne Fontaine,"Edmonde Charles-Roux (book, Anne Fontaine, Camille Fontaine",06 Nov 2009,"6,109,075",105 min,PG-13,movie,True,"France, Belgium","Biography, Drama",Coco Before Chanel,65
570731d771a0650e3c561d4d,"Larry David, Adam Brooks, Lyle Kanouse, Michael McKean",tt1178663,7.2,English,2 wins.,http://ia.media-imdb.com/images/M/MV5BMTU2NTA4NzgyNl5BMl5BanBnXkFtZTcwNzEzMjQ1Mg@@._V1_SX300.jpg,"57,453",Woody Allen,Woody Allen,03 Jul 2009,,92 min,PG-13,movie,True,"USA, France","Comedy, Romance",Whatever Works,45
570731d771a0650e3c561d4e,"Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter",tt0976222,6.4,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTg0MDI4MTIzMV5BMl5BanBnXkFtZTcwMDU5MjI2Mg@@._V1_SX300.jpg,"11,677",Todd Graff,"Josh A. Cagan (screenplay, Todd Graff (screenplay, Josh A. Cagan (story)",14 Aug 2009,"5,205,343",111 min,PG,movie,True,USA,"Comedy, Drama, Family",Bandslam,66
570731d771a0650e3c561d4f,"Penélope Cruz, Lluís Homar, Blanca Portillo, José Luis Gómez",tt0913425,7.2,"Spanish, English",Nominated for 1 Golden Globe. Another 8 wins & 37 nominations.,http://ia.media-imdb.com/images/M/MV5BMzA1ODU3MzI2NF5BMl5BanBnXkFtZTcwMzc3MzA3Mg@@._V1_SX300.jpg,"30,554",Pedro Almodóvar,Pedro Almodóvar,15 Jan 2010,"5,009,119",127 min,R,movie,True,Spain,"Drama, Romance, Thriller",Broken Embraces,76
570731d771a0650e3c561d50,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",tt1182345,8.0,"English, Spanish",Won 1 BAFTA Film Award. Another 24 wins & 30 nominations.,http://ia.media-imdb.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,"249,927",Duncan Jones,"Duncan Jones (story, Nathan Parker",10 Jul 2009,"5,009,677",97 min,R,movie,True,UK,"Drama, Sci-Fi",Moon,67
570731d771a0650e3c561d51,"Zach Cregger, Trevor Moore, Raquel Alessi, Molly Stanton",tt1151922,5.1,"English, Portuguese",2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY0MDg5NzY1N15BMl5BanBnXkFtZTcwMDYyNjUyMg@@._V1_SX300.jpg,"17,920","Zach Cregger, Trevor Moore","Zach Cregger (screenplay, Trevor Moore (screenplay, Dennis Haggerty (story, Ryan Homchick (story, Thomas Mimms (story)",13 Mar 2009,"4,542,775",90 min,R,movie,True,USA,"Comedy, Romance",Miss March,7
570731d771a0650e3c561d52,"Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox",tt0810784,7.0,"English, French",Nominated for 1 Oscar. Another 15 wins & 48 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg0NjEwNDgxNF5BMl5BanBnXkFtZTcwMjkyOTM3Mg@@._V1_SX300.jpg,"20,918",Jane Campion,"Jane Campion, Jane Campion (screenplay, Andrew Motion (biography \",09 Oct 2009,"4,440,055",119 min,PG,movie,True,"UK, Australia, France","Biography, Drama, Romance",Bright Star,81
570731d771a0650e3c561d53,"Tanya Crumel, Kevin Kirk, Jason Griggers, Maya Angelou",tt1213585,6.9,English,5 wins & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg0Mjk3OTgwNl5BMl5BanBnXkFtZTcwMTgwOTg3Mg@@._V1_SX300.jpg,"4,659",Jeff Stilson,"Lance Crouther, Paul Marchand (ghostwriter, Chris Rock, Chuck Sklar, Jeff Stilson",23 Oct 2009,"4,157,104",96 min,PG-13,movie,True,USA,"Documentary, Comedy",Good Hair,72
570731d771a0650e3c561d54,"Thakoon Panichgul, André Leon Talley, Grace Coddington, Anna Wintour",tt1331025,7.0,English,2 wins & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY0NzI0MjU5OV5BMl5BanBnXkFtZTcwNTM0NjU1Mg@@._V1_SX300.jpg,"5,835",R.J. Cutler,N/A,25 Sep 2009,"3,820,700",90 min,PG-13,movie,True,USA,Documentary,The September Issue,69
570731d771a0650e3c561d55,"Ted LeBlang, Heather L. Tyler",tt1427984,N/A,English,N/A,N/A,N/A,Himanshu Kothari,Himanshu Kothari,N/A,,15 min,N/A,movie,True,USA,"Short, Drama",When Two Lovers Meet,N/A
570731d771a0650e3c561d56,N/A,tt2997034,N/A,English,N/A,N/A,N/A,N/A,N/A,08 Jul 2009,,N/A,N/A,movie,True,USA,Short,Cheri: Reteaming BTS,N/A
570731d771a0650e3c561d57,"Marco Antonio Aguirre, Leonardo Alonso, Karla Cecilia Alvarado, Juan Pablo Arias Barrón",tt1127715,7.6,Spanish,14 wins & 18 nominations.,http://ia.media-imdb.com/images/M/MV5BMTkxMTQ0NjgwNV5BMl5BanBnXkFtZTcwNzM5MjIzMg@@._V1_SX300.jpg,"24,735",Cary Joji Fukunaga,Cary Joji Fukunaga,17 Apr 2009,"2,534,351",96 min,R,movie,True,"Mexico, USA","Adventure, Crime, Drama",Sin Nombre,77
570731d771a0650e3c561d58,"Renée Zellweger, Logan Lerman, Kevin Bacon, Troy Garity",tt1185431,6.6,English,2 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTkxMDI1MjExNF5BMl5BanBnXkFtZTcwNzA1MzQ3Mg@@._V1_SX300.jpg,"7,029",Richard Loncraine,Charlie Peters,25 Sep 2009,"2,475,970",108 min,PG-13,movie,True,USA,"Adventure, Biography, Comedy",My One and Only,62
570731d771a0650e3c561d59,"Saif Ali Khan, Deepika Padukone, Rishi Kapoor, Rahul Khanna",tt1275863,6.8,Hindi,17 wins & 45 nominations.,http://ia.media-imdb.com/images/M/MV5BMTUyNTA1MTY4NV5BMl5BanBnXkFtZTcwNDM4NTk5Mw@@._V1_SX300.jpg,"10,614",Imtiaz Ali,Imtiaz Ali,31 Jul 2009,"2,425,386",128 min,N/A,movie,True,India,"Comedy, Drama, Romance",Love Aaj Kal,N/A
570731d771a0650e3c561d5a,"Peter Capaldi, Harry Hadden-Paton, Samantha Harrington, Gina McKee",tt1226774,7.5,English,Nominated for 1 Oscar. Another 15 wins & 38 nominations.,http://ia.media-imdb.com/images/M/MV5BMTU2NzQxNzA1OF5BMl5BanBnXkFtZTcwNzQ0NDk0Mg@@._V1_SX300.jpg,"43,092",Armando Iannucci,"Jesse Armstrong (screenplay, Simon Blackwell (screenplay, Armando Iannucci (screenplay, Tony Roche (screenplay, Ian Martin (additional dialogue)",04 Sep 2009,"2,384,044",106 min,NOT RATED,movie,True,UK,Comedy,In the Loop,83
570731d771a0650e3c561d5b,"Hugh Dancy, Rose Byrne, Peter Gallagher, Amy Irving",tt1185836,7.2,English,2 wins & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTkzNzk4NDYwNl5BMl5BanBnXkFtZTcwOTE2MTY1Mg@@._V1_SX300.jpg,"28,443",Max Mayer,Max Mayer,28 Aug 2009,"2,277,396",99 min,PG-13,movie,True,USA,"Drama, Romance",Adam,56
570731d771a0650e3c561d5c,"Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur",tt1149362,7.8,"German, Italian, Polish",Nominated for 2 Oscars. Another 55 wins & 34 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1_SX300.jpg,"51,443",Michael Haneke,"Michael Haneke, Michael Haneke (story)",05 Mar 2010,"2,222,647",144 min,R,movie,True,"Germany, Austria, France, Italy","Drama, Mystery",The White Ribbon,82
570731d771a0650e3c561d5d,"Nicolas Cage, Eva Mendes, Val Kilmer, Xzibit",tt1095217,6.7,"English, Spanish",3 wins & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BMTcyMzY0NTMzMF5BMl5BanBnXkFtZTcwMTc1MjY4Mg@@._V1_SX300.jpg,"63,889",Werner Herzog,William M. Finkelstein (screenplay),11 Dec 2009,,122 min,R,movie,True,USA,"Crime, Drama",Bad Lieutenant: Port of Call New Orleans,69
570731d771a0650e3c561d5e,"Cindy Jourdain, Adam Kirkham, Sarah Robinson",tt3748520,N/A,N/A,N/A,N/A,N/A,"Michael Nunn, William Trevitt",N/A,N/A,,N/A,N/A,movie,True,UK,Short,Departures,N/A
570731d771a0650e3c561d5f,"Sylvester Stallone, Denise Richards, Brandon Routh, Whoopi Goldberg",tt1144804,3.9,Hindi,N/A,http://ia.media-imdb.com/images/M/MV5BMTMxMTg2ODAzMV5BMl5BanBnXkFtZTcwMjQ4NTk5Mw@@._V1_SX300.jpg,"5,128",Sabir Khan,"Sabir Khan (screenplay, Ishita Moitra (screenplay, Anvita Dutt Guptan (dialogue, Kiran Kotrial (screenplay)",03 Jul 2009,,142 min,N/A,movie,True,India,"Action, Comedy, Romance",Kambakkht Ishq,N/A
570731d771a0650e3c561d60,"Tim Huck, Lex D. Geddings, Matt Czuchry, Yvette Yates",tt1220628,5.3,English,N/A,http://ia.media-imdb.com/images/M/MV5BMTQzMzQyNzIyNF5BMl5BanBnXkFtZTcwNDAwMjc3Mg@@._V1_SX300.jpg,"7,306",Bob Gosse,"Tucker Max (novel, Tucker Max (screenplay, Nils Parker (screenplay)",25 Sep 2009,"1,425,993",105 min,R,movie,True,USA,Comedy,I Hope They Serve Beer in Hell,26
570731d771a0650e3c561d61,"Shaun White, Travis Pastrana, Ricky Carmichael, Danny Way",tt1440770,6.4,English,N/A,http://ia.media-imdb.com/images/M/MV5BNDg3NTUzMDc2M15BMl5BanBnXkFtZTcwMjg4OTM3Mg@@._V1_SX300.jpg,278,Steven Lawrence,"Greg Jennings, Steven Lawrence",21 Aug 2009,"1,388,840",92 min,PG,movie,True,USA,"Documentary, Sport",X Games 3D: The Movie,43
